层级,快照,n,类目数,前1条数,前1行占比%,前1流量占比%,前3条数,前3行占比%,前3流量占比%,前5条数,前5行占比%,前5流量占比%,前10条数,前10行占比%,前10流量占比%,流量有效n,单行最大流量%,前10之外类数,前10之外条数,前10之外行占比%,前10之外流量占比%,第10名条数,并列类数,并列需选,边界并列,前10流量占比%低,前10流量占比%高,前10流量摆动pp
自下而上 家族,2025搜索,9998,27,3271,32.716543308661734,37.26928624465077,4484,44.848969793958794,50.198097185581815,5618,56.19123824764953,60.4938258913808,7265,72.66453290658131,76.12281542354742,4160.763379749923,0.28015581322027455,17,2733,27.335467093418686,23.877184576452578,267,1,1,False,76.12281542354742,76.12281542354742,0.0
自下而上 家族,2026搜索,9998,27,3687,36.87737547509502,44.963506985158375,4932,49.329865973194636,57.286938797375015,5732,57.33146629325865,63.87472814801574,7296,72.9745949189838,77.68781379259894,3375.009300478099,0.3642869389893778,17,2702,27.025405081016203,22.312186207401055,279,1,1,False,77.68781379259894,77.68781379259894,0.0
自下而上 家族,助手头部1k,958,26,222,23.173277661795407,18.55297986684848,416,43.42379958246347,44.37543686761624,528,55.11482254697286,55.253679236995204,726,75.78288100208768,74.61183238034127,313.52449156238396,2.3509684615002655,16,232,24.217118997912323,25.38816761965873,28,1,1,False,74.61183238034127,74.61183238034127,0.0
自下而上 家族,助手随机1k,998,27,179,17.935871743486974,16.140051238257904,356,35.67134268537074,31.853116994022212,467,46.793587174348694,45.34585824081982,679,68.03607214428858,67.03672075149446,406.29362962962955,2.9888983774551665,17,319,31.963927855711418,32.96327924850554,36,1,1,False,67.03672075149446,67.03672075149446,0.0
自下而上 家族,助手语音1k,1000,27,153,15.3,15.3,398,39.8,39.8,510,51.0,51.0,696,69.6,69.6,999.9999999999998,0.1,17,304,30.400000000000006,30.400000000000006,28,2,1,True,69.6,69.6,0.0
自下而上 叶,2025搜索,9998,30,3271,32.716543308661734,37.269286244650765,4428,44.28885777155431,47.672120348678995,5411,54.12082416483297,58.565250255427706,6849,68.50370074014803,71.73117542186561,4160.763379749923,0.28015581322027455,20,3149,31.496299259851966,28.268824578134385,253,1,1,False,71.73117542186561,71.73117542186561,0.0
自下而上 叶,2026搜索,9998,30,3687,36.87737547509502,44.963506985158375,4652,46.52930586117223,55.130900798482095,5365,53.66073214642928,60.62988059152995,6840,68.41368273654732,73.84672069753853,3375.009300478099,0.3642869389893778,20,3158,31.586317263452685,26.15327930246147,262,1,1,False,73.84672069753853,73.84672069753853,0.0
自下而上 叶,助手头部1k,958,29,222,23.173277661795407,18.552979866848478,416,43.42379958246347,44.37543686761623,512,53.4446764091858,53.92598364444037,687,71.71189979123173,71.4025980970715,313.52449156238396,2.3509684615002655,19,271,28.28810020876827,28.597401902928496,28,1,1,False,71.4025980970715,71.4025980970715,0.0
自下而上 叶,助手随机1k,998,30,152,15.230460921843687,13.748932536293767,329,32.965931863727455,29.461998292058073,440,44.08817635270541,42.954739538855684,652,65.33066132264528,64.64560204953032,406.29362962962955,2.9888983774551665,20,346,34.669338677354716,35.354397950469675,36,1,1,False,64.64560204953032,64.64560204953032,0.0
自下而上 叶,助手语音1k,1000,30,153,15.3,15.3,369,36.9,36.9,481,48.1,48.1,667,66.7,66.7,999.9999999999998,0.1,20,333,33.3,33.3,28,2,1,True,66.7,66.7,0.0
