view,surface,code,name,n,k,share,lo,hi,pv_share
interp,search_top1000,U04,解释与介绍,987,8,0.008105369807497468,0.00411268319239232,0.015912313739508802,0.004426396823231607
interp,search_top1000,U05,核实与动态,987,0,0.0,0.0,0.0038771081068861056,0.0
interp,search_top1000,U06,办事与操作,987,1,0.0010131712259371835,0.0001788673925609877,0.005716726817451995,0.00040241317569163746
interp,search_top1000,U07,个案判断与建议,987,0,0.0,0.0,0.0038771081068861056,0.0
interp,search_top1000,U08,清单与推荐,987,48,0.0486322188449848,0.036874994473025655,0.06388944658395056,0.02695101889623857
interp,search_top1000,U09,获取现成内容,987,372,0.3768996960486322,0.34719829560446186,0.40755564286562257,0.36547988104447326
interp,search_top1000,U10,生成与编辑,987,0,0.0,0.0,0.0038771081068861056,0.0
interp,search_top1000,U11,会话与系统指令,987,0,0.0,0.0,0.0038771081068861056,0.0
interp,search_top1000,U12,违规或灰色内容,987,31,0.031408308004052685,0.022213758083846333,0.04423641921997297,0.016904019347824057
interp,search_top1000,U13,无法判定,987,0,0.0,0.0,0.0038771081068861056,0.0
interp,search_top10k,U01,导航直达,9868,817,0.08279286582894203,0.07751670049047214,0.08839374118436187,0.1679054728916123
interp,search_top10k,U02,裸实体,9868,3910,0.39623023915687067,0.3866218882216852,0.4059193535259539,0.3531102195708487
interp,search_top10k,U03,事实与数值,9868,194,0.019659505472233482,0.017101437064198376,0.022591420244208998,0.02378897923224678
interp,search_top10k,U04,解释与介绍,9868,135,0.013680583704904742,0.011570541316411881,0.016169125819252044,0.008362134172305677
interp,search_top10k,U05,核实与动态,9868,13,0.00131738954195379,0.0007700715201253027,0.002252829495628434,0.0008771927695432069
interp,search_top10k,U06,办事与操作,9868,9,0.0009120389136603161,0.0004799073658075688,0.0017326078755228837,0.0005512997169957029
interp,search_top10k,U07,个案判断与建议,9868,0,0.0,0.0,0.00038914724887806134,0.0
interp,search_top10k,U08,清单与推荐,9868,459,0.046513984596676126,0.04253233381975534,0.050848581044194666,0.03507476567537088
interp,search_top10k,U09,获取现成内容,9868,3963,0.4016011349817592,0.3919688307943262,0.4113100224644214,0.3836745056567283
interp,search_top10k,U10,生成与编辑,9868,2,0.00020267531414673692,5.558147763537881e-05,0.0007387586584543251,0.00014328614599345318
interp,search_top10k,U11,会话与系统指令,9868,4,0.00040535062829347385,0.0001576413290537856,0.0010418916942475606,0.00019692743046192265
interp,search_top10k,U12,违规或灰色内容,9868,362,0.036684231860559385,0.0331517968197726,0.040577263014412744,0.02631521673789307
interp,search_top10k,U13,无法判定,9868,0,0.0,0.0,0.00038914724887806134,0.0
interp,assistant_top1k,U01,导航直达,828,37,0.04468599033816425,0.03259125310681177,0.060986177981029954,0.04022499751777489
interp,assistant_top1k,U02,裸实体,828,278,0.3357487922705314,0.30440545737214186,0.3686092127285119,0.3683622062880158
interp,assistant_top1k,U03,事实与数值,828,11,0.013285024154589372,0.0074340001201216605,0.023631529663433286,0.01903758736353158
interp,assistant_top1k,U04,解释与介绍,828,72,0.08695652173913043,0.06962085453063148,0.10810721292836552,0.0701671077113021
interp,assistant_top1k,U05,核实与动态,828,17,0.020531400966183576,0.012857596851768108,0.03263375630969917,0.013270191282425415
interp,assistant_top1k,U06,办事与操作,828,1,0.0012077294685990338,0.00021322024396522917,0.0068092705764024935,0.0007252414233726316
interp,assistant_top1k,U07,个案判断与建议,828,0,0.0,0.0,0.004618186924049001,0.0
interp,assistant_top1k,U08,清单与推荐,828,101,0.12198067632850242,0.10141810244109062,0.14603477801114934,0.14478926988046467
interp,assistant_top1k,U09,获取现成内容,828,252,0.30434782608695654,0.2739691210404071,0.3365336477559599,0.2832628956990593
interp,assistant_top1k,U10,生成与编辑,828,36,0.043478260869565216,0.03156851650563611,0.05960461068588689,0.03720315825372226
interp,assistant_top1k,U11,会话与系统指令,828,13,0.01570048309178744,0.009197979914361425,0.02667615766183096,0.017103610234537894
interp,assistant_top1k,U12,违规或灰色内容,828,10,0.012077294685990338,0.006573098265113461,0.022088127622122762,0.005853734345793384
interp,assistant_top1k,U13,无法判定,828,0,0.0,0.0,0.004618186924049001,0.0
