view,domain,frm,to,code,name,p_from,p_to,diff,lo,hi,sig
all,金融,assistant_top1k,assistant_random1k,U04,解释与介绍,0.035789473684210524,0.0911854103343465,0.05539593665013598,0.03395097689949627,0.07741202774896344,True
all,金融,assistant_top1k,assistant_random1k,U05,核实与动态,0.05263157894736842,0.10840932117527863,0.05577774222791021,0.03171149985441913,0.08015301070998382,True
all,金融,assistant_top1k,assistant_random1k,U06,办事与操作,0.03684210526315789,0.1094224924012158,0.07258038713805792,0.0498125679408393,0.09595108735357084,True
all,金融,assistant_top1k,assistant_random1k,U07,个案判断与建议,0.08105263157894736,0.24417426545086118,0.1631216338719138,0.13104671853886188,0.19502069790313442,True
all,金融,assistant_top1k,assistant_random1k,U08,清单与推荐,0.03894736842105263,0.08105369807497467,0.04210632965392204,0.021073825055201337,0.06357833501829199,True
all,金融,assistant_top1k,assistant_random1k,U09,获取现成内容,0.03894736842105263,0.0121580547112462,-0.02678931370980643,-0.041978034157639385,-0.012931557435133436,True
all,金融,assistant_top1k,assistant_random1k,U10,生成与编辑,0.0010526315789473684,0.0010131712259371835,-3.9460353010184945e-05,-0.004996002478050209,0.004743297429796752,False
all,金融,assistant_top1k,assistant_random1k,U11,会话与系统指令,0.0,0.00911854103343465,0.00911854103343465,0.0032167422272705165,0.01723892484064206,True
all,金融,assistant_top1k,assistant_random1k,U12,违规或灰色内容,0.0,0.00303951367781155,0.00303951367781155,-0.0014595969020030739,0.008898349423877636,False
all,金融,assistant_top1k,assistant_random1k,U13,无法判定,0.04631578947368421,0.07497467071935157,0.02865888124566736,0.007356800266355365,0.05019988034860748,True
all,金融,search_top10k,assistant_random1k,U01,导航直达,0.17211721172117211,0.008105369807497468,-0.16401184191367466,-0.17253012280568444,-0.15334219974404614,True
all,金融,search_top10k,assistant_random1k,U02,裸实体,0.39973997399739974,0.02330293819655522,-0.37643703580084453,-0.38878936097380673,-0.3615414274512972,True
all,金融,search_top10k,assistant_random1k,U03,事实与数值,0.35963596359635963,0.23404255319148937,-0.12559341040487026,-0.15265293138902644,-0.09662771519366177,True
all,金融,search_top10k,assistant_random1k,U04,解释与介绍,0.0125012501250125,0.0911854103343465,0.078684160209334,0.06210379494940928,0.09836561892419736,True
all,金融,search_top10k,assistant_random1k,U05,核实与动态,0.014801480148014802,0.10840932117527863,0.09360784102726383,0.07552604642654565,0.1146579200206013,True
all,金融,search_top10k,assistant_random1k,U06,办事与操作,0.010901090109010901,0.1094224924012158,0.09852140229220491,0.08040127440466428,0.11961402591593234,True
all,金融,search_top10k,assistant_random1k,U07,个案判断与建议,0.0032003200320032004,0.24417426545086118,0.24097394541885797,0.2151645141045704,0.2687492890771838,True
all,金融,search_top10k,assistant_random1k,U08,清单与推荐,0.0121012101210121,0.08105369807497467,0.06895248795396257,0.05332975766166766,0.08775066962121852,True
all,金融,search_top10k,assistant_random1k,U09,获取现成内容,0.0067006700670067,0.0121580547112462,0.0054573846442395,-3.544042111210902e-05,0.014541686363680053,False
all,金融,search_top10k,assistant_random1k,U10,生成与编辑,0.0,0.0010131712259371835,0.0010131712259371835,9.471711403029879e-05,0.005716726817451995,True
all,金融,search_top10k,assistant_random1k,U11,会话与系统指令,0.0,0.00911854103343465,0.00911854103343465,0.004787496932423991,0.01723892484064206,True
all,金融,search_top10k,assistant_random1k,U12,违规或灰色内容,0.00030003000300030005,0.00303951367781155,0.0027394836748112503,0.0006514900182432938,0.008601663825568526,True
all,金融,search_top10k,assistant_random1k,U13,无法判定,0.008000800080008,0.07497467071935157,0.06697387063934357,0.05201427003461973,0.0851698347726521,True
all,医疗,search_top1000,assistant_top1k,U01,导航直达,0.001,0.010438413361169102,0.009438413361169101,0.0027900487475466806,0.018146843841728752,True
all,医疗,search_top1000,assistant_top1k,U02,裸实体,0.044,0.21189979123173278,0.16789979123173276,0.1392308291566196,0.19708028039722597,True
all,医疗,search_top1000,assistant_top1k,U03,事实与数值,0.033,0.04697286012526096,0.013972860125260958,-0.0034924145723411078,0.031935889227603334,False
all,医疗,search_top1000,assistant_top1k,U04,解释与介绍,0.784,0.36012526096033404,-0.423874739039666,-0.46237304332612894,-0.383123101708385,True
all,医疗,search_top1000,assistant_top1k,U05,核实与动态,0.007,0.015657620041753653,0.008657620041753654,-0.0009454962470629678,0.01930201592873542,False
all,医疗,search_top1000,assistant_top1k,U06,办事与操作,0.04,0.08768267223382047,0.047682672233820465,0.026186635016272625,0.06991026386088597,True
all,医疗,search_top1000,assistant_top1k,U07,个案判断与建议,0.057,0.081419624217119,0.024419624217118997,0.001910507687436211,0.04732905727043131,True
all,医疗,search_top1000,assistant_top1k,U08,清单与推荐,0.012,0.024008350730688934,0.012008350730688934,0.00010103537628239172,0.024835721658294486,True
all,医疗,search_top1000,assistant_top1k,U09,获取现成内容,0.02,0.022964509394572025,0.002964509394572025,-0.010240018526243743,0.016488574445061622,False
all,医疗,search_top1000,assistant_top1k,U10,生成与编辑,0.0,0.013569937369519834,0.013569937369519834,0.006768442938651506,0.023078282619999377,True
all,医疗,search_top1000,assistant_top1k,U11,会话与系统指令,0.0,0.0020876826722338203,0.0020876826722338203,-0.0020281826501090386,0.0075800010310645705,False
all,医疗,search_top1000,assistant_top1k,U12,违规或灰色内容,0.0,0.003131524008350731,0.003131524008350731,-0.0012174344983912119,0.009166497572646707,False
all,医疗,search_top1000,assistant_top1k,U13,无法判定,0.002,0.12004175365344467,0.11804175365344467,0.09825066738691224,0.14020291995366738,True
all,医疗,search_top10k,assistant_top1k,U01,导航直达,0.0030006001200240046,0.010438413361169102,0.0074378132411450975,0.0025099671873676233,0.016153598464321454,True
all,医疗,search_top10k,assistant_top1k,U02,裸实体,0.1229245849169834,0.21189979123173278,0.08897520631474938,0.06341229025056956,0.11670103757839115,True
all,医疗,search_top10k,assistant_top1k,U03,事实与数值,0.047309461892378474,0.04697286012526096,-0.0003366017671175142,-0.012799965257601723,0.015477898290747132,False
all,医疗,search_top10k,assistant_top1k,U04,解释与介绍,0.6071214242848569,0.36012526096033404,-0.2469961633245229,-0.2782677352017102,-0.21463428420147437,True
all,医疗,search_top10k,assistant_top1k,U05,核实与动态,0.02590518103620724,0.015657620041753653,-0.010247560994453588,-0.017224080955268957,0.00018932562310358843,False
all,医疗,search_top10k,assistant_top1k,U06,办事与操作,0.05891178235647129,0.08768267223382047,0.028770889877349173,0.011779195717019127,0.04886640785446518,True
all,医疗,search_top10k,assistant_top1k,U07,个案判断与建议,0.08111622324464893,0.081419624217119,0.00030340097247007203,-0.0163293254454607,0.020034594865709625,False
all,医疗,search_top10k,assistant_top1k,U08,清单与推荐,0.022704540908181636,0.024008350730688934,0.001303809822507298,-0.007239701431258072,0.013379386729466433,False
all,医疗,search_top10k,assistant_top1k,U09,获取现成内容,0.028005601120224044,0.022964509394572025,-0.005041091725652019,-0.013513024970693116,0.006917884515882627,False
all,医疗,search_top10k,assistant_top1k,U10,生成与编辑,0.0,0.013569937369519834,0.013569937369519834,0.007934096858383604,0.023078282619999377,True
all,医疗,search_top10k,assistant_top1k,U11,会话与系统指令,0.0,0.0020876826722338203,0.0020876826722338203,0.0005247626085402581,0.0075800010310645705,True
all,医疗,search_top10k,assistant_top1k,U12,违规或灰色内容,0.000600120024004801,0.003131524008350731,0.00253140398434593,0.0003472520489204798,0.008575125260095604,True
all,医疗,search_top10k,assistant_top1k,U13,无法判定,0.002400480096019204,0.12004175365344467,0.11764127355742547,0.09852701178871369,0.13976885502555564,True
all,医疗,assistant_top1k,assistant_random1k,U01,导航直达,0.010438413361169102,0.001002004008016032,-0.00943640935315307,-0.01814499602692659,-0.0027815754944409566,True
all,医疗,assistant_top1k,assistant_random1k,U02,裸实体,0.21189979123173278,0.01903807615230461,-0.19286171507942818,-0.22071135545915627,-0.16601944197167628,True
all,医疗,assistant_top1k,assistant_random1k,U03,事实与数值,0.04697286012526096,0.0871743486973948,0.040201488572133834,0.01809290691811246,0.0626111043180118,True
all,医疗,assistant_top1k,assistant_random1k,U04,解释与介绍,0.36012526096033404,0.22545090180360722,-0.13467435915672682,-0.17432496479591744,-0.0945069069961738,True
all,医疗,assistant_top1k,assistant_random1k,U05,核实与动态,0.015657620041753653,0.09418837675350701,0.07853075671175336,0.05914518211762519,0.09917708420383976,True
all,医疗,assistant_top1k,assistant_random1k,U06,办事与操作,0.08768267223382047,0.05110220440881764,-0.03658046782500283,-0.05957159889313564,-0.014108640898006435,True
all,医疗,assistant_top1k,assistant_random1k,U07,个案判断与建议,0.081419624217119,0.3366733466933868,0.25525372247626776,0.22086142895192462,0.28901816894849935,True
all,医疗,assistant_top1k,assistant_random1k,U08,清单与推荐,0.024008350730688934,0.045090180360721446,0.021081829630032512,0.0048259733001972185,0.03780779313048028,True
all,医疗,assistant_top1k,assistant_random1k,U09,获取现成内容,0.022964509394572025,0.009018036072144289,-0.013946473322427736,-0.026270163096671323,-0.0027845038706869607,True
all,医疗,assistant_top1k,assistant_random1k,U10,生成与编辑,0.013569937369519834,0.01002004008016032,-0.0035498972893595136,-0.01409878947351317,0.006496963444449177,False
all,医疗,assistant_top1k,assistant_random1k,U11,会话与系统指令,0.0020876826722338203,0.008016032064128256,0.005928349391894436,-0.0008361243933991741,0.013797366262048524,False
all,医疗,assistant_top1k,assistant_random1k,U12,违规或灰色内容,0.003131524008350731,0.001002004008016032,-0.0021295200003346986,-0.008220637278874728,0.0029605723102744614,False
all,医疗,assistant_top1k,assistant_random1k,U13,无法判定,0.12004175365344467,0.11222444889779559,-0.007817304755649082,-0.036403555059293914,0.020621058075693026,False
all,医疗,search_top10k,assistant_random1k,U01,导航直达,0.0030006001200240046,0.001002004008016032,-0.0019985961120079724,-0.0035212284542113785,0.0027392289595589833,False
all,医疗,search_top10k,assistant_random1k,U02,裸实体,0.1229245849169834,0.01903807615230461,-0.10388650876467878,-0.1133620116442731,-0.09164112789319129,True
all,医疗,search_top10k,assistant_random1k,U03,事实与数值,0.047309461892378474,0.0871743486973948,0.03986488680501632,0.023329026200182113,0.05939945011347411,True
all,医疗,search_top10k,assistant_random1k,U04,解释与介绍,0.6071214242848569,0.22545090180360722,-0.3816705224812497,-0.4082809689884522,-0.35305672228740803,True
all,医疗,search_top10k,assistant_random1k,U05,核实与动态,0.02590518103620724,0.09418837675350701,0.06828319571729977,0.051360169097833475,0.08821096373163667,True
all,医疗,search_top10k,assistant_random1k,U06,办事与操作,0.05891178235647129,0.05110220440881764,-0.007809577947653655,-0.020750435778151124,0.00828293184306466,False
all,医疗,search_top10k,assistant_random1k,U07,个案判断与建议,0.08111622324464893,0.3366733466933868,0.2555571234487378,0.2263874366080916,0.2859010033333516,True
all,医疗,search_top10k,assistant_random1k,U08,清单与推荐,0.022704540908181636,0.045090180360721446,0.02238563945253981,0.01074034486455844,0.03735045983688129,True
all,医疗,search_top10k,assistant_random1k,U09,获取现成内容,0.028005601120224044,0.009018036072144289,-0.018987565048079753,-0.02445551593090605,-0.01039348690764161,True
all,医疗,search_top10k,assistant_random1k,U10,生成与编辑,0.0,0.01002004008016032,0.01002004008016032,0.005435498502758018,0.018346157837070307,True
all,医疗,search_top10k,assistant_random1k,U11,会话与系统指令,0.0,0.008016032064128256,0.008016032064128256,0.004048656457820691,0.015737834440621903,True
all,医疗,search_top10k,assistant_random1k,U12,违规或灰色内容,0.000600120024004801,0.001002004008016032,0.000401883984011231,-0.000685790670173107,0.00506518896705439,False
all,医疗,search_top10k,assistant_random1k,U13,无法判定,0.002400480096019204,0.11222444889779559,0.10982396880177639,0.09167102063797872,0.13092778740902972,True
all,教育,search_top1000,assistant_top1k,U01,导航直达,0.096,0.03958090803259604,-0.05641909196740396,-0.0791590666723933,-0.03379190401915552,True
all,教育,search_top1000,assistant_top1k,U02,裸实体,0.759,0.15715948777648428,-0.6018405122235158,-0.6360401836311175,-0.5641157926724619,True
all,教育,search_top1000,assistant_top1k,U03,事实与数值,0.055,0.02910360884749709,-0.02589639115250291,-0.04433109379328368,-0.007490899157105248,True
all,教育,search_top1000,assistant_top1k,U04,解释与介绍,0.023,0.01629802095459837,-0.006701979045401631,-0.01975061115191546,0.006578189653374774,False
all,教育,search_top1000,assistant_top1k,U05,核实与动态,0.001,0.002328288707799767,0.001328288707799767,-0.0036122916263855286,0.007504531605924148,False
all,教育,search_top1000,assistant_top1k,U06,办事与操作,0.003,0.011641443538998836,0.008641443538998837,0.0007929550231426177,0.018496840935497177,True
all,教育,search_top1000,assistant_top1k,U07,个案判断与建议,0.0,0.0034924330616996507,0.0034924330616996507,-0.0009745172724221706,0.010217616813392302,False
all,教育,search_top1000,assistant_top1k,U08,清单与推荐,0.013,0.07916181606519208,0.06616181606519209,0.04753996613969547,0.08686125158742847,True
all,教育,search_top1000,assistant_top1k,U09,获取现成内容,0.03,0.05820721769499418,0.02820721769499418,0.009600630274380396,0.04803335210335427,True
all,教育,search_top1000,assistant_top1k,U10,生成与编辑,0.004,0.05820721769499418,0.054207217694994175,0.03908117538737038,0.0720879918942747,True
all,教育,search_top1000,assistant_top1k,U11,会话与系统指令,0.0,0.12922002328288706,0.12922002328288706,0.10807824437905693,0.1533141838002435,True
all,教育,search_top1000,assistant_top1k,U12,违规或灰色内容,0.001,0.0,-0.001,-0.0056427029601604705,0.003527775679214796,False
all,教育,search_top1000,assistant_top1k,U13,无法判定,0.015,0.41559953434225844,0.4005995343422584,0.36670114320094127,0.43437867452035084,True
all,教育,search_top10k,assistant_top1k,U01,导航直达,0.08045286043482618,0.03958090803259604,-0.040871952402230134,-0.05327749370252941,-0.024795846452367775,True
all,教育,search_top10k,assistant_top1k,U02,裸实体,0.4695922252279331,0.15715948777648428,-0.31243273745144884,-0.3372558011860796,-0.2847868772713832,True
all,教育,search_top10k,assistant_top1k,U03,事实与数值,0.2358481114116822,0.02910360884749709,-0.20674450256418508,-0.21930652127978176,-0.19092961669098918,True
all,教育,search_top10k,assistant_top1k,U04,解释与介绍,0.0632201182246268,0.01629802095459837,-0.046922097270028426,-0.05514100793522749,-0.03511335320768233,True
all,教育,search_top10k,assistant_top1k,U05,核实与动态,0.0012022843402464682,0.002328288707799767,0.0011260043675532989,-0.0007874747567838611,0.00726868125772403,False
all,教育,search_top10k,assistant_top1k,U06,办事与操作,0.007313896403166016,0.011641443538998836,0.004327547135832821,-0.0012988767197633947,0.01409683825799924,False
all,教育,search_top10k,assistant_top1k,U07,个案判断与建议,0.0011020939785592627,0.0034924330616996507,0.002390339083140388,-7.263058331326549e-05,0.00913310236169186,False
all,教育,search_top10k,assistant_top1k,U08,清单与推荐,0.040076144674882276,0.07916181606519208,0.03908567139030981,0.022354768381210446,0.05940671618056083,True
all,教育,search_top10k,assistant_top1k,U09,获取现成内容,0.04668870854623785,0.05820721769499418,0.01151850914875633,-0.002920781506151944,0.02967043131099912,False
all,教育,search_top10k,assistant_top1k,U10,生成与编辑,0.008916942190161306,0.05820721769499418,0.04929027550483287,0.035360629932343964,0.06708136309765786,True
all,教育,search_top10k,assistant_top1k,U11,会话与系统指令,0.001302474701933674,0.12922002328288706,0.1279175485809534,0.1071044508695379,0.15201778479263073,True
all,教育,search_top10k,assistant_top1k,U12,违规或灰色内容,0.0011020939785592627,0.0,-0.0011020939785592627,-0.0019725691826159584,0.0033766814543630006,False
all,教育,search_top10k,assistant_top1k,U13,无法判定,0.043182045887185654,0.41559953434225844,0.3724174884550728,0.33964128970560614,0.4058973967439143,True
all,教育,assistant_top1k,assistant_random1k,U01,导航直达,0.03958090803259604,0.0010309278350515464,-0.03854998019754449,-0.05379365162654194,-0.02644375871633286,True
all,教育,assistant_top1k,assistant_random1k,U02,裸实体,0.15715948777648428,0.026804123711340205,-0.13035536406514409,-0.15755934650545333,-0.10449993335285016,True
all,教育,assistant_top1k,assistant_random1k,U03,事实与数值,0.02910360884749709,0.1402061855670103,0.11110257671951322,0.08660814008918048,0.1361694950339476,True
all,教育,assistant_top1k,assistant_random1k,U04,解释与介绍,0.01629802095459837,0.12577319587628866,0.10947517492169029,0.08723399535611143,0.13277437358204078,True
all,教育,assistant_top1k,assistant_random1k,U05,核实与动态,0.002328288707799767,0.023711340206185566,0.021383051498385798,0.01142062157984074,0.033123141329086614,True
all,教育,assistant_top1k,assistant_random1k,U06,办事与操作,0.011641443538998836,0.049484536082474224,0.037843092543475385,0.02247272343832249,0.05423953472480254,True
all,教育,assistant_top1k,assistant_random1k,U07,个案判断与建议,0.0034924330616996507,0.06288659793814433,0.05939416487644468,0.04420431433204506,0.07661757367510821,True
all,教育,assistant_top1k,assistant_random1k,U08,清单与推荐,0.07916181606519208,0.07835051546391752,-0.0008113006012745588,-0.025979119284939473,0.023897158573829343,False
all,教育,assistant_top1k,assistant_random1k,U09,获取现成内容,0.05820721769499418,0.08556701030927835,0.027359792614284173,0.003483745526682548,0.051057102683662266,True
all,教育,assistant_top1k,assistant_random1k,U10,生成与编辑,0.05820721769499418,0.20515463917525772,0.14694742148026355,0.11693644789378894,0.17686215322326357,True
all,教育,assistant_top1k,assistant_random1k,U11,会话与系统指令,0.12922002328288706,0.06391752577319587,-0.06530249750969119,-0.09303848246200142,-0.038331024913888415,True
all,教育,assistant_top1k,assistant_random1k,U12,违规或灰色内容,0.0,0.0010309278350515464,0.0010309278350515464,-0.003501548676565264,0.005816508880877326,False
all,教育,assistant_top1k,assistant_random1k,U13,无法判定,0.41559953434225844,0.1360824742268041,-0.2795170601154543,-0.31840494659692725,-0.23968273715167115,True
all,教育,search_top10k,assistant_random1k,U01,导航直达,0.08045286043482618,0.0010309278350515464,-0.07942193259977463,-0.08498604227103466,-0.0723725266738476,True
all,教育,search_top10k,assistant_random1k,U02,裸实体,0.4695922252279331,0.026804123711340205,-0.44278810151659287,-0.45572733392110193,-0.42716825952489296,True
all,教育,search_top10k,assistant_random1k,U03,事实与数值,0.2358481114116822,0.1402061855670103,-0.09564192584467188,-0.11774594983539344,-0.07095858843866569,True
all,教育,search_top10k,assistant_random1k,U04,解释与介绍,0.0632201182246268,0.12577319587628866,0.06255307765166186,0.04253038690794812,0.08537821025088296,True
all,教育,search_top10k,assistant_random1k,U05,核实与动态,0.0012022843402464682,0.023711340206185566,0.022509055865939098,0.014597742700503123,0.03413831432769697,True
all,教育,search_top10k,assistant_random1k,U06,办事与操作,0.007313896403166016,0.049484536082474224,0.04217063967930821,0.030065281050529476,0.05775644029830534,True
all,教育,search_top10k,assistant_random1k,U07,个案判断与建议,0.0011020939785592627,0.06288659793814433,0.06178450395958507,0.048136749926483355,0.07886004431078446,True
all,教育,search_top10k,assistant_random1k,U08,清单与推荐,0.040076144674882276,0.07835051546391752,0.03827437078903525,0.02245660660760196,0.05725626392646692,True
all,教育,search_top10k,assistant_random1k,U09,获取现成内容,0.04668870854623785,0.08556701030927835,0.0388783017630405,0.02229686657604242,0.05856179831275687,True
all,教育,search_top10k,assistant_random1k,U10,生成与编辑,0.008916942190161306,0.20515463917525772,0.1962376969850964,0.17192558446689754,0.22284219334765798,True
all,教育,search_top10k,assistant_random1k,U11,会话与系统指令,0.001302474701933674,0.06391752577319587,0.0626150510712622,0.0488450959458578,0.07980293884087271,True
all,教育,search_top10k,assistant_random1k,U12,违规或灰色内容,0.0011020939785592627,0.0010309278350515464,-7.116614350771624e-05,-0.0012870613557850604,0.004739088120324738,False
all,教育,search_top10k,assistant_random1k,U13,无法判定,0.043182045887185654,0.1360824742268041,0.09290042833961845,0.07232665465057554,0.11623304048141928,True
all,影视,search_top1000,assistant_top1k,U01,导航直达,0.14,0.0387434554973822,-0.10125654450261781,-0.12643989867845498,-0.07661933436420704,True
all,影视,search_top1000,assistant_top1k,U02,裸实体,0.365,0.29109947643979056,-0.07390052356020943,-0.11511124467337594,-0.03227033391549786,True
all,影视,search_top1000,assistant_top1k,U03,事实与数值,0.022,0.011518324607329843,-0.010481675392670156,-0.022673909848530814,0.0011788354624278751,False
all,影视,search_top1000,assistant_top1k,U04,解释与介绍,0.008,0.07539267015706806,0.06739267015706807,0.05044238578648544,0.08630721845916545,True
all,影视,search_top1000,assistant_top1k,U05,核实与动态,0.0,0.01780104712041885,0.01780104712041885,0.010121798658554785,0.028322663654377987,True
all,影视,search_top1000,assistant_top1k,U06,办事与操作,0.001,0.0010471204188481676,4.7120418848167625e-05,-0.004674974560517165,0.0049767526512139145,False
all,影视,search_top1000,assistant_top1k,U07,个案判断与建议,0.0,0.0,0.0,-0.003826898586390522,0.004006501178088226,False
all,影视,search_top1000,assistant_top1k,U08,清单与推荐,0.048,0.10575916230366492,0.057759162303664915,0.03432409059083975,0.08184891487674084,True
all,影视,search_top1000,assistant_top1k,U09,获取现成内容,0.372,0.2638743455497382,-0.10812565445026179,-0.1487583922269162,-0.06691821730384087,True
all,影视,search_top1000,assistant_top1k,U10,生成与编辑,0.0,0.03769633507853403,0.03769633507853403,0.026666353452146078,0.051745597419171015,True
all,影视,search_top1000,assistant_top1k,U11,会话与系统指令,0.0,0.013612565445026177,0.013612565445026177,0.006796505351501754,0.023150336824618173,True
all,影视,search_top1000,assistant_top1k,U12,违规或灰色内容,0.031,0.010471204188481676,-0.020528795811518324,-0.034064301224400274,-0.007958915137102975,True
all,影视,search_top1000,assistant_top1k,U13,无法判定,0.013,0.13298429319371727,0.11998429319371727,0.09793905729077237,0.1436200872853876,True
all,影视,search_top10k,assistant_top1k,U01,导航直达,0.0817081708170817,0.0387434554973822,-0.042964715319699504,-0.05483793953919619,-0.027837053035274374,True
all,影视,search_top10k,assistant_top1k,U02,裸实体,0.39103910391039104,0.29109947643979056,-0.09993962747060048,-0.12947418000571675,-0.06884311435111516,True
all,影视,search_top10k,assistant_top1k,U03,事实与数值,0.0194019401940194,0.011518324607329843,-0.007883615586689558,-0.013725542056351271,0.001453190664493691,False
all,影视,search_top10k,assistant_top1k,U04,解释与介绍,0.013501350135013501,0.07539267015706806,0.06189132002205456,0.04659574182415381,0.08050762488917951,True
all,影视,search_top10k,assistant_top1k,U05,核实与动态,0.0013001300130013002,0.01780104712041885,0.016500917107417547,0.009779458522904416,0.02703638937576263,True
all,影视,search_top10k,assistant_top1k,U06,办事与操作,0.0009000900090009,0.0010471204188481676,0.0001470304098472676,-0.0010358963173149912,0.005026074177517083,False
all,影视,search_top10k,assistant_top1k,U07,个案判断与建议,0.0,0.0,0.0,-0.00038405086810531917,0.004006501178088226,False
all,影视,search_top10k,assistant_top1k,U08,清单与推荐,0.04590459045904591,0.10575916230366492,0.05985457184461901,0.04140140970209976,0.08132655094239924,True
all,影视,search_top10k,assistant_top1k,U09,获取现成内容,0.39633963396339633,0.2638743455497382,-0.13246528841365812,-0.16109866541792944,-0.10206839926283187,True
all,影视,search_top10k,assistant_top1k,U10,生成与编辑,0.00020002000200020003,0.03769633507853403,0.03749631507653383,0.02713797300012219,0.05154632737893616,True
all,影视,search_top10k,assistant_top1k,U11,会话与系统指令,0.00040004000400040005,0.013612565445026177,0.013212525441025778,0.007537301449964864,0.022753429255520013,True
all,影视,search_top10k,assistant_top1k,U12,违规或灰色内容,0.036203620362036205,0.010471204188481676,-0.02573241617355453,-0.031860876219515194,-0.01636309702302207,True
all,影视,search_top10k,assistant_top1k,U13,无法判定,0.013101310131013101,0.13298429319371727,0.11988298306270417,0.09966449055250784,0.1429876911988582,True
all,影视,assistant_top1k,assistant_random1k,U01,导航直达,0.0387434554973822,0.008146639511201629,-0.030596815986180574,-0.045355136272824774,-0.017484066343982658,True
