view,frm,to,code,name,p_from,p_to,diff,lo,hi,sig
interpretable,search_top1000,assistant_top1k,U11,会话与系统指令,0.0,0.002372479240806643,0.002372479240806643,-0.001830817264224822,0.00860897203098197,False
interpretable,search_top1000,assistant_top1k,U12,违规或灰色内容,0.0,0.0035587188612099642,0.0035587188612099642,-0.0009374499799973219,0.010410549956881085,False
interpretable,assistant_top1k,assistant_random1k,U01,导航直达,0.011862396204033215,0.001128668171557562,-0.010733728032475652,-0.02061278636344597,-0.0032068103568007643,True
interpretable,assistant_top1k,assistant_random1k,U02,裸实体,0.24080664294187426,0.02144469525959368,-0.21936194768228057,-0.250325908506515,-0.18930034364396867,True
interpretable,assistant_top1k,assistant_random1k,U03,事实与数值,0.05338078291814947,0.0981941309255079,0.04481334800735843,0.019922623806380466,0.06995206429385334,True
interpretable,assistant_top1k,assistant_random1k,U04,解释与介绍,0.4092526690391459,0.25395033860045146,-0.15530233043869446,-0.19870430906191103,-0.11113450615354613,True
interpretable,assistant_top1k,assistant_random1k,U05,核实与动态,0.017793594306049824,0.10609480812641084,0.08830121382036102,0.06650392152390439,0.11138845220292129,True
interpretable,assistant_top1k,assistant_random1k,U06,办事与操作,0.099644128113879,0.05756207674943566,-0.04208205136444334,-0.06796130610487854,-0.01677555352729833,True
interpretable,assistant_top1k,assistant_random1k,U07,个案判断与建议,0.09252669039145907,0.3792325056433409,0.2867058152518818,0.24870802073910575,0.32365683963740965,True
interpretable,assistant_top1k,assistant_random1k,U08,清单与推荐,0.027283511269276393,0.050790067720090294,0.0235065564508139,0.005156276014206776,0.04231491045182565,True
interpretable,assistant_top1k,assistant_random1k,U09,获取现成内容,0.02609727164887307,0.010158013544018058,-0.01593925810485501,-0.02989316779351763,-0.0033267365851508603,True
interpretable,assistant_top1k,assistant_random1k,U10,生成与编辑,0.01542111506524318,0.011286681715575621,-0.004134433349667559,-0.0160824445822881,0.0072008158192122685,False
interpretable,assistant_top1k,assistant_random1k,U11,会话与系统指令,0.002372479240806643,0.009029345372460496,0.006656866131653853,-0.001002820366816014,0.015512175625428466,False
interpretable,assistant_top1k,assistant_random1k,U12,违规或灰色内容,0.0035587188612099642,0.001128668171557562,-0.0024300506896524025,-0.009344628647301654,0.0033089644867377007,False
interpretable,search_top10k,assistant_top1k,U01,导航直达,0.00300782033286545,0.011862396204033215,0.008854575871167765,0.0032980013311391075,0.01873091678327702,True
interpretable,search_top10k,assistant_top1k,U02,裸实体,0.12322037296972127,0.24080664294187426,0.11758626997215299,0.08916387189704539,0.14823991686627516,True
interpretable,search_top10k,assistant_top1k,U03,事实与数值,0.04742330058151193,0.05338078291814947,0.005957482336637537,-0.007987069462704872,0.0237151381464657,False
interpretable,search_top10k,assistant_top1k,U04,解释与介绍,0.6085823140164428,0.4092526690391459,-0.19932964497729688,-0.23339907662803372,-0.16444606215560403,True
interpretable,search_top10k,assistant_top1k,U05,核实与动态,0.025967515540405054,0.017793594306049824,-0.00817392123435523,-0.015899536685168466,0.0035576331247109388,False
interpretable,search_top10k,assistant_top1k,U06,办事与操作,0.05905353920192501,0.099644128113879,0.040590588911953995,0.021537294013486086,0.06310800033292696,True
interpretable,search_top10k,assistant_top1k,U07,个案判断与建议,0.08131140966512934,0.09252669039145907,0.011215280726329727,-0.007380455237534337,0.03328993456721886,False
interpretable,search_top10k,assistant_top1k,U08,清单与推荐,0.02275917385201524,0.027283511269276393,0.0045243374172611525,-0.005033280121207481,0.01812914876534675,False
interpretable,search_top10k,assistant_top1k,U09,获取现成内容,0.02807298977341087,0.02609727164887307,-0.001975718124537798,-0.01142070194309633,0.011478518418267216,False
interpretable,search_top10k,assistant_top1k,U10,生成与编辑,0.0,0.01542111506524318,0.01542111506524318,0.009022330578438504,0.026204779287368432,True
interpretable,search_top10k,assistant_top1k,U11,会话与系统指令,0.0,0.002372479240806643,0.002372479240806643,0.000608321500078846,0.00860897203098197,True
interpretable,search_top10k,assistant_top1k,U12,违规或灰色内容,0.00060156406657309,0.0035587188612099642,0.002957154794636874,0.0005042992616163706,0.009816729079020994,True
