domain,surface,query,pv,rank,user_rank,tier,own_run,own_code,own_intent,own_leaf,l2,u_ds,p_ds,u_qw,p_qw,sim,nn_query,nn_rank,nn_pv,u_nn,core,u_core
教育,assistant_random1k,给我《金石录后序》的全文翻译,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,K12,U10,0,,,0.5544556,岳阳楼记原文及翻译,2080,1479,,翻译,U01
教育,assistant_random1k,给皮埃尔的一封信   11为21世纪初中生的身份给他写一份500字左右的信，信中需,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U10,0,,,0.5374317,小学毕业给老师写的一封信,6624,635,,500,U13
教育,assistant_random1k,蚂蚁：你家媚娘今天在忙啥呢？大猫：忙着联系这个那个老师找助教的活干呀！那是1分学分。蚂蚁：当助教有钱吗？大猫：现在这个学校没有钱，以前在云山有钱。蚂蚁：看来还是以前在云山比较舒服呀！大猫：那是呃，以前在云山，云山的学院会给我家媚娘分配安排助教工作，并且每个月发我家媚娘500元。重点是那个云山的教授从来都没有找过我家媚娘干过一次活！蚂蚁：没有对比就没有伤害，更没有怀念！赏析,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与续写小说及角色扮演内容,K12,U04,0,,,0.5050222,幼儿园毕业对老师的感恩寄语,7261,596,,500,U13
教育,assistant_random1k,上海大学哪个专业最受欢迎,5.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,学历教育,U08,0,,,0.7364067,上海大学排名,8195,545,U03,上海大学,U02
教育,assistant_random1k,安徽财经大学经济统计学专业考研难度如何,2.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询学校和教育信息,学历教育,U04,0,,,0.6290628,应用统计学考研院校推荐,9843,482,,安徽财经大学,U02
教育,assistant_random1k,2026年华中科技大学临床医学专业什么时候放寒假,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,2026年相关信息查询,学历教育,U03,0,,,0.6068511,中考时间2026年几月几日考,2785,1177,,华中科技大学,U02
教育,assistant_random1k,2026年复旦大学的博士招满吗？,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,2026年相关信息查询,学历教育,U05,0,,,0.5553101,上海财经大学研究生招生简章2026,9567,492,,复旦大学,U02
教育,assistant_random1k,2026年山东省高考人数,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,2026年相关信息查询,学历教育,U03,0,,,0.7865555,2026年高考分数线,1224,2400,U03,高考,U02
教育,assistant_random1k,中南财经政法大学经济法专业就业前景如何,1.0,,,user,ai04,FINANCIAL_AND_VENTURE_ADVICE,投资理财与创业加盟建议,招聘岗位及要求查询,学历教育,U04,0,,,0.75792795,中南财经政法大学简介,1415,2074,U04,中南财经政法大学,U02
教育,assistant_random1k,北京林业大学市场营销专业有哪些优势,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询适合特定条件的小本创业项目,学历教育,U04,0,,,0.71347153,市场营销专业就业方向,9490,495,U08,北京林业大学,U02
教育,assistant_random1k,北京电子科技学院在天津录取线,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询学校和教育信息,学历教育,U03,0,,,0.80650467,天津大学录取分数线,2141,1442,U03,北京电子科技学院,U02
教育,assistant_random1k,哈工大空天力学硕士就业,1.0,,,user,ai04,ENTITY_BACKGROUND_LOOKUP,核查人物或机构背景,招聘岗位及要求查询,学历教育,U04,0,,,0.6733911,能源与动力工程就业方向与前景,1702,1741,,哈工大,U02
教育,assistant_random1k,复旦大学的中医专业大概多少分,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询学校和教育信息,学历教育,U03,0,,,0.7129774,复旦大学录取分数线,2660,1218,U03,复旦大学,U02
教育,assistant_random1k,天津农学院在湖北的录取情况如何,1.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,查询学校和教育信息,学历教育,U03,0,,,0.6644228,天津农学院,748,3804,U02,天津农学院,U02
教育,assistant_random1k,太原理工大学安全工程怎么样,1.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,查询学校和教育信息,学历教育,U07,0,,,0.69671506,安全工程专业学什么,2844,1156,,太原理工大学,U02
教育,assistant_random1k,如何线上联系到安阳师范学院、中国移动的工作人员？,1.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,查询联系电话,学历教育,U06,0,,,0.61949545,安阳师范学院官网,9680,488,,安阳师范学院,U02
教育,assistant_random1k,安徽农业大学冷门专业,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,学历教育,U08,0,,,0.70623374,安徽农业大学,399,5722,U02,安徽农业大学,U02
教育,assistant_random1k,山西财经大学财政学专业就业前景如何,1.0,,,user,ai04,FINANCIAL_AND_VENTURE_ADVICE,投资理财与创业加盟建议,薪资待遇查询,学历教育,U04,0,,,0.7560317,山西财经大学,387,5822,U02,山西财经大学,U02
教育,assistant_random1k,已经有了同等学力证明第二次报名高考就不需要再次通过考试认证同等学力证明了吧,1.0,,,user,ai04,FACT_VERIFICATION_AND_RUMOR_OR_STATUS_CHECK,核验真伪、传闻与进展,查询学校和教育信息,学历教育,U07,1,,,0.6215933,高考报名入口官网登录,3466,994,,高考,U02
教育,assistant_random1k,平时400多分，高考能上本科吗,1.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,查询学校和教育信息,学历教育,U07,1,,,0.6665511,3+4是100%上本科吗,7227,598,,高考,U02
教育,assistant_random1k,广东除华南师范大学可以报读韩山师范学院还可以进教师编吗,1.0,,,user,ai04,FACT_VERIFICATION_AND_RUMOR_OR_STATUS_CHECK,核验真伪、传闻与进展,查询学校和教育信息,学历教育,U07,0,,,0.6644001,韩山师范学院,670,4153,U02,韩山师范学院,U02
教育,assistant_random1k,广东高考生物赋分60分原始分是多少,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询价格费用,学历教育,U03,0,,,0.63098407,广东高考分数线,3425,1005,,高考,U02
教育,assistant_random1k,成都理工大学在湖北的录取分数大概是多少,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询学校和教育信息,学历教育,U03,0,,,0.83441705,成都理工大学录取分数线,8059,553,U03,成都理工大学,U02
教育,assistant_random1k,成都理工大学工程技术学院数字媒体艺术学费多少？,1.0,,,user,ai04,PRICE_COST_INQUIRY,价格或费用查询,查询价格费用,学历教育,U03,0,,,0.6486616,成都理工大学工程技术学院,2002,1530,,成都理工大学,U02
教育,assistant_random1k,李静老师带的班级历年高考平均分多少,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询学校和教育信息,学历教育,U03,0,,,0.6235248,高考分数,3542,980,,高考,U02
教育,assistant_random1k,根据《陕西师范大学本科生学籍管理实施细则》，我校本科标准学制四年，最长修业年限一般不超过几年,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询学校和教育信息,学历教育,U03,0,,,0.6891704,研究生学制几年,2357,1339,,陕西师范大学,U02
教育,assistant_random1k,江苏师范大学的物理学院宿舍会不会重新装修？,1.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,家庭装修方案与报价查询,学历教育,U05,0,,,0.5601183,江苏师范大学,333,6587,U02,江苏师范大学,U02
教育,assistant_random1k,湖南师范大学应用心理学专硕的奖学金有哪些,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,学历教育,U08,0,,,0.6079615,湖南师范大学,217,8409,U02,湖南师范大学,U02
教育,assistant_random1k,菏泽理工大学在菏泽学院哪边？,1.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,查询地区规划、拆迁与建设项目信息,学历教育,U03,0,,,0.6924229,菏泽学院,614,4435,U02,菏泽学院,U02
教育,assistant_random1k,退学后多久可以参加高考,1.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,查询学校和教育信息,学历教育,U03,0,,,0.6365988,高考录取时间,5455,729,,高考,U02
教育,assistant_random1k,重庆工商大学统计学就业前景如何,1.0,,,user,ai04,ENTITY_BACKGROUND_LOOKUP,核查人物或机构背景,薪资待遇查询,学历教育,U04,0,,,0.7774217,统计学的就业方向及前景,2095,1472,U04,重庆工商大学,U02
教育,assistant_random1k,重庆工商职业学院，重庆开放大学，重庆广播电视大学，计算机，大数据技术，软件技术，云应用型技术，更华为技术有限公司，华为ICT学院深度合作袁俊豪计算机，大数据技术，二班负责人带着团队参加软件测试比赛，获得了校级一等奖荣誉证书袁俊豪带着团队，参加软件职业技能大赛，在高职职业本科又捧回了，重庆市银奖袁俊豪一个人，参加学校自学武术比赛，又获得了，校级一等奖，荣誉证书，2024年艾瑞深校友会排名，高职院校全国18重庆第二2025年艾瑞深校友会排名全国11重庆首位2026年艾瑞深校友会软科排名全国7重庆第一合川三期工程，为本科在做准备，建筑面积89，688，66平方米学校现在新增，运动场，游泳池，超大图书馆，篮球场，足球场，毛球场，乒乓球场，学校里面还有小黄车，同学上课终终于不会迟到了学校里面，人工湖，黑天鹅越来越，六七月份，免费打鱼给孩子，冬天吃柑子，高职的的985职教的双一流，华为ICT学院升级了，蒲公英计划，是什么意思袁俊豪专升本，成功，原重庆邮电大学，移通学院，綦江校区，计算机科学与技术有跟华为深度合作袁俊豪说给寝室同学协商好，打比赛继续拿奖，重庆移通学院，綦江校区，理工科有哪些专业理工科有哪些，王牌专业，文科有哪些专业，文科有哪些王牌专业，跟华为合作，更多的专业，重庆移通学院，这五年的排名袁俊豪拿到全日制本科文凭后就可以跟全国985211一起考公考编考研了，这四个计算机专业，哪个对数学最难，要求最高，一个一个排出来多说一点先绍，重庆移通院什么大学大数据技术，对数学的要求，多说一点，两个学，要多说一点，打的字全直接说完袁俊豪拿到全日制本科文凭就可以跟985211一起考公考编考研了，一起去为华为工作，袁俊豪三奖状又有什么用文科妹妹说不好生读书，只有去电子厂打螺丝文科妹妹说，我们学校终于有帅哥了直接说多，重庆开放大学，重庆工商职业学院，重庆广播电视大学是教育局，财政评委的国家，骨干，双高计划b档，中国顶尖高校，六颗星，两个校，什么时间跟华为合作的四个计算机专业，哪个数学最难要求最高，要一个一个的排来，最难重庆移通学院，綦江校区，四期修好了要修五期修，工程，修好了，建筑面积有多宽绿化好不好学校一共有多人重庆开放大学，重庆工商职学院打造应用型本科大学，合川理工科为主理工科强校，文科理科协调发展大数据技术，多说除了双一流大学重庆移通学院首选袁俊豪软件测试比赛，校级一等奖，软件职业技能大赛，重庆银奖，学校自选武术比赛，校级一等奖袁俊豪专升本，大数据技术93分，英语53分高等数学100分一共246分大数据技术，软件技术，计算机科学与技术袁俊豪去华为应聘哪这三个计算机专业，哪个工资最高年终奖最多，累不累两个学校的奖学金，哪个最高双休，袁俊豪，计算机学哪个最好移通学院，计算机哪个是一流专业多说一点，先介绍袁俊豪计算机哪个最好选择面最宽考公的大陆，大数据技术，最不好学吗,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,学历教育,U13,0,,,0.68688965,重庆工业职业技术大学,862,3369,U02,重庆邮电大学,U02
教育,assistant_random1k,青岛科技大学的环艺硕士有啥,1.0,,,user,ai04,ENTITY_BACKGROUND_LOOKUP,核查人物或机构背景,招聘岗位及要求查询,学历教育,U04,0,,,0.61287344,青岛科技大学,157,10018,U02,青岛科技大学,U02
教育,assistant_random1k,高中班干部对高考有帮助吗,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询学校和教育信息,学历教育,U05,0,,,0.5074603,高考,6,33737,U02,高考,U02
教育,assistant_random1k,齐齐哈尔大学推免生报名材料有哪些,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,政务办事流程与法律政策查询,学历教育,U08,0,,,0.64156294,齐齐哈尔大学,539,4804,U02,齐齐哈尔大学,U02
教育,assistant_random1k,Prefer doing to doing翻译,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,查询字词翻译与语言知识,语言培训,U10,0,,,0.7407426,prefer,5614,715,U02,翻译,U01
教育,assistant_random1k,Somehow my emotions incline me to speak simply as his friend rather than his student在高考考场上我可以这么改写吗？然后搬运镜2020年全国一卷作文的真题。,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,语言培训,U07,1,,,0.5609903,朋友的英文,8126,549,,高考,U02
教育,assistant_random1k,Would you mind helping me set up the birds nest?中文翻译和我该如何回答？,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,识别并处理零散口语与叙事片段,语言培训,U10,1,,,0.45142,bird,7284,594,,翻译,U01
教育,assistant_random1k,need to do sth翻译,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,查询字词翻译与语言知识,语言培训,U10,0,,,0.5552212,does,9817,483,,翻译,U01
教育,assistant_random1k,человек 翻译,1.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询字词翻译与语言知识,语言培训,U10,0,,,0.56038284,翻译,3,46513,U01,翻译,U01
教育,assistant_random1k,你是不是有病？应该怎么用英文回复给翻译,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,语言培训,U10,0,,,0.59687555,你好的英文,5514,723,,翻译,U01
教育,assistant_random1k,可以翻译成木已成舟吗？,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,语言培训,U13,0,,,0.5502441,翻译,3,46513,U01,翻译,U01
教育,assistant_random1k,在门附近翻译成英语,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,语言培训,U10,0,,,0.55143386,附近,6508,644,,翻译,U01
教育,assistant_random1k,如何把AstroSeek网页翻译成中文,1.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,查询字词翻译与语言知识,语言培训,U06,0,,,0.5205761,中译英在线翻译,6395,651,,翻译,U01
教育,assistant_random1k,帮我画 英语好词好句摘抄大全带翻译,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,按描述生成图片与Logo设计,语言培训,U10,0,,,0.659294,画画的英文,6309,658,,翻译,U01
教育,assistant_random1k,我已经把所有的星穹换成了灰色的票子地道英语翻译,1.0,,,user,ai04,MEDIA_CONTENT_SEARCH_OR_ACCESS,按线索查找或获取影音书资源,查询字词翻译与语言知识,语言培训,U10,1,,,0.60309374,灰色的英文,7055,608,,英语翻译,U01
教育,assistant_random1k,把上文翻译出来,1.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,查询字词翻译与语言知识,语言培训,U10,0,,,0.7096214,翻译,3,46513,U01,翻译,U01
教育,assistant_random1k,明日方舟霍尔海雅的俄文翻译是什么,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,语言培训,U10,0,,,0.43671936,日语翻译,1937,1576,,翻译,U01
教育,assistant_random1k,甲亢怎么翻译,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,查询字词翻译与语言知识,语言培训,U10,0,,,0.60282624,翻译,3,46513,U01,翻译,U01
教育,assistant_random1k,翻译，我上面所有的疯狂动物城,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询字词翻译与语言知识,语言培训,U10,0,,,0.5653198,翻译,3,46513,U01,翻译,U01
教育,assistant_random1k,能再给一份更口语化的翻译吗,1.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,改写已有回复,语言培训,U11,0,,,0.64894646,翻译,3,46513,U01,翻译,U01
教育,assistant_random1k,这个名字翻译成中文，怎么说？,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,名称查询,语言培训,U11,0,,,0.54102284,翻译,3,46513,U01,翻译,U01
教育,assistant_random1k,这块石头是玉吗英文翻译,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,语言培训,U10,0,,,0.6054495,玉,7761,568,,翻译,U01
教育,assistant_random1k,那请帮我翻译这句话，我最喜欢的部分是狗，因为他是个很聪明的人，找到了,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,识别并处理零散口语与叙事片段,语言培训,U10,0,,,0.45382097,狗的笔顺,9716,487,,翻译,U01
