view,surface,code,name,n,k,share,lo,hi,pv_share
all,search_top10k,U09,获取现成内容,9998,280,0.028005601120224044,0.024948329292513453,0.03142544891249232,0.02498859023277845
all,search_top10k,U10,生成与编辑,9998,0,0.0,0.0,0.0003840892661207512,0.0
all,search_top10k,U11,会话与系统指令,9998,0,0.0,0.0,0.0003840892661207512,0.0
all,search_top10k,U12,违规或灰色内容,9998,6,0.000600120024004801,0.0002750647407098215,0.0013088035741013228,0.00034022898639602463
all,search_top10k,U13,无法判定,9998,24,0.002400480096019204,0.0016136900245078574,0.0035695154363744666,0.006033688429737626
all,assistant_top1k,U01,导航直达,958,10,0.010438413361169102,0.005679625568108352,0.019107823841440993,0.008597936647988786
all,assistant_top1k,U02,裸实体,958,203,0.21189979123173278,0.18719865744973316,0.23890227226676067,0.19186270802537747
all,assistant_top1k,U03,事实与数值,958,45,0.04697286012526096,0.035288877981278506,0.06227562744248357,0.051484490483447734
all,assistant_top1k,U04,解释与介绍,958,345,0.36012526096033404,0.330341363203361,0.39102647948508157,0.31365853472214267
all,assistant_top1k,U05,核实与动态,958,15,0.015657620041753653,0.009511269453352565,0.025672902243941455,0.02202767687647771
all,assistant_top1k,U06,办事与操作,958,84,0.08768267223382047,0.07137925941963277,0.10727967984853778,0.09959244787190565
all,assistant_top1k,U07,个案判断与建议,958,78,0.081419624217119,0.06572743757804364,0.1004554349448333,0.0985382361816147
all,assistant_top1k,U08,清单与推荐,958,23,0.024008350730688934,0.01605037896890853,0.035768548388776966,0.04587730656552346
all,assistant_top1k,U09,获取现成内容,958,22,0.022964509394572025,0.01521349049470148,0.03452609240543508,0.04294384794906171
all,assistant_top1k,U10,生成与编辑,958,13,0.013569937369519834,0.007947200162196775,0.023078282619999377,0.010381693384821644
all,assistant_top1k,U11,会话与系统指令,958,2,0.0020876826722338203,0.000572692718093295,0.0075800010310645705,0.003842525218959004
all,assistant_top1k,U12,违规或灰色内容,958,3,0.003131524008350731,0.0010655406340600929,0.009166497572646707,0.0022841253289637023
all,assistant_top1k,U13,无法判定,958,115,0.12004175365344467,0.10096327469583809,0.14215534275634945,0.10890847074371579
all,assistant_random1k,U01,导航直达,998,1,0.001002004008016032,0.00017689566411348105,0.005653966220639558,
all,assistant_random1k,U02,裸实体,998,19,0.01903807615230461,0.0122212963235922,0.029543389830386638,
all,assistant_random1k,U03,事实与数值,998,87,0.0871743486973948,0.07121769819713397,0.10629699075169788,
all,assistant_random1k,U04,解释与介绍,998,225,0.22545090180360722,0.20060567648282546,0.2524016651967375,
all,assistant_random1k,U05,核实与动态,998,94,0.09418837675350701,0.07759034600419679,0.11389860793822285,
all,assistant_random1k,U06,办事与操作,998,51,0.05110220440881764,0.039079334520942574,0.06656770588943768,
all,assistant_random1k,U07,个案判断与建议,998,336,0.3366733466933868,0.3080295382209924,0.366569719785463,
all,assistant_random1k,U08,清单与推荐,998,45,0.045090180360721446,0.03386740815155018,0.05980169083575482,
all,assistant_random1k,U09,获取现成内容,998,9,0.009018036072144289,0.00475152368675049,0.017049926762102905,
all,assistant_random1k,U10,生成与编辑,998,10,0.01002004008016032,0.005451616182295629,0.018346157837070307,
all,assistant_random1k,U11,会话与系统指令,998,8,0.008016032064128256,0.004067292437718945,0.015737834440621903,
all,assistant_random1k,U12,违规或灰色内容,998,1,0.001002004008016032,0.00017689566411348105,0.005653966220639558,
all,assistant_random1k,U13,无法判定,998,112,0.11222444889779559,0.09410918231376417,0.13331359589788128,
interpretable,search_top1000,U01,导航直达,998,1,0.001002004008016032,0.00017689566411348105,0.005653966220639558,0.0007786890517506651
interpretable,search_top1000,U02,裸实体,998,44,0.04408817635270541,0.03300437328312436,0.058668402133668085,0.041915139713834246
interpretable,search_top1000,U03,事实与数值,998,33,0.033066132264529056,0.023640254431033222,0.046072961710121235,0.036688919165744016
interpretable,search_top1000,U04,解释与介绍,998,784,0.7855711422845691,0.759037482394317,0.809914735201758,0.7997418551796674
interpretable,search_top1000,U05,核实与动态,998,7,0.0070140280561122245,0.0034016363990678963,0.01440716690876041,0.008251927181195105
interpretable,search_top1000,U06,办事与操作,998,40,0.04008016032064128,0.02957022234686466,0.05411725878787761,0.03248577927776838
interpretable,search_top1000,U07,个案判断与建议,998,57,0.05711422845691383,0.04434243928775329,0.07328254254570224,0.051398919333948766
interpretable,search_top1000,U08,清单与推荐,998,12,0.012024048096192385,0.006891387816622375,0.02089903334376865,0.008524023101438348
interpretable,search_top1000,U09,获取现成内容,998,20,0.02004008016032064,0.013009673489895731,0.030751336234595642,0.020214747994653066
interpretable,search_top1000,U10,生成与编辑,998,0,0.0,0.0,0.0038345383142404945,0.0
interpretable,search_top1000,U11,会话与系统指令,998,0,0.0,0.0,0.0038345383142404945,0.0
interpretable,search_top1000,U12,违规或灰色内容,998,0,0.0,0.0,0.0038345383142404945,0.0
interpretable,search_top1000,U13,无法判定,998,0,0.0,0.0,0.0038345383142404945,0.0
interpretable,search_top10k,U01,导航直达,9974,30,0.00300782033286545,0.002107756293870288,0.0042905813987224655,0.0020958763969933735
interpretable,search_top10k,U02,裸实体,9974,1229,0.12322037296972127,0.11691433347602345,0.12981654266857276,0.09228018216546335
interpretable,search_top10k,U03,事实与数值,9974,473,0.04742330058151193,0.043423453096563515,0.05177164400740333,0.04295252386015231
interpretable,search_top10k,U04,解释与介绍,9974,6070,0.6085823140164428,0.5989636780777408,0.618117338722526,0.6821303067204035
interpretable,search_top10k,U05,核实与动态,9974,259,0.025967515540405054,0.02302408043019843,0.029275968109357463,0.018148937419641974
interpretable,search_top10k,U06,办事与操作,9974,589,0.05905353920192501,0.05459485979286739,0.06385175896283624,0.048465354873405204
interpretable,search_top10k,U07,个案判断与建议,9974,811,0.08131140966512934,0.07610731307093832,0.08683790746653744,0.07071544913955098
interpretable,search_top10k,U08,清单与推荐,9974,227,0.02275917385201524,0.020010868473689082,0.025874967196422176,0.0177287962985857
interpretable,search_top10k,U09,获取现成内容,9974,280,0.02807298977341087,0.025008450394466298,0.031500925340662636,0.025140278842349918
interpretable,search_top10k,U10,生成与编辑,9974,0,0.0,0.0,0.00038501312748841394,0.0
interpretable,search_top10k,U11,会话与系统指令,9974,0,0.0,0.0,0.00038501312748841394,0.0
interpretable,search_top10k,U12,违规或灰色内容,9974,6,0.00060156406657309,0.0002757266847731878,0.001311951355736094,0.00034229428345366433
interpretable,search_top10k,U13,无法判定,9974,0,0.0,0.0,0.00038501312748841394,0.0
interpretable,assistant_top1k,U01,导航直达,843,10,0.011862396204033215,0.006455914476808378,0.021697638678823086,0.0096487693639785
interpretable,assistant_top1k,U02,裸实体,843,203,0.24080664294187426,0.2131602461125615,0.2708046417720204,0.21531200973878453
interpretable,assistant_top1k,U03,事实与数值,843,45,0.05338078291814947,0.04013154013469008,0.07068209962981843,0.05777688238874553
interpretable,assistant_top1k,U04,解释与介绍,843,345,0.4092526690391459,0.3765447269323944,0.44278394090820294,0.35199362178195753
interpretable,assistant_top1k,U05,核实与动态,843,15,0.017793594306049824,0.010812242309993732,0.02914989464690588,0.024719881351427813
interpretable,assistant_top1k,U06,办事与操作,843,84,0.099644128113879,0.0812048999951647,0.12171569341923533,0.11176455459634624
interpretable,assistant_top1k,U07,个案判断与建议,843,78,0.09252669039145907,0.07477114990155061,0.11397914295132762,0.1105814980239526
interpretable,assistant_top1k,U08,清单与推荐,843,23,0.027283511269276393,0.01824803204310401,0.04060783899582463,0.05148439308340549
interpretable,assistant_top1k,U09,获取现成内容,843,22,0.02609727164887307,0.017296307094939064,0.03919784718373595,0.04819240957761451
interpretable,assistant_top1k,U10,生成与编辑,843,13,0.01542111506524318,0.009033924149023926,0.026204779287368432,0.011650535375963377
interpretable,assistant_top1k,U11,会话与系统指令,843,2,0.002372479240806643,0.0006508470426204579,0.00860897203098197,0.004312155477637659
interpretable,assistant_top1k,U12,违规或灰色内容,843,3,0.0035587188612099642,0.001210985876974973,0.010410549956881085,0.002563289240186203
interpretable,assistant_top1k,U13,无法判定,843,0,0.0,0.0,0.004536385553095171,0.0
interpretable,assistant_random1k,U01,导航直达,886,1,0.001128668171557562,0.00019926031232503317,0.00636550357374188,
interpretable,assistant_random1k,U02,裸实体,886,19,0.02144469525959368,0.01377091287335977,0.033250489587482696,
interpretable,assistant_random1k,U03,事实与数值,886,87,0.0981941309255079,0.08029964598484324,0.11955794664737354,
interpretable,assistant_random1k,U04,解释与介绍,886,225,0.25395033860045146,0.22639338747639687,0.2836317675624325,
interpretable,assistant_random1k,U05,核实与动态,886,94,0.10609480812641084,0.0874895294661639,0.12810120038957673,
interpretable,assistant_random1k,U06,办事与操作,886,51,0.05756207674943566,0.044049792305577595,0.07489452317708807,
interpretable,assistant_random1k,U07,个案判断与建议,886,336,0.3792325056433409,0.34786971452071047,0.4116380450625682,
interpretable,assistant_random1k,U08,清单与推荐,886,45,0.050790067720090294,0.038172814344744926,0.0672859549463289,
interpretable,assistant_random1k,U09,获取现成内容,886,9,0.010158013544018058,0.0053531705440122675,0.01919232159751045,
interpretable,assistant_random1k,U10,生成与编辑,886,10,0.011286681715575621,0.00614201862074789,0.020651064552706804,
interpretable,assistant_random1k,U11,会话与系统指令,886,8,0.009029345372460496,0.004582216530956943,0.017715684578633796,
interpretable,assistant_random1k,U12,违规或灰色内容,886,1,0.001128668171557562,0.00019926031232503317,0.00636550357374188,
interpretable,assistant_random1k,U13,无法判定,886,0,0.0,0.0,0.004317172854134938,
