view,surface,code,name,n,k,share,lo,hi,pv_share
interp,search_top1000,U06,办事与操作,987,1,0.0010131712259371835,0.0001788673925609877,0.005716726817451995,0.00040241317569163746
interp,search_top1000,U07,个案判断与建议,987,0,0.0,0.0,0.0038771081068861056,0.0
interp,search_top1000,U08,清单与推荐,987,48,0.0486322188449848,0.036874994473025655,0.06388944658395056,0.02695101889623857
interp,search_top1000,U09,获取现成内容,987,372,0.3768996960486322,0.34719829560446186,0.40755564286562257,0.36547988104447326
interp,search_top1000,U10,生成与编辑,987,0,0.0,0.0,0.0038771081068861056,0.0
interp,search_top1000,U11,会话与系统指令,987,0,0.0,0.0,0.0038771081068861056,0.0
interp,search_top1000,U12,违规或灰色内容,987,31,0.031408308004052685,0.022213758083846333,0.04423641921997297,0.016904019347824057
interp,search_top1000,U13,无法判定,987,0,0.0,0.0,0.0038771081068861056,0.0
interp,assistant_top1k,U01,导航直达,828,37,0.04468599033816425,0.03259125310681177,0.060986177981029954,0.04022499751777489
interp,assistant_top1k,U02,裸实体,828,278,0.3357487922705314,0.30440545737214186,0.3686092127285119,0.3683622062880158
interp,assistant_top1k,U03,事实与数值,828,11,0.013285024154589372,0.0074340001201216605,0.023631529663433286,0.01903758736353158
interp,assistant_top1k,U04,解释与介绍,828,72,0.08695652173913043,0.06962085453063148,0.10810721292836552,0.0701671077113021
interp,assistant_top1k,U05,核实与动态,828,17,0.020531400966183576,0.012857596851768108,0.03263375630969917,0.013270191282425415
interp,assistant_top1k,U06,办事与操作,828,1,0.0012077294685990338,0.00021322024396522917,0.0068092705764024935,0.0007252414233726316
interp,assistant_top1k,U07,个案判断与建议,828,0,0.0,0.0,0.004618186924049001,0.0
interp,assistant_top1k,U08,清单与推荐,828,101,0.12198067632850242,0.10141810244109062,0.14603477801114934,0.14478926988046467
interp,assistant_top1k,U09,获取现成内容,828,252,0.30434782608695654,0.2739691210404071,0.3365336477559599,0.2832628956990593
interp,assistant_top1k,U10,生成与编辑,828,36,0.043478260869565216,0.03156851650563611,0.05960461068588689,0.03720315825372226
interp,assistant_top1k,U11,会话与系统指令,828,13,0.01570048309178744,0.009197979914361425,0.02667615766183096,0.017103610234537894
interp,assistant_top1k,U12,违规或灰色内容,828,10,0.012077294685990338,0.006573098265113461,0.022088127622122762,0.005853734345793384
interp,assistant_top1k,U13,无法判定,828,0,0.0,0.0,0.004618186924049001,0.0
interp,assistant_random1k,U01,导航直达,804,8,0.009950248756218905,0.005050333026039107,0.01951091759536984,
interp,assistant_random1k,U02,裸实体,804,78,0.09701492537313433,0.07843106180760985,0.11943148946481781,
interp,assistant_random1k,U03,事实与数值,804,75,0.09328358208955224,0.07506923324576746,0.11536611942733084,
interp,assistant_random1k,U04,解释与介绍,804,144,0.1791044776119403,0.15414471771689453,0.2071162027407793,
interp,assistant_random1k,U05,核实与动态,804,43,0.053482587064676616,0.039945910287666614,0.0712659906592517,
interp,assistant_random1k,U06,办事与操作,804,21,0.026119402985074626,0.017146052766839635,0.039599725118329925,
interp,assistant_random1k,U07,个案判断与建议,804,31,0.03855721393034826,0.02729421375547688,0.054208892794123935,
interp,assistant_random1k,U08,清单与推荐,804,121,0.15049751243781095,0.12744659701857164,0.1768724675109104,
interp,assistant_random1k,U09,获取现成内容,804,175,0.21766169154228857,0.1905161778897501,0.24749246142766065,
interp,assistant_random1k,U10,生成与编辑,804,68,0.0845771144278607,0.06726316088026077,0.10584206172773566,
interp,assistant_random1k,U11,会话与系统指令,804,30,0.03731343283582089,0.026260005566458973,0.05276736811669871,
interp,assistant_random1k,U12,违规或灰色内容,804,10,0.012437810945273632,0.0067697055658735225,0.022743010788421676,
interp,assistant_random1k,U13,无法判定,804,0,0.0,0.0,0.004755387689863953,
