surface,query,pv,u_ds,p_ds,s_query,s_rank,sim,via,加入具体的人(家人/年龄/我),加入数值/病程,要判断(严重吗/能…吗/需要…吗),要去处/费用,用药组合/时间/剂量,省略主语/给图,变短为裸词,方向反转:搜索要图→助手给图
assistant_top1k,紫苏的功效,157.0,U04,0,紫苏的功效与作用,2082,,entity:紫苏,False,False,False,False,False,False,False,False
assistant_top1k,燕麦片功效作用,156.0,U04,0,燕麦片的功效与作用,307,0.9781043529510498,nn,False,False,False,False,False,False,False,False
assistant_top1k,燕麦片功效作用,156.0,U04,0,燕麦片的功效与作用,307,,entity:燕麦片,False,False,False,False,False,False,False,False
assistant_top1k,百香果的功效与作用及食用方法,155.0,U04,0,百香果的功效与作用及食用方法,257,0.9999998211860657,nn,False,False,False,False,False,False,False,False
assistant_top1k,百香果的功效与作用及食用方法,155.0,U04,0,百香果的功效和作用,122,,entity:百香果,False,False,False,False,False,False,False,False
assistant_top1k,桑葚的功效,152.0,U04,0,桑葚的功效与作用,320,0.9673674702644348,nn,False,False,False,False,False,False,False,False
assistant_top1k,桑葚的功效,152.0,U04,0,桑葚的功效与作用,320,,entity:桑葚,False,False,False,False,False,False,False,False
assistant_top1k,石榴的功效与作用,152.0,U04,0,番石榴的功效与作用,5016,0.8944459557533264,nn,False,False,False,False,False,False,False,False
assistant_top1k,椰子水的功效,150.0,U04,0,椰子水的作用与功效,561,0.9751200675964355,nn,False,False,False,False,False,False,False,False
assistant_top1k,椰子水的功效,150.0,U04,0,椰子水的作用与功效,561,,entity:椰子水,False,False,False,False,False,False,False,False
assistant_top1k,海参有什么好处和功效,150.0,U04,0,海参的功效与作用及营养,7003,0.8148143291473389,nn,False,False,False,False,False,False,False,False
assistant_top1k,海参有什么好处和功效,150.0,U04,0,海参的功效与作用及营养,7003,,entity:海参,False,False,False,False,False,False,False,False
assistant_top1k,芒果的功效,150.0,U04,0,芒果的功效与作用,317,0.9593159556388855,nn,False,False,False,False,False,False,False,False
assistant_top1k,芒果的功效,150.0,U04,0,芒果的功效与作用,317,,entity:芒果,False,False,False,False,False,False,False,False
assistant_top1k,银耳的功效,149.0,U04,0,银耳的功效与作用,6657,0.9727564454078674,nn,False,False,False,False,False,False,False,False
assistant_top1k,银耳的功效,149.0,U04,0,银耳的作用与功效,458,,entity:银耳,False,False,False,False,False,False,False,False
assistant_top1k,蜂蜜有什么功效,147.0,U04,0,蜂蜜的功效与作用,1457,0.8714056611061096,nn,False,False,False,False,False,False,False,False
assistant_top1k,蜂蜜有什么功效,147.0,U04,0,蜂蜜的作用与功效,237,,entity:蜂蜜,False,False,False,False,False,False,False,False
assistant_top1k,黑芝麻的功效,146.0,U04,0,黑芝麻的功效与作用,648,0.9518799185752869,nn,False,False,False,False,False,False,False,False
assistant_top1k,黑芝麻的功效,146.0,U04,0,黑芝麻的功效与作用,648,,entity:黑芝麻,False,False,False,False,False,False,False,False
assistant_top1k,罗汉果的功效,144.0,U04,0,罗汉果的功效与作用,1926,0.9782283306121826,nn,False,False,False,False,False,False,False,False
assistant_top1k,罗汉果的功效,144.0,U04,0,罗汉果的功效作用与主治,196,,entity:罗汉果,False,False,False,False,False,False,False,False
assistant_top1k,无花果的作用,138.0,U04,0,无花果的功效与作用,5117,0.9372559189796448,nn,False,False,False,False,False,False,False,False
assistant_top1k,无花果的作用,138.0,U04,0,无花果的功效与作用和主治,85,,entity:无花果,False,False,False,False,False,False,False,False
assistant_top1k,牛油果作用与功效,137.0,U04,0,牛油果的作用与功效,308,0.9953778982162476,nn,False,False,False,False,False,False,False,False
assistant_top1k,牛油果作用与功效,137.0,U04,0,牛油果的作用与功效,308,,entity:牛油果,False,False,False,False,False,False,False,False
assistant_top1k,石榴的营养价值,135.0,U04,0,榴莲的功效和营养价值,36,0.8178159594535828,nn,False,False,False,False,False,False,False,False
assistant_top1k,雪莲果的功效作用,135.0,U04,0,雪莲花的功效与作用,9840,0.875083327293396,nn,False,False,False,False,False,False,False,False
assistant_top1k,百香果功效与作用,134.0,U04,0,百香果的功效与作用,9638,0.9915791749954224,nn,False,False,False,False,False,False,False,False
assistant_top1k,百香果功效与作用,134.0,U04,0,百香果的功效和作用,122,,entity:百香果,False,False,False,False,False,False,False,False
assistant_top1k,功效与作用,133.0,U13,0,人参的功效与作用,1312,0.7643276453018188,nn,False,False,False,False,False,True,False,False
assistant_top1k,一天吃几次,130.0,U13,0,阿莫西林一天吃几次,9970,0.7515650987625122,nn,False,False,False,False,False,True,False,False
assistant_top1k,莲子有什么功效,130.0,U04,0,莲子的功效与作用,60,0.9084278345108032,nn,False,False,False,False,False,False,False,False
assistant_top1k,莲子有什么功效,130.0,U04,0,莲子的功效与作用,60,,entity:莲子,False,False,False,False,False,False,False,False
assistant_top1k,刺梨果的功效,129.0,U04,0,刺梨的功效与作用,495,0.9349274635314941,nn,False,False,False,False,False,False,False,False
assistant_top1k,刺梨果的功效,129.0,U04,0,刺梨的功效与作用,495,,entity:刺梨,False,False,False,False,False,False,False,False
assistant_top1k,木瓜的功效作用,129.0,U04,0,木瓜的作用与功效,384,0.9832388758659363,nn,False,False,False,False,False,False,False,False
assistant_top1k,木瓜的功效作用,129.0,U04,0,木瓜的作用与功效,384,,entity:木瓜,False,False,False,False,False,False,False,False
assistant_top1k,紫苏油作用与功效,129.0,U04,0,紫苏油作用与功效,1360,0.9999995827674866,nn,False,False,False,False,False,False,False,False
assistant_top1k,莲子的功效,129.0,U04,0,莲子的功效与作用,60,0.9657018780708313,nn,False,False,False,False,False,False,False,False
assistant_top1k,莲子的功效,129.0,U04,0,莲子的功效与作用,60,,entity:莲子,False,False,False,False,False,False,False,False
assistant_top1k,藕粉功效作用,129.0,U04,0,藕粉的作用与功效,2844,0.9832843542098999,nn,False,False,False,False,False,False,False,False
assistant_top1k,藕粉功效作用,129.0,U04,0,藕粉的作用与功效,2844,,entity:藕粉,False,False,False,False,False,False,False,False
assistant_top1k,亚麻籽的功效,127.0,U04,0,亚麻籽的功效与作用,489,0.9834693074226379,nn,False,False,False,False,False,False,False,False
assistant_top1k,亚麻籽的功效,127.0,U04,0,亚麻籽的功效与作用,489,,entity:亚麻籽,False,False,False,False,False,False,False,False
assistant_top1k,山竹有什么功效,125.0,U04,0,山竹的作用与功效,3901,0.8957638144493103,nn,False,False,False,False,False,False,False,False
assistant_top1k,山竹有什么功效,125.0,U04,0,山竹的功效与作用及营养价值,234,,entity:山竹,False,False,False,False,False,False,False,False
assistant_top1k,五指毛桃的功效,124.0,U04,0,五指毛桃的功效与作用,45,0.9871774315834045,nn,False,False,False,False,False,False,False,False
assistant_top1k,五指毛桃的功效,124.0,U04,0,五指毛桃的功效与作用,45,,entity:五指毛桃,False,False,False,False,False,False,False,False
assistant_top1k,大麦茶功效作用,123.0,U04,0,大麦茶的功效与作用,7387,0.9853217601776123,nn,False,False,False,False,False,False,False,False
assistant_top1k,大麦茶功效作用,123.0,U04,0,大麦茶的作用与功效,27,,entity:大麦茶,False,False,False,False,False,False,False,False
assistant_top1k,肉桂的功效,123.0,U04,0,肉桂的功效与作用,195,0.9788203239440918,nn,False,False,False,False,False,False,False,False
assistant_top1k,肉桂的功效,123.0,U04,0,肉桂的功效与作用,195,,entity:肉桂,False,False,False,False,False,False,False,False
assistant_top1k,饭前还是饭后吃,123.0,U13,0,健胃消食片饭前吃还是饭后吃效果好,4269,0.8164799213409424,nn,False,False,False,False,False,True,False,False
assistant_top1k,五指毛桃功效作用,120.0,U04,0,五指毛桃的功效与作用,45,0.9894992113113403,nn,False,False,False,False,False,False,False,False
assistant_top1k,五指毛桃功效作用,120.0,U04,0,五指毛桃的功效与作用,45,,entity:五指毛桃,False,False,False,False,False,False,False,False
assistant_top1k,夏季养生原则,120.0,U04,0,夏季养生原则,3669,0.9999997019767761,nn,False,False,False,False,False,False,False,False
assistant_top1k,奇亚籽的功效,120.0,U04,0,奇亚籽的功效与作用,544,0.9872850775718689,nn,False,False,False,False,False,False,False,False
assistant_top1k,奇亚籽的功效,120.0,U04,0,奇亚籽的功效与作用,544,,entity:奇亚籽,False,False,False,False,False,False,False,False
assistant_top1k,芋头的功效作用,120.0,U04,0,芋头的功效与作用,3206,0.9874836206436157,nn,False,False,False,False,False,False,False,False
assistant_top1k,芋头的功效作用,120.0,U04,0,芋头的功效与作用及营养,2472,,entity:芋头,False,False,False,False,False,False,False,False
assistant_top1k,罗汉果作用与功效,119.0,U04,0,罗汉果的功效与作用,1926,0.9924130439758301,nn,False,False,False,False,False,False,False,False
assistant_top1k,罗汉果作用与功效,119.0,U04,0,罗汉果的功效作用与主治,196,,entity:罗汉果,False,False,False,False,False,False,False,False
assistant_top1k,腰果作用与功效,119.0,U04,0,腰果有什么营养和功效,571,0.9124109148979187,nn,False,False,False,False,False,False,False,False
assistant_top1k,菊花作用与功效,119.0,U04,0,菊花的功效与作用,3371,0.9813859462738037,nn,False,False,False,False,False,False,False,False
assistant_top1k,菊花作用与功效,119.0,U04,0,菊花的功效与作用,3371,,entity:菊花,False,False,False,False,False,False,False,False
assistant_top1k,bmi计算器,448.0,U01,0,BMI计算器,6518,0.9999987483024597,nn,False,False,False,False,False,False,False,False
assistant_top1k,bmi计算器,448.0,U01,0,bmi是什么意思,4686,,entity:bmi,False,False,False,False,False,False,False,False
assistant_top1k,人dna与rna的杂交,280.0,U04,0,dna与rna的杂交,3506,0.9490319490432739,nn,False,False,False,False,False,False,False,False
assistant_top1k,眼睛,247.0,U02,0,眼睛,1476,1.0000001192092896,nn,False,False,False,False,False,False,False,False
assistant_top1k,幽门螺杆菌,237.0,U02,0,幽门螺杆菌,4348,0.9999998807907104,nn,False,False,False,False,False,False,False,False
assistant_top1k,幽门螺杆菌,237.0,U02,0,幽门螺杆菌吃什么药最好最有效,623,,entity:幽门螺杆菌,False,False,False,False,False,False,False,False
assistant_top1k,体温计一般放在腋下多长时间,211.0,U03,0,体温计一般放在腋下多长时间,1701,0.9999998807907104,nn,False,False,False,False,False,False,False,False
assistant_top1k,体温计一般放在腋下多长时间,211.0,U03,0,体温正常值范围是多少,3188,,entity:体温,False,False,False,False,False,False,False,False
assistant_top1k,同型半胱氨酸,189.0,U02,0,同型半胱氨酸,4271,1.000000238418579,nn,False,False,False,False,False,False,False,False
assistant_top1k,同型半胱氨酸,189.0,U02,0,同型半胱氨酸正常值,8881,,entity:同型半胱氨酸,False,False,False,False,False,False,False,False
assistant_top1k,人体,142.0,U02,0,人体,3502,0.9999995231628418,nn,False,False,False,False,False,False,False,False
assistant_top1k,bmi怎么计算,135.0,U06,0,bmi怎么计算,6014,0.9999998211860657,nn,False,False,False,False,False,False,False,False
assistant_top1k,bmi怎么计算,135.0,U06,0,bmi是什么意思,4686,,entity:bmi,False,False,False,False,False,False,False,False
assistant_top1k,hpv,127.0,U02,0,HPV,1278,0.9999995827674866,nn,False,False,False,False,False,False,False,False
assistant_top1k,hpv,127.0,U02,0,hpv是什么东西,17,,entity:hpv,False,False,False,False,False,False,True,False
assistant_top1k,hpv病毒是什么病毒,125.0,U04,0,hpv病毒是什么病毒,443,0.9999998807907104,nn,False,False,False,False,False,False,False,False
assistant_top1k,幽门螺旋杆菌,122.0,U02,0,幽门螺旋杆菌,1486,1.0,nn,False,False,False,False,False,False,False,False
assistant_top1k,幽门螺旋杆菌,122.0,U02,0,幽门螺旋杆菌的症状有哪些,472,,entity:幽门螺旋杆菌,False,False,False,False,False,False,False,False
assistant_top1k,家用高压氧舱,584.0,U02,0,高压氧舱的作用和功效,2340,0.7777355313301086,nn,False,False,False,False,False,False,False,False
assistant_top1k,家用高压氧舱,584.0,U02,0,高压氧舱的作用和功效,2340,,entity:高压氧舱,False,False,False,False,False,False,False,False
assistant_top1k,aed是什么急救设备,211.0,U04,0,aed是什么急救设备,1641,0.9999995827674866,nn,False,False,False,False,False,False,False,False
assistant_top1k,验孕棒一深一浅是怀孕了吗,126.0,U07,1,验孕棒一深一浅是怀孕了吗,2714,0.9999992847442627,nn,False,False,False,False,False,False,False,False
assistant_top1k,男性生殖专科医院,608.0,U02,0,男科医院,4667,0.8825382590293884,nn,False,False,False,False,False,False,False,False
assistant_top1k,重庆皮肤科医院,575.0,U08,0,重庆医科大学附属第一医院,8531,0.7557777166366577,nn,False,False,False,False,False,False,False,False
assistant_top1k,妇科医生,519.0,U02,0,妇科医生免费咨询,6158,0.7747437357902527,nn,False,False,False,False,False,False,True,False
assistant_top1k,华医中西医结合皮肤科医院,484.0,U02,0,华西医院,1015,0.776939868927002,nn,False,False,False,False,False,False,False,False
assistant_top1k,上海仁爱医院,325.0,U02,0,上海仁济医院,4614,0.883232057094574,nn,False,False,False,False,False,False,False,False
assistant_top1k,挂什么科,291.0,U06,0,头晕挂什么号挂哪个科,2935,0.7548210024833679,nn,False,False,False,False,False,False,True,False
assistant_top1k,医生在线咨询皮肤科,271.0,U01,0,皮肤科线上问诊,3623,0.8123006820678711,nn,False,False,False,True,False,False,False,False
assistant_top1k,百度健康,266.0,U01,0,百度健康,479,0.9999999403953552,nn,False,False,False,False,False,False,False,False
assistant_top1k,九洲医院,255.0,U02,0,九洲药业,4890,0.7632495164871216,nn,False,False,False,True,False,False,False,False
assistant_top1k,妇科病咨询,253.0,U04,0,妇科医生免费咨询,6158,0.8247535824775696,nn,False,False,False,False,False,False,False,False
assistant_top1k,妇科预约留手机号的入口,233.0,U01,0,男科在线留手机号,6815,0.7574834823608398,nn,False,False,False,False,False,False,False,False
assistant_top1k,狐臭手术在哪个医院做比较好正规医院,233.0,U06,0,"狐臭是什么原因引起的,怎样去除味道",5056,,entity:狐臭,False,False,False,True,False,False,False,False
assistant_top1k,男性疾病医院,221.0,U06,0,男科医院,4667,0.8951326012611389,nn,False,False,False,False,False,False,False,False
assistant_top1k,附近医院离我位置最近医院,183.0,U06,1,附近医院离我位置最近医院,6031,0.9999998807907104,nn,False,False,False,False,False,False,False,False
assistant_top1k,免费线上问诊妇科,156.0,U06,0,妇科医生免费咨询,6158,0.8503226041793823,nn,False,False,False,False,False,False,False,False
assistant_top1k,人流在线咨询免费,150.0,U06,0,妇科医生免费咨询,6158,0.7578359842300415,nn,False,False,False,False,False,False,False,False
assistant_top1k,试管婴儿咨询,141.0,U04,0,试管婴儿,7981,0.8078569769859314,nn,False,False,False,False,False,False,False,False
assistant_top1k,上海虹桥医院,139.0,U02,0,上海新华医院,9476,0.755836546421051,nn,False,False,False,False,False,False,False,False
assistant_top1k,医生,136.0,U02,0,医生,1069,1.0,nn,False,False,False,False,False,False,False,False
assistant_top1k,男科医院咨询电话,131.0,U03,0,男科医院,4667,0.8122749924659729,nn,False,False,False,False,False,False,False,False
assistant_top1k,问医生妇科,118.0,U01,0,问医生,6300,0.8307232856750488,nn,False,False,False,False,False,False,False,False
assistant_top1k,成人bmi,6155.0,U04,0,BMI,955,0.7777369618415833,nn,False,False,False,False,False,False,False,False
assistant_top1k,成人bmi,6155.0,U04,0,bmi是什么意思,4686,,entity:bmi,False,False,False,False,False,False,False,False
assistant_top1k,胆结石禁吃一览表,2384.0,U08,0,胆结石的饮食禁忌和保养方法,3092,0.7692685723304749,nn,False,False,False,False,False,False,False,False
assistant_top1k,胆结石禁吃一览表,2384.0,U08,0,胆结石怎么治疗最有效的方法,1624,,entity:胆结石,False,False,False,False,False,False,False,False
assistant_top1k,男性阴虱图片,2265.0,U09,0,阴虱虫子图片 症状,7310,0.8046137690544128,nn,False,False,False,False,False,False,False,False
assistant_top1k,女性的bmi大好还是小好,1783.0,U04,0,bmi是什么意思,4686,,entity:bmi,False,False,False,False,False,False,False,False
assistant_top1k,治阳痿,1590.0,U06,0,阳痿,4351,0.8044754862785339,nn,False,False,False,False,False,False,False,False
assistant_top1k,高血压断根最好的土方法,1325.0,U07,0,高血压是什么原因引起的,1169,,entity:高血压,False,False,False,False,False,False,False,False
assistant_top1k,男性生殖有小疙瘩是怎么回事,1177.0,U04,0,男性生殖有小疙瘩是怎么回事,2339,0.999999463558197,nn,False,False,False,False,False,False,False,False
assistant_top1k,肿瘤介入治疗是一种什么治疗,1134.0,U04,0,介入治疗是什么意思,3779,0.8329561352729797,nn,False,False,False,False,False,False,False,False
assistant_top1k,肿瘤介入治疗是一种什么治疗,1134.0,U04,0,介入治疗是什么意思,3779,,entity:介入治疗,False,False,False,False,False,False,False,False
assistant_top1k,胸大,1109.0,U13,0,胸,404,0.7833584547042847,nn,False,False,False,False,False,False,False,False
assistant_top1k,补肾吃什么东西效果最好,923.0,U07,0,补肾吃什么东西效果最好,1474,0.9999998211860657,nn,False,False,False,False,False,False,False,False
assistant_top1k,血糖高调理指南,867.0,U06,0,血糖高怎么调理恢复正常,704,0.8180291652679443,nn,False,False,False,False,False,False,False,False
assistant_top1k,血糖高调理指南,867.0,U06,0,血糖高的症状表现有哪些,5864,,entity:血糖高,False,False,False,False,False,False,False,False
assistant_top1k,怎么治疗,774.0,U13,0,治疗,9287,0.771109402179718,nn,False,False,False,False,False,True,False,False
assistant_top1k,试管婴儿费用大概多少,767.0,U03,0,试管婴儿费用大概多少,3246,1.0000001192092896,nn,False,False,False,False,False,False,False,False
assistant_top1k,怀孕,745.0,U02,0,怀孕,1110,1.0000001192092896,nn,False,False,False,False,False,False,False,False
assistant_top1k,拍胸片是否脱上衣,739.0,U06,0,拍胸片是否脱上衣,7582,1.0000007152557373,nn,False,False,False,False,False,False,False,False
