code,name,surface,n,k,pct,lo,hi,n_interp,k_interp,pct_interp,lo_i,hi_i,pv_pct
U06,办事与操作,assistant_random1k,970,48,4.948453608247423,3.7524738501995767,6.499871089675654,838,48,5.727923627684964,4.347252564966231,7.5126507707681895,4.920767306088407
U07,个案判断与建议,search_top1000,1000,0,0.0,0.0,0.3826898586390522,985,0,0.0,0.0,0.3884949824117432,0.0
U07,个案判断与建议,assistant_top1k,859,3,0.3492433061699651,0.11884164608494588,1.0217616813392303,502,3,0.5976095617529881,0.20344134400301622,1.742147947190116,0.12369463470254682
U07,个案判断与建议,assistant_random1k,970,61,6.288659793814433,4.9266632333666225,7.995520415391037,838,61,7.279236276849642,5.708410117927142,9.23996021682467,5.254378648874062
U08,清单与推荐,search_top1000,1000,13,1.3,0.7612747122129776,2.21146521010146,985,13,1.3197969543147208,0.7728913741005935,2.2449428270495204,1.0853879596974676
U08,清单与推荐,assistant_top1k,859,68,7.916181606519208,6.292308422661589,9.914791466819864,502,68,13.545816733067728,10.827591766182747,16.81774226723799,3.914758806841781
U08,清单与推荐,assistant_random1k,970,76,7.835051546391752,6.305427540550015,9.697339233841218,838,76,9.069212410501192,7.307113831470895,11.20487227137791,8.006672226855713
U09,获取现成内容,search_top1000,1000,30,3.0,2.1093603189697094,4.250368148151,985,30,3.0456852791878175,2.141605534215141,4.314595337592841,4.741594915717581
U09,获取现成内容,assistant_top1k,859,50,5.820721769499418,4.442813772389717,7.592025530675875,502,50,9.9601593625498,7.636832778435676,12.891648864829722,2.9269086469035943
U09,获取现成内容,assistant_random1k,970,83,8.556701030927835,6.955720321819872,10.484651911200363,838,83,9.904534606205251,8.06128013910951,12.11372665551789,13.010842368640535
U10,生成与编辑,search_top1000,1000,4,0.4,0.15565629678934295,1.0239720429805972,985,4,0.40609137055837563,0.15802834818829356,1.0394940861429482,0.2221172912444638
U10,生成与编辑,assistant_top1k,859,50,5.820721769499418,4.442813772389717,7.592025530675875,502,50,9.9601593625498,7.636832778435676,12.891648864829722,3.247922965667058
U10,生成与编辑,assistant_random1k,970,199,20.51546391752577,18.092847905500157,23.17070049908638,838,199,23.74701670644391,20.989746146924304,26.743889254319825,19.182652210175146
U11,会话与系统指令,search_top1000,1000,0,0.0,0.0,0.3826898586390522,985,0,0.0,0.0,0.3884949824117432,0.0
U11,会话与系统指令,assistant_top1k,859,111,12.922002328288706,10.842748465894989,15.33141838002435,502,111,22.111553784860558,18.700601333549024,25.946102298576122,11.137182698227194
U11,会话与系统指令,assistant_random1k,970,62,6.391752577319587,5.0178665185845786,8.109689338548652,838,62,7.398568019093078,5.814149236798322,9.371795482493289,5.5045871559633035
U12,违规或灰色内容,search_top1000,1000,1,0.1,0.01765418290572713,0.5642702960160471,985,1,0.10152284263959391,0.017923062065649524,0.5728287833259682,0.07973750185449187
U12,违规或灰色内容,assistant_top1k,859,0,0.0,0.0,0.44522656302153246,502,0,0.0,0.0,0.7594472261672428,0.0
U12,违规或灰色内容,assistant_random1k,970,1,0.10309278350515465,0.018200258135636853,0.5816508880877326,838,1,0.11933174224343676,0.021067547434014833,0.6728397149298314,0.08340283569641367
U13,无法判定,search_top1000,1000,15,1.5,0.9110896837196351,2.460119479160246,985,0,,,,1.6483702687864734
U13,无法判定,assistant_top1k,859,357,41.55995343422585,38.30892593427535,44.88613559266076,502,0,,,,49.294189538415324
U13,无法判定,assistant_random1k,970,132,13.608247422680412,11.593504412053868,15.91010603136937,838,0,,,,14.09507923269391
