view,pair,code,name,p1,p2,diff,lo,hi,sig
all,search_top1000→search_1001plus,U04,解释与介绍,0.345,0.34012469383210864,-0.004875306167891336,-0.03641897815234598,0.025586036404923424,False
all,search_top1000→search_1001plus,U05,核实与动态,0.002,0.00946337118681808,0.00746337118681808,0.0019001048241850194,0.010117824292560926,True
all,search_top1000→search_1001plus,U06,办事与操作,0.0,0.0006680026720106881,0.0006680026720106881,-0.0031759623122375636,0.0014567689129144695,False
all,search_top1000→search_1001plus,U07,个案判断与建议,0.0,0.0,0.0,-0.003826898586390522,0.0004275169951805071,False
all,search_top1000→search_1001plus,U08,清单与推荐,0.023,0.02237808951235805,-0.000621910487641951,-0.012255847251668263,0.007675161307001346,False
all,search_top1000→search_1001plus,U09,获取现成内容,0.01,0.013360053440213761,0.0033600534402137613,-0.005229527498118289,0.008604165750823803,False
all,search_top1000→search_1001plus,U10,生成与编辑,0.0,0.0,0.0,-0.003826898586390522,0.0004275169951805071,False
all,search_top1000→search_1001plus,U11,会话与系统指令,0.0,0.0,0.0,-0.003826898586390522,0.0004275169951805071,False
all,search_top1000→search_1001plus,U12,违规或灰色内容,0.006,0.006791360498775328,0.000791360498775328,-0.00639533700110393,0.0045649066501588925,False
all,search_top1000→search_1001plus,U13,无法判定,0.01,0.009574704965486529,-0.0004252950345134711,-0.008930806711853525,0.004651930460624343,False
all,search_top10k→assistant_random1k,U01,导航直达,0.01753155680224404,0.002105263157894737,-0.015426293644349302,-0.018586544321653638,-0.009392243747311055,True
all,search_top10k→assistant_random1k,U02,裸实体,0.5281506712081747,0.11368421052631579,-0.41446646068185894,-0.43552447581769144,-0.3905999664096398,True
all,search_top10k→assistant_random1k,U03,事实与数值,0.052594670406732116,0.2094736842105263,0.1568790138037942,0.1317810106625889,0.18422655712310054,True
all,search_top10k→assistant_random1k,U04,解释与介绍,0.34061310358645563,0.15368421052631578,-0.18692889306013985,-0.210408994497487,-0.1609103395569693,True
all,search_top10k→assistant_random1k,U05,核实与动态,0.008715688238829894,0.1631578947368421,0.1544422064980122,0.132217420447854,0.17934242002532977,True
all,search_top10k→assistant_random1k,U06,办事与操作,0.0006010819475055099,0.0010526315789473684,0.00045154963144185853,-0.0006687981101735265,0.005348206333201929,False
all,search_top10k→assistant_random1k,U07,个案判断与建议,0.0,0.021052631578947368,0.021052631578947368,0.013658931640784095,0.0322942403905795,True
all,search_top10k→assistant_random1k,U08,清单与推荐,0.02244039270687237,0.15052631578947367,0.1280859230826013,0.10653313082433775,0.15238393827377514,True
all,search_top10k→assistant_random1k,U09,获取现成内容,0.013023442195952716,0.03368421052631579,0.020660768330363073,0.010639901803250846,0.0342955931701868,True
all,search_top10k→assistant_random1k,U10,生成与编辑,0.0,0.009473684210526316,0.009473684210526316,0.004975493386708752,0.017906586554107352,True
all,search_top10k→assistant_random1k,U11,会话与系统指令,0.0,0.009473684210526316,0.009473684210526316,0.004975493386708752,0.017906586554107352,True
all,search_top10k→assistant_random1k,U12,违规或灰色内容,0.006712081747144861,0.04,0.03328791825285514,0.022416775732712536,0.047783900229451025,True
all,search_top10k→assistant_random1k,U13,无法判定,0.009617311160088158,0.09263157894736843,0.08301426778728027,0.06605113662604085,0.1032014269972685,True
interpretable,search_top10k→assistant_top1k,U01,导航直达,0.017701800525996358,0.0012468827930174563,-0.016454917732978903,-0.019430663820885433,-0.010187513795457997,True
interpretable,search_top10k→assistant_top1k,U02,裸实体,0.5332793849888732,0.64214463840399,0.10886525341511688,0.07368449477482668,0.1427542282153947,True
interpretable,search_top10k→assistant_top1k,U03,事实与数值,0.05310540157798908,0.05361596009975062,0.0005105585217615449,-0.013816647583712014,0.01883587981622132,False
interpretable,search_top10k→assistant_top1k,U04,解释与介绍,0.34392069593364355,0.1084788029925187,-0.23544189294112483,-0.25726716755455936,-0.2102430486149776,True
interpretable,search_top10k→assistant_top1k,U05,核实与动态,0.008800323690066761,0.12219451371571072,0.11339419002564395,0.0924112117103471,0.13793596276307166,True
interpretable,search_top10k→assistant_top1k,U06,办事与操作,0.000606918875177018,0.0,-0.000606918875177018,-0.0013236239169727446,0.004171592260984308,False
interpretable,search_top10k→assistant_top1k,U07,个案判断与建议,0.0,0.0012468827930174563,0.0012468827930174563,0.0001491129762676293,0.007028933624169316,True
interpretable,search_top10k→assistant_top1k,U08,清单与推荐,0.02265830467327534,0.02493765586034913,0.0022793511870737894,-0.006999815217060152,0.015828888151302286,False
interpretable,search_top10k→assistant_top1k,U09,获取现成内容,0.013149908962168723,0.02369077306733167,0.010540864105162947,0.0017232497623923052,0.023717488367014428,True
interpretable,search_top10k→assistant_top1k,U10,生成与编辑,0.0,0.0,0.0,-0.0003884389816718602,0.0047671899787749845,False
interpretable,search_top10k→assistant_top1k,U11,会话与系统指令,0.0,0.004987531172069825,0.004987531172069825,0.0019165154173986301,0.01275351888867688,True
interpretable,search_top10k→assistant_top1k,U12,违规或灰色内容,0.006777260772810034,0.017456359102244388,0.010679098329434353,0.003417306098331187,0.022398303082232094,True
interpretable,search_top1000→search_1001plus,U01,导航直达,0.025252525252525252,0.016861510791366906,-0.008391014461158346,-0.020409038551718404,0.00020054739281547343,False
interpretable,search_top1000→search_1001plus,U02,裸实体,0.5464646464646464,0.5318120503597122,-0.01465259610493419,-0.04712893212319367,0.018155628605451987,False
interpretable,search_top1000→search_1001plus,U03,事实与数值,0.03838383838383838,0.05474370503597122,0.01635986665213284,0.0017744873112512487,0.027769112103234378,True
interpretable,search_top1000→search_1001plus,U04,解释与介绍,0.3484848484848485,0.3434127697841727,-0.0050720787006758306,-0.036837003280610445,0.025624235032720342,False
interpretable,search_top1000→search_1001plus,U05,核实与动态,0.00202020202020202,0.009554856115107913,0.007534654094905893,0.0019157564673089296,0.010214993295090805,True
interpretable,search_top1000→search_1001plus,U06,办事与操作,0.0,0.0006744604316546763,0.0006744604316546763,-0.0032081689243919726,0.0014708441892261894,False
interpretable,search_top1000→search_1001plus,U07,个案判断与建议,0.0,0.0,0.0,-0.0038654047083559384,0.00043164813180495256,False
interpretable,search_top1000→search_1001plus,U08,清单与推荐,0.023232323232323233,0.022594424460431653,-0.0006378987718915798,-0.012386628807462479,0.007741798006702832,False
interpretable,search_top1000→search_1001plus,U09,获取现成内容,0.010101010101010102,0.013489208633093525,0.0033881985320834227,-0.005286895288157815,0.008684538360390869,False
interpretable,search_top1000→search_1001plus,U10,生成与编辑,0.0,0.0,0.0,-0.0038654047083559384,0.00043164813180495256,False
interpretable,search_top1000→search_1001plus,U11,会话与系统指令,0.0,0.0,0.0,-0.0038654047083559384,0.00043164813180495256,False
interpretable,search_top1000→search_1001plus,U12,违规或灰色内容,0.006060606060606061,0.0068570143884892085,0.0007964083278831479,-0.00646210837237209,0.004607574629017565,False
interpretable,search_top10k→assistant_random1k,U01,导航直达,0.017701800525996358,0.002320185614849188,-0.01538161491114717,-0.018642851133717872,-0.00881979263563729,True
interpretable,search_top10k→assistant_random1k,U02,裸实体,0.5332793849888732,0.12529002320185614,-0.40798936178701706,-0.4306756784899615,-0.38225543856116934,True
interpretable,search_top10k→assistant_random1k,U03,事实与数值,0.05310540157798908,0.2308584686774942,0.17775306709950514,0.15046381441774176,0.20734735851200084,True
interpretable,search_top10k→assistant_random1k,U04,解释与介绍,0.34392069593364355,0.16937354988399073,-0.17454714604965282,-0.19992172131720254,-0.14646777507323994,True
interpretable,search_top10k→assistant_random1k,U05,核实与动态,0.008800323690066761,0.17981438515081208,0.17101406146074533,0.14672903392366018,0.19810525434022583,True
interpretable,search_top10k→assistant_random1k,U06,办事与操作,0.000606918875177018,0.001160092807424594,0.0005531739322475759,-0.0006410761874627291,0.005945033515341999,False
interpretable,search_top10k→assistant_random1k,U07,个案判断与建议,0.0,0.02320185614849188,0.02320185614849188,0.015059663009091572,0.03556573183882,True
interpretable,search_top10k→assistant_random1k,U08,清单与推荐,0.02265830467327534,0.16589327146171692,0.14323496678844158,0.11968711257662604,0.16968311508047926,True
interpretable,search_top10k→assistant_random1k,U09,获取现成内容,0.013149908962168723,0.037122969837587005,0.023973060875418284,0.012991971633104964,0.038929649216518494,True
interpretable,search_top10k→assistant_random1k,U10,生成与编辑,0.0,0.010440835266821345,0.010440835266821345,0.005487217342808699,0.019723390585034178,True
interpretable,search_top10k→assistant_random1k,U11,会话与系统指令,0.0,0.010440835266821345,0.010440835266821345,0.005487217342808699,0.019723390585034178,True
interpretable,search_top10k→assistant_random1k,U12,违规或灰色内容,0.006777260772810034,0.04408352668213457,0.03730626590932454,0.025367092254660724,0.05321657783884565,True
