domain,frm,to,code,name,p_from,p_to,diff,lo,hi,sig
医疗,search_top1000,assistant_top1k,U13,无法判定,0.002,0.12004175365344467,0.11804175365344467,0.09825066738691224,0.14020291995366738,True
医疗,assistant_top1k,assistant_random1k,U01,导航直达,0.010438413361169102,0.001002004008016032,-0.00943640935315307,-0.01814499602692659,-0.0027815754944409566,True
医疗,assistant_top1k,assistant_random1k,U02,裸实体,0.21189979123173278,0.01903807615230461,-0.19286171507942818,-0.22071135545915627,-0.16601944197167628,True
医疗,assistant_top1k,assistant_random1k,U03,事实与数值,0.04697286012526096,0.0871743486973948,0.040201488572133834,0.01809290691811246,0.0626111043180118,True
医疗,assistant_top1k,assistant_random1k,U04,解释与介绍,0.36012526096033404,0.22545090180360722,-0.13467435915672682,-0.17432496479591744,-0.0945069069961738,True
医疗,assistant_top1k,assistant_random1k,U05,核实与动态,0.015657620041753653,0.09418837675350701,0.07853075671175336,0.05914518211762519,0.09917708420383976,True
医疗,assistant_top1k,assistant_random1k,U06,办事与操作,0.08768267223382047,0.05110220440881764,-0.03658046782500283,-0.05957159889313564,-0.014108640898006435,True
医疗,assistant_top1k,assistant_random1k,U07,个案判断与建议,0.081419624217119,0.3366733466933868,0.25525372247626776,0.22086142895192462,0.28901816894849935,True
医疗,assistant_top1k,assistant_random1k,U08,清单与推荐,0.024008350730688934,0.045090180360721446,0.021081829630032512,0.0048259733001972185,0.03780779313048028,True
医疗,assistant_top1k,assistant_random1k,U09,获取现成内容,0.022964509394572025,0.009018036072144289,-0.013946473322427736,-0.026270163096671323,-0.0027845038706869607,True
医疗,assistant_top1k,assistant_random1k,U10,生成与编辑,0.013569937369519834,0.01002004008016032,-0.0035498972893595136,-0.01409878947351317,0.006496963444449177,False
医疗,assistant_top1k,assistant_random1k,U11,会话与系统指令,0.0020876826722338203,0.008016032064128256,0.005928349391894436,-0.0008361243933991741,0.013797366262048524,False
医疗,assistant_top1k,assistant_random1k,U12,违规或灰色内容,0.003131524008350731,0.001002004008016032,-0.0021295200003346986,-0.008220637278874728,0.0029605723102744614,False
医疗,assistant_top1k,assistant_random1k,U13,无法判定,0.12004175365344467,0.11222444889779559,-0.007817304755649082,-0.036403555059293914,0.020621058075693026,False
医疗,search_top1000,assistant_random1k,U01,导航直达,0.001,0.001002004008016032,2.0040080160319603e-06,-0.0047134487332868005,0.004726285518147442,False
医疗,search_top1000,assistant_random1k,U02,裸实体,0.044,0.01903807615230461,-0.024961923847695387,-0.0410315182290472,-0.009706479528852292,True
医疗,search_top1000,assistant_random1k,U03,事实与数值,0.033,0.0871743486973948,0.05417434869739479,0.03360410133113126,0.07548564068318353,True
医疗,search_top1000,assistant_random1k,U04,解释与介绍,0.784,0.22545090180360722,-0.5585490981963928,-0.5933675428568839,-0.5207052838228581,True
医疗,search_top1000,assistant_random1k,U05,核实与动态,0.007,0.09418837675350701,0.087188376753507,0.06902421308831051,0.10722560459480979,True
医疗,search_top1000,assistant_random1k,U06,办事与操作,0.04,0.05110220440881764,0.011102204408817637,-0.0073593163034410165,0.029789228199013997,False
医疗,search_top1000,assistant_random1k,U07,个案判断与建议,0.057,0.3366733466933868,0.2796733466933868,0.2467965559553224,0.31217370295025654,True
医疗,search_top1000,assistant_random1k,U08,清单与推荐,0.012,0.045090180360721446,0.03309018036072145,0.018793136594720785,0.04866797662380364,True
医疗,search_top1000,assistant_random1k,U09,获取现成内容,0.02,0.009018036072144289,-0.010981963927855712,-0.02249215035380779,-0.00031700252013178165,True
医疗,search_top1000,assistant_random1k,U10,生成与编辑,0.0,0.01002004008016032,0.01002004008016032,0.004060539287216418,0.018346157837070307,True
医疗,search_top1000,assistant_random1k,U11,会话与系统指令,0.0,0.008016032064128256,0.008016032064128256,0.002517150593529629,0.015737834440621903,True
医疗,search_top1000,assistant_random1k,U12,违规或灰色内容,0.0,0.001002004008016032,0.001002004008016032,-0.002912833992424776,0.005653966220639558,False
医疗,search_top1000,assistant_random1k,U13,无法判定,0.002,0.11222444889779559,0.11022444889779559,0.09136015406114673,0.1313634789125631,True
教育,search_top1000,assistant_top1k,U01,导航直达,0.096,0.03958090803259604,-0.05641909196740396,-0.0791590666723933,-0.03379190401915552,True
教育,search_top1000,assistant_top1k,U02,裸实体,0.759,0.15715948777648428,-0.6018405122235158,-0.6360401836311175,-0.5641157926724619,True
教育,search_top1000,assistant_top1k,U03,事实与数值,0.055,0.02910360884749709,-0.02589639115250291,-0.04433109379328368,-0.007490899157105248,True
教育,search_top1000,assistant_top1k,U04,解释与介绍,0.023,0.01629802095459837,-0.006701979045401631,-0.01975061115191546,0.006578189653374774,False
教育,search_top1000,assistant_top1k,U05,核实与动态,0.001,0.002328288707799767,0.001328288707799767,-0.0036122916263855286,0.007504531605924148,False
教育,search_top1000,assistant_top1k,U06,办事与操作,0.003,0.011641443538998836,0.008641443538998837,0.0007929550231426177,0.018496840935497177,True
教育,search_top1000,assistant_top1k,U07,个案判断与建议,0.0,0.0034924330616996507,0.0034924330616996507,-0.0009745172724221706,0.010217616813392302,False
教育,search_top1000,assistant_top1k,U08,清单与推荐,0.013,0.07916181606519208,0.06616181606519209,0.04753996613969547,0.08686125158742847,True
教育,search_top1000,assistant_top1k,U09,获取现成内容,0.03,0.05820721769499418,0.02820721769499418,0.009600630274380396,0.04803335210335427,True
教育,search_top1000,assistant_top1k,U10,生成与编辑,0.004,0.05820721769499418,0.054207217694994175,0.03908117538737038,0.0720879918942747,True
教育,search_top1000,assistant_top1k,U11,会话与系统指令,0.0,0.12922002328288706,0.12922002328288706,0.10807824437905693,0.1533141838002435,True
教育,search_top1000,assistant_top1k,U12,违规或灰色内容,0.001,0.0,-0.001,-0.0056427029601604705,0.003527775679214796,False
教育,search_top1000,assistant_top1k,U13,无法判定,0.015,0.41559953434225844,0.4005995343422584,0.36670114320094127,0.43437867452035084,True
教育,assistant_top1k,assistant_random1k,U01,导航直达,0.03958090803259604,0.0010309278350515464,-0.03854998019754449,-0.05379365162654194,-0.02644375871633286,True
教育,assistant_top1k,assistant_random1k,U02,裸实体,0.15715948777648428,0.026804123711340205,-0.13035536406514409,-0.15755934650545333,-0.10449993335285016,True
教育,assistant_top1k,assistant_random1k,U03,事实与数值,0.02910360884749709,0.1402061855670103,0.11110257671951322,0.08660814008918048,0.1361694950339476,True
教育,assistant_top1k,assistant_random1k,U04,解释与介绍,0.01629802095459837,0.12577319587628866,0.10947517492169029,0.08723399535611143,0.13277437358204078,True
教育,assistant_top1k,assistant_random1k,U05,核实与动态,0.002328288707799767,0.023711340206185566,0.021383051498385798,0.01142062157984074,0.033123141329086614,True
教育,assistant_top1k,assistant_random1k,U06,办事与操作,0.011641443538998836,0.049484536082474224,0.037843092543475385,0.02247272343832249,0.05423953472480254,True
教育,assistant_top1k,assistant_random1k,U07,个案判断与建议,0.0034924330616996507,0.06288659793814433,0.05939416487644468,0.04420431433204506,0.07661757367510821,True
教育,assistant_top1k,assistant_random1k,U08,清单与推荐,0.07916181606519208,0.07835051546391752,-0.0008113006012745588,-0.025979119284939473,0.023897158573829343,False
教育,assistant_top1k,assistant_random1k,U09,获取现成内容,0.05820721769499418,0.08556701030927835,0.027359792614284173,0.003483745526682548,0.051057102683662266,True
教育,assistant_top1k,assistant_random1k,U10,生成与编辑,0.05820721769499418,0.20515463917525772,0.14694742148026355,0.11693644789378894,0.17686215322326357,True
教育,assistant_top1k,assistant_random1k,U11,会话与系统指令,0.12922002328288706,0.06391752577319587,-0.06530249750969119,-0.09303848246200142,-0.038331024913888415,True
教育,assistant_top1k,assistant_random1k,U12,违规或灰色内容,0.0,0.0010309278350515464,0.0010309278350515464,-0.003501548676565264,0.005816508880877326,False
教育,assistant_top1k,assistant_random1k,U13,无法判定,0.41559953434225844,0.1360824742268041,-0.2795170601154543,-0.31840494659692725,-0.23968273715167115,True
教育,search_top1000,assistant_random1k,U01,导航直达,0.096,0.0010309278350515464,-0.09496907216494846,-0.11482274464799132,-0.07755521056441153,True
教育,search_top1000,assistant_random1k,U02,裸实体,0.759,0.026804123711340205,-0.7321958762886598,-0.7590446521719713,-0.7021485745136984,True
教育,search_top1000,assistant_random1k,U03,事实与数值,0.055,0.1402061855670103,0.08520618556701032,0.05930981856649453,0.11162433587904352,True
教育,search_top1000,assistant_random1k,U04,解释与介绍,0.023,0.12577319587628866,0.10277319587628866,0.08033161723424523,0.12639316883372434,True
教育,search_top1000,assistant_random1k,U05,核实与动态,0.001,0.023711340206185566,0.022711340206185565,0.01358244061856467,0.03435836340226281,True
教育,search_top1000,assistant_random1k,U06,办事与操作,0.003,0.049484536082474224,0.04648453608247422,0.033199889526692145,0.06212445263431035,True
教育,search_top1000,assistant_random1k,U07,个案判断与建议,0.0,0.06288659793814433,0.06288659793814433,0.048739208926115135,0.07995520415391037,True
教育,search_top1000,assistant_random1k,U08,清单与推荐,0.013,0.07835051546391752,0.06535051546391753,0.047544565816474905,0.08473695496818723,True
教育,search_top1000,assistant_random1k,U09,获取现成内容,0.03,0.08556701030927835,0.05556701030927835,0.0352530748539157,0.07680432096333564,True
教育,search_top1000,assistant_random1k,U10,生成与编辑,0.004,0.20515463917525772,0.20115463917525772,0.17613782592467706,0.22781919458005748,True
教育,search_top1000,assistant_random1k,U11,会话与系统指令,0.0,0.06391752577319587,0.06391752577319587,0.04965563799390244,0.08109689338548652,True
教育,search_top1000,assistant_random1k,U12,违规或灰色内容,0.001,0.0010309278350515464,3.0927835051546395e-05,-0.004688750635209348,0.004886838594678344,False
教育,search_top1000,assistant_random1k,U13,无法判定,0.015,0.1360824742268041,0.12108247422680411,0.09876427803371662,0.144842458265134,True
影视,search_top1000,assistant_top1k,U01,导航直达,0.14,0.0387434554973822,-0.10125654450261781,-0.12643989867845498,-0.07661933436420704,True
影视,search_top1000,assistant_top1k,U02,裸实体,0.365,0.29109947643979056,-0.07390052356020943,-0.11511124467337594,-0.03227033391549786,True
影视,search_top1000,assistant_top1k,U03,事实与数值,0.022,0.011518324607329843,-0.010481675392670156,-0.022673909848530814,0.0011788354624278751,False
影视,search_top1000,assistant_top1k,U04,解释与介绍,0.008,0.07539267015706806,0.06739267015706807,0.05044238578648544,0.08630721845916545,True
影视,search_top1000,assistant_top1k,U05,核实与动态,0.0,0.01780104712041885,0.01780104712041885,0.010121798658554785,0.028322663654377987,True
影视,search_top1000,assistant_top1k,U06,办事与操作,0.001,0.0010471204188481676,4.7120418848167625e-05,-0.004674974560517165,0.0049767526512139145,False
影视,search_top1000,assistant_top1k,U07,个案判断与建议,0.0,0.0,0.0,-0.003826898586390522,0.004006501178088226,False
影视,search_top1000,assistant_top1k,U08,清单与推荐,0.048,0.10575916230366492,0.057759162303664915,0.03432409059083975,0.08184891487674084,True
影视,search_top1000,assistant_top1k,U09,获取现成内容,0.372,0.2638743455497382,-0.10812565445026179,-0.1487583922269162,-0.06691821730384087,True
影视,search_top1000,assistant_top1k,U10,生成与编辑,0.0,0.03769633507853403,0.03769633507853403,0.026666353452146078,0.051745597419171015,True
影视,search_top1000,assistant_top1k,U11,会话与系统指令,0.0,0.013612565445026177,0.013612565445026177,0.006796505351501754,0.023150336824618173,True
影视,search_top1000,assistant_top1k,U12,违规或灰色内容,0.031,0.010471204188481676,-0.020528795811518324,-0.034064301224400274,-0.007958915137102975,True
影视,search_top1000,assistant_top1k,U13,无法判定,0.013,0.13298429319371727,0.11998429319371727,0.09793905729077237,0.1436200872853876,True
影视,assistant_top1k,assistant_random1k,U01,导航直达,0.0387434554973822,0.008146639511201629,-0.030596815986180574,-0.045355136272824774,-0.017484066343982658,True
影视,assistant_top1k,assistant_random1k,U02,裸实体,0.29109947643979056,0.07942973523421588,-0.2116697412055747,-0.24500223132745114,-0.1781148992504188,True
影视,assistant_top1k,assistant_random1k,U03,事实与数值,0.011518324607329843,0.07637474541751528,0.06485642081018544,0.04735993652961044,0.08385897043345052,True
影视,assistant_top1k,assistant_random1k,U04,解释与介绍,0.07539267015706806,0.14663951120162932,0.07124684104456126,0.04344902562386632,0.09918020565256834,True
影视,assistant_top1k,assistant_random1k,U05,核实与动态,0.01780104712041885,0.04378818737270876,0.02598714025228991,0.010679223706897804,0.04210114737961767,True
影视,assistant_top1k,assistant_random1k,U06,办事与操作,0.0010471204188481676,0.021384928716904276,0.02033780829805611,0.011521090640961323,0.03145743748057527,True
影视,assistant_top1k,assistant_random1k,U07,个案判断与建议,0.0,0.031568228105906315,0.031568228105906315,0.02149615444175565,0.044459892529525424,True
影视,assistant_top1k,assistant_random1k,U08,清单与推荐,0.10575916230366492,0.12321792260692464,0.017458760303259727,-0.011010382845217284,0.04588253451385844,False
影视,assistant_top1k,assistant_random1k,U09,获取现成内容,0.2638743455497382,0.17820773930753564,-0.08566660624220257,-0.12236371075304352,-0.04877436314144825,True
影视,assistant_top1k,assistant_random1k,U10,生成与编辑,0.03769633507853403,0.06924643584521385,0.03155010076667982,0.011533383574396597,0.05197809181851504,True
影视,assistant_top1k,assistant_random1k,U11,会话与系统指令,0.013612565445026177,0.03054989816700611,0.016937332721979934,0.003776758558215165,0.03085804126184534,True
影视,assistant_top1k,assistant_random1k,U12,违规或灰色内容,0.010471204188481676,0.010183299389002037,-0.000287904799479639,-0.010145919049682015,0.009426101014934489,False
影视,assistant_top1k,assistant_random1k,U13,无法判定,0.13298429319371727,0.18126272912423624,0.048278435930518976,0.01585617458621627,0.08059135146445225,True
影视,search_top1000,assistant_random1k,U01,导航直达,0.14,0.008146639511201629,-0.1318533604887984,-0.15508964937253383,-0.11024659991617322,True
影视,search_top1000,assistant_random1k,U02,裸实体,0.365,0.07942973523421588,-0.2855702647657841,-0.31952624625991993,-0.2508913034876827,True
影视,search_top1000,assistant_random1k,U03,事实与数值,0.022,0.07637474541751528,0.05437474541751528,0.035714003709082016,0.0741360749144972,True
影视,search_top1000,assistant_random1k,U04,解释与介绍,0.008,0.14663951120162932,0.13863951120162932,0.11650629643029128,0.16246977577220784,True
影视,search_top1000,assistant_random1k,U05,核实与动态,0.0,0.04378818737270876,0.04378818737270876,0.03202923132790934,0.05846250240105151,True
影视,search_top1000,assistant_random1k,U06,办事与操作,0.001,0.021384928716904276,0.020384928716904276,0.011686307536848045,0.03150161645643171,True
影视,search_top1000,assistant_random1k,U07,个案判断与建议,0.0,0.031568228105906315,0.031568228105906315,0.021566239853735007,0.044459892529525424,True
影视,search_top1000,assistant_random1k,U08,清单与推荐,0.048,0.12321792260692464,0.07521792260692464,0.050889089890028515,0.10012624497074707,True
影视,search_top1000,assistant_random1k,U09,获取现成内容,0.372,0.17820773930753564,-0.19379226069246436,-0.231708403275183,-0.1550749843571061,True
影视,search_top1000,assistant_random1k,U10,生成与编辑,0.0,0.06924643584521385,0.06924643584521385,0.05448390396107135,0.08686141459983975,True
影视,search_top1000,assistant_random1k,U11,会话与系统指令,0.0,0.03054989816700611,0.03054989816700611,0.020707297787985007,0.04327674396020496,True
影视,search_top1000,assistant_random1k,U12,违规或灰色内容,0.031,0.010183299389002037,-0.02081670061099796,-0.03430656376349669,-0.008409047115461222,True
影视,search_top1000,assistant_random1k,U13,无法判定,0.013,0.18126272912423624,0.16826272912423623,0.1436730637172593,0.1941515580042622,True
人物,search_top1000,assistant_top1k,U01,导航直达,0.025,0.0011248593925759281,-0.023875140607424072,-0.03555746162805532,-0.014314775942330034,True
人物,search_top1000,assistant_top1k,U02,裸实体,0.541,0.5793025871766029,0.03830258717660284,-0.006548358367484207,0.0828756225899474,False
人物,search_top1000,assistant_top1k,U03,事实与数值,0.038,0.048368953880764905,0.010368953880764906,-0.008038242632214879,0.02946538616661056,False
人物,search_top1000,assistant_top1k,U04,解释与介绍,0.345,0.09786276715410573,-0.24713723284589423,-0.28204455626371594,-0.21130211495013673,True
人物,search_top1000,assistant_top1k,U05,核实与动态,0.002,0.11023622047244094,0.10823622047244094,0.0885838654419929,0.1305719996090732,True
人物,search_top1000,assistant_top1k,U06,办事与操作,0.0,0.0,0.0,-0.003826898586390522,0.004302666900825409,False
人物,search_top1000,assistant_top1k,U07,个案判断与建议,0.0,0.0011248593925759281,0.0011248593925759281,-0.002812542270319081,0.006344118096092205,False
人物,search_top1000,assistant_top1k,U08,清单与推荐,0.023,0.02249718785151856,-0.0005028121484814407,-0.01426414874032318,0.013712243050338392,False
人物,search_top1000,assistant_top1k,U09,获取现成内容,0.01,0.021372328458942633,0.011372328458942633,7.884055336168823e-05,0.02399153379841351,True
人物,search_top1000,assistant_top1k,U10,生成与编辑,0.0,0.0,0.0,-0.003826898586390522,0.004302666900825409,False
人物,search_top1000,assistant_top1k,U11,会话与系统指令,0.0,0.0044994375703037125,0.0044994375703037125,-0.0002121128582911599,0.011511758400524937,False
人物,search_top1000,assistant_top1k,U12,违规或灰色内容,0.006,0.015748031496062992,0.009748031496062992,0.00027963486615115857,0.02074987534359688,True
人物,search_top1000,assistant_top1k,U13,无法判定,0.01,0.09786276715410573,0.08786276715410574,0.0681856061201891,0.1096423405634436,True
人物,assistant_top1k,assistant_random1k,U01,导航直达,0.0011248593925759281,0.002105263157894737,0.0009804037653188087,-0.004457856047794555,0.006595619731056392,False
人物,assistant_top1k,assistant_random1k,U02,裸实体,0.5793025871766029,0.11368421052631579,-0.4656183766502871,-0.5026929151371775,-0.4263186803233203,True
人物,assistant_top1k,assistant_random1k,U03,事实与数值,0.048368953880764905,0.2094736842105263,0.16110473032976141,0.13160918774638336,0.19077890400557634,True
人物,assistant_top1k,assistant_random1k,U04,解释与介绍,0.09786276715410573,0.15368421052631578,0.05582144337221005,0.0255340335286418,0.08598490834550053,True
人物,assistant_top1k,assistant_random1k,U05,核实与动态,0.11023622047244094,0.1631578947368421,0.05292167426440117,0.021510948964874148,0.08416002568249172,True
人物,assistant_top1k,assistant_random1k,U06,办事与操作,0.0,0.0010526315789473684,0.0010526315789473684,-0.0033364775864743127,0.005938452589884022,False
人物,assistant_top1k,assistant_random1k,U07,个案判断与建议,0.0011248593925759281,0.021052631578947368,0.01992777218637144,0.010885678264120858,0.031207477312757317,True
人物,assistant_top1k,assistant_random1k,U08,清单与推荐,0.02249718785151856,0.15052631578947367,0.12802912793795512,0.10355749085314464,0.15342926342216512,True
人物,assistant_top1k,assistant_random1k,U09,获取现成内容,0.021372328458942633,0.03368421052631579,0.012311882067373155,-0.0029532278901426533,0.02781097239418874,False
人物,assistant_top1k,assistant_random1k,U10,生成与编辑,0.0,0.009473684210526316,0.009473684210526316,0.0032609017858867776,0.017906586554107352,True
人物,assistant_top1k,assistant_random1k,U11,会话与系统指令,0.0044994375703037125,0.009473684210526316,0.004974246640222604,-0.0033479145227449762,0.013843710918692262,False
人物,assistant_top1k,assistant_random1k,U12,违规或灰色内容,0.015748031496062992,0.04,0.02425196850393701,0.009237710194336014,0.040011461930464565,True
人物,assistant_top1k,assistant_random1k,U13,无法判定,0.09786276715410573,0.09263157894736843,-0.0052311882067373056,-0.032376154800681345,0.021650996382431564,False
人物,search_top1000,assistant_random1k,U01,导航直达,0.025,0.002105263157894737,-0.022894736842105266,-0.0346400616032741,-0.01315653462646136,True
人物,search_top1000,assistant_random1k,U02,裸实体,0.541,0.11368421052631579,-0.42731578947368426,-0.4632107424923445,-0.3894536639476613,True
人物,search_top1000,assistant_random1k,U03,事实与数值,0.038,0.2094736842105263,0.1714736842105263,0.14323170843585642,0.20035322003248912,True
人物,search_top1000,assistant_random1k,U04,解释与介绍,0.345,0.15368421052631578,-0.1913157894736842,-0.22825013305431116,-0.15360256094176344,True
人物,search_top1000,assistant_random1k,U05,核实与动态,0.002,0.1631578947368421,0.1611578947368421,0.1384081290402588,0.18604613987636234,True
人物,search_top1000,assistant_random1k,U06,办事与操作,0.0,0.0010526315789473684,0.0010526315789473684,-0.002871204502879681,0.005938452589884022,False
人物,search_top1000,assistant_random1k,U07,个案判断与建议,0.0,0.021052631578947368,0.021052631578947368,0.012736144707973046,0.0322942403905795,True
人物,search_top1000,assistant_random1k,U08,清单与推荐,0.023,0.15052631578947367,0.12752631578947368,0.10339934972550627,0.1528464611675895,True
人物,search_top1000,assistant_random1k,U09,获取现成内容,0.01,0.03368421052631579,0.023684210526315787,0.010892923047493976,0.03791504776928329,True
人物,search_top1000,assistant_random1k,U10,生成与编辑,0.0,0.009473684210526316,0.009473684210526316,0.0035803934670648003,0.017906586554107352,True
人物,search_top1000,assistant_random1k,U11,会话与系统指令,0.0,0.009473684210526316,0.009473684210526316,0.0035803934670648003,0.017906586554107352,True
