sid,source,多数,answer,form,goal,deepseek
VER0244,2026search,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0255,2026search,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0496,assistant_voice_top,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0349,2026search_rand,IMPACT_EXPOSURE,IMPACT_EXPOSURE,IMPACT_EXPOSURE,IMPACT_EXPOSURE,SERVICE_RULE
VER0049,2025search,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0421,assistant_random,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE
VER0221,2025search_rand,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER
VER0414,assistant_top,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0058,2025search,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0040,2025search,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0246,2026search,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0253,2026search,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0383,2026search_rand,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0461,assistant_random,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0322,2026search_rand,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0449,assistant_random,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE
VER0292,2026search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0066,2025search,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0232,2026search,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0417,assistant_random,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0269,2026search_rand,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0155,2025search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0553,assistant_voice,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0515,assistant_voice,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0185,2025search_rand,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0165,2025search_rand,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0323,2026search_rand,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0456,assistant_random,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0230,2026search,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0483,assistant_random,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE
VER0543,assistant_voice,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0441,assistant_random,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0503,assistant_voice,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0240,2026search,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0316,2026search_rand,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0463,assistant_random,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER
VER0123,2025search_rand,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE
VER0446,assistant_random,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE
VER0521,assistant_voice,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0502,assistant_voice,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE
VER0525,assistant_voice,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0236,2026search,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0574,assistant_voice,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0290,2026search_rand,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0250,2026search,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0415,assistant_random,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0555,assistant_voice,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0298,2026search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0088,2025search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0032,2025search,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0234,2026search,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0245,2026search,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0413,assistant_top,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0251,2026search,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0522,assistant_voice,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,SERVICE_RULE
VER0324,2026search_rand,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0060,2025search,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0276,2026search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0238,2026search,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
