key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
ACUTE_EMERGENCY_TRIAGE__1,ACUTE_EMERGENCY_TRIAGE__1,59,10000,0.59,66,10316,0.64,0.05,-0.168,0.268,False,两界面都有,,,,52.8
DIAGNOSIS_PROGNOSIS_VERDICT__4,DIAGNOSIS_PROGNOSIS_VERDICT__4,116,10000,1.16,127,10316,1.231,0.071,-0.23,0.372,False,两界面都有,,,,52.26
REPRODUCTIVE_TIMELINE__1,REPRODUCTIVE_TIMELINE__1,38,10000,0.38,51,10316,0.494,0.114,-0.07,0.3,False,两界面都有,,,,57.3
SYMPTOM_CAUSE_LOOKUP__1,SYMPTOM_CAUSE_LOOKUP__1,359,10000,3.59,383,10316,3.713,0.123,-0.395,0.639,False,两界面都有,,,,51.62
DIAGNOSIS_PROGNOSIS_VERDICT__6,DIAGNOSIS_PROGNOSIS_VERDICT__6,81,10000,0.81,97,10316,0.94,0.13,-0.128,0.389,False,两界面都有,,,,54.49
INTERACTION_VERDICT__2,INTERACTION_VERDICT__2,125,10000,1.25,145,10316,1.406,0.156,-0.161,0.472,False,两界面都有,,,,53.7
DOSAGE_ADMINISTRATION__4,DOSAGE_ADMINISTRATION__4,36,10000,0.36,57,10316,0.553,0.193,0.006,0.383,True,两界面都有,,,,61.29
RECOVERY_TIMELINE__2,RECOVERY_TIMELINE__2,63,10000,0.63,91,10316,0.882,0.252,0.013,0.494,True,两界面都有,,,,59.09
OWN_CASE_VERDICT__3,OWN_CASE_VERDICT__3,109,10000,1.09,144,10316,1.396,0.306,0.0,0.613,True,两界面都有,,,,56.92
OWN_CASE_VERDICT__6,OWN_CASE_VERDICT__6,74,10000,0.74,108,10316,1.047,0.307,0.047,0.569,True,两界面都有,,,,59.34
ENTITY_COMPARISON__1,ENTITY_COMPARISON__1,76,10000,0.76,114,10316,1.105,0.345,0.08,0.613,True,两界面都有,,,,60.0
DOSAGE_ADMINISTRATION__2,DOSAGE_ADMINISTRATION__2,60,10000,0.6,98,10316,0.95,0.35,0.109,0.596,True,两界面都有,,,,62.03
OWN_CASE_VERDICT__2,OWN_CASE_VERDICT__2,94,10000,0.94,134,10316,1.299,0.359,0.069,0.652,True,两界面都有,,,,58.77
SYMPTOM_CAUSE_LOOKUP__4,SYMPTOM_CAUSE_LOOKUP__4,345,10000,3.45,393,10316,3.81,0.36,-0.156,0.875,False,两界面都有,,,,53.25
DOSAGE_ADMINISTRATION__3,DOSAGE_ADMINISTRATION__3,76,10000,0.76,121,10316,1.173,0.413,0.144,0.686,True,两界面都有,,,,61.42
DIAGNOSIS_PROGNOSIS_VERDICT__3,DIAGNOSIS_PROGNOSIS_VERDICT__3,49,10000,0.49,98,10316,0.95,0.46,0.229,0.698,True,两界面都有,,,,66.67
SYMPTOM_CAUSE_LOOKUP__3,SYMPTOM_CAUSE_LOOKUP__3,289,10000,2.89,346,10316,3.354,0.464,-0.015,0.943,False,两界面都有,,,,54.49
PERMISSION_VERDICT__2,PERMISSION_VERDICT__2,254,10000,2.54,310,10316,3.005,0.465,0.013,0.918,True,两界面都有,,,,54.96
DIAGNOSIS_PROGNOSIS_VERDICT__1,DIAGNOSIS_PROGNOSIS_VERDICT__1,83,10000,0.83,137,10316,1.328,0.498,0.214,0.786,True,两界面都有,,,,62.27
RECOVERY_TIMELINE__1,RECOVERY_TIMELINE__1,70,10000,0.7,127,10316,1.231,0.531,0.263,0.805,True,两界面都有,,,,64.47
DIAGNOSIS_PROGNOSIS_VERDICT__5,DIAGNOSIS_PROGNOSIS_VERDICT__5,115,10000,1.15,179,10316,1.735,0.585,0.258,0.916,True,两界面都有,,,,60.88
CONTEXT_DEPENDENT_FOLLOW_UP__2,CONTEXT_DEPENDENT_FOLLOW_UP__2,30,10000,0.3,97,10316,0.94,0.64,0.428,0.864,True,两界面都有,,,,76.38
PERMISSION_VERDICT__1,PERMISSION_VERDICT__1,396,10000,3.96,476,10316,4.614,0.654,0.097,1.212,True,两界面都有,,,,54.59
DIAGNOSIS_PROGNOSIS_VERDICT__2,DIAGNOSIS_PROGNOSIS_VERDICT__2,55,10000,0.55,132,10316,1.28,0.73,0.471,0.997,True,两界面都有,,,,70.59
OWN_CASE_VERDICT__1,OWN_CASE_VERDICT__1,143,10000,1.43,224,10316,2.171,0.741,0.376,1.11,True,两界面都有,,,,61.04
SYMPTOM_CAUSE_LOOKUP__2,SYMPTOM_CAUSE_LOOKUP__2,331,10000,3.31,425,10316,4.12,0.81,0.29,1.331,True,两界面都有,,,,56.22
OWN_CASE_VERDICT__4,OWN_CASE_VERDICT__4,126,10000,1.26,238,10316,2.307,1.047,0.685,1.415,True,两界面都有,,,,65.38
TREATMENT_SEEKING__1,TREATMENT_SEEKING__1,487,10000,4.87,626,10316,6.068,1.198,0.573,1.824,True,两界面都有,,,,56.24
TREATMENT_SEEKING__2,TREATMENT_SEEKING__2,551,10000,5.51,705,10316,6.834,1.324,0.662,1.986,True,两界面都有,,,,56.13
OWN_CASE_VERDICT__5,OWN_CASE_VERDICT__5,142,10000,1.42,324,10316,3.141,1.721,1.314,2.135,True,两界面都有,,,,69.53
