层级,快照,名次,key,条数,行占比%,流量占比%
自下而上 家族,健康管家随机1w,2,47,731,7.086079875920899,7.524202733485194
自下而上 家族,健康管家随机1w,3,38,612,5.9325319891430786,7.60250569476082
自下而上 家族,健康管家随机1w,4,6,517,5.0116324156649865,4.662585421412301
自下而上 家族,健康管家随机1w,5,39,505,4.895308259015122,4.157175398633258
自下而上 家族,健康管家随机1w,6,3,479,4.643272586273749,8.257403189066059
自下而上 家族,健康管家随机1w,7,42,463,4.488173710740597,4.121583143507973
自下而上 家族,健康管家随机1w,8,33,446,4.323381155486623,3.7443052391799547
自下而上 家族,健康管家随机1w,9,43,412,3.993796044978674,3.666002277904328
自下而上 家族,健康管家随机1w,10,17,410,3.9744086855370298,3.8582004555808656
自下而上 叶,传统搜索随机1w,1,30,645,6.45,7.861177678877096
自下而上 叶,传统搜索随机1w,2,24,601,6.01,4.724409448818897
自下而上 叶,传统搜索随机1w,3,34,571,5.71,8.59722697706265
自下而上 叶,传统搜索随机1w,4,1,541,5.41,5.439061965080451
自下而上 叶,传统搜索随机1w,5,10,536,5.36,4.300753166723724
自下而上 叶,传统搜索随机1w,6,25,500,5.0,6.898322492297158
自下而上 叶,传统搜索随机1w,7,20,486,4.86,8.083704210886681
自下而上 叶,传统搜索随机1w,8,26,443,4.43,4.861348853132488
自下而上 叶,传统搜索随机1w,9,35,390,3.9,3.449161246148579
自下而上 叶,传统搜索随机1w,10,32,380,3.8,2.8543307086614176
自下而上 叶,健康管家随机1w,1,24,745,7.221791392012408,6.819476082004556
自下而上 叶,健康管家随机1w,2,30,731,7.086079875920899,7.524202733485194
自下而上 叶,健康管家随机1w,3,34,612,5.9325319891430786,7.60250569476082
自下而上 叶,健康管家随机1w,4,36,517,5.0116324156649865,4.662585421412301
自下而上 叶,健康管家随机1w,5,35,505,4.895308259015122,4.157175398633258
自下而上 叶,健康管家随机1w,6,20,479,4.643272586273749,8.257403189066059
自下而上 叶,健康管家随机1w,7,10,463,4.488173710740597,4.121583143507973
自下而上 叶,健康管家随机1w,8,28,446,4.323381155486623,3.7443052391799547
自下而上 叶,健康管家随机1w,9,26,412,3.993796044978674,3.666002277904328
自下而上 叶,健康管家随机1w,10,9,410,3.9744086855370298,3.8582004555808656
