key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
PROVIDER_NAVIGATION_AND_ADMIN__1,PROVIDER_NAVIGATION_AND_ADMIN__1,健康管家随机1w,显著低于其余全部,48,10316,0.465,7.49,-6.503,1
DIAGNOSIS_PROGNOSIS_VERDICT__5,DIAGNOSIS_PROGNOSIS_VERDICT__5,传统搜索随机1w,显著低于其余全部,115,10000,1.15,1.735,-0.258,1
DIAGNOSIS_PROGNOSIS_VERDICT__5,DIAGNOSIS_PROGNOSIS_VERDICT__5,健康管家随机1w,显著高于其余全部,179,10316,1.735,1.15,0.258,1
MEDICAL_KNOWLEDGE_LOOKUP__2,MEDICAL_KNOWLEDGE_LOOKUP__2,传统搜索随机1w,显著高于其余全部,497,10000,4.97,3.926,0.477,1
MEDICAL_KNOWLEDGE_LOOKUP__2,MEDICAL_KNOWLEDGE_LOOKUP__2,健康管家随机1w,显著低于其余全部,405,10316,3.926,4.97,-0.477,1
OWN_CASE_VERDICT__4,OWN_CASE_VERDICT__4,传统搜索随机1w,显著低于其余全部,126,10000,1.26,2.307,-0.685,1
OWN_CASE_VERDICT__4,OWN_CASE_VERDICT__4,健康管家随机1w,显著高于其余全部,238,10316,2.307,1.26,0.685,1
PROVIDER_NAVIGATION_AND_ADMIN__2,PROVIDER_NAVIGATION_AND_ADMIN__2,传统搜索随机1w,显著高于其余全部,344,10000,3.44,1.9,1.099,1
PROVIDER_NAVIGATION_AND_ADMIN__2,PROVIDER_NAVIGATION_AND_ADMIN__2,健康管家随机1w,显著低于其余全部,196,10316,1.9,3.44,-1.099,1
DIAGNOSIS_PROGNOSIS_VERDICT__3,DIAGNOSIS_PROGNOSIS_VERDICT__3,传统搜索随机1w,显著低于其余全部,49,10000,0.49,0.95,-0.229,1
DIAGNOSIS_PROGNOSIS_VERDICT__3,DIAGNOSIS_PROGNOSIS_VERDICT__3,健康管家随机1w,显著高于其余全部,98,10316,0.95,0.49,0.229,1
OWN_CASE_VERDICT__5,OWN_CASE_VERDICT__5,传统搜索随机1w,显著低于其余全部,142,10000,1.42,3.141,-1.314,1
OWN_CASE_VERDICT__5,OWN_CASE_VERDICT__5,健康管家随机1w,显著高于其余全部,324,10316,3.141,1.42,1.314,1
ENTITY_COMPARISON__1,ENTITY_COMPARISON__1,传统搜索随机1w,显著低于其余全部,76,10000,0.76,1.105,-0.08,1
ENTITY_COMPARISON__1,ENTITY_COMPARISON__1,健康管家随机1w,显著高于其余全部,114,10316,1.105,0.76,0.08,1
PERMISSION_VERDICT__2,PERMISSION_VERDICT__2,传统搜索随机1w,显著低于其余全部,254,10000,2.54,3.005,-0.013,1
PERMISSION_VERDICT__2,PERMISSION_VERDICT__2,健康管家随机1w,显著高于其余全部,310,10316,3.005,2.54,0.013,1
RECOVERY_TIMELINE__2,RECOVERY_TIMELINE__2,传统搜索随机1w,显著低于其余全部,63,10000,0.63,0.882,-0.013,1
RECOVERY_TIMELINE__2,RECOVERY_TIMELINE__2,健康管家随机1w,显著高于其余全部,91,10316,0.882,0.63,0.013,1
INTERACTION_VERDICT__3,INTERACTION_VERDICT__3,传统搜索随机1w,显著高于其余全部,124,10000,1.24,0.902,0.055,1
INTERACTION_VERDICT__3,INTERACTION_VERDICT__3,健康管家随机1w,显著低于其余全部,93,10316,0.902,1.24,-0.055,1
OWN_CASE_VERDICT__1,OWN_CASE_VERDICT__1,传统搜索随机1w,显著低于其余全部,143,10000,1.43,2.171,-0.376,1
OWN_CASE_VERDICT__1,OWN_CASE_VERDICT__1,健康管家随机1w,显著高于其余全部,224,10316,2.171,1.43,0.376,1
RECOVERY_TIMELINE__1,RECOVERY_TIMELINE__1,传统搜索随机1w,显著低于其余全部,70,10000,0.7,1.231,-0.263,1
RECOVERY_TIMELINE__1,RECOVERY_TIMELINE__1,健康管家随机1w,显著高于其余全部,127,10316,1.231,0.7,0.263,1
OWN_CASE_VERDICT__3,OWN_CASE_VERDICT__3,传统搜索随机1w,显著低于其余全部,109,10000,1.09,1.396,-0.0,1
OWN_CASE_VERDICT__3,OWN_CASE_VERDICT__3,健康管家随机1w,显著高于其余全部,144,10316,1.396,1.09,0.0,1
DOSAGE_ADMINISTRATION__4,DOSAGE_ADMINISTRATION__4,传统搜索随机1w,显著低于其余全部,36,10000,0.36,0.553,-0.006,1
DOSAGE_ADMINISTRATION__4,DOSAGE_ADMINISTRATION__4,健康管家随机1w,显著高于其余全部,57,10316,0.553,0.36,0.006,1
OWN_CASE_VERDICT__2,OWN_CASE_VERDICT__2,传统搜索随机1w,显著低于其余全部,94,10000,0.94,1.299,-0.069,1
OWN_CASE_VERDICT__2,OWN_CASE_VERDICT__2,健康管家随机1w,显著高于其余全部,134,10316,1.299,0.94,0.069,1
DIAGNOSIS_PROGNOSIS_VERDICT__1,DIAGNOSIS_PROGNOSIS_VERDICT__1,传统搜索随机1w,显著低于其余全部,83,10000,0.83,1.328,-0.214,1
DIAGNOSIS_PROGNOSIS_VERDICT__1,DIAGNOSIS_PROGNOSIS_VERDICT__1,健康管家随机1w,显著高于其余全部,137,10316,1.328,0.83,0.214,1
CONTEXT_DEPENDENT_FOLLOW_UP__2,CONTEXT_DEPENDENT_FOLLOW_UP__2,传统搜索随机1w,显著低于其余全部,30,10000,0.3,0.94,-0.428,1
CONTEXT_DEPENDENT_FOLLOW_UP__2,CONTEXT_DEPENDENT_FOLLOW_UP__2,健康管家随机1w,显著高于其余全部,97,10316,0.94,0.3,0.428,1
DIAGNOSIS_PROGNOSIS_VERDICT__2,DIAGNOSIS_PROGNOSIS_VERDICT__2,传统搜索随机1w,显著低于其余全部,55,10000,0.55,1.28,-0.471,1
DIAGNOSIS_PROGNOSIS_VERDICT__2,DIAGNOSIS_PROGNOSIS_VERDICT__2,健康管家随机1w,显著高于其余全部,132,10316,1.28,0.55,0.471,1
HOME_DEVICE_SELFTEST__1,HOME_DEVICE_SELFTEST__1,传统搜索随机1w,显著高于其余全部,12,10000,0.12,0.029,0.015,1
HOME_DEVICE_SELFTEST__1,HOME_DEVICE_SELFTEST__1,健康管家随机1w,显著低于其余全部,3,10316,0.029,0.12,-0.015,1
