key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
0,术语定义查询,2026搜索,助手头部1k,257,15,9995,850,2.571,1.765,-0.807,-1.573,0.357,False,共有
1,文字素材查询,2026搜索,助手头部1k,1616,294,9995,850,16.168,34.588,18.42,15.213,21.757,True,共有
11,术语含义查询,2026搜索,助手头部1k,250,6,9995,850,2.501,0.706,-1.795,-2.297,-0.921,True,共有
12,人口统计数据查询,2026搜索,助手头部1k,178,2,9995,850,1.781,0.235,-1.546,-1.872,-0.882,True,共有
13,按关键词查找图片,2026搜索,助手头部1k,265,0,9995,850,2.651,0.0,-2.651,-2.985,-2.112,True,a独有
14,情侣头像查询,2026搜索,助手头部1k,29,11,9995,850,0.29,1.294,1.004,0.42,2.016,True,共有
15,头像图片查询,2026搜索,助手头部1k,226,2,9995,850,2.261,0.235,-2.026,-2.38,-1.349,True,共有
16,女生头像图片查询,2026搜索,助手头部1k,198,5,9995,850,1.981,0.588,-1.393,-1.839,-0.571,True,共有
17,查找漫画资源,2026搜索,助手头部1k,631,5,9995,850,6.313,0.588,-5.725,-6.323,-4.818,True,共有
18,查询免费漫画在线观看入口,2026搜索,助手头部1k,805,1,9995,850,8.054,0.118,-7.936,-8.495,-7.184,True,共有
19,漫画App官方下载入口查询,2026搜索,助手头部1k,192,0,9995,850,1.921,0.0,-1.921,-2.209,-1.406,True,a独有
20,再生成与调整回答,2026搜索,助手头部1k,982,58,9995,850,9.825,6.824,-3.001,-4.624,-1.021,True,共有
21,角色扮演对话生成,2026搜索,助手头部1k,80,71,9995,850,0.8,8.353,7.553,5.863,9.611,True,共有
22,获取爆笑笑话与脑筋急转弯合集,2026搜索,助手头部1k,81,6,9995,850,0.81,0.706,-0.105,-0.534,0.736,False,共有
23,文书写法与模板查询,2026搜索,助手头部1k,165,14,9995,850,1.651,1.647,-0.004,-0.72,1.119,False,共有
24,图片搜索,2026搜索,助手头部1k,1253,41,9995,850,12.536,4.824,-7.713,-9.126,-5.94,True,共有
25,安全标志与安全生产信息查询,2026搜索,助手头部1k,195,0,9995,850,1.951,0.0,-1.951,-2.241,-1.435,True,a独有
26,男生头像图片查询,2026搜索,助手头部1k,120,0,9995,850,1.201,0.0,-1.201,-1.434,-0.71,True,a独有
3,查询特定主题图片,2026搜索,助手头部1k,1111,7,9995,850,11.116,0.824,-10.292,-11.052,-9.237,True,共有
4,实用文书模板与心得体会范文查询,2026搜索,助手头部1k,1133,298,9995,850,11.336,35.059,23.723,20.525,27.047,True,共有
5,微信头像图片查询,2026搜索,助手头部1k,228,14,9995,850,2.281,1.647,-0.634,-1.367,0.498,False,共有
0,术语定义查询,2026搜索,助手随机1k,257,14,9995,953,2.571,1.469,-1.102,-1.779,-0.078,True,共有
1,文字素材查询,2026搜索,助手随机1k,1616,157,9995,953,16.168,16.474,0.306,-2.032,2.894,False,共有
11,术语含义查询,2026搜索,助手随机1k,250,0,9995,953,2.501,0.0,-2.501,-2.826,-2.007,True,a独有
12,人口统计数据查询,2026搜索,助手随机1k,178,1,9995,953,1.781,0.105,-1.676,-1.967,-1.132,True,共有
13,按关键词查找图片,2026搜索,助手随机1k,265,7,9995,953,2.651,0.735,-1.917,-2.421,-1.088,True,共有
14,情侣头像查询,2026搜索,助手随机1k,29,3,9995,953,0.29,0.315,0.025,-0.218,0.638,False,共有
15,头像图片查询,2026搜索,助手随机1k,226,2,9995,953,2.261,0.21,-2.051,-2.397,-1.435,True,共有
16,女生头像图片查询,2026搜索,助手随机1k,198,10,9995,953,1.981,1.049,-0.932,-1.492,-0.024,True,共有
17,查找漫画资源,2026搜索,助手随机1k,631,3,9995,953,6.313,0.315,-5.998,-6.534,-5.237,True,共有
18,查询免费漫画在线观看入口,2026搜索,助手随机1k,805,0,9995,953,8.054,0.0,-8.054,-8.604,-7.399,True,a独有
19,漫画App官方下载入口查询,2026搜索,助手随机1k,192,0,9995,953,1.921,0.0,-1.921,-2.209,-1.447,True,a独有
20,再生成与调整回答,2026搜索,助手随机1k,982,58,9995,953,9.825,6.086,-3.739,-5.215,-1.945,True,共有
21,角色扮演对话生成,2026搜索,助手随机1k,80,579,9995,953,0.8,60.756,59.955,56.812,63.01,True,共有
22,获取爆笑笑话与脑筋急转弯合集,2026搜索,助手随机1k,81,5,9995,953,0.81,0.525,-0.286,-0.644,0.43,False,共有
23,文书写法与模板查询,2026搜索,助手随机1k,165,11,9995,953,1.651,1.154,-0.497,-1.072,0.434,False,共有
24,图片搜索,2026搜索,助手随机1k,1253,21,9995,953,12.536,2.204,-10.333,-11.34,-9.026,True,共有
25,安全标志与安全生产信息查询,2026搜索,助手随机1k,195,1,9995,953,1.951,0.105,-1.846,-2.149,-1.297,True,共有
26,男生头像图片查询,2026搜索,助手随机1k,120,2,9995,953,1.201,0.21,-0.991,-1.269,-0.405,True,共有
3,查询特定主题图片,2026搜索,助手随机1k,1111,14,9995,953,11.116,1.469,-9.647,-10.512,-8.495,True,共有
4,实用文书模板与心得体会范文查询,2026搜索,助手随机1k,1133,57,9995,953,11.336,5.981,-5.355,-6.835,-3.559,True,共有
5,微信头像图片查询,2026搜索,助手随机1k,228,8,9995,953,2.281,0.839,-1.442,-1.959,-0.588,True,共有
0,术语定义查询,助手头部1k,助手随机1k,15,14,850,953,1.765,1.469,-0.296,-1.568,0.906,False,共有
1,文字素材查询,助手头部1k,助手随机1k,294,157,850,953,34.588,16.474,-18.114,-22.058,-14.121,True,共有
11,术语含义查询,助手头部1k,助手随机1k,6,0,850,953,0.706,0.0,-0.706,-1.531,-0.152,True,a独有
12,人口统计数据查询,助手头部1k,助手随机1k,2,1,850,953,0.235,0.105,-0.13,-0.755,0.386,False,共有
13,按关键词查找图片,助手头部1k,助手随机1k,0,7,850,953,0.0,0.735,0.735,0.147,1.508,True,b独有
14,情侣头像查询,助手头部1k,助手随机1k,11,3,850,953,1.294,0.315,-0.979,-2.009,-0.147,True,共有
15,头像图片查询,助手头部1k,助手随机1k,2,2,850,953,0.235,0.21,-0.025,-0.662,0.552,False,共有
16,女生头像图片查询,助手头部1k,助手随机1k,5,10,850,953,0.588,1.049,0.461,-0.455,1.395,False,共有
17,查找漫画资源,助手头部1k,助手随机1k,5,3,850,953,0.588,0.315,-0.273,-1.082,0.42,False,共有
18,查询免费漫画在线观看入口,助手头部1k,助手随机1k,1,0,850,953,0.118,0.0,-0.118,-0.663,0.295,False,a独有
20,再生成与调整回答,助手头部1k,助手随机1k,58,58,850,953,6.824,6.086,-0.737,-3.065,1.536,False,共有
21,角色扮演对话生成,助手头部1k,助手随机1k,71,579,850,953,8.353,60.756,52.403,48.653,55.885,True,共有
22,获取爆笑笑话与脑筋急转弯合集,助手头部1k,助手随机1k,6,5,850,953,0.706,0.525,-0.181,-1.06,0.614,False,共有
23,文书写法与模板查询,助手头部1k,助手随机1k,14,11,850,953,1.647,1.154,-0.493,-1.703,0.626,False,共有
24,图片搜索,助手头部1k,助手随机1k,41,21,850,953,4.824,2.204,-2.62,-4.44,-0.928,True,共有
25,安全标志与安全生产信息查询,助手头部1k,助手随机1k,0,1,850,953,0.0,0.105,0.105,-0.353,0.592,False,b独有
26,男生头像图片查询,助手头部1k,助手随机1k,0,2,850,953,0.0,0.21,0.21,-0.265,0.762,False,b独有
3,查询特定主题图片,助手头部1k,助手随机1k,7,14,850,953,0.824,1.469,0.646,-0.404,1.715,False,共有
4,实用文书模板与心得体会范文查询,助手头部1k,助手随机1k,298,57,850,953,35.059,5.981,-29.078,-32.609,-25.517,True,共有
5,微信头像图片查询,助手头部1k,助手随机1k,14,8,850,953,1.647,0.839,-0.808,-1.981,0.238,False,共有
