key,类目,定义,全语料条数,全语料占比%,2025搜索_条数,2025搜索_占比%,2025搜索_95CI低%,2025搜索_95CI高%,2025搜索_流量占比%,2026搜索_条数,2026搜索_占比%,2026搜索_95CI低%,2026搜索_95CI高%,2026搜索_流量占比%,助手头部1k_条数,助手头部1k_占比%,助手头部1k_95CI低%,助手头部1k_95CI高%,助手头部1k_流量占比%,助手随机1k_条数,助手随机1k_占比%,助手随机1k_95CI低%,助手随机1k_95CI高%,助手随机1k_流量占比%,2025搜索_均衡归属%,2025搜索_指数,2025搜索_均衡指数,2026搜索_均衡归属%,2026搜索_指数,2026搜索_均衡指数,助手头部1k_均衡归属%,助手头部1k_指数,助手头部1k_均衡指数,助手随机1k_均衡归属%,助手随机1k_指数,助手随机1k_均衡指数,出现快照数,缺席快照,独占快照,最高快照,最低快照,极差pp,最高比最低倍数,2025搜索_排名,2026搜索_排名,助手头部1k_排名,助手随机1k_排名,主导意图,主导意图占比%,盲评一致性,风险标注,user_need
6,查询故事内容,用户提出某个故事名称、人物或主题后，获得该故事的正文、简介、梗概或相关故事合集即满足。,566,2.598,278,2.783,2.478,3.125,2.033,283,2.831,2.524,3.175,1.804,1,0.118,0.021,0.663,0.082,4,0.42,0.163,1.074,0.419,45.24,1.0713,1.8097,46.02,1.0898,1.8409,1.91,0.0453,0.0765,6.82,0.1616,0.2729,4,,,2026搜索,助手头部1k,2.714,24.07,11,9,23,17,获取故事或典故全文/梗概,94.3,4.0,,用户提出某个故事名称、人物或主题后，获得该故事的正文、简介、梗概或相关故事合集即满足。
2,术语含义查询,用户想知道某个词、短语、编号、数字或概念的具体含义，得到针对该对象的准确解释即可满足。,555,2.548,299,2.994,2.677,3.346,1.944,250,2.501,2.213,2.826,1.73,6,0.706,0.324,1.531,0.899,0,0.0,0.0,0.401,0.0,48.28,1.1751,1.9311,40.34,0.9818,1.6135,11.38,0.2771,0.4554,0.0,0.0,0.0,3,助手随机1k,,2025搜索,助手随机1k,2.994,inf,10,13,14,27,查询词语或概念的含义,94.4,5.0,,用户想知道某个词、短语、编号、数字或概念的具体含义，得到针对该对象的准确解释即可满足。
17,按关键词查找图片,用户输入某个事物、情绪或状态关键词后，获得与该关键词直接相关的图片，需求即被满足。,515,2.364,243,2.433,2.149,2.754,1.773,265,2.651,2.354,2.985,1.836,0,0.0,0.0,0.45,0.0,7,0.735,0.356,1.508,0.587,41.81,1.0292,1.6725,45.57,1.1216,1.8226,0.0,0.0,0.0,12.62,0.3107,0.5049,3,助手头部1k,,2026搜索,助手头部1k,2.651,inf,13,10,25,14,获取说明性/参考图片,98.1,4.0,True,用户输入某个事物、情绪或状态关键词后，获得与该关键词直接相关的图片，需求即被满足。
29,头像图片查询,用户获得符合其指定风格、角色或用途的头像图片或头像制作工具后即满足。,465,2.134,235,2.353,2.073,2.669,2.995,226,2.261,1.988,2.571,2.654,2,0.235,0.065,0.854,0.349,2,0.21,0.058,0.762,0.168,46.51,1.1023,1.8603,44.69,1.0594,1.7878,4.65,0.1102,0.186,4.15,0.0983,0.1659,4,,,2025搜索,助手随机1k,2.143,11.21,15,15,20,20,获取个人装饰用图（头像/壁纸）,97.6,4.0,,用户获得符合其指定风格、角色或用途的头像图片或头像制作工具后即满足。
32,七月及七一图片与祝福语查询,用户获得七月、七月一日或七一相关的图片、高清大图、说说或贺词素材后即满足需求。,460,2.111,198,1.982,1.727,2.275,3.889,261,2.611,2.316,2.943,4.58,0,0.0,0.0,0.45,0.0,1,0.105,0.019,0.592,0.084,42.19,0.9389,1.6876,55.58,1.2367,2.223,0.0,0.0,0.0,2.23,0.0497,0.0893,3,助手头部1k,,2026搜索,助手头部1k,2.611,inf,18,11,25,24,获取应景问候图片,70.0,4.0,,用户获得七月、七月一日或七一相关的图片、高清大图、说说或贺词素材后即满足需求。
33,调整生成结果,用户在收到按指令调整后的生成结果（例如更简短的文本、去除水印或背景的图片）后满意。,452,2.075,73,0.731,0.582,0.918,0.6,59,0.59,0.458,0.761,0.864,285,33.529,30.436,36.771,44.691,35,3.673,2.652,5.065,4.443,1.9,0.3523,0.0759,1.53,0.2845,0.0613,87.04,16.1609,3.4815,9.53,1.7702,0.3813,4,,,助手头部1k,2026搜索,32.939,56.8,28,29,1,4,依赖前文的修改或追问,68.6,3.0,True,用户在收到按指令调整后的生成结果（例如更简短的文本、去除水印或背景的图片）后满意。
25,微信头像图片查询,用户想要查找或获取适合用作微信头像的图片（如男/女、风景、卡通等类型），看到可下载或参考的头像图片即满足。,449,2.061,199,1.992,1.736,2.285,3.439,228,2.281,2.006,2.593,3.49,14,1.647,0.984,2.746,0.881,8,0.839,0.426,1.648,1.006,29.47,0.9667,1.1789,33.74,1.1068,1.3498,24.36,0.7992,0.9746,12.42,0.4073,0.4967,4,,,2026搜索,助手随机1k,1.442,2.72,17,14,9,13,获取个人装饰用图（头像/壁纸）,70.4,4.0,,用户想要查找或获取适合用作微信头像的图片（如男/女、风景、卡通等类型），看到可下载或参考的头像图片即满足。
22,安全标志与安全生产信息查询,用户输入安全标志、安全标语、安全生产、安全月等关键词后，得到对应的标志图样、标语内容、法规条文或主题宣传资料即满足。,446,2.047,250,2.503,2.214,2.828,2.241,195,1.951,1.698,2.241,1.754,0,0.0,0.0,0.45,0.0,1,0.105,0.019,0.592,0.084,54.9,1.2227,2.1961,42.79,0.953,1.7118,0.0,0.0,0.0,2.3,0.0513,0.0921,3,助手头部1k,,2025搜索,助手头部1k,2.503,inf,12,18,25,24,获取说明性/参考图片,43.7,2.0,,用户输入安全标志、安全标语、安全生产、安全月等关键词后，得到对应的标志图样、标语内容、法规条文或主题宣传资料即满足。
7,文书写法与模板查询,用户想知道某类文书、自我评价、关系表述或场景文案的写法与格式，得到具体写法说明、范文或可套用模板后满足。,433,1.988,243,2.433,2.149,2.754,2.084,165,1.651,1.419,1.92,1.239,14,1.647,0.984,2.746,1.62,11,1.154,0.646,2.055,0.922,35.34,1.2241,1.4134,23.98,0.8306,0.9591,23.92,0.8287,0.9569,16.76,0.5808,0.6706,4,,,2025搜索,助手随机1k,1.279,2.11,13,21,9,8,学习某类文字怎么写,80.6,4.0,True,用户想知道某类文书、自我评价、关系表述或场景文案的写法与格式，得到具体写法说明、范文或可套用模板后满足。
30,女生头像图片查询,用户想要获取可保存或用作社交账号头像的女生/女性头像图片（含真人、可爱、高清等风格），得到符合预期的头像图片即满足。,409,1.877,196,1.962,1.708,2.253,2.347,198,1.981,1.726,2.273,2.084,5,0.588,0.252,1.37,0.346,10,1.049,0.571,1.921,0.922,35.16,1.0453,1.4065,35.5,1.0552,1.4198,10.54,0.3133,0.4216,18.8,0.5589,0.7521,4,,,2026搜索,助手头部1k,1.393,3.37,19,17,16,10,获取个人装饰用图（头像/壁纸）,51.8,3.0,,用户想要获取可保存或用作社交账号头像的女生/女性头像图片（含真人、可爱、高清等风格），得到符合预期的头像图片即满足。
18,人口统计数据查询,用户需要获得特定地区或全国在2025年（或指定年份）的总人口数、出生人口数、死亡人口数等官方统计数值或历年一览表，只要给出具体数字或数据表即可满足。,402,1.845,221,2.213,1.942,2.52,1.521,178,1.781,1.54,2.059,1.45,2,0.235,0.065,0.854,0.267,1,0.105,0.019,0.592,0.084,51.06,1.1991,2.0422,41.09,0.9651,1.6437,5.43,0.1275,0.2172,2.42,0.0569,0.0969,4,,,2025搜索,助手随机1k,2.108,21.09,16,20,20,24,查询具体数字或年度主题,77.9,4.0,,用户需要获得特定地区或全国在2025年（或指定年份）的总人口数、出生人口数、死亡人口数等官方统计数值或历年一览表，只要给出具体数字或数据表即可满足。
16,早安问候图片查询,用户想要获取适合早上好、早安问候场景的图片或表情图片，包括最新、精美、风景等版本；得到可发送的早安问候图片即满足。,373,1.712,147,1.472,1.254,1.727,2.049,219,2.191,1.922,2.497,3.43,5,0.588,0.252,1.37,0.249,2,0.21,0.058,0.762,0.251,32.99,0.8596,1.3197,49.12,1.2798,1.9647,13.19,0.3436,0.5275,4.7,0.1226,0.1882,4,,,2026搜索,助手随机1k,1.981,10.44,24,16,16,20,获取应景问候图片,91.4,4.0,,用户想要获取适合早上好、早安问候场景的图片或表情图片，包括最新、精美、风景等版本；得到可发送的早安问候图片即满足。
5,家长寄语评语写法查询,用户得到可直接参考或套用的家长寄语、家长评语范文和写法说明后，满足填写评价手册、成长手册、试卷签字等场景的需要。,348,1.597,168,1.682,1.448,1.953,1.605,127,1.271,1.069,1.51,1.311,43,5.059,3.777,6.745,6.02,10,1.049,0.571,1.921,1.425,18.56,1.053,0.7425,14.02,0.7955,0.5609,55.83,3.167,2.2333,11.58,0.6569,0.4632,4,,,助手头部1k,助手随机1k,4.01,4.82,20,24,5,10,获取现成可直接发布文案,46.0,4.0,,用户得到可直接参考或套用的家长寄语、家长评语范文和写法说明后，满足填写评价手册、成长手册、试卷签字等场景的需要。
13,漫画App官方下载入口查询,用户想要获取某个漫画/动漫类App或网站（以漫蛙漫画为主）的官方正版下载链接或入口地址，得到可用的下载入口或官网地址即满足。,344,1.579,152,1.522,1.3,1.781,2.77,192,1.921,1.67,2.209,3.488,0,0.0,0.0,0.45,0.0,0,0.0,0.0,0.401,0.0,44.2,0.9638,1.7681,55.8,1.2166,2.2319,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2026搜索,助手头部1k,1.921,inf,23,19,25,27,获取漫画免费阅读或下载入口,90.4,4.0,,用户想要获取某个漫画/动漫类App或网站（以漫蛙漫画为主）的官方正版下载链接或入口地址，得到可用的下载入口或官网地址即满足。
3,查询感谢老师话语模板,用户需要获得适合家长或学生向老师表达感谢、感恩、辛苦付出的简短暖心话语或感言模板；拿到可直接使用或参考的文案后即满足。,303,1.391,158,1.582,1.355,1.846,1.999,131,1.311,1.106,1.553,1.303,12,1.412,0.809,2.451,0.865,2,0.21,0.058,0.762,0.168,35.04,1.1374,1.4017,29.03,0.9424,1.1614,31.27,1.0151,1.251,4.65,0.1509,0.186,4,,,2025搜索,助手随机1k,1.372,7.54,22,22,11,20,获取现成可直接发布文案,83.8,4.0,,用户需要获得适合家长或学生向老师表达感谢、感恩、辛苦付出的简短暖心话语或感言模板；拿到可直接使用或参考的文案后即满足。
31,经典语录短句查询,用户需要获取经典语录、励志/情感/人生格言类短句文案，得到可引用、可摘抄或可分享的句子后即满足。,288,1.322,162,1.622,1.392,1.889,1.175,96,0.96,0.787,1.171,0.717,20,2.353,1.528,3.606,1.512,10,1.049,0.571,1.921,1.006,27.1,1.2269,1.0841,16.05,0.7266,0.642,39.32,1.7799,1.5726,17.53,0.7938,0.7013,4,,,助手头部1k,2026搜索,1.392,2.45,21,26,7,10,获取现成可直接发布文案,68.8,3.0,,用户需要获取经典语录、励志/情感/人生格言类短句文案，得到可引用、可摘抄或可分享的句子后即满足。
24,报刊电子版查询,用户输入某份报纸或期刊名称后，希望获得该报刊的电子版或数字报在线阅读入口及版面内容。,225,1.033,96,0.961,0.788,1.172,2.32,129,1.291,1.087,1.531,3.054,0,0.0,0.0,0.45,0.0,0,0.0,0.0,0.401,0.0,42.68,0.9307,1.7074,57.32,1.2497,2.2926,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2026搜索,助手头部1k,1.291,inf,26,23,25,27,进入指定网站或电子报刊页面,98.2,4.0,,用户输入某份报纸或期刊名称后，希望获得该报刊的电子版或数字报在线阅读入口及版面内容。
28,男生头像查询,用户输入男生头像相关查询后，获得可保存或设置为头像的男性图片（真人、动漫、帅气、冷酷等风格）即满足。,225,1.033,103,1.031,0.851,1.249,1.567,120,1.201,1.005,1.434,1.691,0,0.0,0.0,0.45,0.0,2,0.21,0.058,0.762,0.168,42.23,0.9985,1.6894,49.17,1.1625,1.9668,0.0,0.0,0.0,8.59,0.2032,0.3438,3,助手头部1k,,2026搜索,助手头部1k,1.201,inf,25,25,25,20,获取个人装饰用图（头像/壁纸）,85.3,4.0,True,用户输入男生头像相关查询后，获得可保存或设置为头像的男性图片（真人、动漫、帅气、冷酷等风格）即满足。
8,获取爆笑笑话与脑筋急转弯合集,用户输入后，只要获得大量爆笑笑话、脑筋急转弯或真心话大冒险类题目合集，用于消遣或社交互动，即得到满足。,183,0.84,91,0.911,0.743,1.117,1.638,81,0.81,0.653,1.006,1.212,6,0.706,0.324,1.531,0.873,5,0.525,0.224,1.222,0.503,30.86,1.0846,1.2345,27.45,0.9648,1.0981,23.91,0.8403,0.9565,17.77,0.6246,0.7109,4,,,2025搜索,助手随机1k,0.386,1.74,27,27,14,16,获取现成可直接发布文案,49.2,3.0,,用户输入后，只要获得大量爆笑笑话、脑筋急转弯或真心话大冒险类题目合集，用于消遣或社交互动，即得到满足。
27,情侣头像查询,用户获得符合其风格要求（动漫、真人、卡通、一男一女等）的情侣头像图片，或确认/找到某张头像的另一半。,71,0.326,28,0.28,0.194,0.405,0.547,29,0.29,0.202,0.416,0.487,11,1.294,0.724,2.302,1.638,3,0.315,0.107,0.921,0.251,12.86,0.8602,0.5145,13.31,0.8903,0.5325,59.38,3.9709,2.3752,14.44,0.9659,0.5778,4,,,助手头部1k,2025搜索,1.014,4.62,30,30,12,18,获取个人装饰用图（头像/壁纸）,70.4,4.0,True,用户获得符合其风格要求（动漫、真人、卡通、一男一女等）的情侣头像图片，或确认/找到某张头像的另一半。
