key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__4,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__4,助手头部1k,显著低于其余全部,0,850,0.0,0.974,-0.147,3
OBTAIN_REFERENCE_IMAGE__2,OBTAIN_REFERENCE_IMAGE__2,2026搜索,显著高于其余全部,597,9995,5.973,4.47,0.171,3
OBTAIN_REFERENCE_IMAGE__2,OBTAIN_REFERENCE_IMAGE__2,助手头部1k,显著低于其余全部,0,850,0.0,5.369,-0.475,3
OBTAIN_READY_TO_POST_COPY__1,OBTAIN_READY_TO_POST_COPY__1,助手头部1k,显著高于其余全部,39,850,4.588,0.545,2.414,3
COMPOSE_OR_REVISE_TEXT_ON_DEMAND__1,COMPOSE_OR_REVISE_TEXT_ON_DEMAND__1,助手随机1k,显著高于其余全部,87,953,9.129,0.758,6.562,3
OBTAIN_ASSIGNED_WRITING_MATERIALS__3,OBTAIN_ASSIGNED_WRITING_MATERIALS__3,2025搜索,显著高于其余全部,156,9988,1.562,0.619,0.304,3
OBTAIN_DOCUMENT_TEMPLATE__4,OBTAIN_DOCUMENT_TEMPLATE__4,2025搜索,显著高于其余全部,172,9988,1.722,1.051,0.231,3
CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__1,CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__1,助手随机1k,显著高于其余全部,210,953,22.036,1.123,8.321,3
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__2,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__2,2025搜索,显著高于其余全部,65,9988,0.651,0.356,0.028,3
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__1,LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__1,助手头部1k,显著低于其余全部,0,850,0.0,0.602,-0.065,3
COMPLETE_OR_INTERPRET_QUOTE__1,COMPLETE_OR_INTERPRET_QUOTE__1,助手头部1k,显著低于其余全部,1,850,0.118,0.955,-0.018,3
OBTAIN_ASSIGNED_WRITING_MATERIALS__2,OBTAIN_ASSIGNED_WRITING_MATERIALS__2,助手头部1k,显著低于其余全部,0,850,0.0,0.697,-0.199,3
OBTAIN_STORY_TEXT__2,OBTAIN_STORY_TEXT__2,助手头部1k,显著低于其余全部,0,850,0.0,1.099,-0.31,3
VENT_SEEK_EMPATHY__1,VENT_SEEK_EMPATHY__1,助手随机1k,显著高于其余全部,224,953,23.505,0.24,20.088,3
CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__2,CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__2,助手头部1k,显著高于其余全部,77,850,9.059,0.062,6.771,3
