key,类目,缺席快照,该快照n,其余快照条数,其余快照n,参照占比%,期望条数,P(0),该快照上界%,最高占比快照,最高占比%,判定
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__3,LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__3,助手随机1k,953,171,20833,0.821,7.82,0.0004,0.386,2025搜索,0.961,真缺席
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__2,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__2,助手头部1k,850,107,20936,0.511,4.34,0.0128,0.433,2025搜索,0.651,偏少但证据弱
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__2,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__2,助手随机1k,953,107,20833,0.514,4.89,0.0074,0.386,2025搜索,0.651,偏少但证据弱
OBTAIN_DOCUMENT_TEMPLATE__1,OBTAIN_DOCUMENT_TEMPLATE__1,助手头部1k,850,156,20936,0.745,6.33,0.0017,0.433,2025搜索,0.841,真缺席
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__1,LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__1,助手头部1k,850,126,20936,0.602,5.12,0.0059,0.433,2025搜索,0.651,真缺席
REQUEST_RESTRICTED_OR_HARMFUL_CONTENT__1,REQUEST_RESTRICTED_OR_HARMFUL_CONTENT__1,助手头部1k,850,111,20936,0.53,4.51,0.0109,0.433,2026搜索,0.54,偏少但证据弱
OBTAIN_ASSIGNED_WRITING_MATERIALS__2,OBTAIN_ASSIGNED_WRITING_MATERIALS__2,助手头部1k,850,146,20936,0.697,5.93,0.0026,0.433,助手随机1k,0.944,真缺席
OBTAIN_STORY_TEXT__2,OBTAIN_STORY_TEXT__2,助手头部1k,850,230,20936,1.099,9.34,0.0001,0.433,2026搜索,1.211,真缺席
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__5,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__5,助手头部1k,850,105,20936,0.502,4.26,0.0139,0.433,2025搜索,0.571,偏少但证据弱
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__3,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__3,助手头部1k,850,71,20936,0.339,2.88,0.0557,0.433,2025搜索,0.451,不可判定（样本量不足）
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__3,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__3,助手随机1k,953,71,20833,0.341,3.25,0.0386,0.386,2025搜索,0.451,偏少但证据弱
COMPLETE_OR_INTERPRET_QUOTE__2,COMPLETE_OR_INTERPRET_QUOTE__2,助手头部1k,850,135,20936,0.645,5.48,0.0041,0.433,2025搜索,0.721,真缺席
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__2,LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__2,助手头部1k,850,95,20936,0.454,3.86,0.0209,0.433,2025搜索,0.501,偏少但证据弱
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__2,LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__2,助手随机1k,953,95,20833,0.456,4.35,0.0128,0.386,2025搜索,0.501,偏少但证据弱
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__1,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__1,助手头部1k,850,63,20936,0.301,2.56,0.0772,0.433,2026搜索,0.38,不可判定（样本量不足）
NAVIGATE_TO_SITE__1,NAVIGATE_TO_SITE__1,助手头部1k,850,19,20936,0.091,0.77,0.4622,0.433,2025搜索,0.1,不可判定（样本量不足）
NAVIGATE_TO_SITE__1,NAVIGATE_TO_SITE__1,助手随机1k,953,19,20833,0.091,0.87,0.4191,0.386,2025搜索,0.1,不可判定（样本量不足）
