key,类目,定义,全语料条数,全语料占比%,2025搜索_条数,2025搜索_占比%,2025搜索_95CI低%,2025搜索_95CI高%,2025搜索_流量占比%,2026搜索_条数,2026搜索_占比%,2026搜索_95CI低%,2026搜索_95CI高%,2026搜索_流量占比%,助手头部1k_条数,助手头部1k_占比%,助手头部1k_95CI低%,助手头部1k_95CI高%,助手头部1k_流量占比%,助手随机1k_条数,助手随机1k_占比%,助手随机1k_95CI低%,助手随机1k_95CI高%,助手随机1k_流量占比%,2025搜索_均衡归属%,2025搜索_指数,2025搜索_均衡指数,2026搜索_均衡归属%,2026搜索_指数,2026搜索_均衡指数,助手头部1k_均衡归属%,助手头部1k_指数,助手头部1k_均衡指数,助手随机1k_均衡归属%,助手随机1k_指数,助手随机1k_均衡指数,出现快照数,缺席快照,独占快照,最高快照,最低快照,极差pp,最高比最低倍数,2025搜索_排名,2026搜索_排名,助手头部1k_排名,助手随机1k_排名,主导叶,主导叶占比%,代表串(流量最高，仅供辨识)
OBTAIN_PERSONAL_DECOR_IMAGE__6,OBTAIN_PERSONAL_DECOR_IMAGE__6,,476,2.185,232,2.323,2.045,2.637,3.988,233,2.331,2.053,2.646,3.273,10,1.176,0.64,2.152,1.269,1,0.105,0.019,0.592,0.084,39.13,1.0631,1.5654,39.28,1.0669,1.571,19.82,0.5385,0.7929,1.77,0.048,0.0707,4,,,2026搜索,助手随机1k,2.226,22.22,11,11,13,36,头像图片查询,76.1,头像 / 头像 / 头像图片2025最新款
CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__3,CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__3,,473,2.171,122,1.221,1.024,1.456,1.407,108,1.081,0.896,1.303,2.11,212,24.941,22.15,27.958,33.964,31,3.253,2.301,4.58,4.694,4.01,0.5626,0.1602,3.54,0.4977,0.1417,81.78,11.4877,3.2714,10.67,1.4983,0.4267,4,,,助手头部1k,2026搜索,23.861,23.08,23,25,1,9,再生成与调整回答,43.8,少一点 / 这是底款 / 短一点
CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__1,CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__1,,444,2.038,66,0.661,0.52,0.84,0.51,80,0.8,0.644,0.995,0.892,88,10.353,8.48,12.583,8.589,210,22.036,19.519,24.777,19.614,1.95,0.3242,0.0781,2.36,0.3927,0.0946,30.58,5.0799,1.2234,65.1,10.8124,2.6039,4,,,助手随机1k,2025搜索,21.375,33.35,42,31,3,2,生成角色扮演对话,48.0,那就来吧 / 不要弄表格 / 找原图
OBTAIN_READY_TO_POST_COPY__6,OBTAIN_READY_TO_POST_COPY__6,,426,1.955,187,1.872,1.624,2.157,1.478,115,1.151,0.959,1.379,0.922,83,9.765,7.946,11.945,8.061,41,4.302,3.187,5.784,9.22,10.96,0.9575,0.4382,6.73,0.5884,0.2693,57.14,4.9938,2.2855,25.17,2.2002,1.007,4,,,助手头部1k,2026搜索,8.614,8.49,12,23,4,5,文案短句查询,96.7,再写3条更短的短句文案 / 生日文案自己 / 祝自己生日快乐朋友圈文案怎么写?有哪些不同风格的
NAVIGATE_TO_SITE__2,NAVIGATE_TO_SITE__2,,370,1.698,170,1.702,1.466,1.975,3.241,194,1.941,1.688,2.23,3.117,0,0.0,0.0,0.45,0.0,6,0.63,0.289,1.367,0.587,39.84,1.0022,1.5934,45.43,1.1429,1.8171,0.0,0.0,0.0,14.74,0.3707,0.5894,3,助手头部1k,,2026搜索,助手头部1k,1.941,inf,15,12,34,20,再生成与调整回答,55.4,外网网站 / 百度文库 / 加简约祥云元素
OBTAIN_OCCASION_GREETING_IMAGE__2,OBTAIN_OCCASION_GREETING_IMAGE__2,,326,1.496,137,1.372,1.162,1.619,3.417,188,1.881,1.633,2.166,4.026,0,0.0,0.0,0.45,0.0,1,0.105,0.019,0.592,0.084,40.85,0.9166,1.6341,56.02,1.257,2.2409,0.0,0.0,0.0,3.13,0.0701,0.125,3,助手头部1k,,2026搜索,助手头部1k,1.881,inf,19,13,34,36,七月及七一图片与祝福语查询,97.2,七一精美图片 / 七一图片大全大图 / 七一图片高清大图
OBTAIN_DOCUMENT_TEMPLATE__2,OBTAIN_DOCUMENT_TEMPLATE__2,,323,1.483,171,1.712,1.476,1.986,1.543,149,1.491,1.271,1.748,1.438,0,0.0,0.0,0.45,0.0,3,0.315,0.107,0.921,0.335,48.67,1.1548,1.9468,42.38,1.0055,1.6952,0.0,0.0,0.0,8.95,0.2123,0.358,3,助手头部1k,,2025搜索,助手头部1k,1.712,inf,14,16,34,28,办公文档与演示文稿模板查询,95.7,日本又大又好看的PPT模板下载百度云 / 生成临摹模板 / 委托书模板
OBTAIN_OCCASION_GREETING_IMAGE__3,OBTAIN_OCCASION_GREETING_IMAGE__3,,313,1.437,123,1.231,1.033,1.467,1.865,187,1.871,1.623,2.156,3.073,2,0.235,0.065,0.854,0.104,1,0.105,0.019,0.592,0.084,35.77,0.8572,1.4309,54.35,1.3022,2.1738,6.83,0.1638,0.2734,3.05,0.073,0.1219,4,,,2026搜索,助手随机1k,1.766,17.83,22,14,22,36,早安问候图片查询,98.7,早上好图片大全 最美 漂亮 新版 / 早安图片最火图片 / 早上好图片
OBTAIN_STORY_TEXT__3,OBTAIN_STORY_TEXT__3,,304,1.395,161,1.612,1.383,1.878,1.766,141,1.411,1.197,1.661,1.285,1,0.118,0.021,0.663,0.077,1,0.105,0.019,0.592,0.084,49.67,1.1552,1.9868,43.47,1.011,1.7388,3.63,0.0843,0.145,3.23,0.0752,0.1293,4,,,2025搜索,助手随机1k,1.507,15.36,16,17,24,36,查询故事内容,76.6,脑筋急转弯 / 脑筋急转弯 / 白鸽与乌鸦的相爱
OBTAIN_DOCUMENT_TEMPLATE__4,OBTAIN_DOCUMENT_TEMPLATE__4,,296,1.359,172,1.722,1.485,1.996,1.363,116,1.161,0.969,1.39,0.93,5,0.588,0.252,1.37,0.438,3,0.315,0.107,0.921,0.251,45.49,1.2675,1.8196,30.66,0.8542,1.2263,15.54,0.4329,0.6215,8.32,0.2317,0.3326,4,,,2025搜索,助手随机1k,1.407,5.47,13,22,19,28,办公文档与演示文稿模板查询,45.6,说明书 / 检查官的提案 / 科兴疫苗赔偿申请材料
OBTAIN_STORY_TEXT__1,OBTAIN_STORY_TEXT__1,,290,1.331,128,1.282,1.079,1.522,0.852,160,1.601,1.373,1.866,1.139,0,0.0,0.0,0.45,0.0,2,0.21,0.058,0.762,0.168,41.44,0.9627,1.6578,51.77,1.2026,2.0708,0.0,0.0,0.0,6.79,0.1577,0.2715,3,助手头部1k,,2026搜索,助手头部1k,1.601,inf,21,15,34,33,查询故事内容,69.7,许云峰的故事也讲讲 / 我一个小猴子被困在一个树根上了 / 梓渝信息介绍大全
VENT_SEEK_EMPATHY__1,VENT_SEEK_EMPATHY__1,,274,1.258,19,0.19,0.122,0.297,0.143,25,0.25,0.169,0.369,0.174,6,0.706,0.324,1.531,0.372,224,23.505,20.922,26.3,19.531,0.77,0.1513,0.0309,1.01,0.1989,0.0406,2.86,0.5613,0.1145,95.35,18.6888,3.814,4,,,助手随机1k,2025搜索,23.314,123.56,56,56,17,1,生成角色扮演对话,85.0,（该子意图无可引行）
OBTAIN_READY_TO_POST_COPY__2,OBTAIN_READY_TO_POST_COPY__2,,256,1.175,135,1.352,1.143,1.598,1.85,111,1.111,0.923,1.336,1.182,10,1.176,0.64,2.152,0.715,0,0.0,0.0,0.401,0.0,37.15,1.1503,1.4859,30.52,0.9451,1.2208,32.33,1.0012,1.2933,0.0,0.0,0.0,3,助手随机1k,,2025搜索,助手随机1k,1.352,inf,20,24,13,46,查询感谢老师话语模板,96.1,感谢老师辛苦付出的感谢话 / 感谢老师辛苦付出的感谢话 / 毕业赠言
OBTAIN_DOCUMENT_TEMPLATE__3,OBTAIN_DOCUMENT_TEMPLATE__3,,250,1.148,144,1.442,1.226,1.695,1.42,105,1.051,0.869,1.27,1.076,0,0.0,0.0,0.45,0.0,1,0.105,0.019,0.592,0.084,55.51,1.2564,2.2204,40.45,0.9155,1.6179,0.0,0.0,0.0,4.04,0.0914,0.1616,3,助手头部1k,,2025搜索,助手头部1k,1.442,inf,18,27,34,36,办公文档与演示文稿模板查询,87.6,入党申请书2025最新版范文 / 借条的正规版本 / 生成题跋配套书法附言
COMPOSE_OR_REVISE_TEXT_ON_DEMAND__1,COMPOSE_OR_REVISE_TEXT_ON_DEMAND__1,,245,1.125,72,0.721,0.573,0.907,0.533,80,0.8,0.644,0.995,0.542,6,0.706,0.324,1.531,0.448,87,9.129,7.461,11.125,8.466,6.35,0.641,0.2539,7.05,0.7117,0.2819,6.22,0.6277,0.2486,80.39,8.1178,3.2155,4,,,助手随机1k,助手头部1k,8.423,12.93,37,31,17,3,生成角色扮演对话,31.0,帮我生成美丽十九岁非常有钱富婆孕妈待产涂着红嘴唇 / 夏天跑步的朋友圈怎么发 / 如果列宁和慈禧太后是邻居，太后请来了一大批封建地
OBTAIN_PERSONAL_DECOR_IMAGE__5,OBTAIN_PERSONAL_DECOR_IMAGE__5,,243,1.115,116,1.161,0.969,1.391,1.469,123,1.231,1.032,1.466,1.605,1,0.118,0.021,0.663,0.05,3,0.315,0.107,0.921,0.335,41.12,1.0412,1.6448,43.57,1.1033,1.7428,4.17,0.1055,0.1666,11.15,0.2822,0.4458,4,,,2026搜索,助手头部1k,1.113,10.46,26,19,24,28,女生头像图片查询,83.1,头像女 / 女头像二次元 / 微信头像女
REQUEST_EXPLICIT_OR_SEXUAL_CONTENT__1,REQUEST_EXPLICIT_OR_SEXUAL_CONTENT__1,,240,1.102,93,0.931,0.761,1.139,0.942,95,0.95,0.778,1.16,0.68,32,3.765,2.679,5.266,2.594,20,2.099,1.363,3.219,3.688,12.02,0.8452,0.4809,12.27,0.8628,0.4909,48.61,3.4174,1.9443,27.1,1.905,1.0839,4,,,助手头部1k,2025搜索,2.834,4.04,31,28,10,11,女生头像图片查询,27.5,（该子意图无可引行）
OBTAIN_STORY_TEXT__2,OBTAIN_STORY_TEXT__2,,230,1.056,100,1.001,0.824,1.216,0.672,121,1.211,1.014,1.445,1.125,0,0.0,0.0,0.45,0.0,9,0.944,0.498,1.785,0.754,31.72,0.9484,1.2689,38.36,1.1467,1.5343,0.0,0.0,0.0,29.92,0.8945,1.1969,3,助手头部1k,,2026搜索,助手头部1k,1.211,inf,28,20,34,16,查询故事内容,43.0,给阿嚒的情书 / 给阿嬷的情书简介 / 闪电说安柏公主版的寒露
OBTAIN_ASSIGNED_WRITING_MATERIALS__3,OBTAIN_ASSIGNED_WRITING_MATERIALS__3,,229,1.051,156,1.562,1.337,1.824,1.084,67,0.67,0.528,0.85,0.417,1,0.118,0.021,0.663,0.069,5,0.525,0.224,1.222,0.419,54.34,1.4859,2.1734,23.32,0.6377,0.9328,4.09,0.1119,0.1637,18.25,0.4991,0.7301,4,,,2025搜索,助手头部1k,1.444,13.28,17,39,24,23,思想汇报与心得体会范文查询,68.1,身心健康体育技能掌握情况怎么写600字 / 文明祭扫活动的自我评价 / 实践过程重写
OBTAIN_READY_TO_POST_COPY__3,OBTAIN_READY_TO_POST_COPY__3,,223,1.024,101,1.011,0.833,1.227,3.705,119,1.191,0.996,1.423,1.205,1,0.118,0.021,0.663,0.075,2,0.21,0.058,0.762,0.168,39.98,0.9879,1.5992,47.07,1.1632,1.8829,4.65,0.1149,0.1861,8.3,0.205,0.3319,4,,,2026搜索,助手头部1k,1.073,10.12,27,21,24,33,文案短句查询,59.2,七月你好文案 / 7月最火文案短句 / 七月第一天发的朋友圈
NAVIGATE_TO_SITE__4,NAVIGATE_TO_SITE__4,,218,1.001,91,0.911,0.743,1.117,2.286,127,1.271,1.069,1.51,3.03,0,0.0,0.0,0.45,0.0,0,0.0,0.0,0.401,0.0,41.76,0.9105,1.6704,58.24,1.2698,2.3296,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2026搜索,助手头部1k,1.271,inf,33,18,34,46,报刊电子版查询,98.2,联合早报 / 联合早报 / 人民日报
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__4,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__4,,204,0.936,121,1.211,1.015,1.446,0.867,76,0.76,0.608,0.951,0.555,0,0.0,0.0,0.45,0.0,7,0.735,0.356,1.508,0.587,44.76,1.2938,1.7905,28.1,0.812,1.1238,0.0,0.0,0.0,27.14,0.7844,1.0856,3,助手头部1k,,2025搜索,助手头部1k,1.211,inf,24,34,34,18,思想汇报与心得体会范文查询,43.1,枫桥经验具体内容指什么 / 违规吃喝的七个方面 / 销售公司经理对近阶段工作汇报羧基丁苯胶乳当前市场
OBTAIN_PERSONAL_DECOR_IMAGE__4,OBTAIN_PERSONAL_DECOR_IMAGE__4,,204,0.936,98,0.981,0.806,1.194,1.625,106,1.061,0.878,1.281,1.741,0,0.0,0.0,0.45,0.0,0,0.0,0.0,0.401,0.0,48.06,1.0478,1.9223,51.94,1.1326,2.0777,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2026搜索,助手头部1k,1.061,inf,29,26,34,46,男生头像查询,90.7,头像男 / 男生头像 / 头像男头
COMPLETE_OR_INTERPRET_QUOTE__1,COMPLETE_OR_INTERPRET_QUOTE__1,,201,0.923,119,1.191,0.997,1.424,0.646,70,0.7,0.555,0.884,0.433,1,0.118,0.021,0.663,0.055,11,1.154,0.646,2.055,1.174,37.66,1.2914,1.5064,22.14,0.7591,0.8855,3.72,0.1275,0.1487,36.48,1.2511,1.4594,4,,,2025搜索,助手头部1k,1.074,10.13,25,38,24,14,文案短句查询,70.6,多让小朋友们看看迪士尼，亲爱的家长们，迪士尼情节 / 1984年7月28日~2026年7月28日：洛杉 / 有没有类似的双手捂脸、呲牙、头向上翘的表情包
OBTAIN_OCCASION_GREETING_IMAGE__1,OBTAIN_OCCASION_GREETING_IMAGE__1,,171,0.785,74,0.741,0.591,0.929,0.693,94,0.94,0.769,1.149,0.794,0,0.0,0.0,0.45,0.0,3,0.315,0.107,0.921,0.251,37.12,0.9439,1.4846,47.11,1.1982,1.8846,0.0,0.0,0.0,15.77,0.4011,0.6308,3,助手头部1k,,2026搜索,助手头部1k,0.94,inf,36,29,34,28,图片搜索,49.7,生日快乐的图片 / 生日快乐图片 / 生日图片配图
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__3,LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__3,,171,0.785,96,0.961,0.788,1.172,0.6,75,0.75,0.599,0.94,0.534,0,0.0,0.0,0.45,0.0,0,0.0,0.0,0.401,0.0,56.16,1.2245,2.2463,43.84,0.956,1.7537,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2025搜索,助手头部1k,0.961,inf,30,35,34,46,人口统计数据查询,99.4,白俄罗斯人口与面积 / 中国人口 / 中国人口
LEARN_HOW_TO_WRITE__2,LEARN_HOW_TO_WRITE__2,,166,0.762,88,0.881,0.716,1.084,0.992,75,0.75,0.599,0.94,0.683,1,0.118,0.021,0.663,0.087,2,0.21,0.058,0.762,0.168,44.98,1.1563,1.799,38.31,0.9848,1.5322,6.01,0.1544,0.2402,10.71,0.2754,0.4285,4,,,2025搜索,助手头部1k,0.763,7.49,34,35,24,33,文书写法与模板查询,97.0,离婚协议书怎么写 自愿离婚协议书 / 离婚协议书怎么写 自愿离婚协议书 / 个性签名怎么写
OBTAIN_DOCUMENT_TEMPLATE__1,OBTAIN_DOCUMENT_TEMPLATE__1,,156,0.716,84,0.841,0.68,1.04,0.823,71,0.71,0.564,0.895,0.563,0,0.0,0.0,0.45,0.0,1,0.105,0.019,0.592,0.084,50.78,1.1745,2.0311,42.89,0.992,1.7155,0.0,0.0,0.0,6.34,0.1465,0.2534,3,助手头部1k,,2025搜索,助手头部1k,0.841,inf,35,37,34,36,办公文档与演示文稿模板查询,97.4,石栋，您要的离婚协议书已经准备好了我 / 租房合同协议书 / 租房合同电子版本
OBTAIN_READY_TO_POST_COPY__1,OBTAIN_READY_TO_POST_COPY__1,,153,0.702,62,0.621,0.485,0.795,0.696,45,0.45,0.337,0.602,0.785,39,4.588,3.374,6.211,4.885,7,0.735,0.356,1.508,1.174,9.71,0.8839,0.3883,7.04,0.6411,0.2817,71.76,6.5333,2.8705,11.49,1.0459,0.4595,4,,,助手头部1k,2026搜索,4.138,10.19,45,48,8,18,家长寄语评语写法查询,91.5,新学期开学寄语 / 家长寄语 / 开学寄语简短
OBTAIN_PERSONAL_DECOR_IMAGE__2,OBTAIN_PERSONAL_DECOR_IMAGE__2,,150,0.689,70,0.701,0.555,0.884,1.357,78,0.78,0.626,0.973,1.451,2,0.235,0.065,0.854,0.092,0,0.0,0.0,0.401,0.0,40.83,1.0179,1.6332,45.46,1.1334,1.8185,13.71,0.3417,0.5483,0.0,0.0,0.0,3,助手随机1k,,2026搜索,助手随机1k,0.78,inf,39,33,22,46,微信头像图片查询,92.7,微信头像 / 微信头像 / 微信图片大全头像
OBTAIN_PERSONAL_DECOR_IMAGE__3,OBTAIN_PERSONAL_DECOR_IMAGE__3,,148,0.679,67,0.671,0.529,0.851,0.759,81,0.81,0.653,1.006,0.866,0,0.0,0.0,0.45,0.0,0,0.0,0.0,0.401,0.0,45.29,0.9874,1.8115,54.71,1.1929,2.1885,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2026搜索,助手头部1k,0.81,inf,41,30,34,46,图片搜索,29.1,背景图 / 背景图 / 头像女ins高级质感
OBTAIN_ASSIGNED_WRITING_MATERIALS__2,OBTAIN_ASSIGNED_WRITING_MATERIALS__2,,146,0.67,70,0.701,0.555,0.884,0.453,67,0.67,0.528,0.85,0.837,0,0.0,0.0,0.45,0.0,9,0.944,0.498,1.785,0.838,30.27,1.0458,1.2107,28.95,1.0003,1.158,0.0,0.0,0.0,40.78,1.4092,1.6314,3,助手头部1k,,助手随机1k,助手头部1k,0.944,inf,39,39,34,16,思想汇报与心得体会范文查询,29.5,吴亚琴社区工作法 / 社区矫正思想汇报，本月我严格遵守法律法规，按时完 / 调整场景氛围感更治愈
LEARN_HOW_TO_WRITE__3,LEARN_HOW_TO_WRITE__3,,143,0.656,92,0.921,0.752,1.128,0.612,47,0.47,0.354,0.625,0.247,3,0.353,0.12,1.033,0.341,1,0.105,0.019,0.592,0.084,49.81,1.4033,1.9924,25.43,0.7164,1.0172,19.09,0.5377,0.7634,5.67,0.1599,0.227,4,,,2025搜索,助手随机1k,0.816,8.78,32,45,20,36,文书写法与模板查询,97.2,怎么填写 / 总结概括文章主要内容怎么写 / 暑假劳动收获一句话怎么写
COMPLETE_OR_INTERPRET_QUOTE__2,COMPLETE_OR_INTERPRET_QUOTE__2,,135,0.62,72,0.721,0.573,0.907,0.375,59,0.59,0.458,0.761,0.313,0,0.0,0.0,0.45,0.0,4,0.42,0.163,1.074,0.335,41.65,1.1633,1.6659,34.1,0.9526,1.3641,0.0,0.0,0.0,24.25,0.6773,0.97,3,助手头部1k,,2025搜索,助手头部1k,0.721,inf,37,41,34,26,文案短句查询,66.7,额，都说了要把前戏和过程用详细直白具体加露骨的话 / 所以我从来不发这些。我只发个人感悟修行向内求。正 / 奥运会夺冠升国旗奏国歌的时刻泪如雨下的运动员绝对
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__1,LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__1,,126,0.578,65,0.651,0.511,0.829,0.51,55,0.55,0.423,0.716,0.36,0,0.0,0.0,0.45,0.0,6,0.63,0.289,1.367,0.587,35.55,1.1252,1.422,30.06,0.9515,1.2024,0.0,0.0,0.0,34.39,1.0886,1.3757,3,助手头部1k,,2025搜索,助手头部1k,0.651,inf,43,42,34,20,人口统计数据查询,38.1,2222222222222 / 给我提供2026年8月的月平均工资数据 / 2011年所有人都没有智能手机主要用什么打电话
REQUEST_RESTRICTED_OR_HARMFUL_CONTENT__1,REQUEST_RESTRICTED_OR_HARMFUL_CONTENT__1,,111,0.51,52,0.521,0.397,0.682,0.371,54,0.54,0.414,0.704,0.793,0,0.0,0.0,0.45,0.0,5,0.525,0.224,1.222,0.503,32.84,1.0218,1.3134,34.07,1.0604,1.363,0.0,0.0,0.0,33.09,1.0297,1.3236,3,助手头部1k,,2026搜索,助手头部1k,0.54,inf,47,43,34,23,人口统计数据查询,32.4,（该子意图无可引行）
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__2,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__2,,107,0.491,65,0.651,0.511,0.829,0.485,42,0.42,0.311,0.567,0.266,0,0.0,0.0,0.45,0.0,0,0.0,0.0,0.401,0.0,60.76,1.325,2.4306,39.24,0.8556,1.5694,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2025搜索,助手头部1k,0.651,inf,43,50,34,46,思想汇报与心得体会范文查询,91.6,自律虎虎 / 入党誓词内容 / 中国梦
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__5,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__5,,105,0.482,57,0.571,0.441,0.739,0.319,47,0.47,0.354,0.625,0.245,0,0.0,0.0,0.45,0.0,1,0.105,0.019,0.592,0.084,49.8,1.1841,1.9922,41.04,0.9757,1.6415,0.0,0.0,0.0,9.16,0.2177,0.3663,3,助手头部1k,,2025搜索,助手头部1k,0.571,inf,46,45,34,36,安全标志与安全生产信息查询,94.3,如何建立消防安全台账 / 防溺水安全教育内容 / 安全生产月
