外层,a,b,n_a,n_b,内层TVD,同源噪声上界,超出噪声,a主导内层,a主导占比%,b主导内层,b主导占比%,主导是否相同
调整生成结果,助手头部1k,助手随机1k,285,35,0.1649,0.1404,True,依赖前文的修改或追问,88.42,依赖前文的修改或追问,80.0,True
办公文档与演示文稿模板查询,2025搜索,2026搜索,539,444,0.0524,0.0676,False,获取可套用文书模板或范文,83.3,获取可套用文书模板或范文,81.08,True
按关键词查找图片,2025搜索,2026搜索,243,265,0.0123,0.0223,False,获取说明性/参考图片,97.53,获取说明性/参考图片,98.49,True
查询事物图片,2025搜索,2026搜索,523,631,0.0103,0.0256,False,获取说明性/参考图片,96.75,获取说明性/参考图片,96.83,True
经典语录短句查询,2025搜索,2026搜索,162,96,0.1269,0.1663,False,获取现成可直接发布文案,66.67,获取现成可直接发布文案,70.83,True
查询故事内容,2025搜索,2026搜索,278,283,0.0245,0.0459,False,获取故事或典故全文/梗概,95.68,获取故事或典故全文/梗概,93.99,True
人口统计数据查询,2025搜索,2026搜索,221,178,0.1015,0.105,False,查询具体数字或年度主题,79.19,查询具体数字或年度主题,76.97,True
生成角色扮演对话,2025搜索,2026搜索,54,80,0.144,0.3153,False,查询词语或概念的含义,25.93,查询词语或概念的含义,21.25,True
生成角色扮演对话,2025搜索,助手头部1k,54,71,0.6607,0.2878,True,查询词语或概念的含义,25.93,依赖前文的修改或追问,66.2,False
生成角色扮演对话,2025搜索,助手随机1k,54,579,0.569,0.2374,True,查询词语或概念的含义,25.93,倾诉并寻求情绪支持,38.17,False
生成角色扮演对话,2026搜索,助手头部1k,80,71,0.6764,0.2827,True,查询词语或概念的含义,21.25,依赖前文的修改或追问,66.2,False
生成角色扮演对话,2026搜索,助手随机1k,80,579,0.5261,0.2084,True,查询词语或概念的含义,21.25,倾诉并寻求情绪支持,38.17,False
生成角色扮演对话,助手头部1k,助手随机1k,71,579,0.5059,0.1998,True,依赖前文的修改或追问,66.2,倾诉并寻求情绪支持,38.17,False
