label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
获取食疗/养生方的做法与搭配,2026search,assistant_top,73,4,9998,958,0.007301460292058411,0.0041753653444676405,-0.31260949475907707,-0.6287730857848793,0.3553198626387721,stable,False,界面（同为头部流量）
对正在发生的具体不适做分诊与处置判断,2026search,assistant_top,40,2,9998,958,0.004000800160032006,0.0020876826722338203,-0.1913117487798186,-0.40047913719971967,0.36806265672269395,stable,False,界面（同为头部流量）
查询指标的正常值或参考范围,2026search,assistant_top,135,13,9998,958,0.013502700540108022,0.013569937369519834,0.006723682941181183,-0.6068585182727442,0.9800796340957442,stable,False,界面（同为头部流量）
由自述症状直接索取药品或药膏,2026search,assistant_top,65,8,9998,958,0.00650130026005201,0.008350730688935281,0.18494304288832708,-0.2630908506675387,1.0010348247888088,stable,False,界面（同为头部流量）
查询诊疗项目的费用、时长与恢复参数,2026search,assistant_top,168,18,9998,958,0.016803360672134428,0.018789144050104383,0.19857833779699552,-0.5401377592525619,1.2953705049766253,stable,False,界面（同为头部流量）
寻找疾病的治疗或缓解方案,2026search,assistant_top,777,79,9998,958,0.07771554310862172,0.0824634655532359,0.47479224446141804,-1.1949114777063972,2.4543677116989686,stable,False,界面（同为头部流量）
查询就医科室、医院/医生导航与挂号入口,2026search,assistant_top,166,73,9998,958,0.016603320664132826,0.07620041753653445,5.959709687240163,4.419916118486692,7.828746223881657,stable,True,界面（同为头部流量）
仅给出名称的裸实体查询,2026search,assistant_top,1132,212,9998,958,0.11322264452890578,0.22129436325678498,10.80717187278792,8.21350900144275,13.610614763072308,stable,True,界面（同为头部流量）
处理非健康或无法归入上述意图的残余,2026search,assistant_top,455,170,9998,958,0.04550910182036407,0.17745302713987474,13.194392531951065,10.865973949043294,15.7709953477006,stable,True,界面（同为头部流量）
仅给出名称的裸实体查询,assistant_top,assistant_random,212,40,958,998,0.22129436325678498,0.04008016032064128,-18.12142029361437,-21.053353949960314,-15.24168322579636,stable,True,深度（助手头部→长尾）
查询中药材/食材/茶饮的功效与作用,assistant_top,assistant_random,157,42,958,998,0.1638830897703549,0.04208416833667335,-12.179892143368155,-14.882527675200432,-9.547803032034547,stable,True,深度（助手头部→长尾）
查询疾病的症状与早期征兆,assistant_top,assistant_random,54,18,958,998,0.05636743215031315,0.018036072144288578,-3.8331360006024577,-5.605893475976248,-2.1819562696762267,stable,True,深度（助手头部→长尾）
查询就医科室、医院/医生导航与挂号入口,assistant_top,assistant_random,73,42,958,998,0.07620041753653445,0.04208416833667335,-3.41162491998611,-5.557717181130565,-1.326775617741852,stable,True,深度（助手头部→长尾）
查询指标的正常值或参考范围,assistant_top,assistant_random,13,7,958,998,0.013569937369519834,0.0070140280561122245,-0.655590931340761,-1.6727120261538033,0.2732262135899496,stable,False,深度（助手头部→长尾）
寻找疾病的治疗或缓解方案,assistant_top,assistant_random,79,78,958,998,0.0824634655532359,0.0781563126252505,-0.43071529279854054,-2.8668237334807003,1.988010808304104,stable,False,深度（助手头部→长尾）
查询药品的功效与作用,assistant_top,assistant_random,34,32,958,998,0.03549060542797495,0.03206412825651302,-0.3426477171461925,-1.9958078130188086,1.2845800424748084,stable,False,深度（助手头部→长尾）
由自述症状直接索取药品或药膏,assistant_top,assistant_random,8,6,958,998,0.008350730688935281,0.006012024048096192,-0.23387066408390886,-1.1012620331695262,0.5816720530528167,stable,False,深度（助手头部→长尾）
查询中医方剂组成、经络穴位与中医理论,assistant_top,assistant_random,6,9,958,998,0.006263048016701462,0.009018036072144289,0.27549880554428274,-0.5729198741632758,1.1472634695626995,stable,False,深度（助手头部→长尾）
查询疾病或医学术语的定义、病因与传染性,assistant_top,assistant_random,21,25,958,998,0.021920668058455117,0.025050100200400802,0.3129432141945686,-1.0777964712109884,1.702127595010644,stable,False,深度（助手头部→长尾）
获取食疗/养生方的做法与搭配,assistant_top,assistant_random,4,12,958,998,0.0041753653444676405,0.012024048096192385,0.7848682751724744,-0.04420662165842901,1.708267900487736,stable,False,深度（助手头部→长尾）
处理非健康或无法归入上述意图的残余,assistant_top,assistant_random,170,195,958,998,0.17745302713987474,0.19539078156312625,1.7937754423251517,-1.6655579574871577,5.238985040302251,stable,False,深度（助手头部→长尾）
评估疾病的严重程度、预后或时间预期,assistant_top,assistant_random,8,27,958,998,0.008350730688935281,0.027054108216432865,1.8703377527497584,0.7078833159177628,3.140978605241455,stable,True,深度（助手头部→长尾）
查询药品用法用量与服用时机,assistant_top,assistant_random,3,22,958,998,0.003131524008350731,0.022044088176352707,1.8912564168001977,0.9331144566993923,3.0210498358943427,stable,True,深度（助手头部→长尾）
查询诊疗项目的费用、时长与恢复参数,assistant_top,assistant_random,18,38,958,998,0.018789144050104383,0.03807615230460922,1.9287008254504838,0.4485433769286392,3.46616345382963,stable,True,深度（助手头部→长尾）
在两个或几个选项之间给出裁决,assistant_top,assistant_random,3,25,958,998,0.003131524008350731,0.025050100200400802,2.1918576192050074,1.1877036945392079,3.37681670413523,stable,True,深度（助手头部→长尾）
解释自身症状的原因,assistant_top,assistant_random,48,87,958,998,0.05010438413361169,0.0871743486973948,3.70699645637831,1.4684443393052686,5.970261032227721,stable,True,深度（助手头部→长尾）
解读用户本人的检查数值或报告分级,assistant_top,assistant_random,15,58,958,998,0.015657620041753653,0.05811623246492986,4.245861242317621,2.6133656062157486,5.9860833588649065,stable,True,深度（助手头部→长尾）
对正在发生的具体不适做分诊与处置判断,assistant_top,assistant_random,2,47,958,998,0.0020876826722338203,0.047094188376753505,4.500650570451969,3.2266380111332467,6.00517371141485,stable,True,深度（助手头部→长尾）
对具体行为、搭配或说法给出是否可行的裁决,assistant_top,assistant_random,30,188,958,998,0.031315240083507306,0.18837675350701402,15.706151342350672,13.058273518832978,18.41427703882102,stable,True,深度（助手头部→长尾）
查询中药材/食材/茶饮的功效与作用,2026search,assistant_random,1768,42,9998,998,0.17683536707341468,0.04208416833667335,-13.475119873674135,-14.795892192285503,-11.866027489393826,stable,True,界面+深度（不可单独归因）
查询药品的功效与作用,2026search,assistant_random,1659,32,9998,998,0.16593318663732748,0.03206412825651302,-13.386905838081445,-14.573625514678564,-11.915738684311426,stable,True,界面+深度（不可单独归因）
仅给出名称的裸实体查询,2026search,assistant_random,1132,40,9998,998,0.11322264452890578,0.04008016032064128,-7.314248420826449,-8.542692041566232,-5.785219548378692,stable,True,界面+深度（不可单独归因）
查询疾病的症状与早期征兆,2026search,assistant_random,683,18,9998,998,0.0683136627325465,0.018036072144288578,-5.027759058825793,-5.862422008959082,-3.8927900936410715,stable,True,界面+深度（不可单独归因）
查询疾病或医学术语的定义、病因与传染性,2026search,assistant_random,564,25,9998,998,0.05641128225645129,0.025050100200400802,-3.1361182056050483,-4.065942706915796,-1.8907072591306222,stable,True,界面+深度（不可单独归因）
查询中医方剂组成、经络穴位与中医理论,2026search,assistant_random,226,9,9998,998,0.022604520904180837,0.009018036072144289,-1.358648483203655,-1.8861504873313037,-0.5101753611635615,stable,True,界面+深度（不可单独归因）
查询指标的正常值或参考范围,2026search,assistant_random,135,7,9998,998,0.013502700540108022,0.0070140280561122245,-0.6488672483995798,-1.0857088415755796,0.1192051666327386,stable,False,界面+深度（不可单独归因）
解释自身症状的原因,2026search,assistant_random,911,87,9998,998,0.09111822364472895,0.0871743486973948,-0.39438749473341556,-2.0921361407146577,1.5949480018876665,stable,False,界面+深度（不可单独归因）
由自述症状直接索取药品或药膏,2026search,assistant_random,65,6,9998,998,0.00650130026005201,0.006012024048096192,-0.04892762119558178,-0.419621702366837,0.6690052899016925,stable,False,界面+深度（不可单独归因）
寻找疾病的治疗或缓解方案,2026search,assistant_random,777,78,9998,998,0.07771554310862172,0.0781563126252505,0.044076951662877506,-1.5582762219209618,1.9451176721510655,stable,False,界面+深度（不可单独归因）
获取食疗/养生方的做法与搭配,2026search,assistant_random,73,12,9998,998,0.007301460292058411,0.012024048096192385,0.4722587804133973,-0.07395052668193997,1.3721568306492749,stable,False,界面+深度（不可单独归因）
查询药品用法用量与服用时机,2026search,assistant_random,152,22,9998,998,0.015203040608121624,0.022044088176352707,0.6841047568231083,-0.10393109004522405,1.8167966672427007,stable,False,界面+深度（不可单独归因）
在两个或几个选项之间给出裁决,2026search,assistant_random,151,25,9998,998,0.015103020604120825,0.025050100200400802,0.9947079596279977,0.1515648343672479,2.182285592720072,stable,True,界面+深度（不可单独归因）
评估疾病的严重程度、预后或时间预期,2026search,assistant_random,127,27,9998,998,0.01270254050810162,0.027054108216432865,1.4351567708331245,0.5622764958732225,2.65415503267004,stable,True,界面+深度（不可单独归因）
解读用户本人的检查数值或报告分级,2026search,assistant_random,372,58,9998,998,0.03720744148829766,0.05811623246492986,2.0908790976632203,0.7442353357323837,3.756899860216979,stable,True,界面+深度（不可单独归因）
查询诊疗项目的费用、时长与恢复参数,2026search,assistant_random,168,38,9998,998,0.016803360672134428,0.03807615230460922,2.1272791632474792,1.0707769894208958,3.522404136321422,stable,True,界面+深度（不可单独归因）
查询就医科室、医院/医生导航与挂号入口,2026search,assistant_random,166,42,9998,998,0.016603320664132826,0.04208416833667335,2.548084767254052,1.434884824372228,3.9980613441278408,stable,True,界面+深度（不可单独归因）
对正在发生的具体不适做分诊与处置判断,2026search,assistant_random,40,47,9998,998,0.004000800160032006,0.047094188376753505,4.30933882167215,3.150775441106978,5.809971926841585,stable,True,界面+深度（不可单独归因）
处理非健康或无法归入上述意图的残余,2026search,assistant_random,455,195,9998,998,0.04550910182036407,0.19539078156312625,14.988167974276218,12.608463444653454,17.592553549443966,stable,True,界面+深度（不可单独归因）
对具体行为、搭配或说法给出是否可行的裁决,2026search,assistant_random,374,188,9998,998,0.03740748149629926,0.18837675350701402,15.096927201071475,12.75944268650796,17.665201152757867,stable,True,界面+深度（不可单独归因）
仅给出名称的裸实体查询,assistant_top,assistant_voice,212,84,958,1000,0.22129436325678498,0.084,-13.729436325678495,-16.881919275114747,-10.588355044747198,stable,True,输入方式（打字头部→语音）
查询中药材/食材/茶饮的功效与作用,assistant_top,assistant_voice,157,81,958,1000,0.1638830897703549,0.081,-8.28830897703549,-11.202771181929483,-5.403307375606746,stable,True,输入方式（打字头部→语音）
查询就医科室、医院/医生导航与挂号入口,assistant_top,assistant_voice,73,31,958,1000,0.07620041753653445,0.031,-4.5200417536534445,-6.584735203646665,-2.544595439711348,stable,True,输入方式（打字头部→语音）
查询疾病的症状与早期征兆,assistant_top,assistant_voice,54,18,958,1000,0.05636743215031315,0.018,-3.8367432150313157,-5.60901226611799,-2.186823450128995,stable,True,输入方式（打字头部→语音）
处理非健康或无法归入上述意图的残余,assistant_top,assistant_voice,170,147,958,1000,0.17745302713987474,0.147,-3.0453027139874744,-6.320616461568764,0.22083565760006793,stable,False,输入方式（打字头部→语音）
寻找疾病的治疗或缓解方案,assistant_top,assistant_voice,79,61,958,1000,0.0824634655532359,0.061,-2.14634655532359,-4.471787354128623,0.14364715314831647,stable,False,输入方式（打字头部→语音）
查询指标的正常值或参考范围,assistant_top,assistant_voice,13,4,958,1000,0.013569937369519834,0.004,-0.9569937369519834,-1.938700076533617,-0.1170748275891127,stable,True,输入方式（打字头部→语音）
查询诊疗项目的费用、时长与恢复参数,assistant_top,assistant_voice,18,12,958,1000,0.018789144050104383,0.012,-0.6789144050104383,-1.8665890579393287,0.4421103971292662,stable,False,输入方式（打字头部→语音）
查询疾病或医学术语的定义、病因与传染性,assistant_top,assistant_voice,21,21,958,1000,0.021920668058455117,0.021,-0.09206680584551152,-1.4381427203997588,1.2324604966428847,stable,False,输入方式（打字头部→语音）
由自述症状直接索取药品或药膏,assistant_top,assistant_voice,8,8,958,1000,0.008350730688935281,0.008,-0.035073068893528084,-0.9305019495583816,0.8384659879183279,stable,False,输入方式（打字头部→语音）
查询中医方剂组成、经络穴位与中医理论,assistant_top,assistant_voice,6,7,958,1000,0.006263048016701462,0.007,0.07369519832985386,-0.7434690068956721,0.8856602135142996,stable,False,输入方式（打字头部→语音）
评估疾病的严重程度、预后或时间预期,assistant_top,assistant_voice,8,10,958,1000,0.008350730688935281,0.01,0.1649269311064719,-0.7593894137162025,1.0921093810440248,stable,False,输入方式（打字头部→语音）
获取食疗/养生方的做法与搭配,assistant_top,assistant_voice,4,6,958,1000,0.0041753653444676405,0.006,0.18246346555323595,-0.5451228262148757,0.930127333052783,stable,False,输入方式（打字头部→语音）
查询药品的功效与作用,assistant_top,assistant_voice,34,39,958,1000,0.03549060542797495,0.039,0.35093945720250513,-1.3650455463059925,2.0598250288984916,stable,False,输入方式（打字头部→语音）
查询药品用法用量与服用时机,assistant_top,assistant_voice,3,14,958,1000,0.003131524008350731,0.014,1.086847599164927,0.2606764346914748,2.045575361275712,stable,True,输入方式（打字头部→语音）
对正在发生的具体不适做分诊与处置判断,assistant_top,assistant_voice,2,16,958,1000,0.0020876826722338203,0.016,1.391231732776618,0.5683511255677716,2.386041102094184,stable,True,输入方式（打字头部→语音）
解读用户本人的检查数值或报告分级,assistant_top,assistant_voice,15,36,958,1000,0.015657620041753653,0.036,2.0342379958246344,0.6271016875201919,3.5117140521317833,stable,True,输入方式（打字头部→语音）
在两个或几个选项之间给出裁决,assistant_top,assistant_voice,3,33,958,1000,0.003131524008350731,0.033,2.986847599164927,1.8692075583661836,4.3013111318761235,stable,True,输入方式（打字头部→语音）
解释自身症状的原因,assistant_top,assistant_voice,48,112,958,1000,0.05010438413361169,0.112,6.189561586638831,3.794966955073649,8.617892923482714,stable,True,输入方式（打字头部→语音）
对具体行为、搭配或说法给出是否可行的裁决,assistant_top,assistant_voice,30,260,958,1000,0.031315240083507306,0.26,22.86847599164927,19.93923780373233,25.825140797733642,stable,True,输入方式（打字头部→语音）
处理非健康或无法归入上述意图的残余,assistant_random,assistant_voice,195,147,998,1000,0.19539078156312625,0.147,-4.839078156312626,-8.136292480421448,-1.5361823944949151,stable,True,输入方式（打字长尾→语音）
对正在发生的具体不适做分诊与处置判断,assistant_random,assistant_voice,47,16,998,1000,0.047094188376753505,0.016,-3.1094188376753507,-4.72686512257002,-1.596751064603481,stable,True,输入方式（打字长尾→语音）
查询诊疗项目的费用、时长与恢复参数,assistant_random,assistant_voice,38,12,998,1000,0.03807615230460922,0.012,-2.6076152304609224,-4.075263592200798,-1.2558785777535506,stable,True,输入方式（打字长尾→语音）
解读用户本人的检查数值或报告分级,assistant_random,assistant_voice,58,36,998,1000,0.05811623246492986,0.036,-2.2116232464929864,-4.116256169549276,-0.3495817686054621,stable,True,输入方式（打字长尾→语音）
寻找疾病的治疗或缓解方案,assistant_random,assistant_voice,78,61,998,1000,0.0781563126252505,0.061,-1.7156312625250498,-3.9745937897070456,0.5257291185636455,stable,False,输入方式（打字长尾→语音）
评估疾病的严重程度、预后或时间预期,assistant_random,assistant_voice,27,10,998,1000,0.027054108216432865,0.01,-1.7054108216432864,-2.9911793957667654,-0.5241913001067746,stable,True,输入方式（打字长尾→语音）
查询就医科室、医院/医生导航与挂号入口,assistant_random,assistant_voice,42,31,998,1000,0.04208416833667335,0.031,-1.1084168336673348,-2.8031420446165027,0.5561065268551192,stable,False,输入方式（打字长尾→语音）
查询药品用法用量与服用时机,assistant_random,assistant_voice,22,14,998,1000,0.022044088176352707,0.014,-0.8044088176352706,-2.050250172385291,0.3915525763558879,stable,False,输入方式（打字长尾→语音）
获取食疗/养生方的做法与搭配,assistant_random,assistant_voice,12,6,998,1000,0.012024048096192385,0.006,-0.6024048096192385,-1.547427923788041,0.26787471423020714,stable,False,输入方式（打字长尾→语音）
查询疾病或医学术语的定义、病因与传染性,assistant_random,assistant_voice,25,21,998,1000,0.025050100200400802,0.021,-0.40501002004008013,-1.777360321869395,0.9478096970263703,stable,False,输入方式（打字长尾→语音）
查询指标的正常值或参考范围,assistant_random,assistant_voice,7,4,998,1000,0.0070140280561122245,0.004,-0.30140280561122246,-1.080030293091817,0.4195765520595319,stable,False,输入方式（打字长尾→语音）
查询中医方剂组成、经络穴位与中医理论,assistant_random,assistant_voice,9,7,998,1000,0.009018036072144289,0.007,-0.2018036072144289,-1.0821737486710805,0.6505003644973015,stable,False,输入方式（打字长尾→语音）
查询疾病的症状与早期征兆,assistant_random,assistant_voice,18,18,998,1000,0.018036072144288578,0.018,-0.003607214428857919,-1.2255244837002055,1.2173162134695712,stable,False,输入方式（打字长尾→语音）
由自述症状直接索取药品或药膏,assistant_random,assistant_voice,6,8,998,1000,0.006012024048096192,0.008,0.1987975951903808,-0.6081811831426163,1.0353083338042488,stable,False,输入方式（打字长尾→语音）
查询药品的功效与作用,assistant_random,assistant_voice,32,39,998,1000,0.03206412825651302,0.039,0.6935871743486977,-0.9558154279469631,2.361304905335789,stable,False,输入方式（打字长尾→语音）
在两个或几个选项之间给出裁决,assistant_random,assistant_voice,25,33,998,1000,0.025050100200400802,0.033,0.7949899799599199,-0.7038015372714782,2.321184004852834,stable,False,输入方式（打字长尾→语音）
解释自身症状的原因,assistant_random,assistant_voice,87,112,998,1000,0.0871743486973948,0.112,2.4825651302605207,-0.14909566821102416,5.123984678675063,stable,False,输入方式（打字长尾→语音）
查询中药材/食材/茶饮的功效与作用,assistant_random,assistant_voice,42,81,998,1000,0.04208416833667335,0.081,3.8915831663326657,1.7928460181030133,6.038717917989253,stable,True,输入方式（打字长尾→语音）
仅给出名称的裸实体查询,assistant_random,assistant_voice,40,84,998,1000,0.04008016032064128,0.084,4.3919839679358725,2.290368874685193,6.5479937667444945,stable,True,输入方式（打字长尾→语音）
对具体行为、搭配或说法给出是否可行的裁决,assistant_random,assistant_voice,188,260,998,1000,0.18837675350701402,0.26,7.162324649298599,3.50839732945165,10.794118621030025,stable,True,输入方式（打字长尾→语音）
