query,source,td_l1_name,pv_raw
便秘是因为什么原因引起的?,2025search,解释自身症状的原因,1057.0
囊肿是什么病?严重不?,2025search,查询疾病或医学术语的定义、病因与传染性,1056.0
脂肪肝是什么意思严重吗,2025search,评估疾病的严重程度、预后或时间预期,1053.0
胆结石的饮食禁忌和保养方法,2025search,寻找疾病的治疗或缓解方案,1047.0
梅尼埃病是什么病,2025search,查询疾病或医学术语的定义、病因与传染性,1043.0
低血糖是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,1041.0
硝苯地平控释片功效作用及副作用和禁忌,2025search,查询药品的功效与作用,1035.0
梅毒螺旋体抗体阳性说明什么,2025search,解读用户本人的检查数值或报告分级,1027.0
"尿蛋白高是什么病,严重吗",2025search,解读用户本人的检查数值或报告分级,1023.0
月经量太少是什么原因引起的,2025search,解释自身症状的原因,1021.0
"布病是什么病,有什么症状",2025search,查询疾病或医学术语的定义、病因与传染性,1019.0
安眠药药店能买到吗,2025search,对具体行为、搭配或说法给出是否可行的裁决,1014.0
避孕药的危害和副作用,2025search,查询药品的功效与作用,1012.0
霉菌感染是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,1010.0
头顶痛什么原因引起的,2025search,解释自身症状的原因,1009.0
脚踝肿是怎么回事什么原因引起的,2025search,解释自身症状的原因,991.0
梅毒皮肤症状图片,2025search,查询疾病的症状与早期征兆,984.0
磨牙是什么原因引起的怎么解决,2025search,解释自身症状的原因,970.0
脖子疼痛什么原因引起的,2025search,解释自身症状的原因,967.0
痔疮是什么原因引起,2025search,查询疾病或医学术语的定义、病因与传染性,965.0
心跳加快是什么病的预兆,2025search,解释自身症状的原因,956.0
hiv是什么病,2025search,查询疾病或医学术语的定义、病因与传染性,955.0
宫颈囊肿严重吗?有什么危害,2025search,评估疾病的严重程度、预后或时间预期,953.0
止痛药哪个效果最好最快,2025search,寻找疾病的治疗或缓解方案,939.0
嘴苦是什么原因引起的啊,2025search,解释自身症状的原因,936.0
打狂犬疫苗后注意什么饮食禁忌,2025search,对具体行为、搭配或说法给出是否可行的裁决,933.0
脚抽筋是什么原因引起的怎么解决,2025search,解释自身症状的原因,932.0
尿蛋白3个十号严重吗,2025search,解读用户本人的检查数值或报告分级,925.0
幽门螺旋杆菌吃什么药可以根治,2025search,寻找疾病的治疗或缓解方案,925.0
麦粒肿是什么原因引起的怎么治,2025search,解释自身症状的原因,925.0
卵巢囊肿是什么原因引起的怎样消除,2025search,查询疾病或医学术语的定义、病因与传染性,922.0
手指麻是怎么回事是什么病的前兆,2025search,解释自身症状的原因,920.0
恶心想吐是什么病的前兆,2025search,查询疾病的症状与早期征兆,918.0
避孕药,2025search,仅给出名称的裸实体查询,913.0
"阿莫西林一天几次,一次几粒",2025search,查询疾病或医学术语的定义、病因与传染性,912.0
短效避孕药,2025search,仅给出名称的裸实体查询,912.0
胰腺炎是什么病严重吗可以治好吗,2025search,评估疾病的严重程度、预后或时间预期,911.0
耳石症是什么原因引起的啊,2025search,解释自身症状的原因,910.0
小腿抽筋一般是什么原因引起的,2025search,解释自身症状的原因,910.0
脚底痛什么原因引起的,2025search,解释自身症状的原因,891.0
后脑勺疼是什么原因引起的该怎么去治,2025search,解释自身症状的原因,890.0
桑椹干泡水的功效与作用-食用方法及禁忌桑椹怎么吃,2025search,查询中药材/食材/茶饮的功效与作用,886.0
胰腺癌是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,876.0
脂肪肝是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,874.0
吃了避孕药月经最多推迟多久,2025search,查询药品用法用量与服用时机,869.0
阳痿,2025search,仅给出名称的裸实体查询,867.0
甲硝唑片一次吃几粒一天几次,2025search,查询药品用法用量与服用时机,865.0
血脂高是什么原因引起,2025search,解释自身症状的原因,862.0
人流后多久可以洗澡,2025search,查询诊疗项目的费用、时长与恢复参数,852.0
水晶手串的功效与禁忌,2025search,查询中药材/食材/茶饮的功效与作用,851.0
磨玻璃结节是什么意思严重吗,2025search,解读用户本人的检查数值或报告分级,840.0
无痛人流手术费多少钱,2025search,查询诊疗项目的费用、时长与恢复参数,833.0
丹毒病是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,829.0
避孕药对女性的危害和副作用,2025search,查询药品的功效与作用,828.0
避孕药事后多久吃有效,2025search,查询药品用法用量与服用时机,824.0
药物流产一般多少天可以干净,2025search,查询诊疗项目的费用、时长与恢复参数,820.0
甲状腺结节4b类严重吗?需要手术吗,2025search,解读用户本人的检查数值或报告分级,819.0
高血压是什么原因引起的,2025search,解释自身症状的原因,816.0
"瑞舒伐他汀钙片的副作用有哪些,停药会好吗?",2025search,查询药品的功效与作用,816.0
肩胛骨疼是什么原因引起的,2025search,解释自身症状的原因,813.0
舌苔发白是什么原因引起的怎么解决,2025search,解释自身症状的原因,811.0
帕金森病是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,806.0
荨麻疹是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,806.0
克罗恩病是什么病,2025search,查询疾病或医学术语的定义、病因与传染性,806.0
疱疹是因为什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,798.0
pppd综合征是什么病,2025search,查询疾病或医学术语的定义、病因与传染性,796.0
心慌是什么原因引起的,2025search,解释自身症状的原因,794.0
避孕药72小时内是不是都有效,2025search,对具体行为、搭配或说法给出是否可行的裁决,790.0
流产最佳时间是多少天到多少天,2025search,查询诊疗项目的费用、时长与恢复参数,790.0
HIV,2025search,仅给出名称的裸实体查询,786.0
腿浮肿是什么原因引起的怎么办,2025search,解释自身症状的原因,783.0
梅毒的主要症状和表现,2025search,查询疾病的症状与早期征兆,777.0
前庭性眩晕症是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,772.0
尿毒症什么原因引起的多,2025search,查询疾病或医学术语的定义、病因与传染性,768.0
避孕药什么时候吃有效,2025search,查询药品用法用量与服用时机,767.0
"前列腺钙化灶是怎么回事,严重吗",2025search,解读用户本人的检查数值或报告分级,765.0
冠心病是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,761.0
药流和无痛人流哪个对身体伤害小,2025search,在两个或几个选项之间给出裁决,758.0
帕金森是什么病?能治愈吗,2025search,评估疾病的严重程度、预后或时间预期,758.0
肾囊肿是什么原因引起的怎样消除,2025search,查询疾病或医学术语的定义、病因与传染性,754.0
肾病综合症是什么病,2025search,查询疾病或医学术语的定义、病因与传染性,750.0
肛门周围痒痒是什么原因引起的,2025search,解释自身症状的原因,746.0
血压高是什么原因引起来的,2025search,解释自身症状的原因,745.0
屁股痛疼什么原因引起的,2025search,解释自身症状的原因,741.0
舌苔发白是什么原因引起的,2025search,解释自身症状的原因,736.0
鼻窦炎吃什么药最好根治最快最有效,2025search,寻找疾病的治疗或缓解方案,736.0
宫颈癌是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,733.0
流鼻血是什么原因引起的,2025search,解释自身症状的原因,730.0
"乳腺结节4a级严重吗,要怎么治疗呢",2025search,寻找疾病的治疗或缓解方案,729.0
白癜风能治好吗能彻底根治吗,2025search,评估疾病的严重程度、预后或时间预期,728.0
朱砂的作用和效果及禁忌,2025search,查询中药材/食材/茶饮的功效与作用,724.0
咽炎吃什么药最好得快能根治,2025search,寻找疾病的治疗或缓解方案,714.0
入睡困难是什么原因引起的,2025search,解释自身症状的原因,712.0
湿疹是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,706.0
老年人脚肿是什么原因引起的,2025search,解释自身症状的原因,702.0
类风湿是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,692.0
避孕措施哪种最好最安全,2025search,处理非健康或无法归入上述意图的残余,691.0
生化了是什么意思算不算流产,2025search,查询疾病或医学术语的定义、病因与传染性,690.0
"hpv52阳性严重吗,需要怎么治疗呢",2025search,解读用户本人的检查数值或报告分级,690.0
流产要休息多少天合适,2025search,查询诊疗项目的费用、时长与恢复参数,689.0
总胆固醇高6.5严重吗,2025search,解读用户本人的检查数值或报告分级,689.0
人流对女性伤害有多大,2025search,处理非健康或无法归入上述意图的残余,686.0
布洛芬片一次吃多少片,2025search,查询药品用法用量与服用时机,686.0
梅毒的潜伏期一般为多长时间,2025search,查询诊疗项目的费用、时长与恢复参数,679.0
左手发麻是什么病征兆女,2025search,解释自身症状的原因,678.0
胆囊炎胆结石忌口忌什么东西不能吃,2025search,对具体行为、搭配或说法给出是否可行的裁决,669.0
汗疱疹是什么原因引起的,2025search,解释自身症状的原因,663.0
眼压高是什么症状.后果严重吗,2025search,查询疾病的症状与早期征兆,661.0
hiv初期最常见症状,2025search,查询疾病的症状与早期征兆,660.0
"脚麻腿麻是什么原因引起的,怎么解决",2025search,解释自身症状的原因,657.0
肠梗阻是因为什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,652.0
头晕是什么原因引起,2025search,解释自身症状的原因,651.0
"抽筋是什么原因引起的,怎么治",2025search,解释自身症状的原因,650.0
打呼噜是什么原因引起的,2025search,解释自身症状的原因,650.0
"胆囊息肉是怎么回事,严重吗?这个病",2025search,查询疾病或医学术语的定义、病因与传染性,650.0
骨折恢复过程中的四大禁忌,2025search,寻找疾病的治疗或缓解方案,648.0
霉菌性阴道炎是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,644.0
屁多的人是什么病的征兆,2025search,查询疾病的症状与早期征兆,644.0
双肺纹理增多是什么意思严重吗,2025search,解读用户本人的检查数值或报告分级,643.0
白内障是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,640.0
"烧心是什么原因引起的,怎么解决",2025search,解释自身症状的原因,637.0
牙疼怎么回事是什么原因引起的,2025search,解释自身症状的原因,633.0
吃中药忌口都忌什么,2025search,对具体行为、搭配或说法给出是否可行的裁决,632.0
避孕药哪种最好最安全,2025search,寻找疾病的治疗或缓解方案,629.0
梅毒的早期症状,2025search,查询疾病的症状与早期征兆,623.0
大腿肌肉疼痛什么原因引起的,2025search,解释自身症状的原因,623.0
人流后多久来大姨妈,2025search,查询诊疗项目的费用、时长与恢复参数,622.0
血糖高是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,621.0
眼睛疼是什么原因引起的,2025search,解释自身症状的原因,620.0
人流需要多少钱大概多少钱,2025search,查询诊疗项目的费用、时长与恢复参数,618.0
性病,2025search,仅给出名称的裸实体查询,616.0
艾滋病的传播途径有哪些,2025search,查询疾病或医学术语的定义、病因与传染性,616.0
脚背痛什么原因引起的,2025search,解释自身症状的原因,616.0
人流术后多久来月经,2025search,查询诊疗项目的费用、时长与恢复参数,615.0
结膜炎是什么原因引起的呢,2025search,查询疾病或医学术语的定义、病因与传染性,612.0
止痛药,2025search,仅给出名称的裸实体查询,610.0
脚脖子肿是什么原因引起的,2025search,解释自身症状的原因,610.0
血压高是什么原因引起的,2025search,解释自身症状的原因,608.0
丙肝是什么病,2025search,查询疾病或医学术语的定义、病因与传染性,607.0
前列腺肥大是什么原因引起的怎样治疗,2025search,解释自身症状的原因,605.0
例假推迟是什么原因引起的,2025search,解释自身症状的原因,602.0
抽筋是什么原因引起的,2025search,解释自身症状的原因,602.0
眼皮肿是怎么回事什么原因引起的,2025search,解释自身症状的原因,597.0
乳腺癌是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,597.0
艾滋病传播途径有哪几种,2025search,查询疾病或医学术语的定义、病因与传染性,595.0
胶质瘤是什么病?严重吗?,2025search,查询疾病或医学术语的定义、病因与传染性,593.0
霍香正气丸的功效和作用与禁忌,2025search,查询药品的功效与作用,589.0
紧急避孕药72小时是前后都管吗,2025search,处理非健康或无法归入上述意图的残余,588.0
怀孕了怎么样才会自然流产,2025search,处理非健康或无法归入上述意图的残余,586.0
甲状腺弥漫病变是什么意思严重吗,2025search,评估疾病的严重程度、预后或时间预期,585.0
真菌感染是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,582.0
尿黄是什么原因引起的如何解决女性,2025search,解释自身症状的原因,577.0
甲亢是什么原因引起的呢,2025search,查询疾病或医学术语的定义、病因与传染性,575.0
口臭是怎么回事什么原因引起的,2025search,解释自身症状的原因,574.0
外面阴白斑什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,574.0
性病图片感染图片,2025search,仅给出名称的裸实体查询,572.0
肺气肿是什么病严重吗能治好吗,2025search,评估疾病的严重程度、预后或时间预期,569.0
泡沫尿是什么病?如何治疗,2025search,寻找疾病的治疗或缓解方案,567.0
阳痿的症状有哪些,2025search,查询疾病的症状与早期征兆,566.0
hcv是什么病毒,2025search,查询疾病或医学术语的定义、病因与传染性,563.0
dic是什么病的简称,2025search,查询疾病或医学术语的定义、病因与传染性,562.0
便血是什么原因引起的女性,2025search,解释自身症状的原因,562.0
蚕豆病是什么病,2025search,查询疾病或医学术语的定义、病因与传染性,561.0
左肩胛骨后背疼是什么原因引起的,2025search,解释自身症状的原因,559.0
"疝气是怎么回事,是什么原因引起的",2025search,查询疾病或医学术语的定义、病因与传染性,559.0
干咳是什么原因引起的怎么治疗,2025search,解释自身症状的原因,558.0
同房出血什么原因引起,2025search,解释自身症状的原因,558.0
尿道炎是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,557.0
人流后多久可以上班,2025search,查询诊疗项目的费用、时长与恢复参数,554.0
腿抽筋是什么原因引起的,2025search,解释自身症状的原因,550.0
甲亢病人饮食禁忌一览表,2025search,对具体行为、搭配或说法给出是否可行的裁决,548.0
胆红素高是什么原因是什么病,2025search,查询疾病或医学术语的定义、病因与传染性,548.0
胰腺炎的饮食禁忌和保养,2025search,寻找疾病的治疗或缓解方案,546.0
hpv是什么意思是什么病,2025search,查询疾病或医学术语的定义、病因与传染性,545.0
灵芝破壁孢子的功效作用与禁忌,2025search,查询药品的功效与作用,545.0
间质性肺炎是什么病,2025search,查询疾病或医学术语的定义、病因与传染性,545.0
狐臭是因为什么原因引起的,2025search,解释自身症状的原因,544.0
"纤维瘤是什么东西,严重吗?",2025search,查询疾病或医学术语的定义、病因与传染性,544.0
"腿麻是什么原因引起的,怎么解决",2025search,解释自身症状的原因,542.0
甲亢病是什么病,2025search,查询疾病或医学术语的定义、病因与传染性,537.0
口腔溃疡是什么原因引起的,2025search,解释自身症状的原因,537.0
腿酸胀痛什么原因引起的女性,2025search,解释自身症状的原因,532.0
艾滋病多久能检查出来,2025search,查询疾病或医学术语的定义、病因与传染性,529.0
头皮痛什么原因引起的怎么治疗,2025search,解释自身症状的原因,529.0
脂肪肝是什么病,2025search,查询疾病或医学术语的定义、病因与传染性,528.0
抗生素,2025search,仅给出名称的裸实体查询,528.0
腰疼是什么原因引起的,2025search,解释自身症状的原因,527.0
羊肉的禁忌及相克食物,2025search,对具体行为、搭配或说法给出是否可行的裁决,527.0
吃完避孕药后几天出血是月经吗,2025search,对具体行为、搭配或说法给出是否可行的裁决,525.0
肝纤维化是什么病严重吗,2025search,评估疾病的严重程度、预后或时间预期,525.0
嘴上起水泡是什么原因引起的,2025search,解释自身症状的原因,524.0
人流手术多少天做比较适合,2025search,查询诊疗项目的费用、时长与恢复参数,522.0
抗生素对人体的危害,2025search,处理非健康或无法归入上述意图的残余,522.0
艾滋病能治好吗,2025search,评估疾病的严重程度、预后或时间预期,520.0
流产后多久可以同房,2025search,对具体行为、搭配或说法给出是否可行的裁决,520.0
足贴去湿气排毒是真的吗,2025search,对具体行为、搭配或说法给出是否可行的裁决,519.0
乳腺导管扩张是什么意思严重吗,2025search,评估疾病的严重程度、预后或时间预期,519.0
避孕药72小时内都有效吗,2025search,对具体行为、搭配或说法给出是否可行的裁决,518.0
梅毒会传染给家人吗,2025search,查询疾病或医学术语的定义、病因与传染性,517.0
"心肌炎是什么病严重吗,怎么治疗",2025search,评估疾病的严重程度、预后或时间预期,514.0
腹胀是什么原因引起的,2025search,解释自身症状的原因,511.0
艾滋病简称什么字母,2025search,查询疾病或医学术语的定义、病因与传染性,510.0
肺结核是由什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,510.0
手足口病是什么原因引起的,2025search,解释自身症状的原因,505.0
阿莫西林是消炎药还是抗生素,2025search,在两个或几个选项之间给出裁决,504.0
肺结节吃什么药能根治,2025search,寻找疾病的治疗或缓解方案,501.0
拉黑屎是什么原因造成的严重吗,2025search,解释自身症状的原因,499.0
眼睛干涩是什么原因引起的,2025search,解释自身症状的原因,497.0
肺结节是什么意思 严重吗,2025search,评估疾病的严重程度、预后或时间预期,497.0
尿潜血是什么病,2025search,查询疾病或医学术语的定义、病因与传染性,495.0
短效避孕药怎么吃才正确,2025search,查询药品用法用量与服用时机,494.0
梅毒传播途径有哪几种,2025search,查询疾病或医学术语的定义、病因与传染性,494.0
激素药对身体有哪些危害和副作用,2025search,查询药品的功效与作用,494.0
"子宫囊肿是什么病严重吗,怎么治疗?",2025search,评估疾病的严重程度、预后或时间预期,492.0
梅毒传播途径,2025search,查询疾病或医学术语的定义、病因与传染性,491.0
乳腺疼痛什么原因引起的,2025search,解释自身症状的原因,491.0
安眠药有哪几种,2025search,处理非健康或无法归入上述意图的残余,490.0
尿蛋白高是什么原因引起的,2025search,解读用户本人的检查数值或报告分级,487.0
早泄吃什么中药,2025search,寻找疾病的治疗或缓解方案,487.0
灰指甲怎么根治简单有效的方法,2025search,寻找疾病的治疗或缓解方案,486.0
滑膜炎是什么原因引起的,2025search,解释自身症状的原因,484.0
大腿内侧梅毒疹图片,2025search,仅给出名称的裸实体查询,483.0
糜烂性胃炎严重吗,2025search,评估疾病的严重程度、预后或时间预期,483.0
左侧下腹痛女性什么原因引起的,2025search,解释自身症状的原因,482.0
磨玻璃肺结节是什么意思 严重吗,2025search,查询疾病或医学术语的定义、病因与传染性,482.0
慢性病包括哪些病,2025search,查询疾病或医学术语的定义、病因与传染性,482.0
头发掉一块儿秃是什么原因引起的,2025search,解释自身症状的原因,481.0
脓毒血症是什么病,2025search,查询疾病或医学术语的定义、病因与传染性,480.0
白癜风是什么原因引起的,2025search,查询疾病或医学术语的定义、病因与传染性,480.0
松塔香的功效与作用及禁忌,2025search,查询中药材/食材/茶饮的功效与作用,479.0
