外层,a,b,n_a,n_b,内层TVD,同源噪声上界,超出噪声,a主导内层,a主导占比%,b主导内层,b主导占比%,主导是否相同
查询物品作用与功效,2025搜索,2025搜索随机1w,210,71,0.0282,0.0282,False,查询物品或活动的功效与作用,99.52,查询物品或活动的功效与作用,97.18,True
查询物品作用与功效,2025搜索,2026搜索,210,229,0.0048,0.0048,False,查询物品或活动的功效与作用,99.52,查询物品或活动的功效与作用,100.0,True
查询物品作用与功效,2025搜索,2026搜索随机1w,210,65,0.026,0.026,False,查询物品或活动的功效与作用,99.52,查询物品或活动的功效与作用,96.92,True
查询物品作用与功效,2025搜索,助手语音头部1k,210,32,0.0048,0.0312,False,查询物品或活动的功效与作用,99.52,查询物品或活动的功效与作用,100.0,True
查询物品作用与功效,2025搜索随机1w,2026搜索,71,229,0.0282,0.0148,True,查询物品或活动的功效与作用,97.18,查询物品或活动的功效与作用,100.0,True
查询物品作用与功效,2025搜索随机1w,2026搜索随机1w,71,65,0.0308,0.0563,False,查询物品或活动的功效与作用,97.18,查询物品或活动的功效与作用,96.92,True
查询物品作用与功效,2025搜索随机1w,助手语音头部1k,71,32,0.0282,0.0625,False,查询物品或活动的功效与作用,97.18,查询物品或活动的功效与作用,100.0,True
查询物品作用与功效,2026搜索,2026搜索随机1w,229,65,0.0308,0.011,True,查询物品或活动的功效与作用,100.0,查询物品或活动的功效与作用,96.92,True
查询物品作用与功效,2026搜索,助手语音头部1k,229,32,0.0,0.0,False,查询物品或活动的功效与作用,100.0,查询物品或活动的功效与作用,100.0,True
查询物品作用与功效,2026搜索随机1w,助手语音头部1k,65,32,0.0308,0.0625,False,查询物品或活动的功效与作用,96.92,查询物品或活动的功效与作用,100.0,True
中成药丸剂功效与作用查询,2025搜索,2025搜索随机1w,212,67,0.4093,0.1037,True,查询物品或活动的功效与作用,97.64,查询物品或活动的功效与作用,56.72,True
中成药丸剂功效与作用查询,2025搜索,2026搜索,212,236,0.008,0.0329,False,查询物品或活动的功效与作用,97.64,查询物品或活动的功效与作用,97.03,True
中成药丸剂功效与作用查询,2025搜索,2026搜索随机1w,212,53,0.4104,0.1134,True,查询物品或活动的功效与作用,97.64,查询物品或活动的功效与作用,56.6,True
中成药丸剂功效与作用查询,2025搜索,助手语音头部1k,212,58,0.0236,0.047,False,查询物品或活动的功效与作用,97.64,查询物品或活动的功效与作用,100.0,True
中成药丸剂功效与作用查询,2025搜索随机1w,2026搜索,67,236,0.4074,0.1009,True,查询物品或活动的功效与作用,56.72,查询物品或活动的功效与作用,97.03,True
中成药丸剂功效与作用查询,2025搜索随机1w,2026搜索随机1w,67,53,0.1707,0.253,False,查询物品或活动的功效与作用,56.72,查询物品或活动的功效与作用,56.6,True
中成药丸剂功效与作用查询,2025搜索随机1w,助手语音头部1k,67,58,0.4328,0.1843,True,查询物品或活动的功效与作用,56.72,查询物品或活动的功效与作用,100.0,True
中成药丸剂功效与作用查询,2026搜索,2026搜索随机1w,236,53,0.4043,0.1067,True,查询物品或活动的功效与作用,97.03,查询物品或活动的功效与作用,56.6,True
中成药丸剂功效与作用查询,2026搜索,助手语音头部1k,236,58,0.0297,0.0475,False,查询物品或活动的功效与作用,97.03,查询物品或活动的功效与作用,100.0,True
中成药丸剂功效与作用查询,2026搜索随机1w,助手语音头部1k,53,58,0.434,0.2005,True,查询物品或活动的功效与作用,56.6,查询物品或活动的功效与作用,100.0,True
功效作用查询,2025搜索,2025搜索随机1w,274,157,0.0346,0.0282,True,查询物品或活动的功效与作用,99.27,查询物品或活动的功效与作用,96.18,True
功效作用查询,2025搜索,2026搜索,274,322,0.0042,0.0109,False,查询物品或活动的功效与作用,99.27,查询物品或活动的功效与作用,99.69,True
功效作用查询,2025搜索,2026搜索随机1w,274,174,0.0193,0.023,False,查询物品或活动的功效与作用,99.27,查询物品或活动的功效与作用,97.7,True
功效作用查询,2025搜索,助手头部1k,274,96,0.0104,0.0208,False,查询物品或活动的功效与作用,99.27,查询物品或活动的功效与作用,98.96,True
功效作用查询,2025搜索,助手语音头部1k,274,104,0.0073,0.0192,False,查询物品或活动的功效与作用,99.27,查询物品或活动的功效与作用,100.0,True
功效作用查询,2025搜索,助手语音1k,274,60,0.0073,0.0167,False,查询物品或活动的功效与作用,99.27,查询物品或活动的功效与作用,100.0,True
功效作用查询,2025搜索随机1w,2026搜索,157,322,0.0382,0.0225,True,查询物品或活动的功效与作用,96.18,查询物品或活动的功效与作用,99.69,True
功效作用查询,2025搜索随机1w,2026搜索随机1w,157,174,0.0152,0.0388,False,查询物品或活动的功效与作用,96.18,查询物品或活动的功效与作用,97.7,True
功效作用查询,2025搜索随机1w,助手头部1k,157,96,0.0318,0.0446,False,查询物品或活动的功效与作用,96.18,查询物品或活动的功效与作用,98.96,True
功效作用查询,2025搜索随机1w,助手语音头部1k,157,104,0.0382,0.0417,False,查询物品或活动的功效与作用,96.18,查询物品或活动的功效与作用,100.0,True
功效作用查询,2025搜索随机1w,助手语音1k,157,60,0.0382,0.0436,False,查询物品或活动的功效与作用,96.18,查询物品或活动的功效与作用,100.0,True
功效作用查询,2026搜索,2026搜索随机1w,322,174,0.023,0.0174,True,查询物品或活动的功效与作用,99.69,查询物品或活动的功效与作用,97.7,True
功效作用查询,2026搜索,助手头部1k,322,96,0.0104,0.0104,False,查询物品或活动的功效与作用,99.69,查询物品或活动的功效与作用,98.96,True
功效作用查询,2026搜索,助手语音头部1k,322,104,0.0031,0.0096,False,查询物品或活动的功效与作用,99.69,查询物品或活动的功效与作用,100.0,True
功效作用查询,2026搜索,助手语音1k,322,60,0.0031,0.0167,False,查询物品或活动的功效与作用,99.69,查询物品或活动的功效与作用,100.0,True
功效作用查询,2026搜索随机1w,助手头部1k,174,96,0.0172,0.0313,False,查询物品或活动的功效与作用,97.7,查询物品或活动的功效与作用,98.96,True
功效作用查询,2026搜索随机1w,助手语音头部1k,174,104,0.023,0.0288,False,查询物品或活动的功效与作用,97.7,查询物品或活动的功效与作用,100.0,True
功效作用查询,2026搜索随机1w,助手语音1k,174,60,0.023,0.0443,False,查询物品或活动的功效与作用,97.7,查询物品或活动的功效与作用,100.0,True
功效作用查询,助手头部1k,助手语音头部1k,96,104,0.0104,0.0104,False,查询物品或活动的功效与作用,98.96,查询物品或活动的功效与作用,100.0,True
功效作用查询,助手头部1k,助手语音1k,96,60,0.0104,0.0167,False,查询物品或活动的功效与作用,98.96,查询物品或活动的功效与作用,100.0,True
功效作用查询,助手语音头部1k,助手语音1k,104,60,0.0,0.0,False,查询物品或活动的功效与作用,100.0,查询物品或活动的功效与作用,100.0,True
查询物品功效与作用,2025搜索,2025搜索随机1w,416,67,0.0,0.0,False,查询物品或活动的功效与作用,100.0,查询物品或活动的功效与作用,100.0,True
查询物品功效与作用,2025搜索,2026搜索,416,499,0.0,0.0,False,查询物品或活动的功效与作用,100.0,查询物品或活动的功效与作用,100.0,True
查询物品功效与作用,2025搜索,2026搜索随机1w,416,43,0.0,0.0,False,查询物品或活动的功效与作用,100.0,查询物品或活动的功效与作用,100.0,True
查询物品功效与作用,2025搜索随机1w,2026搜索,67,499,0.0,0.0,False,查询物品或活动的功效与作用,100.0,查询物品或活动的功效与作用,100.0,True
查询物品功效与作用,2025搜索随机1w,2026搜索随机1w,67,43,0.0,0.0,False,查询物品或活动的功效与作用,100.0,查询物品或活动的功效与作用,100.0,True
查询物品功效与作用,2026搜索,2026搜索随机1w,499,43,0.0,0.0,False,查询物品或活动的功效与作用,100.0,查询物品或活动的功效与作用,100.0,True
功效与作用查询,2025搜索,2025搜索随机1w,349,35,0.0029,0.0286,False,查询物品或活动的功效与作用,99.71,查询物品或活动的功效与作用,100.0,True
功效与作用查询,2025搜索,2026搜索,349,392,0.0029,0.0029,False,查询物品或活动的功效与作用,99.71,查询物品或活动的功效与作用,100.0,True
功效与作用查询,2025搜索随机1w,2026搜索,35,392,0.0,0.0,False,查询物品或活动的功效与作用,100.0,查询物品或活动的功效与作用,100.0,True
食物热量与健康影响查询,2025搜索,2025搜索随机1w,267,518,0.3208,0.1134,True,查询物品或活动的功效与作用,73.78,查询物品或活动的功效与作用,42.28,True
食物热量与健康影响查询,2025搜索,2026搜索,267,289,0.042,0.0881,False,查询物品或活动的功效与作用,73.78,查询物品或活动的功效与作用,70.93,True
食物热量与健康影响查询,2025搜索,2026搜索随机1w,267,551,0.359,0.1118,True,查询物品或活动的功效与作用,73.78,查询物品或活动的功效与作用,39.56,True
食物热量与健康影响查询,2025搜索,助手随机1k,267,53,0.4387,0.1901,True,查询物品或活动的功效与作用,73.78,查询物品或活动的功效与作用,35.85,True
食物热量与健康影响查询,2025搜索,助手语音头部1k,267,41,0.5161,0.1973,True,查询物品或活动的功效与作用,73.78,判断特定情境下能否吃、用或做,46.34,False
食物热量与健康影响查询,2025搜索,助手语音1k,267,82,0.3361,0.1476,True,查询物品或活动的功效与作用,73.78,查询物品或活动的功效与作用,46.34,True
食物热量与健康影响查询,2025搜索随机1w,2026搜索,518,289,0.3033,0.1077,True,查询物品或活动的功效与作用,42.28,查询物品或活动的功效与作用,70.93,True
食物热量与健康影响查询,2025搜索随机1w,2026搜索随机1w,518,551,0.0958,0.0933,True,查询物品或活动的功效与作用,42.28,查询物品或活动的功效与作用,39.56,True
食物热量与健康影响查询,2025搜索随机1w,助手随机1k,518,53,0.1968,0.223,False,查询物品或活动的功效与作用,42.28,查询物品或活动的功效与作用,35.85,True
食物热量与健康影响查询,2025搜索随机1w,助手语音头部1k,518,41,0.3221,0.2496,True,查询物品或活动的功效与作用,42.28,判断特定情境下能否吃、用或做,46.34,False
食物热量与健康影响查询,2025搜索随机1w,助手语音1k,518,82,0.1085,0.1715,False,查询物品或活动的功效与作用,42.28,查询物品或活动的功效与作用,46.34,True
食物热量与健康影响查询,2026搜索,2026搜索随机1w,289,551,0.346,0.107,True,查询物品或活动的功效与作用,70.93,查询物品或活动的功效与作用,39.56,True
食物热量与健康影响查询,2026搜索,助手随机1k,289,53,0.4311,0.1896,True,查询物品或活动的功效与作用,70.93,查询物品或活动的功效与作用,35.85,True
食物热量与健康影响查询,2026搜索,助手语音头部1k,289,41,0.5129,0.1858,True,查询物品或活动的功效与作用,70.93,判断特定情境下能否吃、用或做,46.34,False
食物热量与健康影响查询,2026搜索,助手语音1k,289,82,0.3285,0.1449,True,查询物品或活动的功效与作用,70.93,查询物品或活动的功效与作用,46.34,True
食物热量与健康影响查询,2026搜索随机1w,助手随机1k,551,53,0.1817,0.2191,False,查询物品或活动的功效与作用,39.56,查询物品或活动的功效与作用,35.85,True
食物热量与健康影响查询,2026搜索随机1w,助手语音头部1k,551,41,0.2794,0.2415,True,查询物品或活动的功效与作用,39.56,判断特定情境下能否吃、用或做,46.34,False
食物热量与健康影响查询,2026搜索随机1w,助手语音1k,551,82,0.099,0.1758,False,查询物品或活动的功效与作用,39.56,查询物品或活动的功效与作用,46.34,True
食物热量与健康影响查询,助手随机1k,助手语音头部1k,53,41,0.3046,0.3167,False,查询物品或活动的功效与作用,35.85,判断特定情境下能否吃、用或做,46.34,False
食物热量与健康影响查询,助手随机1k,助手语音1k,53,82,0.1944,0.2846,False,查询物品或活动的功效与作用,35.85,查询物品或活动的功效与作用,46.34,True
食物热量与健康影响查询,助手语音头部1k,助手语音1k,41,82,0.2561,0.2683,False,判断特定情境下能否吃、用或做,46.34,查询物品或活动的功效与作用,46.34,False
疾病症状表现查询,2025搜索,2025搜索随机1w,144,67,0.0448,0.0378,True,查询疾病或医学术语的定义、病因与症状,99.31,查询疾病或医学术语的定义、病因与症状,95.52,True
疾病症状表现查询,2025搜索,2026搜索,144,147,0.0136,0.0208,False,查询疾病或医学术语的定义、病因与症状,99.31,查询疾病或医学术语的定义、病因与症状,98.64,True
疾病症状表现查询,2025搜索,2026搜索随机1w,144,53,0.0377,0.0377,False,查询疾病或医学术语的定义、病因与症状,99.31,查询疾病或医学术语的定义、病因与症状,96.23,True
疾病症状表现查询,2025搜索随机1w,2026搜索,67,147,0.038,0.0383,False,查询疾病或医学术语的定义、病因与症状,95.52,查询疾病或医学术语的定义、病因与症状,98.64,True
疾病症状表现查询,2025搜索随机1w,2026搜索随机1w,67,53,0.0149,0.0746,False,查询疾病或医学术语的定义、病因与症状,95.52,查询疾病或医学术语的定义、病因与症状,96.23,True
疾病症状表现查询,2026搜索,2026搜索随机1w,147,53,0.0309,0.0319,False,查询疾病或医学术语的定义、病因与症状,98.64,查询疾病或医学术语的定义、病因与症状,96.23,True
身体不适快速缓解方法查询,2025搜索,2025搜索随机1w,188,372,0.2201,0.1114,True,求治疗方案与用药推荐,77.66,求治疗方案与用药推荐,55.65,True
身体不适快速缓解方法查询,2025搜索,2026搜索,188,173,0.0336,0.1035,False,求治疗方案与用药推荐,77.66,求治疗方案与用药推荐,79.77,True
身体不适快速缓解方法查询,2025搜索,2026搜索随机1w,188,339,0.2268,0.1148,True,求治疗方案与用药推荐,77.66,求治疗方案与用药推荐,55.46,True
身体不适快速缓解方法查询,2025搜索随机1w,2026搜索,372,173,0.2416,0.1222,True,求治疗方案与用药推荐,55.65,求治疗方案与用药推荐,79.77,True
身体不适快速缓解方法查询,2025搜索随机1w,2026搜索随机1w,372,339,0.0697,0.1058,False,求治疗方案与用药推荐,55.65,求治疗方案与用药推荐,55.46,True
身体不适快速缓解方法查询,2026搜索,2026搜索随机1w,173,339,0.2459,0.1255,True,求治疗方案与用药推荐,79.77,求治疗方案与用药推荐,55.46,True
查询疾病治疗方法,2025搜索,2025搜索随机1w,344,140,0.1183,0.0638,True,求治疗方案与用药推荐,95.93,求治疗方案与用药推荐,86.43,True
查询疾病治疗方法,2025搜索,2026搜索,344,327,0.0171,0.0367,False,求治疗方案与用药推荐,95.93,求治疗方案与用药推荐,94.5,True
查询疾病治疗方法,2025搜索,2026搜索随机1w,344,112,0.0633,0.0515,True,求治疗方案与用药推荐,95.93,求治疗方案与用药推荐,90.18,True
查询疾病治疗方法,2025搜索,助手头部1k,344,35,0.1051,0.0828,True,求治疗方案与用药推荐,95.93,求治疗方案与用药推荐,85.71,True
查询疾病治疗方法,2025搜索随机1w,2026搜索,140,327,0.1082,0.0634,True,求治疗方案与用药推荐,86.43,求治疗方案与用药推荐,94.5,True
查询疾病治疗方法,2025搜索随机1w,2026搜索随机1w,140,112,0.0911,0.0965,False,求治疗方案与用药推荐,86.43,求治疗方案与用药推荐,90.18,True
查询疾病治疗方法,2025搜索随机1w,助手头部1k,140,35,0.0857,0.1429,False,求治疗方案与用药推荐,86.43,求治疗方案与用药推荐,85.71,True
查询疾病治疗方法,2026搜索,2026搜索随机1w,327,112,0.0493,0.0613,False,求治疗方案与用药推荐,94.5,求治疗方案与用药推荐,90.18,True
查询疾病治疗方法,2026搜索,助手头部1k,327,35,0.0909,0.096,False,求治疗方案与用药推荐,94.5,求治疗方案与用药推荐,85.71,True
查询疾病治疗方法,2026搜索随机1w,助手头部1k,112,35,0.0625,0.1288,False,求治疗方案与用药推荐,90.18,求治疗方案与用药推荐,85.71,True
疾病症状查询,2025搜索,2025搜索随机1w,253,37,0.1925,0.1274,True,查询疾病或医学术语的定义、病因与症状,93.28,查询疾病或医学术语的定义、病因与症状,75.68,True
疾病症状查询,2025搜索,2026搜索,253,250,0.0153,0.0472,False,查询疾病或医学术语的定义、病因与症状,93.28,查询疾病或医学术语的定义、病因与症状,94.8,True
疾病症状查询,2025搜索随机1w,2026搜索,37,250,0.2032,0.1233,True,查询疾病或医学术语的定义、病因与症状,75.68,查询疾病或医学术语的定义、病因与症状,94.8,True
查询穴位与身体部位位置图,2025搜索,2025搜索随机1w,137,79,0.1583,0.1715,False,查询疾病或医学术语的定义、病因与症状,59.12,查询疾病或医学术语的定义、病因与症状,54.43,True
查询穴位与身体部位位置图,2025搜索,2026搜索,137,183,0.0973,0.1173,False,查询疾病或医学术语的定义、病因与症状,59.12,查询疾病或医学术语的定义、病因与症状,68.85,True
查询穴位与身体部位位置图,2025搜索,2026搜索随机1w,137,72,0.1478,0.1771,False,查询疾病或医学术语的定义、病因与症状,59.12,查询疾病或医学术语的定义、病因与症状,58.33,True
查询穴位与身体部位位置图,2025搜索随机1w,2026搜索,79,183,0.1767,0.1459,True,查询疾病或医学术语的定义、病因与症状,54.43,查询疾病或医学术语的定义、病因与症状,68.85,True
查询穴位与身体部位位置图,2025搜索随机1w,2026搜索随机1w,79,72,0.1248,0.2089,False,查询疾病或医学术语的定义、病因与症状,54.43,查询疾病或医学术语的定义、病因与症状,58.33,True
查询穴位与身体部位位置图,2026搜索,2026搜索随机1w,183,72,0.1735,0.1615,True,查询疾病或医学术语的定义、病因与症状,68.85,查询疾病或医学术语的定义、病因与症状,58.33,True
口腔不适原因与解决方法查询,2025搜索,2025搜索随机1w,65,86,0.1594,0.1456,True,描述自身症状求归因或鉴别,92.31,描述自身症状求归因或鉴别,77.91,True
口腔不适原因与解决方法查询,2025搜索,2026搜索,65,72,0.0774,0.1141,False,描述自身症状求归因或鉴别,92.31,描述自身症状求归因或鉴别,84.72,True
口腔不适原因与解决方法查询,2025搜索,2026搜索随机1w,65,79,0.141,0.1314,True,描述自身症状求归因或鉴别,92.31,描述自身症状求归因或鉴别,78.48,True
口腔不适原因与解决方法查询,2025搜索随机1w,2026搜索,86,72,0.082,0.1537,False,描述自身症状求归因或鉴别,77.91,描述自身症状求归因或鉴别,84.72,True
口腔不适原因与解决方法查询,2025搜索随机1w,2026搜索随机1w,86,79,0.0434,0.1684,False,描述自身症状求归因或鉴别,77.91,描述自身症状求归因或鉴别,78.48,True
口腔不适原因与解决方法查询,2026搜索,2026搜索随机1w,72,79,0.0636,0.145,False,描述自身症状求归因或鉴别,84.72,描述自身症状求归因或鉴别,78.48,True
中药方剂配方剂量查询,2025搜索,2025搜索随机1w,140,179,0.273,0.1578,True,查询物品或活动的功效与作用,74.29,查询物品或活动的功效与作用,49.72,True
中药方剂配方剂量查询,2025搜索,2026搜索,140,180,0.0722,0.1193,False,查询物品或活动的功效与作用,74.29,查询物品或活动的功效与作用,78.89,True
中药方剂配方剂量查询,2025搜索,2026搜索随机1w,140,247,0.242,0.143,True,查询物品或活动的功效与作用,74.29,查询物品或活动的功效与作用,54.25,True
中药方剂配方剂量查询,2025搜索随机1w,2026搜索,179,180,0.3302,0.1413,True,查询物品或活动的功效与作用,49.72,查询物品或活动的功效与作用,78.89,True
中药方剂配方剂量查询,2025搜索随机1w,2026搜索随机1w,179,247,0.1137,0.1535,False,查询物品或活动的功效与作用,49.72,查询物品或活动的功效与作用,54.25,True
中药方剂配方剂量查询,2026搜索,2026搜索随机1w,180,247,0.2806,0.126,True,查询物品或活动的功效与作用,78.89,查询物品或活动的功效与作用,54.25,True
症状原因查询,2025搜索,2025搜索随机1w,728,711,0.1778,0.0479,True,描述自身症状求归因或鉴别,71.98,描述自身症状求归因或鉴别,87.2,True
症状原因查询,2025搜索,2026搜索,728,667,0.0226,0.0533,False,描述自身症状求归因或鉴别,71.98,描述自身症状求归因或鉴别,69.72,True
症状原因查询,2025搜索,2026搜索随机1w,728,625,0.1906,0.05,True,描述自身症状求归因或鉴别,71.98,描述自身症状求归因或鉴别,87.52,True
症状原因查询,2025搜索,助手随机1k,728,32,0.0244,0.1835,False,描述自身症状求归因或鉴别,71.98,描述自身症状求归因或鉴别,71.88,True
症状原因查询,2025搜索,助手语音1k,728,48,0.1969,0.1443,True,描述自身症状求归因或鉴别,71.98,描述自身症状求归因或鉴别,89.58,True
症状原因查询,2025搜索随机1w,2026搜索,711,667,0.1944,0.0491,True,描述自身症状求归因或鉴别,87.2,描述自身症状求归因或鉴别,69.72,True
症状原因查询,2025搜索随机1w,2026搜索随机1w,711,625,0.0231,0.0412,False,描述自身症状求归因或鉴别,87.2,描述自身症状求归因或鉴别,87.52,True
症状原因查询,2025搜索随机1w,助手随机1k,711,32,0.1772,0.1403,True,描述自身症状求归因或鉴别,87.2,描述自身症状求归因或鉴别,71.88,True
症状原因查询,2025搜索随机1w,助手语音1k,711,48,0.0418,0.1072,False,描述自身症状求归因或鉴别,87.2,描述自身症状求归因或鉴别,89.58,True
症状原因查询,2026搜索,2026搜索随机1w,667,625,0.2064,0.05,True,描述自身症状求归因或鉴别,69.72,描述自身症状求归因或鉴别,87.52,True
症状原因查询,2026搜索,助手随机1k,667,32,0.0394,0.1734,False,描述自身症状求归因或鉴别,69.72,描述自身症状求归因或鉴别,71.88,True
症状原因查询,2026搜索,助手语音1k,667,48,0.2195,0.1512,True,描述自身症状求归因或鉴别,69.72,描述自身症状求归因或鉴别,89.58,True
症状原因查询,2026搜索随机1w,助手随机1k,625,32,0.174,0.1332,True,描述自身症状求归因或鉴别,87.52,描述自身症状求归因或鉴别,71.88,True
症状原因查询,2026搜索随机1w,助手语音1k,625,48,0.0448,0.106,False,描述自身症状求归因或鉴别,87.52,描述自身症状求归因或鉴别,89.58,True
症状原因查询,助手随机1k,助手语音1k,32,48,0.1979,0.1771,True,描述自身症状求归因或鉴别,71.88,描述自身症状求归因或鉴别,89.58,True
查询药品及药物成分信息,2025搜索,2025搜索随机1w,645,150,0.129,0.0724,True,查询物品或活动的功效与作用,88.53,查询物品或活动的功效与作用,77.33,True
查询药品及药物成分信息,2025搜索,2026搜索,645,405,0.0386,0.0452,False,查询物品或活动的功效与作用,88.53,查询物品或活动的功效与作用,84.94,True
查询药品及药物成分信息,2025搜索,2026搜索随机1w,645,157,0.1635,0.0705,True,查询物品或活动的功效与作用,88.53,查询物品或活动的功效与作用,73.89,True
