层级,a,b,n_a,n_b,秩相关rho,前5重合个数,首位是否相同,TVD,TVD低,TVD高,同源噪声上界,超出噪声,CramersV
自上而下 L1 意图,助手随机1k,助手语音1k,998,1000,0.9588,4,False,0.1719,0.145,0.2201,0.1163,True,0.2152
自上而下 L1 意图,助手语音头部1k,助手语音1k,1067,1000,0.746,4,True,0.4396,0.4044,0.4766,0.1013,True,0.4731
自上而下 L2 子意图,2025搜索,2025搜索随机1w,9998,10000,0.7183,2,True,0.4338,0.4249,0.4478,0.0592,True,0.4911
自上而下 L2 子意图,2025搜索,2026搜索,9998,9998,0.9723,4,True,0.094,0.0924,0.1156,0.0524,True,0.124
自上而下 L2 子意图,2025搜索,2026搜索随机1w,9998,10000,0.6961,1,True,0.4513,0.4407,0.4626,0.057,True,0.511
自上而下 L2 子意图,2025搜索,助手头部1k,9998,958,0.8445,4,True,0.2395,0.2247,0.2828,0.1587,True,0.2491
自上而下 L2 子意图,2025搜索,助手随机1k,9998,998,0.5164,2,True,0.4938,0.4746,0.5319,0.1784,True,0.431
自上而下 L2 子意图,2025搜索,助手语音头部1k,9998,1067,0.7293,3,False,0.4694,0.4493,0.5011,0.1164,True,0.3443
自上而下 L2 子意图,2025搜索,助手语音1k,9998,1000,0.6074,2,True,0.3826,0.3614,0.4186,0.17,True,0.3693
自上而下 L2 子意图,2025搜索随机1w,2026搜索,10000,9998,0.702,3,True,0.4404,0.4303,0.4529,0.0558,True,0.4984
自上而下 L2 子意图,2025搜索随机1w,2026搜索随机1w,10000,10000,0.9868,4,True,0.0521,0.0519,0.0742,0.0586,False,0.072
自上而下 L2 子意图,2025搜索随机1w,助手头部1k,10000,958,0.7585,2,True,0.4041,0.3843,0.4362,0.1588,True,0.2818
自上而下 L2 子意图,2025搜索随机1w,助手随机1k,10000,998,0.8712,3,True,0.1484,0.1477,0.1966,0.1804,False,0.1287
自上而下 L2 子意图,2025搜索随机1w,助手语音头部1k,10000,1067,0.7441,2,False,0.6223,0.5989,0.651,0.1201,True,0.5008
自上而下 L2 子意图,2025搜索随机1w,助手语音1k,10000,1000,0.8402,3,True,0.2014,0.1923,0.2481,0.172,True,0.1427
自上而下 L2 子意图,2026搜索,2026搜索随机1w,9998,10000,0.6797,2,True,0.4574,0.446,0.4685,0.057,True,0.5168
自上而下 L2 子意图,2026搜索,助手头部1k,9998,958,0.8198,3,True,0.3023,0.2838,0.3426,0.167,True,0.2706
自上而下 L2 子意图,2026搜索,助手随机1k,9998,998,0.5144,2,True,0.4989,0.4746,0.5332,0.1764,True,0.4199
自上而下 L2 子意图,2026搜索,助手语音头部1k,9998,1067,0.7602,2,False,0.5306,0.5068,0.5645,0.1201,True,0.4197
自上而下 L2 子意图,2026搜索,助手语音1k,9998,1000,0.5993,3,True,0.3831,0.3649,0.4205,0.1681,True,0.3597
自上而下 L2 子意图,2026搜索随机1w,助手头部1k,10000,958,0.7477,1,True,0.4138,0.391,0.4436,0.1629,True,0.2885
自上而下 L2 子意图,2026搜索随机1w,助手随机1k,10000,998,0.879,2,True,0.1421,0.1405,0.1941,0.1825,False,0.1285
自上而下 L2 子意图,2026搜索随机1w,助手语音头部1k,10000,1067,0.7452,2,False,0.6252,0.6038,0.6483,0.1201,True,0.5089
自上而下 L2 子意图,2026搜索随机1w,助手语音1k,10000,1000,0.8469,4,True,0.1919,0.1845,0.237,0.172,True,0.136
自上而下 L2 子意图,助手头部1k,助手随机1k,958,998,0.6207,2,True,0.427,0.4067,0.4792,0.1805,True,0.4955
自上而下 L2 子意图,助手头部1k,助手语音头部1k,958,1067,0.7696,4,False,0.4032,0.3719,0.45,0.1629,True,0.4838
自上而下 L2 子意图,助手头部1k,助手语音1k,958,1000,0.6267,2,True,0.3521,0.3344,0.4063,0.1781,True,0.4577
自上而下 L2 子意图,助手随机1k,助手语音头部1k,998,1067,0.6272,2,False,0.6396,0.6104,0.6761,0.1804,True,0.684
自上而下 L2 子意图,助手随机1k,助手语音1k,998,1000,0.783,2,True,0.2244,0.2173,0.2902,0.1865,True,0.2811
自上而下 L2 子意图,助手语音头部1k,助手语音1k,1067,1000,0.6783,3,False,0.5369,0.5095,0.576,0.1661,True,0.6112
自下而上 家族,2025搜索,2025搜索随机1w,9998,10000,-0.0664,1,False,0.428,0.4173,0.4419,0.0538,True,0.4928
自下而上 家族,2025搜索,2026搜索,9998,9998,0.9651,4,True,0.0862,0.0799,0.1051,0.0542,True,0.1103
自下而上 家族,2025搜索,2026搜索随机1w,9998,10000,-0.171,1,False,0.4561,0.4437,0.468,0.0547,True,0.52
自下而上 家族,2025搜索,助手头部1k,9998,958,0.5246,2,False,0.3206,0.2983,0.3598,0.1628,True,0.2337
自下而上 家族,2025搜索,助手随机1k,9998,998,-0.1937,0,False,0.5042,0.4829,0.5322,0.1583,True,0.4107
自下而上 家族,2025搜索,助手语音头部1k,9998,1067,0.322,2,False,0.5412,0.5213,0.5672,0.1295,True,0.3687
自下而上 家族,2025搜索,助手语音1k,9998,1000,0.0166,0,False,0.4388,0.4184,0.4728,0.164,True,0.3882
自下而上 家族,2025搜索随机1w,2026搜索,10000,9998,-0.0337,1,False,0.4172,0.4058,0.4318,0.0548,True,0.4912
自下而上 家族,2025搜索随机1w,2026搜索随机1w,10000,10000,0.975,4,True,0.0572,0.0519,0.078,0.0552,False,0.0673
自下而上 家族,2025搜索随机1w,助手头部1k,10000,958,0.3396,1,False,0.3812,0.3621,0.4201,0.1628,True,0.302
自下而上 家族,2025搜索随机1w,助手随机1k,10000,998,0.8859,3,False,0.1809,0.1645,0.2223,0.1583,True,0.1243
自下而上 家族,2025搜索随机1w,助手语音头部1k,10000,1067,0.2279,0,False,0.6358,0.6108,0.6677,0.1314,True,0.5531
自下而上 家族,2025搜索随机1w,助手语音1k,10000,1000,0.772,2,False,0.1965,0.1832,0.2385,0.1621,True,0.1533
自下而上 家族,2026搜索,2026搜索随机1w,9998,10000,-0.1314,1,False,0.4404,0.4304,0.4537,0.0544,True,0.5151
自下而上 家族,2026搜索,助手头部1k,9998,958,0.4803,2,False,0.3419,0.3245,0.3787,0.165,True,0.2499
自下而上 家族,2026搜索,助手随机1k,9998,998,-0.1458,0,False,0.4893,0.4692,0.5174,0.1584,True,0.3929
自下而上 家族,2026搜索,助手语音头部1k,9998,1067,0.2678,1,False,0.5877,0.5666,0.6147,0.1351,True,0.4315
自下而上 家族,2026搜索,助手语音1k,9998,1000,0.0799,0,False,0.4175,0.4032,0.4578,0.16,True,0.3673
自下而上 家族,2026搜索随机1w,助手头部1k,10000,958,0.2824,2,False,0.3913,0.3708,0.4293,0.1649,True,0.319
自下而上 家族,2026搜索随机1w,助手随机1k,10000,998,0.8984,3,False,0.1647,0.1535,0.207,0.1604,False,0.1138
自下而上 家族,2026搜索随机1w,助手语音头部1k,10000,1067,0.2559,0,False,0.6385,0.6176,0.6692,0.1276,True,0.5673
自下而上 家族,2026搜索随机1w,助手语音1k,10000,1000,0.7888,3,False,0.1771,0.1655,0.2175,0.164,True,0.1445
自下而上 家族,助手头部1k,助手随机1k,958,998,0.2884,1,False,0.4322,0.4053,0.4767,0.1671,True,0.4991
自下而上 家族,助手头部1k,助手语音头部1k,958,1067,0.5418,2,True,0.4329,0.4082,0.4794,0.1691,True,0.4931
自下而上 家族,助手头部1k,助手语音1k,958,1000,0.379,2,False,0.3808,0.3594,0.4368,0.1691,True,0.4565
自下而上 家族,助手随机1k,助手语音头部1k,998,1067,0.2456,0,False,0.6529,0.6269,0.6879,0.1604,True,0.6927
自下而上 家族,助手随机1k,助手语音1k,998,1000,0.8205,3,False,0.2024,0.1903,0.2634,0.1684,True,0.2567
自下而上 家族,助手语音头部1k,助手语音1k,1067,1000,0.4599,1,False,0.5816,0.553,0.6206,0.16,True,0.6271
自下而上 叶,2025搜索,2025搜索随机1w,9998,10000,-0.0453,1,False,0.4338,0.4239,0.4471,0.056,True,0.5007
自下而上 叶,2025搜索,2026搜索,9998,9998,0.9611,5,True,0.0868,0.0852,0.1073,0.0568,True,0.1111
自下而上 叶,2025搜索,2026搜索随机1w,9998,10000,-0.1234,1,False,0.4626,0.4517,0.4745,0.055,True,0.5293
自下而上 叶,2025搜索,助手头部1k,9998,958,0.4475,2,False,0.3316,0.3175,0.3696,0.1754,True,0.2491
自下而上 叶,2025搜索,助手随机1k,9998,998,-0.1228,0,False,0.5139,0.4897,0.541,0.1623,True,0.4147
自下而上 叶,2025搜索,助手语音头部1k,9998,1067,0.3523,2,False,0.5412,0.5223,0.5647,0.1351,True,0.3687
自下而上 叶,2025搜索,助手语音1k,9998,1000,0.0712,0,False,0.4435,0.4207,0.4777,0.166,True,0.3895
自下而上 叶,2025搜索随机1w,2026搜索,10000,9998,-0.0385,1,False,0.4276,0.4184,0.4429,0.056,True,0.5026
自下而上 叶,2025搜索随机1w,2026搜索随机1w,10000,10000,0.9834,4,True,0.0586,0.0548,0.0782,0.056,False,0.0691
自下而上 叶,2025搜索随机1w,助手头部1k,10000,958,0.4106,1,False,0.3818,0.3657,0.4207,0.1713,True,0.3038
自下而上 叶,2025搜索随机1w,助手随机1k,10000,998,0.9045,3,False,0.1832,0.1702,0.2254,0.1623,True,0.1258
自下而上 叶,2025搜索随机1w,助手语音头部1k,10000,1067,0.406,0,False,0.6358,0.6141,0.6649,0.1333,True,0.5534
自下而上 叶,2025搜索随机1w,助手语音1k,10000,1000,0.823,2,False,0.1976,0.1899,0.2438,0.1641,True,0.1551
自下而上 叶,2026搜索,2026搜索随机1w,9998,10000,-0.1154,1,False,0.4515,0.4419,0.4657,0.056,True,0.5281
自下而上 叶,2026搜索,助手头部1k,9998,958,0.3788,2,False,0.3578,0.3427,0.3964,0.1733,True,0.2677
自下而上 叶,2026搜索,助手随机1k,9998,998,-0.0973,0,False,0.5036,0.4819,0.5338,0.1623,True,0.3981
自下而上 叶,2026搜索,助手语音头部1k,9998,1067,0.3092,2,False,0.5877,0.5663,0.6122,0.1352,True,0.4316
自下而上 叶,2026搜索,助手语音1k,9998,1000,0.1062,0,False,0.4268,0.4047,0.4633,0.1621,True,0.3692
自下而上 叶,2026搜索随机1w,助手头部1k,10000,958,0.3816,2,False,0.3915,0.3678,0.4262,0.1712,True,0.3218
自下而上 叶,2026搜索随机1w,助手随机1k,10000,998,0.9064,3,False,0.1684,0.1569,0.2094,0.1643,False,0.1168
自下而上 叶,2026搜索随机1w,助手语音头部1k,10000,1067,0.411,0,False,0.6385,0.613,0.6671,0.1351,True,0.5676
自下而上 叶,2026搜索随机1w,助手语音1k,10000,1000,0.8289,3,False,0.1791,0.1702,0.225,0.164,True,0.1467
自下而上 叶,助手头部1k,助手随机1k,958,998,0.4107,1,False,0.4322,0.4072,0.4765,0.1775,True,0.5001
自下而上 叶,助手头部1k,助手语音头部1k,958,1067,0.6034,2,True,0.4329,0.4132,0.4844,0.1691,True,0.496
自下而上 叶,助手头部1k,助手语音1k,958,1000,0.467,2,False,0.3825,0.3646,0.4358,0.1754,True,0.4613
自下而上 叶,助手随机1k,助手语音头部1k,998,1067,0.4064,0,False,0.6545,0.6287,0.6942,0.1624,True,0.6956
自下而上 叶,助手随机1k,助手语音1k,998,1000,0.8524,3,False,0.2134,0.2012,0.2753,0.174,True,0.2683
自下而上 叶,助手语音头部1k,助手语音1k,1067,1000,0.5675,1,False,0.5816,0.5518,0.6154,0.164,True,0.6275
