key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
TXN_ISSUE__5,TXN_ISSUE__5,237,39997,0.593,14,3937,0.356,-0.237,-0.401,0.014,False,两界面都有,,,,5.58
RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,461,39997,1.153,37,3937,0.94,-0.213,-0.492,0.154,False,两界面都有,,,,7.43
DEBT_DISTRESS__1,DEBT_DISTRESS__1,129,39997,0.323,5,3937,0.127,-0.196,-0.29,-0.018,True,两界面都有,,,,3.73
ENTITY_IDENTITY_CHECK__1,ENTITY_IDENTITY_CHECK__1,258,39997,0.645,18,3937,0.457,-0.188,-0.375,0.087,False,两界面都有,,,,6.52
CONCEPT_EXPLAIN__1,CONCEPT_EXPLAIN__1,236,39997,0.59,17,3937,0.432,-0.158,-0.339,0.11,False,两界面都有,,,,6.72
ENTITY_VERIFY__2,ENTITY_VERIFY__2,219,39997,0.548,16,3937,0.406,-0.141,-0.315,0.121,False,两界面都有,,,,6.81
RESOLVE_BARE_ENTITY__2,RESOLVE_BARE_ENTITY__2,482,39997,1.205,42,3937,1.067,-0.138,-0.437,0.248,False,两界面都有,,,,8.02
HOWTO_OPERATE__3,HOWTO_OPERATE__3,196,39997,0.49,15,3937,0.381,-0.109,-0.276,0.146,False,两界面都有,,,,7.11
NEWS_EVENT__3,NEWS_EVENT__3,96,39997,0.24,7,3937,0.178,-0.062,-0.168,0.131,False,两界面都有,,,,6.8
HOWTO_OPERATE__1,HOWTO_OPERATE__1,334,39997,0.835,31,3937,0.787,-0.048,-0.298,0.291,False,两界面都有,,,,8.49
NEWS_EVENT__2,NEWS_EVENT__2,160,39997,0.4,14,3937,0.356,-0.044,-0.203,0.203,False,两界面都有,,,,8.05
STATUS_DECODE__1,STATUS_DECODE__1,48,39997,0.12,4,3937,0.102,-0.018,-0.092,0.144,False,两界面都有,,,,7.69
CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,1099,39997,2.748,108,3937,2.743,-0.005,-0.499,0.575,False,两界面都有,,,,8.95
OTHER_INTENT__1,OTHER_INTENT__1,275,39997,0.688,27,3937,0.686,-0.002,-0.232,0.318,False,两界面都有,,,,8.94
TXN_ISSUE__1,TXN_ISSUE__1,203,39997,0.508,20,3937,0.508,0.0,-0.193,0.283,False,两界面都有,,,,8.97
TXN_ISSUE__2,TXN_ISSUE__2,81,39997,0.203,8,3937,0.203,0.001,-0.111,0.202,False,两界面都有,,,,8.99
RESOLVE_BARE_ENTITY__4,RESOLVE_BARE_ENTITY__4,159,39997,0.398,17,3937,0.432,0.034,-0.141,0.299,False,两界面都有,,,,9.66
TXN_ISSUE__4,TXN_ISSUE__4,137,39997,0.343,15,3937,0.381,0.038,-0.124,0.291,False,两界面都有,,,,9.87
SEEK_CREDIT_WORKAROUND__1,SEEK_CREDIT_WORKAROUND__1,23,39997,0.058,4,3937,0.102,0.044,-0.024,0.205,False,两界面都有,,,,14.81
CONTACT_BRANCH_LOOKUP__5,CONTACT_BRANCH_LOOKUP__5,172,39997,0.43,19,3937,0.483,0.053,-0.134,0.329,False,两界面都有,,,,9.95
RESOLVE_BARE_ENTITY__6,RESOLVE_BARE_ENTITY__6,261,39997,0.653,28,3937,0.711,0.059,-0.176,0.382,False,两界面都有,,,,9.69
RESOLVE_BARE_ENTITY__1,RESOLVE_BARE_ENTITY__1,238,39997,0.595,30,3937,0.762,0.167,-0.074,0.498,False,两界面都有,,,,11.19
FX_CONVERT__1,FX_CONVERT__1,1721,39997,4.303,178,3937,4.521,0.218,-0.421,0.94,False,两界面都有,,,,9.37
INVEST_ADVICE__3,INVEST_ADVICE__3,132,39997,0.33,23,3937,0.584,0.254,0.05,0.55,True,两界面都有,,,,14.84
OTHER_INTENT__5,OTHER_INTENT__5,215,39997,0.538,33,3937,0.838,0.301,0.048,0.644,True,两界面都有,,,,13.31
FX_CONVERT__2,FX_CONVERT__2,1192,39997,2.98,130,3937,3.302,0.322,-0.22,0.948,False,两界面都有,,,,9.83
VERDICT_QUESTION__1,VERDICT_QUESTION__1,671,39997,1.678,79,3937,2.007,0.329,-0.086,0.831,False,两界面都有,,,,10.53
NEWS_EVENT__4,NEWS_EVENT__4,60,39997,0.15,19,3937,0.483,0.333,0.154,0.605,True,两界面都有,,,,24.05
HOWTO_OPERATE__5,HOWTO_OPERATE__5,314,39997,0.785,44,3937,1.118,0.333,0.034,0.721,True,两界面都有,,,,12.29
TXN_ISSUE__3,TXN_ISSUE__3,330,39997,0.825,50,3937,1.27,0.445,0.126,0.854,True,两界面都有,,,,13.16
RESOLVE_BARE_ENTITY__3,RESOLVE_BARE_ENTITY__3,421,39997,1.053,59,3937,1.499,0.446,0.095,0.886,True,两界面都有,,,,12.29
RATE_CALC__1,RATE_CALC__1,1087,39997,2.718,125,3937,3.175,0.457,-0.072,1.072,False,两界面都有,,,,10.31
CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,1193,39997,2.983,136,3937,3.454,0.472,-0.082,1.11,False,两界面都有,,,,10.23
MARKET_MOVEMENT_EXPLAIN__1,MARKET_MOVEMENT_EXPLAIN__1,167,39997,0.418,38,3937,0.965,0.548,0.278,0.909,True,两界面都有,,,,18.54
COMPARISON_DECISION__1,COMPARISON_DECISION__1,242,39997,0.605,46,3937,1.168,0.563,0.261,0.956,True,两界面都有,,,,15.97
NEWS_EVENT__1,NEWS_EVENT__1,352,39997,0.88,57,3937,1.448,0.568,0.225,1.0,True,两界面都有,,,,13.94
OTHER_INTENT__3,OTHER_INTENT__3,358,39997,0.895,63,3937,1.6,0.705,0.344,1.156,True,两界面都有,,,,14.96
NEWS_EVENT__5,NEWS_EVENT__5,165,39997,0.413,44,3937,1.118,0.705,0.413,1.089,True,两界面都有,,,,21.05
OTHER_INTENT__2,OTHER_INTENT__2,211,39997,0.528,52,3937,1.321,0.793,0.472,1.206,True,两界面都有,,,,19.77
INVEST_ADVICE__4,INVEST_ADVICE__4,46,39997,0.115,36,3937,0.914,0.799,0.543,1.149,True,两界面都有,,,,43.9
OTHER_INTENT__4,OTHER_INTENT__4,387,39997,0.968,76,3937,1.93,0.963,0.565,1.45,True,两界面都有,,,,16.41
QUOTE_LOOKUP__2,QUOTE_LOOKUP__2,8456,39997,21.142,885,3937,22.479,1.337,-0.001,2.726,False,两界面都有,,,,9.47
INVEST_ADVICE__1,INVEST_ADVICE__1,238,39997,0.595,87,3937,2.21,1.615,1.192,2.128,True,两界面都有,,,,26.77
QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,2993,39997,7.483,364,3937,9.246,1.763,0.858,2.741,True,两界面都有,,,,10.84
INVEST_ADVICE__2,INVEST_ADVICE__2,302,39997,0.755,135,3937,3.429,2.674,2.142,3.295,True,两界面都有,,,,30.89
