key,类目,全语料条数,2025搜索_n,2025搜索_置信度均值,2025搜索_意图歧义%,2025搜索_聚类歧义%,2025搜索随机1w_n,2025搜索随机1w_置信度均值,2025搜索随机1w_意图歧义%,2025搜索随机1w_聚类歧义%,2026搜索_n,2026搜索_置信度均值,2026搜索_意图歧义%,2026搜索_聚类歧义%,2026搜索随机1w_n,2026搜索随机1w_置信度均值,2026搜索随机1w_意图歧义%,2026搜索随机1w_聚类歧义%,助手头部1k_n,助手头部1k_置信度均值,助手头部1k_意图歧义%,助手头部1k_聚类歧义%,助手随机1k_n,助手随机1k_置信度均值,助手随机1k_意图歧义%,助手随机1k_聚类歧义%,助手语音头部1k_n,助手语音头部1k_置信度均值,助手语音头部1k_意图歧义%,助手语音头部1k_聚类歧义%,助手语音1k_n,助手语音1k_置信度均值,助手语音1k_意图歧义%,助手语音1k_聚类歧义%,置信度最低快照,置信度极差,全语料置信度均值
20,查询交强险保费、赔偿与投保规定,122,16,0.6453,0.0,0.0,59,0.6199,5.08,0.0,6,0.6664,0.0,0.0,36,0.5714,2.78,8.33,0,,,,1,0.8428,0.0,0.0,0,,,,4,0.7839,0.0,0.0,2026搜索随机1w,0.0485,0.6184
15,查询借款平台正规性,345,98,0.7022,2.04,4.08,95,0.5864,6.32,7.37,37,0.6443,0.0,2.7,92,0.5549,3.26,7.61,13,0.6059,0.0,0.0,4,0.7118,0.0,25.0,1,0.7119,0.0,100.0,5,0.5229,0.0,20.0,2026搜索随机1w,0.1473,0.6187
43,支付方式使用与设置查询,366,38,0.7328,2.63,13.16,161,0.6113,3.73,9.94,14,0.7536,7.14,21.43,123,0.6087,2.44,8.94,3,0.689,0.0,0.0,11,0.5889,0.0,9.09,2,0.9098,0.0,0.0,14,0.6005,7.14,35.71,2026搜索随机1w,0.1241,0.6297
66,金融行情数据查询,481,17,0.5719,5.88,11.76,136,0.6179,2.94,13.97,10,0.7125,0.0,10.0,216,0.6557,6.02,7.41,7,0.6251,0.0,0.0,56,0.579,7.14,10.71,7,0.6918,14.29,14.29,32,0.5897,6.25,6.25,助手随机1k,0.0767,0.63
71,查询价格与金额,503,28,0.6944,0.0,10.71,187,0.6506,2.14,11.23,18,0.5931,11.11,11.11,205,0.6051,2.93,17.07,13,0.6629,0.0,7.69,28,0.6344,0.0,7.14,4,0.7018,0.0,0.0,20,0.5987,0.0,10.0,助手语音1k,0.0957,0.6302
47,查询办理信用卡业务,561,75,0.7851,0.0,2.67,237,0.6043,4.22,4.64,29,0.8423,0.0,0.0,189,0.6354,4.76,5.29,0,,,,12,0.5817,0.0,0.0,5,0.9444,0.0,0.0,14,0.4921,7.14,0.0,2025搜索随机1w,0.238,0.651
31,查询财经门户与市场行情,1464,429,0.7189,2.8,12.82,262,0.5663,5.73,23.66,364,0.7112,3.57,12.91,324,0.5825,4.63,27.16,27,0.677,7.41,11.11,18,0.536,0.0,50.0,30,0.6588,3.33,10.0,10,0.5629,0.0,20.0,2025搜索随机1w,0.1526,0.6542
48,银行卡业务查询与办理指导,1069,92,0.7057,2.17,3.26,502,0.6558,1.2,6.57,24,0.7322,4.17,4.17,371,0.6475,2.7,5.93,7,0.6966,0.0,14.29,23,0.6003,0.0,17.39,2,0.6985,0.0,0.0,48,0.6063,4.17,8.33,助手随机1k,0.1319,0.6559
12,金融业务操作与问题处理方法查询,805,44,0.7682,2.27,6.82,385,0.6695,2.6,7.79,22,0.6766,0.0,9.09,288,0.6505,3.12,8.33,8,0.6357,0.0,0.0,26,0.6698,3.85,11.54,0,,,,32,0.7249,0.0,9.38,2026搜索随机1w,0.1177,0.6701
7,基金净值查询,578,26,0.7226,0.0,11.54,146,0.6538,1.37,5.48,84,0.8006,2.38,7.14,291,0.6517,3.44,5.5,2,0.448,0.0,0.0,12,0.4909,16.67,16.67,6,0.7,0.0,0.0,11,0.4799,27.27,0.0,2026搜索随机1w,0.1489,0.6703
32,证券股票信息查询,479,105,0.7839,1.9,2.86,102,0.5886,3.92,6.86,122,0.7905,1.64,3.28,110,0.5424,3.64,6.36,2,0.6615,0.0,0.0,7,0.4907,0.0,28.57,23,0.8206,0.0,0.0,8,0.4952,0.0,0.0,2026搜索随机1w,0.2782,0.6807
70,查询定期存款利率,350,33,0.7451,0.0,6.06,128,0.6655,1.56,9.38,16,0.8827,0.0,6.25,136,0.6574,0.0,13.97,4,0.824,0.0,0.0,14,0.6933,7.14,7.14,1,0.2742,0.0,0.0,18,0.6603,0.0,5.56,2026搜索随机1w,0.0877,0.6813
53,中国银行服务信息查询,407,49,0.6619,4.08,8.16,150,0.6913,3.33,2.67,35,0.6611,2.86,8.57,131,0.7055,0.76,3.82,5,0.8411,0.0,0.0,10,0.5602,10.0,20.0,8,0.712,12.5,12.5,19,0.5501,5.26,0.0,2026搜索,0.0444,0.6822
36,人民币及货币信息查询,425,112,0.7543,1.79,5.36,115,0.5923,3.48,7.83,52,0.8001,0.0,3.85,107,0.6487,2.8,3.74,8,0.7076,0.0,12.5,7,0.5196,0.0,14.29,3,0.809,0.0,0.0,21,0.7358,4.76,0.0,2025搜索随机1w,0.2078,0.6842
49,银行信息查询,1941,207,0.7429,0.97,12.56,793,0.6819,3.03,18.79,106,0.7784,0.0,14.15,667,0.6653,3.45,20.24,53,0.6253,7.55,28.3,38,0.6283,0.0,23.68,29,0.7662,0.0,10.34,48,0.5993,0.0,18.75,助手语音1k,0.1791,0.6846
16,查询人寿保险相关业务信息,209,42,0.7404,0.0,0.0,68,0.6362,1.47,5.88,17,0.7968,0.0,0.0,67,0.6718,0.0,5.97,2,0.5593,50.0,50.0,2,0.5995,0.0,0.0,5,0.8307,0.0,0.0,6,0.7117,0.0,16.67,2025搜索随机1w,0.1042,0.6874
44,支付宝相关操作查询,778,73,0.7501,0.0,6.85,342,0.6805,2.92,1.75,35,0.6917,0.0,8.57,271,0.7015,1.48,4.06,8,0.5767,12.5,0.0,8,0.5762,0.0,12.5,8,0.6723,0.0,12.5,33,0.6781,3.03,12.12,助手语音1k,0.072,0.6925
50,农业银行及农村信用社服务信息查询,632,51,0.6965,0.0,3.92,276,0.6967,2.17,5.8,21,0.7928,0.0,0.0,210,0.7255,2.38,5.71,29,0.5112,6.9,3.45,14,0.6164,0.0,7.14,10,0.8059,0.0,0.0,21,0.7099,0.0,19.05,助手头部1k,0.2816,0.7013
52,下载安装金融类App,544,181,0.756,2.76,1.1,139,0.6303,1.44,3.6,77,0.8203,1.3,0.0,105,0.6509,4.76,7.62,21,0.7837,0.0,9.52,14,0.6076,7.14,14.29,2,0.3277,0.0,0.0,5,0.7905,0.0,0.0,2025搜索随机1w,0.19,0.7087
72,金融代码查询,445,57,0.8335,0.0,24.56,133,0.661,8.27,13.53,76,0.8514,0.0,9.21,144,0.6479,4.17,19.44,3,0.3987,0.0,33.33,10,0.5449,0.0,30.0,14,0.8373,0.0,7.14,8,0.5636,12.5,37.5,2026搜索随机1w,0.2035,0.7108
2,证券代码信息查询#2,116,11,0.6926,0.0,0.0,23,0.7626,0.0,4.35,48,0.73,0.0,0.0,25,0.6632,4.0,4.0,1,0.6735,0.0,0.0,2,0.7694,0.0,0.0,6,0.7799,0.0,16.67,0,,,,2026搜索随机1w,0.0994,0.7213
64,查询金融业务数值与代码,296,16,0.8212,0.0,31.25,100,0.7847,2.0,20.0,8,0.8106,0.0,37.5,123,0.7061,1.63,18.7,4,0.7846,0.0,0.0,29,0.6889,0.0,6.9,1,0.9285,0.0,0.0,15,0.6745,0.0,20.0,助手随机1k,0.0958,0.7402
67,贷款月供计算,222,7,0.8584,0.0,0.0,101,0.7974,0.99,11.88,1,0.5162,0.0,0.0,78,0.7184,2.56,15.38,3,0.7511,0.0,0.0,19,0.7337,0.0,10.53,1,0.5162,0.0,0.0,12,0.6436,0.0,8.33,2026搜索随机1w,0.079,0.7546
54,建设银行网点与服务查询,345,27,0.7851,0.0,11.11,158,0.7545,1.27,1.9,16,0.8039,0.0,6.25,116,0.7696,0.0,4.31,3,0.8856,0.0,0.0,5,0.5143,20.0,20.0,8,0.8095,0.0,12.5,12,0.7135,0.0,0.0,2025搜索随机1w,0.0306,0.7618
28,股指行情查询,566,152,0.8283,0.66,3.29,56,0.6161,5.36,14.29,194,0.846,0.0,2.58,78,0.6851,3.85,11.54,37,0.8786,0.0,2.7,8,0.5428,12.5,25.0,35,0.8115,0.0,2.86,6,0.509,0.0,0.0,2025搜索随机1w,0.2625,0.7885
21,保险公司电话查询,272,82,0.87,0.0,9.76,71,0.6992,1.41,7.04,43,0.8863,0.0,9.3,46,0.7201,0.0,10.87,11,0.6955,18.18,0.0,6,0.6532,0.0,0.0,11,0.8873,0.0,0.0,2,0.6007,0.0,0.0,2025搜索随机1w,0.1871,0.7895
45,查询股份公司及股票信息,808,261,0.8751,0.38,0.38,70,0.6173,7.14,7.14,282,0.8634,0.35,0.35,118,0.6292,1.69,5.93,26,0.8459,0.0,3.85,14,0.52,14.29,7.14,29,0.9118,0.0,0.0,8,0.6166,0.0,25.0,2025搜索随机1w,0.2945,0.8044
65,计算存贷款利息,720,72,0.78,4.17,13.89,294,0.8394,0.68,10.88,21,0.8133,4.76,23.81,276,0.8087,1.09,13.77,6,0.7218,0.0,16.67,25,0.7261,0.0,24.0,8,0.6173,12.5,0.0,18,0.8667,0.0,0.0,助手随机1k,0.1133,0.8142
68,利率查询与计算,341,88,0.8661,1.14,3.41,138,0.8406,1.45,8.7,26,0.7935,3.85,11.54,79,0.7406,1.27,7.59,2,0.5463,0.0,0.0,4,0.7256,0.0,50.0,2,0.6346,0.0,0.0,2,0.9259,0.0,0.0,2026搜索随机1w,0.1255,0.8166
11,查询金融术语含义,820,129,0.8546,0.78,3.88,261,0.8067,1.15,6.51,67,0.8797,0.0,2.99,311,0.833,0.96,4.5,9,0.5849,11.11,0.0,20,0.6914,0.0,5.0,1,0.9547,0.0,0.0,22,0.742,0.0,13.64,助手随机1k,0.1883,0.8234
27,查询市场行情,835,201,0.8704,0.5,7.46,93,0.7535,0.0,20.43,246,0.8892,0.41,6.5,143,0.7951,0.7,20.98,62,0.9072,1.61,6.45,0,,,,59,0.9225,0.0,6.78,31,0.7582,0.0,16.13,2025搜索随机1w,0.169,0.8523
60,市场价格行情查询,458,135,0.9071,0.74,5.93,57,0.7604,0.0,15.79,145,0.8838,1.38,4.83,73,0.772,2.74,10.96,20,0.9058,0.0,5.0,9,0.583,0.0,11.11,15,0.9067,0.0,13.33,4,0.7664,0.0,0.0,2025搜索随机1w,0.1467,0.8523
34,查询美元兑日元汇率,248,60,0.8708,0.0,3.33,43,0.7968,0.0,6.98,64,0.9294,0.0,4.69,54,0.808,0.0,5.56,6,0.9509,0.0,16.67,1,0.7138,0.0,0.0,11,0.8488,0.0,9.09,9,0.9233,0.0,0.0,2025搜索随机1w,0.1326,0.8617
29,蚂蚁庄园今日答案查询,281,121,0.9004,0.0,0.0,25,0.7849,0.0,0.0,53,0.9066,0.0,0.0,28,0.7919,0.0,0.0,32,0.9539,0.0,0.0,2,0.8588,0.0,0.0,8,0.8296,0.0,0.0,12,0.5881,0.0,0.0,2025搜索随机1w,0.169,0.8709
6,查询股票代码与指数信息,420,130,0.9409,0.0,4.62,48,0.6808,4.17,25.0,163,0.9263,0.61,4.29,45,0.737,2.22,20.0,5,0.6692,0.0,0.0,5,0.6352,0.0,20.0,19,0.935,0.0,0.0,5,0.6035,0.0,0.0,2025搜索随机1w,0.2601,0.8725
63,查询价格走势图,512,123,0.9564,0.0,1.63,50,0.7313,2.0,14.0,169,0.9699,0.0,2.96,92,0.8038,0.0,7.61,23,0.8681,0.0,4.35,29,0.6629,0.0,10.34,18,0.9105,0.0,0.0,8,0.5651,0.0,0.0,助手随机1k,0.307,0.8831
1,查询300开头股票代码与行情,616,238,0.9321,0.0,4.2,47,0.6541,0.0,8.51,242,0.9304,0.0,3.31,62,0.7077,3.23,20.97,4,0.7338,0.0,25.0,2,0.6267,0.0,0.0,16,0.9388,0.0,12.5,5,0.6525,0.0,40.0,2025搜索随机1w,0.278,0.8832
62,查询金价,455,150,0.9269,0.0,7.33,38,0.786,2.63,21.05,148,0.9271,0.68,5.41,45,0.7508,6.67,6.67,34,0.8851,2.94,8.82,7,0.5601,0.0,14.29,24,0.9173,4.17,0.0,9,0.8552,0.0,0.0,2026搜索随机1w,0.1763,0.8871
58,查询黄金价格,857,239,0.9305,0.0,13.39,60,0.7331,3.33,13.33,341,0.9399,0.0,10.85,99,0.74,4.04,17.17,48,0.8779,0.0,12.5,11,0.6968,0.0,27.27,46,0.9545,0.0,10.87,13,0.8022,0.0,30.77,2025搜索随机1w,0.2214,0.8918
26,查询个股股票行情与股吧讨论,456,147,0.935,0.0,3.4,24,0.8129,0.0,4.17,190,0.9324,0.0,1.05,49,0.7924,2.04,6.12,17,0.9503,0.0,5.88,8,0.6169,12.5,25.0,15,0.9603,0.0,0.0,6,0.6478,16.67,16.67,2026搜索随机1w,0.1426,0.9042
3,查询电话号码归属,308,118,0.9185,0.85,0.85,35,0.8299,0.0,17.14,106,0.9145,0.94,3.77,35,0.938,0.0,0.0,7,0.7576,0.0,0.0,3,0.7535,0.0,0.0,0,,,,4,0.9834,0.0,0.0,2025搜索随机1w,0.1081,0.9048
25,查询股票信息,5023,1763,0.9401,0.0,1.76,250,0.7208,2.4,17.2,2258,0.9389,0.04,2.17,354,0.7558,1.69,22.03,126,0.9291,0.0,5.56,20,0.7387,0.0,25.0,204,0.9458,0.0,2.94,48,0.8191,0.0,12.5,2025搜索随机1w,0.225,0.9137
23,科技类股票信息查询,711,226,0.9577,0.0,0.44,31,0.7451,3.23,3.23,329,0.9455,0.0,1.22,62,0.7208,1.61,4.84,21,0.9398,0.0,0.0,7,0.7302,0.0,0.0,28,0.8871,3.57,0.0,7,0.7288,0.0,0.0,2026搜索随机1w,0.2369,0.9143
55,银行客服电话查询,641,247,0.9521,0.0,2.43,110,0.8931,0.91,8.18,129,0.9339,0.0,3.1,107,0.8817,1.87,8.41,5,0.9779,0.0,0.0,8,0.5942,0.0,0.0,20,0.9664,0.0,0.0,15,0.9657,0.0,0.0,2026搜索随机1w,0.0847,0.9231
73,证券代码信息查询#73,159,63,0.9681,0.0,0.0,11,0.7943,0.0,0.0,62,0.9553,0.0,0.0,13,0.7469,0.0,0.0,1,0.9631,0.0,0.0,0,,,,8,0.9078,0.0,0.0,1,0.5374,0.0,0.0,2026搜索,0.0128,0.9272
24,证券股吧查询,2079,820,0.9325,0.0,5.49,67,0.9083,0.0,11.94,1083,0.9353,0.0,7.85,90,0.8759,1.11,6.67,0,,,,1,0.8565,0.0,0.0,10,0.9455,0.0,0.0,8,0.8781,0.0,12.5,2026搜索随机1w,0.0594,0.9305
0,股票代码查询,1717,684,0.9622,0.0,12.43,92,0.7862,0.0,20.65,726,0.9538,0.28,12.12,132,0.7817,1.52,15.91,0,,,,4,0.5668,25.0,0.0,72,0.9642,0.0,16.67,7,0.8094,0.0,14.29,2026搜索随机1w,0.1825,0.9339
35,货币兑换金额换算查询,1249,325,0.9674,0.0,5.85,331,0.9066,0.0,6.95,163,0.9743,0.0,11.66,309,0.9147,0.0,7.44,24,0.9252,0.0,8.33,10,0.7819,0.0,30.0,13,0.9885,0.0,7.69,74,0.9291,0.0,6.76,2025搜索随机1w,0.0677,0.9348
46,查询股份股票及股吧信息,615,201,0.9545,0.0,1.0,28,0.8988,0.0,3.57,319,0.9524,0.0,2.82,38,0.8157,0.0,5.26,7,0.9844,0.0,0.0,2,0.6149,0.0,0.0,20,0.94,0.0,0.0,0,,,,2026搜索随机1w,0.1388,0.9411
33,查询人民币兑外币汇率,1227,453,0.9668,0.0,12.8,140,0.8672,1.43,23.57,375,0.9723,0.0,13.07,144,0.8796,0.69,18.06,44,0.9715,0.0,20.45,10,0.747,0.0,30.0,39,0.9638,0.0,23.08,22,0.9334,0.0,9.09,2025搜索随机1w,0.1051,0.9446
39,货币兑换查询,257,99,0.9682,0.0,0.0,18,0.8022,0.0,5.56,86,0.97,0.0,0.0,31,0.9014,0.0,12.9,8,0.9766,0.0,0.0,0,,,,9,0.9277,0.0,0.0,6,0.8836,0.0,0.0,2026搜索随机1w,0.0686,0.946
59,实时行情查询,528,167,0.9615,0.0,5.99,31,0.8683,3.23,19.35,243,0.9666,0.0,4.94,54,0.8909,0.0,3.7,16,0.9813,0.0,6.25,2,0.9718,0.0,50.0,15,0.9352,0.0,6.67,0,,,,2025搜索随机1w,0.0983,0.9511
