层级,快照,n,类目数,前1条数,前1行占比%,前1流量占比%,前3条数,前3行占比%,前3流量占比%,前5条数,前5行占比%,前5流量占比%,前10条数,前10行占比%,前10流量占比%,流量有效n,单行最大流量%,前10之外类数,前10之外条数,前10之外行占比%,前10之外流量占比%,第10名条数,并列类数,并列需选,边界并列,前10流量占比%低,前10流量占比%高,前10流量摆动pp
自上而下 L2 子意图,2026搜索,9999,56,3891,38.91389138913891,43.69546286457165,6536,65.36653665366536,77.56537389819879,8277,82.77827782778277,89.02533627725154,8964,89.64896489648964,94.39921061535863,111.49569487879073,7.394607615282178,46,1035,10.351035103510355,5.600789384641374,98,2,1,True,94.39423658174132,94.39921061535863,0.004974033617301643
自上而下 L2 子意图,2026搜索随机1w,10000,58,990,9.9,38.813855483605714,2136,21.36,42.3661219035872,3141,31.41,56.799259944495816,5081,50.81,63.15551444136087,37.154520855053775,12.774180285743652,48,4919,49.19,36.84448555863913,323,1,1,False,63.15551444136087,63.15551444136087,0.0
自上而下 L2 子意图,助手头部1k,950,54,293,30.842105263157894,26.773468033330875,511,53.78947368421053,57.7808912813706,574,60.421052631578945,63.793230587714774,681,71.6842105263158,74.15443797163434,110.59195557095354,7.1706855443305555,44,269,28.315789473684205,25.845562028365663,17,4,1,True,73.98053240911436,74.60917336479609,0.6286409556817318
自上而下 L2 子意图,助手随机1k,987,57,86,8.713272543059777,10.10362694300518,229,23.2016210739615,23.83419689119171,336,34.04255319148936,34.4559585492228,538,54.50861195542046,55.78583765112262,535.5287539936103,1.468048359240069,47,449,45.49138804457954,44.21416234887738,35,2,1,True,54.92227979274611,55.78583765112262,0.8635578583765096
自上而下 L2 子意图,助手语音头部1k,1000,39,454,45.4,38.60418633057576,700,70.0,75.21514629948365,793,79.3,83.11032147021264,879,87.9,89.90616845261229,160.63977436873606,5.024707123424574,29,121,12.099999999999994,10.093831547387708,11,2,1,True,89.90616845261229,90.92776636499914,1.0215979123868522
自上而下 L2 子意图,助手语音1k,1000,56,97,9.7,9.7,231,23.1,23.1,317,31.7,31.7,514,51.4,51.4,999.9999999999998,0.1,46,486,48.6,48.6,35,1,1,False,51.4,51.4,0.0
自下而上 家族,2025搜索,9998,46,1910,19.10382076415283,17.446417430306738,3958,39.587917583516706,34.82260560909162,5281,52.82056411282257,43.28162004046094,6863,68.64372874574914,63.53740536051962,149.26216729929288,6.185490785007241,36,3135,31.356271254250856,36.46259463948038,226,1,1,False,63.53740536051962,63.53740536051962,0.0
自下而上 家族,2025搜索随机1w,10000,46,1053,10.53,4.108319102220054,2156,21.56,9.146133203220298,3158,31.58,13.015369602342034,5131,51.31,42.10539155891681,44.37211655073141,13.666747987313979,36,4869,48.69,57.89460844108319,341,1,1,False,42.10539155891681,42.10539155891681,0.0
自下而上 家族,2026搜索,9999,46,2448,24.482448244824482,26.552180687002146,4791,47.914791479147915,34.90689609381432,5836,58.365836583658364,48.16562320557379,7471,74.71747174717471,66.55583687702638,111.49569487879073,7.394607615282178,36,2528,25.282528252825287,33.44416312297362,282,1,1,False,66.55583687702638,66.55583687702638,0.0
自下而上 家族,2026搜索随机1w,10000,46,905,9.05,3.151403021893309,2277,22.77,10.90759584746634,3172,31.72,21.89536437455032,4985,49.85,60.13362113269606,37.154520855053775,12.774180285743652,36,5015,50.15,39.86637886730394,311,1,1,False,60.13362113269606,60.13362113269606,0.0
自下而上 家族,助手头部1k,950,44,143,15.052631578947368,8.709411793623875,315,33.1578947368421,27.565567927635623,440,46.31578947368421,38.74222648280609,615,64.73684210526316,67.70149693975372,110.59195557095354,7.1706855443305555,34,335,35.263157894736835,32.298503060246276,27,1,1,False,67.70149693975372,67.70149693975372,0.0
自下而上 家族,助手随机1k,987,46,207,20.972644376899694,21.157167530224527,326,33.029381965552176,31.865284974093264,425,43.059777102330294,41.7098445595855,569,57.64944275582573,56.044905008635574,535.5287539936103,1.468048359240069,36,418,42.35055724417427,43.955094991364426,28,2,2,False,56.044905008635574,56.044905008635574,0.0
自下而上 家族,助手语音头部1k,1000,44,219,21.9,17.01182610626839,425,42.5,38.12114818721892,543,54.3,48.11504080839487,721,72.1,74.79873410693465,160.63977436873606,5.024707123424574,34,279,27.900000000000006,25.201265893065354,29,1,1,False,74.79873410693465,74.79873410693465,0.0
自下而上 家族,助手语音1k,1000,44,102,10.2,10.2,262,26.2,26.2,367,36.7,36.7,560,56.0,56.0,999.9999999999998,0.1,34,440,44.0,44.0,32,2,1,True,56.0,56.0,0.0
自下而上 叶,2025搜索,9998,62,1763,17.63352670534107,16.36515897157669,3267,32.676535307061414,22.50495128587534,4149,41.49829965993199,37.11974507770842,5459,54.60092018403681,49.46864399926902,149.26216729929288,6.185490785007241,52,4539,45.39907981596319,50.53135600073098,238,1,1,False,49.46864399926902,49.46864399926902,0.0
自下而上 叶,2025搜索随机1w,10000,62,793,7.93,3.0763600878262984,1838,18.38,7.721395462307878,2754,27.54,11.197853134910952,4396,43.96,18.12393266650402,44.37211655073141,13.666747987313979,52,5604,56.04,81.87606733349598,290,1,1,False,18.12393266650402,18.12393266650402,0.0
自下而上 叶,2026搜索,9999,62,2258,22.58225822582258,24.737823919026404,4067,40.674067406740676,31.24074882515988,4806,48.064806480648066,39.968920549357236,6323,63.23632363236324,59.89965300150351,111.49569487879073,7.394607615282178,52,3676,36.76367636763676,40.10034699849649,246,1,1,False,59.89965300150351,59.89965300150351,0.0
自下而上 叶,2026搜索随机1w,10000,62,881,8.81,6.294583204851475,1952,19.52,9.6289443930517,2677,26.77,39.60530373111316,4200,42.0,50.027752081406106,37.154520855053775,12.774180285743652,52,5800,58.0,49.972247918593894,288,1,1,False,50.027752081406106,50.027752081406106,0.0
自下而上 叶,助手头部1k,950,58,126,13.263157894736842,7.84787257576875,250,26.31578947368421,23.187818007521575,351,36.94736842105263,35.67522060811642,527,55.473684210526315,61.388049062261906,110.59195557095354,7.1706855443305555,48,423,44.526315789473685,38.611950937738094,29,1,1,False,61.388049062261906,61.388049062261906,0.0
自下而上 叶,助手随机1k,987,59,207,20.972644376899694,21.157167530224523,326,33.029381965552176,32.64248704663213,394,39.918946301925025,38.6873920552677,531,53.79939209726444,51.986183074265966,535.5287539936103,1.468048359240069,49,456,46.20060790273556,48.013816925734034,25,1,1,False,51.986183074265966,51.986183074265966,0.0
自下而上 叶,助手语音头部1k,1000,58,204,20.4,15.979123868746878,335,33.5,30.30370329243241,420,42.0,41.89106657042919,581,58.1,62.728332685581044,160.63977436873606,5.024707123424574,48,419,41.9,37.271667314418956,29,2,2,False,62.728332685581044,62.728332685581044,0.0
自下而上 叶,助手语音1k,1000,59,78,7.8,7.8,200,20.0,20.0,296,29.6,29.6,466,46.6,46.6,999.9999999999998,0.1,49,534,53.4,53.4,31,1,1,False,46.6,46.6,0.0
