key,类目,定义,全语料条数,全语料占比%,2025搜索_条数,2025搜索_占比%,2025搜索_95CI低%,2025搜索_95CI高%,2025搜索_流量占比%,2025搜索随机1w_条数,2025搜索随机1w_占比%,2025搜索随机1w_95CI低%,2025搜索随机1w_95CI高%,2025搜索随机1w_流量占比%,2026搜索_条数,2026搜索_占比%,2026搜索_95CI低%,2026搜索_95CI高%,2026搜索_流量占比%,2026搜索随机1w_条数,2026搜索随机1w_占比%,2026搜索随机1w_95CI低%,2026搜索随机1w_95CI高%,2026搜索随机1w_流量占比%,助手头部1k_条数,助手头部1k_占比%,助手头部1k_95CI低%,助手头部1k_95CI高%,助手头部1k_流量占比%,助手随机1k_条数,助手随机1k_占比%,助手随机1k_95CI低%,助手随机1k_95CI高%,助手随机1k_流量占比%,助手语音头部1k_条数,助手语音头部1k_占比%,助手语音头部1k_95CI低%,助手语音头部1k_95CI高%,助手语音头部1k_流量占比%,助手语音1k_条数,助手语音1k_占比%,助手语音1k_95CI低%,助手语音1k_95CI高%,助手语音1k_流量占比%,2025搜索_均衡归属%,2025搜索_指数,2025搜索_均衡指数,2025搜索随机1w_均衡归属%,2025搜索随机1w_指数,2025搜索随机1w_均衡指数,2026搜索_均衡归属%,2026搜索_指数,2026搜索_均衡指数,2026搜索随机1w_均衡归属%,2026搜索随机1w_指数,2026搜索随机1w_均衡指数,助手头部1k_均衡归属%,助手头部1k_指数,助手头部1k_均衡指数,助手随机1k_均衡归属%,助手随机1k_指数,助手随机1k_均衡指数,助手语音头部1k_均衡归属%,助手语音头部1k_指数,助手语音头部1k_均衡指数,助手语音1k_均衡归属%,助手语音1k_指数,助手语音1k_均衡指数,出现快照数,缺席快照,独占快照,最高快照,最低快照,极差pp,最高比最低倍数,2025搜索_排名,2025搜索随机1w_排名,2026搜索_排名,2026搜索随机1w_排名,助手头部1k_排名,助手随机1k_排名,助手语音头部1k_排名,助手语音1k_排名,主导意图,主导意图占比%,盲评一致性,风险标注,user_need
58,查询黄金价格,用户希望获得黄金的实时或最新价格，尤其是每克价格、国际金价或相关行情。,857,1.951,239,2.39,2.109,2.709,5.095,60,0.6,0.466,0.771,1.12,341,3.41,3.072,3.784,6.517,99,0.99,0.814,1.204,1.018,48,5.053,3.832,6.635,6.212,11,1.114,0.623,1.985,2.418,46,4.6,3.466,6.081,8.062,13,1.3,0.761,2.211,1.3,12.29,1.2255,0.9828,3.08,0.3076,0.2467,17.53,1.7483,1.4021,5.09,0.5075,0.407,25.97,2.5902,2.0774,5.73,0.5713,0.4582,23.64,2.3582,1.8913,6.68,0.6664,0.5345,8,,,助手头部1k,2025搜索随机1w,4.453,8.42,9,45,6,38,5,26,4,27,查询可报价品种实时行情与价格,87.9,4.0,,用户希望获得黄金的实时或最新价格，尤其是每克价格、国际金价或相关行情。
8,查询贷款信息,用户获得贷款申请条件、额度、利率、还款方式、办理机构或贷款产品等具体信息后即满足。,845,1.923,78,0.78,0.626,0.973,0.779,416,4.16,3.786,4.569,1.632,29,0.29,0.202,0.416,0.197,262,2.62,2.325,2.952,0.629,12,1.263,0.724,2.195,1.996,20,2.026,1.316,3.109,1.9,8,0.8,0.406,1.571,0.688,20,2.0,1.298,3.069,2.0,5.6,0.4056,0.4477,29.84,2.1629,2.3874,2.08,0.1508,0.1664,18.8,1.3622,1.5036,9.06,0.6568,0.7249,14.54,1.0536,1.1629,5.74,0.4159,0.4591,14.35,1.0399,1.1478,8,,,2025搜索随机1w,2026搜索,3.87,14.34,34,5,42,13,23,13,30,18,对“是不是/是A还是B”给出裁决结论,25.1,4.0,True,用户获得贷款申请条件、额度、利率、还款方式、办理机构或贷款产品等具体信息后即满足。
27,查询市场行情,用户输入某一市场或标的（如股市、美股、期货、原油）后，希望获得其最新行情、历史走势或相关指数数据；系统返回对应市场或标的的行情走势信息即可满足。,835,1.901,201,2.01,1.753,2.305,4.402,93,0.93,0.76,1.138,1.356,246,2.46,2.174,2.783,5.657,143,1.43,1.215,1.682,2.783,62,6.526,5.124,8.279,11.612,0,0.0,0.0,0.388,0.0,59,5.9,4.601,7.536,7.901,31,3.1,2.192,4.367,3.1,8.99,1.0578,0.7194,4.16,0.4893,0.3328,11.0,1.2945,0.8804,6.4,0.7524,0.5117,29.19,3.4339,2.3353,0.0,0.0,0.0,26.39,3.1043,2.1112,13.87,1.6311,1.1093,7,助手随机1k,,助手头部1k,助手随机1k,6.526,inf,13,38,10,24,2,60,3,10,查询可报价品种实时行情与价格,87.1,4.0,,用户输入某一市场或标的（如股市、美股、期货、原油）后，希望获得其最新行情、历史走势或相关指数数据；系统返回对应市场或标的的行情走势信息即可满足。
11,查询金融术语含义,用户提交一个金融、股票或保险类术语、简称或表述（如“带资入股”“股票做t”“转股溢价率”），希望得知其具体含义；获得清晰准确的解释后即满足。,820,1.866,129,1.29,1.087,1.531,0.601,261,2.61,2.315,2.941,1.53,67,0.67,0.528,0.85,0.219,311,3.11,2.787,3.469,1.799,9,0.947,0.499,1.791,0.527,20,2.026,1.316,3.109,1.727,1,0.1,0.018,0.564,0.05,22,2.2,1.457,3.309,2.2,9.96,0.6913,0.7968,20.15,1.3984,1.6119,5.17,0.359,0.4138,24.01,1.6663,1.9206,7.31,0.5076,0.5851,15.64,1.0857,1.2514,0.77,0.0536,0.0618,16.98,1.1787,1.3586,8,,,2026搜索随机1w,助手语音头部1k,3.01,31.1,23,13,30,7,26,13,51,12,解释金融术语与交易/业务规则,87.7,4.0,,用户提交一个金融、股票或保险类术语、简称或表述（如“带资入股”“股票做t”“转股溢价率”），希望得知其具体含义；获得清晰准确的解释后即满足。
45,查询股份公司及股票信息,用户输入股份公司名称、股票短语或相关问句后，获得相应公司的股票代码、行情、公告、业务进展或财务等可核验信息。,808,1.839,261,2.611,2.316,2.942,1.686,70,0.7,0.554,0.883,1.781,282,2.82,2.513,3.163,1.682,118,1.18,0.986,1.411,0.878,26,2.737,1.874,3.98,1.765,14,1.418,0.847,2.367,1.209,29,2.9,2.027,4.134,2.715,8,0.8,0.406,1.571,0.8,17.21,1.4194,1.377,4.62,0.3806,0.3692,18.6,1.5335,1.4877,7.78,0.6416,0.6224,18.05,1.4881,1.4437,9.35,0.7713,0.7482,19.12,1.5768,1.5297,5.27,0.435,0.422,8,,,助手语音头部1k,2025搜索随机1w,2.2,4.14,7,41,9,31,12,20,9,37,查询可报价品种实时行情与价格,82.5,4.0,True,用户输入股份公司名称、股票短语或相关问句后，获得相应公司的股票代码、行情、公告、业务进展或财务等可核验信息。
12,金融业务操作与问题处理方法查询,用户遇到银行、证券、保险、贷款等金融业务的操作、异常或纠纷，获得针对性的操作步骤或解决途径后即满足。,805,1.832,44,0.44,0.328,0.59,0.16,385,3.85,3.49,4.245,1.422,22,0.22,0.145,0.333,0.056,288,2.88,2.57,3.226,0.894,8,0.842,0.427,1.653,0.809,26,2.634,1.804,3.832,2.332,0,0.0,0.0,0.383,0.0,32,3.2,2.276,4.482,3.2,3.13,0.2402,0.2503,27.37,2.1012,2.1896,1.56,0.1201,0.1251,20.47,1.5718,1.6379,5.99,0.4596,0.4789,18.73,1.4377,1.4982,0.0,0.0,0.0,22.75,1.7464,1.8199,7,助手语音头部1k,,2025搜索随机1w,助手语音头部1k,3.85,inf,49,6,47,10,27,9,59,8,获取银行/支付业务办理步骤与所需资料,56.6,4.0,True,用户遇到银行、证券、保险、贷款等金融业务的操作、异常或纠纷，获得针对性的操作步骤或解决途径后即满足。
44,支付宝相关操作查询,用户获得针对其支付宝账户的登录、注册、支付、转账、绑定/解绑、密码找回等具体操作问题的解决步骤或官方指引后，即为满足。,778,1.771,73,0.73,0.581,0.917,0.571,342,3.42,3.081,3.794,1.461,35,0.35,0.252,0.486,0.202,271,2.71,2.409,3.047,0.851,8,0.842,0.427,1.653,0.987,8,0.811,0.411,1.591,0.691,8,0.8,0.406,1.571,0.894,33,3.3,2.359,4.598,3.3,5.63,0.4123,0.4506,26.38,1.9313,2.1107,2.7,0.1977,0.216,20.91,1.5303,1.6725,6.5,0.4755,0.5197,6.25,0.4577,0.5002,6.17,0.4518,0.4937,25.46,1.8635,2.0366,8,,,2025搜索随机1w,2026搜索,3.07,9.77,36,7,39,12,27,34,30,7,获取银行/支付业务办理步骤与所需资料,53.5,4.0,True,用户获得针对其支付宝账户的登录、注册、支付、转账、绑定/解绑、密码找回等具体操作问题的解决步骤或官方指引后，即为满足。
65,计算存贷款利息,在给定本金、利率和期限或具体存贷款产品后，用户想知道应得或应付的利息金额是多少，或想知道不同产品之间的利息高低，得到具体计算结果或比较结论即满足。,720,1.639,72,0.72,0.572,0.906,0.32,294,2.94,2.627,3.29,1.22,21,0.21,0.137,0.321,0.063,276,2.76,2.457,3.1,0.744,6,0.632,0.29,1.371,1.015,25,2.533,1.721,3.712,2.591,8,0.8,0.406,1.571,0.494,18,1.8,1.142,2.827,1.8,5.81,0.4394,0.4648,23.72,1.794,1.8976,1.69,0.1282,0.1356,22.27,1.6841,1.7814,5.1,0.3854,0.4076,20.44,1.5456,1.6348,6.45,0.4882,0.5164,14.52,1.0984,1.1618,8,,,2025搜索随机1w,2026搜索,2.73,14.0,37,9,49,11,36,10,30,21,查询利率、费率、限额并试算利息/还款,75.3,4.0,,在给定本金、利率和期限或具体存贷款产品后，用户想知道应得或应付的利息金额是多少，或想知道不同产品之间的利息高低，得到具体计算结果或比较结论即满足。
23,科技类股票信息查询,用户输入科技类股票名称或相关问询后，获得对应股票的价格、代码、每股收益、板块归属或相关名单等具体信息即满足。,711,1.618,226,2.26,1.987,2.571,1.417,31,0.31,0.218,0.44,0.91,329,3.29,2.958,3.658,4.26,62,0.62,0.484,0.794,1.198,21,2.211,1.45,3.356,1.793,7,0.709,0.344,1.457,0.864,28,2.8,1.944,4.017,2.265,7,0.7,0.339,1.438,0.7,17.52,1.3968,1.4018,2.4,0.1916,0.1922,25.51,2.0332,2.0404,4.81,0.3831,0.3845,17.14,1.3659,1.3708,5.5,0.4382,0.4398,21.7,1.7302,1.7364,5.43,0.4325,0.4341,8,,,2026搜索,2025搜索随机1w,2.98,10.61,11,55,7,48,15,39,11,42,查询可报价品种实时行情与价格,91.8,4.0,True,用户输入科技类股票名称或相关问询后，获得对应股票的价格、代码、每股收益、板块归属或相关名单等具体信息即满足。
18,查询保险相关业务,用户获得关于保险产品、保单、投保/退保/续保、理赔规则或保险机构网点及扣费发票的具体信息或操作指引后即满足。,658,1.498,65,0.65,0.51,0.828,0.358,290,2.9,2.589,3.247,1.037,30,0.3,0.21,0.428,0.104,218,2.18,1.912,2.485,0.656,11,1.158,0.648,2.061,2.25,19,1.925,1.236,2.987,1.9,4,0.4,0.156,1.024,0.305,21,2.1,1.378,3.189,2.1,5.6,0.4341,0.4479,24.97,1.9363,1.9977,2.58,0.2003,0.2067,18.77,1.4556,1.5018,9.97,0.7731,0.7976,16.58,1.2853,1.3261,3.44,0.2671,0.2756,18.08,1.4021,1.4466,8,,,2025搜索随机1w,2026搜索,2.6,9.67,38,10,41,14,24,16,42,15,解析裸非可报价名称,21.6,4.0,True,用户获得关于保险产品、保单、投保/退保/续保、理赔规则或保险机构网点及扣费发票的具体信息或操作指引后即满足。
55,银行客服电话查询,用户查询某家银行、信用社、信用卡或贷款机构的客服电话、人工服务热线或支行电话，获得准确可拨打的号码后即满足。,641,1.459,247,2.47,2.184,2.794,2.516,110,1.1,0.914,1.324,0.451,129,1.29,1.087,1.531,0.801,107,1.07,0.886,1.291,0.613,5,0.526,0.225,1.226,0.159,8,0.811,0.411,1.591,0.691,20,2.0,1.298,3.069,1.477,15,1.5,0.911,2.46,1.5,22.94,1.6933,1.8355,10.22,0.7539,0.8173,11.98,0.8843,0.9585,9.94,0.7334,0.795,4.89,0.3607,0.391,7.53,0.5555,0.6022,18.57,1.3708,1.486,13.93,1.0281,1.1145,8,,,2025搜索,助手头部1k,1.944,4.69,8,33,21,34,38,34,14,23,查询机构联系方式、网点信息及号码归属,95.9,4.0,,用户查询某家银行、信用社、信用卡或贷款机构的客服电话、人工服务热线或支行电话，获得准确可拨打的号码后即满足。
50,农业银行及农村信用社服务信息查询,用户提出农业银行、农村商业银行或农村信用合作社相关的机构、网点、行号、营业时间或业务产品问题后，获得对应的具体信息即满足。,632,1.439,51,0.51,0.388,0.67,0.542,276,2.76,2.457,3.1,1.217,21,0.21,0.137,0.321,0.238,210,2.1,1.837,2.4,0.524,29,3.053,2.134,4.35,4.622,14,1.418,0.847,2.367,1.209,10,1.0,0.544,1.831,0.738,21,2.1,1.378,3.189,2.1,3.88,0.3546,0.3103,20.99,1.9186,1.6789,1.6,0.146,0.1278,15.97,1.4598,1.2775,23.21,2.1221,1.8569,10.79,0.986,0.8629,7.6,0.6952,0.6083,15.97,1.4598,1.2775,8,,,助手头部1k,2026搜索,2.843,14.53,44,11,49,16,10,20,26,15,查询机构联系方式、网点信息及号码归属,51.7,4.0,,用户提出农业银行、农村商业银行或农村信用合作社相关的机构、网点、行号、营业时间或业务产品问题后，获得对应的具体信息即满足。
1,查询300开头股票代码与行情,用户输入300开头的股票代码或提出相关行情、资金流向、交易条件查询后，获得对应A股创业板个股的代码、名称、行情、资金流向或交易权限条件说明即满足。,616,1.402,238,2.38,2.099,2.698,0.958,47,0.47,0.354,0.624,0.686,242,2.42,2.137,2.74,0.771,62,0.62,0.484,0.794,1.108,4,0.421,0.164,1.078,0.211,2,0.203,0.056,0.736,0.173,16,1.6,0.987,2.583,1.549,5,0.5,0.214,1.165,0.5,27.63,1.6978,2.2107,5.46,0.3352,0.4365,28.1,1.7262,2.2476,7.2,0.4422,0.5758,4.89,0.3003,0.391,2.35,0.1445,0.1882,18.57,1.1411,1.4859,5.8,0.3566,0.4643,8,,,2026搜索,助手随机1k,2.218,11.94,10,51,12,48,43,51,18,48,查询可报价品种实时行情与价格,74.4,4.0,,用户输入300开头的股票代码或提出相关行情、资金流向、交易条件查询后，获得对应A股创业板个股的代码、名称、行情、资金流向或交易权限条件说明即满足。
46,查询股份股票及股吧信息,用户查询某只名称中含“股份”的股票或对应股吧后，获得该股票的行情、股吧讨论或最新动态（如退市消息）即满足。,615,1.4,201,2.01,1.753,2.305,1.169,28,0.28,0.194,0.404,1.852,319,3.19,2.863,3.553,1.815,38,0.38,0.277,0.521,1.661,7,0.737,0.357,1.513,0.53,2,0.203,0.056,0.736,0.345,20,2.0,1.298,3.069,1.127,0,0.0,0.0,0.383,0.0,22.84,1.4362,1.8276,3.18,0.2,0.2545,36.25,2.2791,2.9002,4.32,0.2715,0.3454,8.37,0.5264,0.6698,2.3,0.1448,0.1842,22.73,1.4287,1.8181,0.0,0.0,0.0,7,助手语音1k,,2026搜索,助手语音1k,3.19,inf,13,57,8,56,32,51,14,60,查询可报价品种实时行情与价格,65.0,4.0,,用户查询某只名称中含“股份”的股票或对应股吧后，获得该股票的行情、股吧讨论或最新动态（如退市消息）即满足。
7,基金净值查询,用户输入基金名称或代码后，获得该基金的最新净值、今日净值或指定日期的净值信息。,578,1.316,26,0.26,0.178,0.381,0.1,146,1.46,1.243,1.714,1.303,84,0.84,0.679,1.039,0.22,291,2.91,2.598,3.258,1.667,2,0.211,0.058,0.764,0.092,12,1.216,0.697,2.113,1.036,6,0.6,0.275,1.303,0.311,11,1.1,0.615,1.959,1.1,3.03,0.1977,0.242,16.98,1.1098,1.3587,9.77,0.6386,0.7818,33.85,2.2119,2.7081,2.45,0.16,0.1959,14.14,0.9241,1.1314,6.98,0.4561,0.5584,12.8,0.8361,1.0237,8,,,2026搜索随机1w,助手头部1k,2.699,13.82,56,23,26,9,51,24,38,31,查询可报价品种实时行情与价格,51.0,4.0,True,用户输入基金名称或代码后，获得该基金的最新净值、今日净值或指定日期的净值信息。
28,股指行情查询,用户查询某只股票指数时，获得该指数的最新点位、涨跌行情或历史走势数据即可满足。,566,1.288,152,1.52,1.298,1.779,6.337,56,0.56,0.432,0.726,2.391,194,1.94,1.688,2.23,6.999,78,0.78,0.625,0.972,0.637,37,3.895,2.839,5.322,4.301,8,0.811,0.411,1.591,0.691,35,3.5,2.527,4.829,9.944,6,0.6,0.275,1.303,0.6,11.17,1.1801,0.8939,4.12,0.4347,0.3293,14.26,1.506,1.1408,5.73,0.6055,0.4586,28.63,3.0232,2.29,5.96,0.6292,0.4766,25.72,2.7168,2.058,4.41,0.4657,0.3528,8,,,助手头部1k,2025搜索随机1w,3.335,6.95,18,48,14,44,7,34,7,44,查询可报价品种实时行情与价格,80.9,4.0,True,用户查询某只股票指数时，获得该指数的最新点位、涨跌行情或历史走势数据即可满足。
