层级,a,b,n_a,n_b,秩相关rho,前5重合个数,首位是否相同,TVD,TVD低,TVD高,同源噪声上界,超出噪声,CramersV
自上而下 L2 子意图,2026搜索随机1w,助手头部1k,10000,950,0.3461,2,True,0.5051,0.4867,0.5387,0.1684,True,0.3428
自上而下 L2 子意图,2026搜索随机1w,助手随机1k,10000,987,0.7036,1,False,0.3057,0.2913,0.3486,0.1886,True,0.2407
自上而下 L2 子意图,2026搜索随机1w,助手语音头部1k,10000,1000,0.4821,2,True,0.6442,0.6246,0.6643,0.1221,True,0.4236
自上而下 L2 子意图,2026搜索随机1w,助手语音1k,10000,1000,0.8954,3,True,0.1399,0.1431,0.1966,0.184,False,0.1209
自上而下 L2 子意图,助手头部1k,助手随机1k,950,987,0.2659,0,False,0.6365,0.6102,0.678,0.1886,True,0.6662
自上而下 L2 子意图,助手头部1k,助手语音头部1k,950,1000,0.5594,3,True,0.314,0.2899,0.3668,0.1664,True,0.4248
自上而下 L2 子意图,助手头部1k,助手语音1k,950,1000,0.3562,1,True,0.5132,0.4928,0.5599,0.188,True,0.5536
自上而下 L2 子意图,助手随机1k,助手语音头部1k,987,1000,0.1027,0,False,0.7933,0.7724,0.8238,0.1867,True,0.8182
自上而下 L2 子意图,助手随机1k,助手语音1k,987,1000,0.7034,1,False,0.3221,0.3137,0.3824,0.2,True,0.3958
自上而下 L2 子意图,助手语音头部1k,助手语音1k,1000,1000,0.4316,1,True,0.648,0.621,0.684,0.19,True,0.6837
自下而上 家族,2025搜索,2025搜索随机1w,9998,10000,0.0463,1,False,0.536,0.5247,0.5484,0.0568,True,0.5755
自下而上 家族,2025搜索,2026搜索,9998,9999,0.9241,4,True,0.1562,0.1483,0.1718,0.0526,True,0.1974
自下而上 家族,2025搜索,2026搜索随机1w,9998,10000,0.1475,3,False,0.4816,0.471,0.4943,0.0576,True,0.5243
自下而上 家族,2025搜索,助手头部1k,9998,950,0.6788,3,True,0.2958,0.2823,0.3364,0.1663,True,0.2294
自下而上 家族,2025搜索,助手随机1k,9998,987,-0.0407,1,False,0.5865,0.5641,0.6144,0.1765,True,0.5079
自下而上 家族,2025搜索,助手语音头部1k,9998,1000,0.7683,4,True,0.2038,0.196,0.2453,0.158,True,0.1608
自下而上 家族,2025搜索,助手语音1k,9998,1000,0.0993,3,False,0.4735,0.4524,0.5003,0.1721,True,0.3736
自下而上 家族,2025搜索随机1w,2026搜索,10000,9999,-0.1364,0,False,0.6437,0.634,0.6536,0.0562,True,0.6872
自下而上 家族,2025搜索随机1w,2026搜索随机1w,10000,10000,0.92,3,True,0.1347,0.124,0.1513,0.0592,True,0.1571
自下而上 家族,2025搜索随机1w,助手头部1k,10000,950,0.1326,2,False,0.4732,0.4504,0.5062,0.1684,True,0.3741
自下而上 家族,2025搜索随机1w,助手随机1k,10000,987,0.6414,4,False,0.3255,0.3042,0.3637,0.1765,True,0.2626
自下而上 家族,2025搜索随机1w,助手语音头部1k,10000,1000,-0.0853,1,False,0.5716,0.5491,0.5974,0.1581,True,0.44
自下而上 家族,2025搜索随机1w,助手语音1k,10000,1000,0.815,2,False,0.1973,0.1823,0.2397,0.17,True,0.1476
自下而上 家族,2026搜索,2026搜索随机1w,9999,10000,0.0506,2,False,0.5847,0.5724,0.5955,0.0564,True,0.63
自下而上 家族,2026搜索,助手头部1k,9999,950,0.6444,3,True,0.3838,0.3611,0.4181,0.1705,True,0.2836
自下而上 家族,2026搜索,助手随机1k,9999,987,-0.1123,0,False,0.6777,0.657,0.7014,0.1685,True,0.5791
自下而上 家族,2026搜索,助手语音头部1k,9999,1000,0.8327,4,True,0.1924,0.1805,0.2342,0.154,True,0.168
自下而上 家族,2026搜索,助手语音1k,9999,1000,-0.0166,3,False,0.5946,0.5733,0.6194,0.172,True,0.4979
自下而上 家族,2026搜索随机1w,助手头部1k,10000,950,0.2614,3,False,0.4204,0.394,0.4554,0.1663,True,0.3088
自下而上 家族,2026搜索随机1w,助手随机1k,10000,987,0.7465,3,False,0.2702,0.2533,0.3106,0.1744,True,0.1898
自下而上 家族,2026搜索随机1w,助手语音头部1k,10000,1000,0.078,3,False,0.5133,0.487,0.5419,0.1541,True,0.3697
自下而上 家族,2026搜索随机1w,助手语音1k,10000,1000,0.8373,3,False,0.1619,0.1588,0.2099,0.176,False,0.1242
自下而上 家族,助手头部1k,助手随机1k,950,987,0.3023,2,False,0.4939,0.4719,0.5444,0.1826,True,0.5475
自下而上 家族,助手头部1k,助手语音头部1k,950,1000,0.6906,4,True,0.2363,0.2242,0.2958,0.172,True,0.3335
自下而上 家族,助手头部1k,助手语音1k,950,1000,0.2658,5,False,0.3947,0.3617,0.4362,0.1768,True,0.4578
自下而上 家族,助手随机1k,助手语音头部1k,987,1000,-0.0138,1,False,0.609,0.5852,0.6502,0.1745,True,0.6582
自下而上 家族,助手随机1k,助手语音1k,987,1000,0.6731,2,False,0.3023,0.287,0.3629,0.18,True,0.3676
自下而上 家族,助手语音头部1k,助手语音1k,1000,1000,0.1122,4,False,0.508,0.48,0.549,0.1741,True,0.5596
自下而上 叶,2025搜索,2025搜索随机1w,9998,10000,-0.138,0,False,0.5602,0.5506,0.5732,0.0654,True,0.6051
自下而上 叶,2025搜索,2026搜索,9998,9999,0.8919,5,True,0.1637,0.1555,0.1787,0.0622,True,0.2073
自下而上 叶,2025搜索,2026搜索随机1w,9998,10000,-0.015,1,False,0.5107,0.5022,0.5248,0.0648,True,0.556
自下而上 叶,2025搜索,助手头部1k,9998,950,0.5376,1,True,0.3316,0.325,0.3786,0.1917,True,0.2517
自下而上 叶,2025搜索,助手随机1k,9998,987,-0.1619,0,False,0.6159,0.594,0.6455,0.1866,True,0.5167
自下而上 叶,2025搜索,助手语音头部1k,9998,1000,0.7211,3,True,0.2347,0.2267,0.2788,0.184,True,0.1835
自下而上 叶,2025搜索,助手语音1k,9998,1000,-0.006,1,False,0.5284,0.5083,0.5602,0.2,True,0.3955
自下而上 叶,2025搜索随机1w,2026搜索,10000,9999,-0.3453,0,False,0.6681,0.6593,0.6789,0.064,True,0.7072
自下而上 叶,2025搜索随机1w,2026搜索随机1w,10000,10000,0.9093,4,False,0.1382,0.1326,0.1575,0.0672,True,0.1626
自下而上 叶,2025搜索随机1w,助手头部1k,10000,950,0.0959,2,False,0.4974,0.4768,0.53,0.1958,True,0.4041
自下而上 叶,2025搜索随机1w,助手随机1k,10000,987,0.6943,3,False,0.3316,0.3127,0.3737,0.1847,True,0.267
自下而上 叶,2025搜索随机1w,助手语音头部1k,10000,1000,-0.2283,0,False,0.6081,0.5854,0.6394,0.186,True,0.468
自下而上 叶,2025搜索随机1w,助手语音1k,10000,1000,0.7456,3,False,0.2163,0.2105,0.2635,0.204,True,0.1659
自下而上 叶,2026搜索,2026搜索随机1w,9999,10000,-0.13,1,False,0.6083,0.5987,0.6197,0.0648,True,0.65
自下而上 叶,2026搜索,助手头部1k,9999,950,0.4693,1,True,0.4028,0.3865,0.4396,0.1958,True,0.3121
自下而上 叶,2026搜索,助手随机1k,9999,987,-0.2452,0,False,0.6851,0.6636,0.7115,0.1886,True,0.5876
自下而上 叶,2026搜索,助手语音头部1k,9999,1000,0.8096,3,True,0.2081,0.2022,0.2572,0.18,True,0.1801
自下而上 叶,2026搜索,助手语音1k,9999,1000,-0.1548,1,False,0.6202,0.5992,0.6471,0.198,True,0.5223
自下而上 叶,2026搜索随机1w,助手头部1k,10000,950,0.2193,3,False,0.4458,0.421,0.4807,0.1937,True,0.3397
自下而上 叶,2026搜索随机1w,助手随机1k,10000,987,0.7722,3,True,0.2755,0.2649,0.3222,0.1866,True,0.1937
自下而上 叶,2026搜索随机1w,助手语音头部1k,10000,1000,-0.0244,1,False,0.5508,0.5287,0.5835,0.186,True,0.3955
自下而上 叶,2026搜索随机1w,助手语音1k,10000,1000,0.8133,4,True,0.1822,0.18,0.2341,0.2021,False,0.14
自下而上 叶,助手头部1k,助手随机1k,950,987,0.3049,2,False,0.5197,0.4937,0.5655,0.2,True,0.5692
自下而上 叶,助手头部1k,助手语音头部1k,950,1000,0.4962,3,True,0.2872,0.2815,0.3528,0.198,True,0.3926
自下而上 叶,助手头部1k,助手语音1k,950,1000,0.3341,3,False,0.4493,0.4231,0.4942,0.208,True,0.4995
自下而上 叶,助手随机1k,助手语音头部1k,987,1000,-0.1299,0,False,0.6286,0.6056,0.6688,0.1947,True,0.6794
自下而上 叶,助手随机1k,助手语音1k,987,1000,0.6512,2,True,0.3165,0.307,0.3791,0.202,True,0.387
自下而上 叶,助手语音头部1k,助手语音1k,1000,1000,-0.0037,1,False,0.55,0.5269,0.593,0.2,True,0.6004
