key,类目,全语料条数,2025搜索_n,2025搜索_置信度均值,2025搜索_意图歧义%,2025搜索_聚类歧义%,2025搜索随机1w_n,2025搜索随机1w_置信度均值,2025搜索随机1w_意图歧义%,2025搜索随机1w_聚类歧义%,2026搜索_n,2026搜索_置信度均值,2026搜索_意图歧义%,2026搜索_聚类歧义%,2026搜索随机1w_n,2026搜索随机1w_置信度均值,2026搜索随机1w_意图歧义%,2026搜索随机1w_聚类歧义%,助手头部1k_n,助手头部1k_置信度均值,助手头部1k_意图歧义%,助手头部1k_聚类歧义%,助手随机1k_n,助手随机1k_置信度均值,助手随机1k_意图歧义%,助手随机1k_聚类歧义%,助手语音头部1k_n,助手语音头部1k_置信度均值,助手语音头部1k_意图歧义%,助手语音头部1k_聚类歧义%,助手语音随机1k_n,助手语音随机1k_置信度均值,助手语音随机1k_意图歧义%,助手语音随机1k_聚类歧义%,置信度最低快照,置信度极差,全语料置信度均值
30,查询女性相关视频,850,173,0.6859,2.31,9.25,195,0.5144,5.13,15.38,181,0.67,3.31,7.18,233,0.525,6.01,16.74,10,0.6486,0.0,10.0,19,0.5801,5.26,21.05,18,0.5162,0.0,5.56,21,0.4653,4.76,23.81,助手语音随机1k,0.2206,0.5872
67,查询姐姐/姐妹相关影视与人物信息,270,46,0.6614,0.0,4.35,51,0.5543,7.84,11.76,76,0.6282,3.95,6.58,63,0.5023,6.35,11.11,6,0.6857,0.0,16.67,6,0.5003,0.0,0.0,15,0.7564,0.0,13.33,7,0.4981,14.29,14.29,2026搜索随机1w,0.1591,0.5927
63,奥特曼影视与角色查询,270,38,0.7442,0.0,5.26,64,0.594,1.56,3.12,37,0.7798,0.0,2.7,77,0.5223,2.6,1.3,4,0.6389,0.0,0.0,16,0.424,12.5,6.25,12,0.6789,0.0,0.0,22,0.4943,0.0,0.0,助手语音随机1k,0.2855,0.6064
7,查询应用与视频平台下载使用入口,494,104,0.5931,5.77,6.73,156,0.6372,3.21,16.03,82,0.6035,2.44,10.98,120,0.613,2.5,16.67,5,0.6531,0.0,0.0,9,0.5272,11.11,22.22,8,0.6803,0.0,0.0,10,0.5179,10.0,20.0,2025搜索,0.0441,0.6129
65,查询哔哩哔哩平台入口及相关内容,208,47,0.6288,2.13,12.77,59,0.635,0.0,8.47,36,0.6369,5.56,11.11,46,0.5813,0.0,4.35,6,0.5694,0.0,0.0,5,0.4678,0.0,0.0,6,0.5561,0.0,16.67,3,0.6614,0.0,0.0,2026搜索随机1w,0.0556,0.6143
27,动漫免费在线观看查询,1380,363,0.715,1.65,9.37,229,0.561,5.24,9.61,438,0.6652,1.83,8.68,299,0.5816,8.03,11.37,28,0.565,10.71,10.71,13,0.6023,15.38,7.69,2,0.5783,0.0,0.0,8,0.5012,0.0,25.0,2025搜索随机1w,0.154,0.6392
5,查找视频,1426,160,0.5679,3.75,11.88,478,0.6843,1.88,22.59,146,0.5396,5.48,10.27,505,0.6582,1.19,23.56,50,0.6716,2.0,24.0,19,0.6931,0.0,57.89,24,0.5572,4.17,12.5,44,0.6144,2.27,13.64,2026搜索,0.1447,0.6425
35,影视作品资源与剧情查询,804,220,0.713,1.82,23.64,133,0.5308,4.51,42.86,212,0.7389,0.47,25.0,135,0.545,5.93,39.26,31,0.6837,6.45,38.71,16,0.5112,0.0,62.5,36,0.7627,0.0,27.78,21,0.6211,4.76,52.38,2025搜索随机1w,0.2319,0.6562
13,查询电视剧,1744,282,0.6896,2.48,11.7,323,0.5874,4.02,13.31,651,0.7419,1.08,7.83,352,0.5606,6.82,10.51,47,0.6667,2.13,17.02,30,0.5283,10.0,16.67,23,0.6938,0.0,4.35,36,0.4828,5.56,16.67,助手语音随机1k,0.2591,0.6566
0,查询作品剧情与详情信息,2890,213,0.7656,0.94,7.51,1242,0.6518,2.33,11.35,153,0.7639,1.96,13.07,944,0.6216,3.5,12.71,102,0.8514,2.94,16.67,149,0.5793,2.68,20.13,11,0.6407,0.0,36.36,76,0.5906,7.89,17.11,助手随机1k,0.2721,0.6579
66,少女少年影视资源查询,384,97,0.738,1.03,8.25,83,0.5844,0.0,9.64,93,0.7419,0.0,7.53,82,0.5548,4.88,9.76,10,0.6245,0.0,20.0,1,0.1894,100.0,0.0,13,0.7406,0.0,0.0,5,0.5922,0.0,0.0,2026搜索随机1w,0.1871,0.6604
48,影视在线观看渠道查询,547,187,0.6951,2.67,6.42,70,0.582,4.29,18.57,179,0.7097,2.23,6.7,71,0.6043,1.41,16.9,19,0.556,5.26,5.26,3,0.5514,0.0,0.0,15,0.6741,6.67,13.33,3,0.6809,0.0,33.33,2025搜索随机1w,0.1277,0.6673
37,韩剧在线观看资源查询,726,93,0.6365,4.3,23.66,85,0.6121,2.35,18.82,304,0.7147,1.97,7.89,166,0.6328,3.61,12.65,29,0.6734,0.0,10.34,6,0.624,0.0,0.0,37,0.7168,0.0,5.41,6,0.3661,16.67,50.0,2025搜索随机1w,0.1047,0.6688
51,在线观看电影,673,200,0.7283,3.0,16.5,92,0.654,2.17,5.43,210,0.6784,1.43,15.24,146,0.6154,0.68,15.07,8,0.6751,12.5,12.5,5,0.6263,20.0,0.0,4,0.6251,0.0,25.0,8,0.5217,0.0,0.0,2026搜索随机1w,0.1129,0.6736
68,短剧查询与在线观看,511,46,0.7578,0.0,10.87,183,0.6717,4.37,10.38,29,0.6946,0.0,13.79,190,0.6761,1.05,8.42,34,0.6374,2.94,5.88,18,0.5572,11.11,0.0,2,0.7864,0.0,0.0,9,0.6222,0.0,11.11,助手头部1k,0.1204,0.6756
32,爱情题材影视与情感类片段查询,391,100,0.7689,1.0,7.0,73,0.5515,1.37,13.7,105,0.8027,2.86,8.57,80,0.5477,1.25,16.25,12,0.543,16.67,33.33,6,0.3712,0.0,33.33,7,0.8223,0.0,0.0,8,0.6665,0.0,0.0,2026搜索随机1w,0.255,0.678
64,影视动漫游戏作品信息查询,1536,378,0.7941,0.53,31.75,397,0.5916,3.27,33.5,282,0.8019,0.35,31.56,319,0.575,2.82,37.93,22,0.7452,0.0,36.36,39,0.5277,2.56,53.85,39,0.8223,2.56,28.21,60,0.6036,1.67,28.33,助手随机1k,0.2946,0.6835
11,影视综艺视频搜索播放,4239,1286,0.7915,0.86,35.85,699,0.5738,4.58,53.65,1095,0.7894,1.0,40.73,679,0.5876,3.98,53.02,122,0.7629,1.64,35.25,70,0.5339,5.71,58.57,195,0.8023,1.03,36.92,93,0.634,4.3,53.76,助手随机1k,0.2684,0.7143
53,影视在线观看查询,1256,370,0.7517,0.81,27.57,190,0.6859,2.11,31.58,361,0.7133,2.49,25.48,281,0.6916,1.78,17.79,15,0.6859,0.0,33.33,3,0.8233,0.0,33.33,27,0.7572,0.0,22.22,9,0.6535,0.0,22.22,2025搜索随机1w,0.0713,0.7161
60,获取或生成视频,672,60,0.721,0.0,30.0,213,0.707,0.47,30.05,25,0.7657,0.0,36.0,204,0.7305,1.47,31.86,49,0.692,2.04,28.57,75,0.7058,1.33,8.0,11,0.7717,0.0,36.36,35,0.7135,2.86,14.29,助手头部1k,0.0737,0.7177
42,泰剧资源与观看渠道查询,365,75,0.7807,1.33,4.0,38,0.6545,0.0,2.63,167,0.7553,2.4,1.8,71,0.672,4.23,9.86,4,0.5901,25.0,25.0,1,0.3158,0.0,0.0,4,0.8043,0.0,0.0,5,0.4074,0.0,20.0,2025搜索随机1w,0.1262,0.7266
54,第三季影视免费在线观看查询,524,117,0.8128,1.71,10.26,100,0.6292,6.0,14.0,120,0.8146,0.0,9.17,139,0.6709,5.76,15.11,4,0.701,25.0,0.0,8,0.5696,0.0,0.0,21,0.7832,0.0,23.81,15,0.628,6.67,20.0,2025搜索随机1w,0.1854,0.7295
49,抖音下载安装与客服查询,251,52,0.8324,1.92,3.85,63,0.6968,1.59,9.52,54,0.751,5.56,7.41,64,0.662,4.69,12.5,7,0.7125,0.0,0.0,0,,,,8,0.7492,0.0,0.0,3,0.6834,0.0,0.0,2026搜索随机1w,0.1704,0.7296
31,查询含“爱”字影视资源,425,110,0.8106,1.82,10.0,74,0.6037,4.05,14.86,123,0.8066,1.63,17.07,77,0.5779,5.19,25.97,17,0.8717,0.0,0.0,4,0.537,0.0,25.0,10,0.8521,0.0,0.0,10,0.7877,0.0,30.0,2026搜索随机1w,0.2327,0.7316
50,免费电影在线观看,656,250,0.7718,1.2,18.4,112,0.7121,0.89,10.71,155,0.7437,1.29,20.65,117,0.7041,3.42,17.09,3,0.5933,0.0,0.0,0,,,,11,0.5326,9.09,36.36,8,0.7218,12.5,25.0,2026搜索随机1w,0.0677,0.7374
46,免费影视观看查询,731,160,0.796,1.25,27.5,223,0.7618,0.45,22.87,127,0.7752,0.79,22.83,181,0.7656,0.55,27.07,3,0.8707,0.0,66.67,9,0.6763,0.0,33.33,12,0.7561,0.0,16.67,16,0.6966,0.0,43.75,2025搜索随机1w,0.0342,0.7704
3,惊悚悬疑影视在线观看查询,1542,463,0.8485,0.0,27.21,256,0.6524,1.95,46.09,443,0.8407,0.0,25.06,273,0.6289,1.83,40.29,15,0.8552,0.0,40.0,12,0.5755,0.0,66.67,56,0.8683,0.0,37.5,24,0.6941,0.0,37.5,2026搜索随机1w,0.2394,0.7711
56,影视动漫续集在线观看查询,624,139,0.8127,0.72,7.19,138,0.6996,2.9,10.14,164,0.8564,0.0,7.32,158,0.7307,1.27,12.66,7,0.5395,0.0,14.29,8,0.6165,0.0,12.5,2,0.9331,0.0,0.0,8,0.6995,0.0,0.0,2025搜索随机1w,0.1568,0.7718
41,查询电视剧免费观看资源,227,37,0.8486,0.0,5.41,18,0.6323,5.56,33.33,107,0.833,0.0,0.0,46,0.6446,0.0,6.52,1,0.7754,0.0,0.0,1,0.8735,0.0,0.0,13,0.7831,0.0,0.0,4,0.5943,0.0,0.0,2026搜索随机1w,0.204,0.7743
57,指定季数影视综免费在线观看查询,404,118,0.8443,0.0,13.56,62,0.6873,1.61,27.42,129,0.8254,0.0,12.4,79,0.7025,0.0,26.58,4,0.7761,0.0,25.0,3,0.6195,0.0,33.33,1,0.5162,0.0,0.0,8,0.7566,0.0,0.0,2025搜索随机1w,0.157,0.7815
26,含“恋”影视与词条内容查找,270,67,0.8792,0.0,7.46,45,0.6746,6.67,8.89,92,0.8208,0.0,8.7,49,0.6855,2.04,16.33,7,0.8342,0.0,14.29,1,0.7744,0.0,0.0,3,0.973,0.0,0.0,6,0.7404,0.0,0.0,2025搜索随机1w,0.2046,0.7865
45,查询完整版视频免费观看资源,972,310,0.8517,0.65,41.94,174,0.7349,1.15,22.41,265,0.8032,0.75,31.7,169,0.7152,2.37,24.85,13,0.6842,0.0,23.08,4,0.632,25.0,0.0,22,0.8142,0.0,22.73,15,0.6737,0.0,20.0,2026搜索随机1w,0.1365,0.7871
52,免费在线观看电视剧资源查找,1083,370,0.8238,0.81,16.76,58,0.7713,0.0,20.69,462,0.7878,0.65,23.59,97,0.7088,1.03,20.62,33,0.7514,0.0,42.42,0,,,,59,0.7355,3.39,28.81,4,0.7699,0.0,25.0,2026搜索随机1w,0.115,0.7881
14,电视节目播出与直播查询,936,172,0.8442,0.0,7.56,134,0.6199,2.24,18.66,395,0.8876,0.76,6.84,146,0.694,4.79,17.12,8,0.8853,0.0,0.0,11,0.6122,9.09,9.09,53,0.802,1.89,7.55,17,0.6259,0.0,17.65,2025搜索随机1w,0.2677,0.7983
58,奔跑吧各季节目查询观看,173,55,0.8745,0.0,7.27,35,0.6465,2.86,2.86,47,0.9018,0.0,0.0,29,0.7017,0.0,3.45,0,,,,1,0.9741,0.0,100.0,4,0.9137,0.0,0.0,2,0.66,0.0,0.0,2025搜索随机1w,0.2553,0.8058
55,第一季影视动漫观看资源查询,696,180,0.8625,0.56,8.33,104,0.774,1.92,8.65,263,0.8401,0.38,7.98,135,0.7144,3.7,11.11,6,0.7742,0.0,0.0,3,0.444,0.0,0.0,1,0.4638,0.0,100.0,4,0.6642,0.0,0.0,2026搜索随机1w,0.1481,0.8078
6,影视剧演员表查询,1248,186,0.9256,0.54,5.38,422,0.8087,1.66,18.48,144,0.8986,0.69,7.64,352,0.7636,1.42,24.15,53,0.7914,1.89,16.98,35,0.6894,2.86,22.86,7,0.7635,0.0,0.0,49,0.7751,4.08,18.37,助手随机1k,0.2362,0.8181
47,影视全集免费观看查询,960,226,0.8715,0.0,31.42,181,0.8062,0.55,32.04,271,0.8742,0.0,25.09,207,0.761,1.45,28.5,14,0.8126,0.0,35.71,8,0.6183,12.5,62.5,29,0.8762,0.0,24.14,24,0.7144,0.0,29.17,助手语音随机1k,0.1618,0.8294
40,查询电视剧在线观看资源,407,329,0.8579,0.3,0.91,54,0.7474,1.85,5.56,11,0.7975,0.0,9.09,7,0.6699,0.0,14.29,2,0.9147,0.0,0.0,3,0.9142,0.0,0.0,1,0.8488,0.0,0.0,0,,,,2025搜索随机1w,0.1105,0.839
39,电视剧免费观看资源查询,2028,1005,0.8901,0.4,12.04,170,0.8305,0.0,16.47,658,0.8695,0.76,18.09,132,0.8116,0.0,24.24,22,0.8422,9.09,22.73,3,0.7823,0.0,0.0,29,0.7575,0.0,27.59,9,0.8003,0.0,22.22,助手语音头部1k,0.1326,0.8703
9,抖音功能设置与使用问题查询,715,23,0.9509,0.0,4.35,382,0.888,1.05,9.69,7,0.9443,0.0,14.29,250,0.8767,0.4,15.6,2,0.9235,0.0,50.0,25,0.8412,0.0,16.0,1,0.6049,0.0,0.0,25,0.8854,0.0,12.0,助手随机1k,0.1097,0.8846
38,短剧免费全集观看查询,309,113,0.9152,0.0,7.08,96,0.8924,0.0,4.17,24,0.9235,0.0,16.67,64,0.9053,1.56,7.81,5,0.8249,0.0,20.0,3,0.7142,0.0,0.0,2,0.7046,0.0,50.0,2,0.9512,0.0,0.0,2025搜索随机1w,0.0311,0.9022
