层级,a,b,n_a,n_b,秩相关rho,前5重合个数,首位是否相同,TVD,TVD低,TVD高,同源噪声上界,超出噪声,CramersV
自上而下 L2 子意图,2025搜索随机1w,助手头部1k,10000,955,0.7112,2,False,0.3232,0.3048,0.365,0.1761,True,0.2285
自上而下 L2 子意图,2025搜索随机1w,助手随机1k,10000,982,0.7029,1,True,0.3195,0.3033,0.3598,0.1813,True,0.2783
自上而下 L2 子意图,2025搜索随机1w,助手语音头部1k,10000,999,0.6088,3,False,0.4384,0.4204,0.469,0.1363,True,0.2997
自上而下 L2 子意图,2025搜索随机1w,助手语音随机1k,10000,1000,0.9021,4,True,0.142,0.1368,0.1914,0.174,False,0.1
自上而下 L2 子意图,2026搜索,2026搜索随机1w,9999,10000,0.6313,3,False,0.354,0.3443,0.3665,0.0576,True,0.4389
自上而下 L2 子意图,2026搜索,助手头部1k,9999,955,0.6983,3,True,0.3498,0.3269,0.3838,0.1741,True,0.3306
自上而下 L2 子意图,2026搜索,助手随机1k,9999,982,0.2297,0,False,0.6395,0.6122,0.669,0.1813,True,0.6025
自上而下 L2 子意图,2026搜索,助手语音头部1k,9999,999,0.8676,5,True,0.214,0.1955,0.2537,0.1424,True,0.1636
自上而下 L2 子意图,2026搜索,助手语音随机1k,9999,1000,0.5552,3,False,0.4064,0.3845,0.4434,0.18,True,0.4164
自上而下 L2 子意图,2026搜索随机1w,助手头部1k,10000,955,0.6987,2,False,0.3387,0.3166,0.3739,0.1719,True,0.2332
自上而下 L2 子意图,2026搜索随机1w,助手随机1k,10000,982,0.6909,1,True,0.3284,0.3133,0.3697,0.1833,True,0.2886
自上而下 L2 子意图,2026搜索随机1w,助手语音头部1k,10000,999,0.6723,3,False,0.4209,0.399,0.4506,0.1443,True,0.2896
自上而下 L2 子意图,2026搜索随机1w,助手语音随机1k,10000,1000,0.8887,4,True,0.1481,0.1354,0.193,0.176,False,0.1016
自上而下 L2 子意图,助手头部1k,助手随机1k,955,982,0.4815,1,False,0.4427,0.4243,0.4954,0.1854,True,0.5092
自上而下 L2 子意图,助手头部1k,助手语音头部1k,955,999,0.6686,3,True,0.36,0.3251,0.4046,0.1761,True,0.4293
自上而下 L2 子意图,助手头部1k,助手语音随机1k,955,1000,0.6576,2,False,0.3496,0.3264,0.4064,0.184,True,0.3989
自上而下 L2 子意图,助手随机1k,助手语音头部1k,982,999,0.3301,0,False,0.5979,0.5725,0.6414,0.1772,True,0.6529
自上而下 L2 子意图,助手随机1k,助手语音随机1k,982,1000,0.6897,1,True,0.3193,0.3087,0.3763,0.1861,True,0.381
自上而下 L2 子意图,助手语音头部1k,助手语音随机1k,999,1000,0.6575,3,False,0.4218,0.4008,0.4688,0.1721,True,0.4922
自下而上 家族,2025搜索,2025搜索随机1w,9998,10000,0.464,1,False,0.355,0.3458,0.3693,0.0624,True,0.4234
自下而上 家族,2025搜索,2026搜索,9998,9999,0.806,3,True,0.1614,0.1555,0.1804,0.0604,True,0.2321
自下而上 家族,2025搜索,2026搜索随机1w,9998,10000,0.5084,1,False,0.3302,0.3194,0.3445,0.0612,True,0.4034
自下而上 家族,2025搜索,助手头部1k,9998,955,0.5586,1,True,0.3433,0.3336,0.3857,0.1782,True,0.2901
自下而上 家族,2025搜索,助手随机1k,9998,982,0.1528,1,False,0.5255,0.5068,0.5625,0.169,True,0.5134
自下而上 家族,2025搜索,助手语音头部1k,9998,999,0.5426,3,True,0.3071,0.2907,0.341,0.1764,True,0.2148
自下而上 家族,2025搜索,助手语音随机1k,9998,1000,0.3372,2,True,0.3932,0.3818,0.4321,0.18,True,0.3103
自下而上 家族,2025搜索随机1w,2026搜索,10000,9999,0.3717,2,False,0.3859,0.375,0.3981,0.0608,True,0.45
自下而上 家族,2025搜索随机1w,2026搜索随机1w,10000,10000,0.9453,4,True,0.0898,0.0879,0.1103,0.0624,True,0.1251
自下而上 家族,2025搜索随机1w,助手头部1k,10000,955,0.5875,4,False,0.2603,0.2452,0.298,0.1824,True,0.1977
自下而上 家族,2025搜索随机1w,助手随机1k,10000,982,0.8233,2,False,0.2718,0.2631,0.3177,0.169,True,0.2776
自下而上 家族,2025搜索随机1w,助手语音头部1k,10000,999,0.329,1,False,0.4081,0.398,0.446,0.1743,True,0.3088
自下而上 家族,2025搜索随机1w,助手语音随机1k,10000,1000,0.8535,3,False,0.1951,0.1826,0.2377,0.18,True,0.1365
自下而上 家族,2026搜索,2026搜索随机1w,9999,10000,0.5135,2,False,0.3331,0.3212,0.3459,0.0622,True,0.3977
自下而上 家族,2026搜索,助手头部1k,9999,955,0.5839,1,True,0.3299,0.3086,0.3701,0.1824,True,0.324
自下而上 家族,2026搜索,助手随机1k,9999,982,0.1179,1,False,0.5422,0.526,0.5771,0.1671,True,0.5662
自下而上 家族,2026搜索,助手语音头部1k,9999,999,0.681,2,True,0.2637,0.2539,0.3016,0.1764,True,0.187
自下而上 家族,2026搜索,助手语音随机1k,9999,1000,0.3345,2,True,0.3996,0.383,0.4383,0.1781,True,0.3558
自下而上 家族,2026搜索随机1w,助手头部1k,10000,955,0.6557,3,False,0.2595,0.2441,0.2995,0.1782,True,0.1827
自下而上 家族,2026搜索随机1w,助手随机1k,10000,982,0.7886,3,False,0.3155,0.3047,0.3607,0.165,True,0.3004
自下而上 家族,2026搜索随机1w,助手语音头部1k,10000,999,0.4011,2,False,0.3861,0.3686,0.4188,0.1764,True,0.2764
自下而上 家族,2026搜索随机1w,助手语音随机1k,10000,1000,0.8392,4,False,0.1838,0.1769,0.2336,0.178,False,0.1381
自下而上 家族,助手头部1k,助手随机1k,955,982,0.5113,3,False,0.3791,0.3514,0.4273,0.1782,True,0.4651
自下而上 家族,助手头部1k,助手语音头部1k,955,999,0.5769,1,True,0.3552,0.3373,0.4109,0.1887,True,0.441
自下而上 家族,助手头部1k,助手语音随机1k,955,1000,0.5687,2,True,0.2966,0.2765,0.351,0.1824,True,0.3651
自下而上 家族,助手随机1k,助手语音头部1k,982,999,0.2309,2,False,0.5273,0.5165,0.5767,0.1804,True,0.6234
自下而上 家族,助手随机1k,助手语音随机1k,982,1000,0.8746,3,False,0.2952,0.2831,0.3555,0.1853,True,0.3583
自下而上 家族,助手语音头部1k,助手语音随机1k,999,1000,0.4656,2,True,0.3797,0.3557,0.4297,0.1861,True,0.4477
自下而上 叶,2025搜索,2025搜索随机1w,9998,10000,0.321,2,True,0.355,0.3449,0.3682,0.0646,True,0.4262
自下而上 叶,2025搜索,2026搜索,9998,9999,0.8159,2,True,0.1621,0.158,0.1823,0.062,True,0.2338
自下而上 叶,2025搜索,2026搜索随机1w,9998,10000,0.4336,1,True,0.3302,0.3196,0.3462,0.063,True,0.4068
自下而上 叶,2025搜索,助手头部1k,9998,955,0.4694,1,True,0.3434,0.3301,0.3878,0.1866,True,0.2958
自下而上 叶,2025搜索,助手随机1k,9998,982,-0.0081,1,False,0.5277,0.5119,0.5654,0.1814,True,0.5257
自下而上 叶,2025搜索,助手语音头部1k,9998,999,0.56,2,True,0.3099,0.2963,0.3463,0.1785,True,0.221
自下而上 叶,2025搜索,助手语音随机1k,9998,1000,0.2637,2,True,0.3988,0.3845,0.4374,0.186,True,0.3221
自下而上 叶,2025搜索随机1w,2026搜索,10000,9999,0.2291,2,True,0.3859,0.3752,0.3992,0.0646,True,0.4527
自下而上 叶,2025搜索随机1w,2026搜索随机1w,10000,10000,0.9371,3,True,0.0902,0.0884,0.1117,0.0652,True,0.1276
自下而上 叶,2025搜索随机1w,助手头部1k,10000,955,0.5876,3,True,0.2923,0.2752,0.3326,0.1887,True,0.2087
自下而上 叶,2025搜索随机1w,助手随机1k,10000,982,0.816,1,False,0.2757,0.2728,0.326,0.1793,True,0.2788
自下而上 叶,2025搜索随机1w,助手语音头部1k,10000,999,0.2119,2,True,0.4081,0.3954,0.4474,0.1824,True,0.3147
自下而上 叶,2025搜索随机1w,助手语音随机1k,10000,1000,0.8318,4,True,0.1957,0.1855,0.2353,0.194,False,0.1384
自下而上 叶,2026搜索,2026搜索随机1w,9999,10000,0.4251,3,True,0.3331,0.3212,0.3483,0.0648,True,0.4009
自下而上 叶,2026搜索,助手头部1k,9999,955,0.4717,2,True,0.3312,0.3156,0.3725,0.1887,True,0.3301
自下而上 叶,2026搜索,助手随机1k,9999,982,-0.0338,1,False,0.5445,0.5214,0.5811,0.1792,True,0.5775
自下而上 叶,2026搜索,助手语音头部1k,9999,999,0.71,3,True,0.2709,0.2618,0.3101,0.1805,True,0.1899
自下而上 叶,2026搜索,助手语音随机1k,9999,1000,0.2803,2,True,0.402,0.383,0.4426,0.19,True,0.3669
自下而上 叶,2026搜索随机1w,助手头部1k,10000,955,0.6465,3,True,0.2895,0.2729,0.3272,0.1887,True,0.1989
自下而上 叶,2026搜索随机1w,助手随机1k,10000,982,0.7494,2,False,0.3175,0.3028,0.3593,0.1772,True,0.3017
自下而上 叶,2026搜索随机1w,助手语音头部1k,10000,999,0.3254,3,True,0.387,0.3714,0.4281,0.1784,True,0.2812
自下而上 叶,2026搜索随机1w,助手语音随机1k,10000,1000,0.838,3,True,0.1876,0.1866,0.2416,0.192,False,0.1399
自下而上 叶,助手头部1k,助手随机1k,955,982,0.5071,2,False,0.4117,0.3853,0.4675,0.1929,True,0.4877
自下而上 叶,助手头部1k,助手语音头部1k,955,999,0.4917,1,True,0.3552,0.3388,0.4102,0.1924,True,0.4422
自下而上 叶,助手头部1k,助手语音随机1k,955,1000,0.5608,2,True,0.3189,0.2989,0.3723,0.1971,True,0.3883
自下而上 叶,助手随机1k,助手语音头部1k,982,999,0.0952,2,False,0.5274,0.5174,0.5817,0.1874,True,0.6266
自下而上 叶,助手随机1k,助手语音随机1k,982,1000,0.8309,2,False,0.2964,0.2868,0.3544,0.1955,True,0.36
自下而上 叶,助手语音头部1k,助手语音随机1k,999,1000,0.4094,3,True,0.3797,0.3616,0.4317,0.19,True,0.4505
