domain,label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
金融,查询交易日程与市场状态,2025search,2026search,41,39,9998,9999,0.0041008201640328,0.0039003900390039,-0.0200430125028905,-0.1994102493164349,0.1586820777759125,stable,False,时间（搜索内部，2025→2026）
金融,寻求个股买卖与持有决策建议,2025search,2026search,85,110,9998,9999,0.008501700340068,0.011001100110011,0.2499399769942989,-0.0233686736312208,0.5264468461177015,stable,False,时间（搜索内部，2025→2026）
金融,查询历史价格走势图,2025search,2026search,116,186,9998,9999,0.0116023204640928,0.0186018601860186,0.6999539721925783,0.3628608357755936,1.0426641482224797,stable,True,时间（搜索内部，2025→2026）
金融,进入个股股吧讨论区,2025search,2026search,1073,1413,9998,9999,0.1073214642928585,0.1413141314131413,3.399266712028273,2.485871064809114,4.313218144899238,stable,True,时间（搜索内部，2025→2026）
金融,查询金融资产实时行情,2025search,2026search,5423,6435,9998,9999,0.5424084816963393,0.6435643564356436,10.115587473930432,8.758585339266574,11.467296209087507,stable,True,时间（搜索内部，2025→2026）
金融,查询金融资产实时行情,2026search,assistant_top,6435,479,9999,950,0.6435643564356436,0.5042105263157894,-13.935383011985412,-17.244324275854474,-10.62656602286874,stable,True,界面（同为头部流量）
金融,进入个股股吧讨论区,2026search,assistant_top,1413,2,9999,950,0.1413141314131413,0.0021052631578947,-13.920886825524656,-14.634004672868947,-13.052390802001996,stable,True,界面（同为头部流量）
金融,识别陌生电话号码归属,2026search,assistant_top,109,8,9999,950,0.0109010901090109,0.0084210526315789,-0.2480037477431954,-0.7190051083499204,0.5837069494856222,stable,False,界面（同为头部流量）
金融,查询交易日程与市场状态,2026search,assistant_top,39,4,9999,950,0.0039003900390039,0.0042105263157894,0.0310136276785573,-0.2631063839942019,0.6958292759456548,stable,False,界面（同为头部流量）
金融,解释金融术语与基础规则,2026search,assistant_top,154,15,9999,950,0.0154015401540154,0.0157894736842105,0.0387933530195125,-0.6335678180920328,1.0730169036937671,stable,False,界面（同为头部流量）
金融,寻求应急或无征信门槛借款渠道,2026search,assistant_top,6,1,9999,950,0.0006000600060006,0.0010526315789473,0.0452571572946768,-0.0666997654241297,0.5349039770202907,stable,False,界面（同为头部流量）
金融,获取市场动态与事件公告,2026search,assistant_top,54,6,9999,950,0.0054005400540054,0.0063157894736842,0.0915249419678809,-0.2875350033675317,0.8416200812814785,stable,False,界面（同为头部流量）
金融,计算具体金额或利率,2026search,assistant_top,178,19,9999,950,0.0178017801780178,0.02,0.2198219821982198,-0.5483046523478192,1.3484729958853543,stable,False,界面（同为头部流量）
金融,查询历史价格走势图,2026search,assistant_top,186,24,9999,950,0.0186018601860186,0.0252631578947368,0.666129770871824,-0.2043255687468381,1.8964060272496677,stable,False,界面（同为头部流量）
金融,查找官方渠道与客服入口,2026search,assistant_top,428,49,9999,950,0.0428042804280428,0.051578947368421,0.8774666940378248,-0.4248817130098406,2.5177485692922987,stable,False,界面（同为头部流量）
金融,判定信贷产品账单与征信规则,2026search,assistant_top,16,10,9999,950,0.0016001600160016,0.0105263157894736,0.8926155773472083,0.4024811721620561,1.7689045871684166,stable,True,界面（同为头部流量）
金融,获取银行或支付账户操作指引,2026search,assistant_top,83,24,9999,950,0.0083008300830083,0.0252631578947368,1.696232781172854,0.8499673692625274,2.9120350652396065,stable,True,界面（同为头部流量）
金融,核实金融平台真伪与合法性,2026search,assistant_top,65,23,9999,950,0.0065006500650065,0.0242105263157894,1.7709876250782974,0.9491315297343708,2.9648631277709763,stable,True,界面（同为头部流量）
金融,比较同类金融产品并择优,2026search,assistant_top,8,18,9999,950,0.0008000800080008,0.0189473684210526,1.8147288413051832,1.1174585034266438,2.895839300996444,stable,True,界面（同为头部流量）
金融,获取每日答题活动答案,2026search,assistant_top,53,33,9999,950,0.0053005300530053,0.0347368421052631,2.9436312052257856,1.940679408854834,4.313751669226562,stable,True,界面（同为头部流量）
金融,其他或无法判定的非金融查询,2026search,assistant_top,640,90,9999,950,0.064006400640064,0.0947368421052631,3.0730441465199156,1.2996507425527346,5.1540932467422795,stable,True,界面（同为头部流量）
金融,处置账户异常与非预期扣款,2026search,assistant_top,22,58,9999,950,0.0022002200220022,0.0610526315789473,5.885241155694517,4.527631094167375,7.59334048364646,stable,True,界面（同为头部流量）
金融,寻求个股买卖与持有决策建议,2026search,assistant_top,110,87,9999,950,0.011001100110011,0.091578947368421,8.057784725841005,6.36953884873612,10.068734970109457,stable,True,界面（同为头部流量）
金融,查询金融资产实时行情,assistant_top,assistant_random,479,86,950,987,0.5042105263157894,0.0871327254305977,-41.707780088519165,-45.261288003930744,-37.99591326544343,stable,True,深度（助手头部→长尾）
金融,获取每日答题活动答案,assistant_top,assistant_random,33,2,950,987,0.0347368421052631,0.0020263424518743,-3.271049965338879,-4.6433974738241846,-2.1468789493285443,stable,True,深度（助手头部→长尾）
金融,处置账户异常与非预期扣款,assistant_top,assistant_random,58,30,950,987,0.0610526315789473,0.0303951367781155,-3.0657494800831864,-4.996056062970598,-1.2126242935157496,stable,True,深度（助手头部→长尾）
金融,查询历史价格走势图,assistant_top,assistant_random,24,6,950,987,0.0252631578947368,0.0060790273556231,-1.918413053911374,-3.16775141410425,-0.8302886637466925,stable,True,深度（助手头部→长尾）
金融,核实金融平台真伪与合法性,assistant_top,assistant_random,23,14,950,987,0.0242105263157894,0.0141843971631205,-1.0026129152668908,-2.318901101254577,0.239674895959888,stable,False,深度（助手头部→长尾）
金融,查找官方渠道与客服入口,assistant_top,assistant_random,49,43,950,987,0.051578947368421,0.0435663627152988,-0.8012584653122163,-2.7430178755947425,1.110930952706441,stable,False,深度（助手头部→长尾）
金融,识别陌生电话号码归属,assistant_top,assistant_random,8,2,950,987,0.0084210526315789,0.0020263424518743,-0.639471017970458,-1.463442447409221,0.0360471796970896,stable,False,深度（助手头部→长尾）
金融,进入个股股吧讨论区,assistant_top,assistant_random,2,1,950,987,0.0021052631578947,0.0010131712259371,-0.1092091931957553,-0.6692713983816868,0.3853212054650285,stable,False,深度（助手头部→长尾）
金融,查询交易日程与市场状态,assistant_top,assistant_random,4,4,950,987,0.0042105263157894,0.0040526849037487,-0.0157841412040739,-0.717445762205262,0.6666492370586822,stable,False,深度（助手头部→长尾）
金融,寻求应急或无征信门槛借款渠道,assistant_top,assistant_random,1,1,950,987,0.0010526315789473,0.0010131712259371,-0.0039460353010184,-0.4995852049830576,0.4743152801736142,stable,False,深度（助手头部→长尾）
金融,比较同类金融产品并择优,assistant_top,assistant_random,18,38,950,987,0.0189473684210526,0.0385005065856129,1.955313816456034,0.4609898628553911,3.5086299106045633,stable,True,深度（助手头部→长尾）
金融,计算具体金额或利率,assistant_top,assistant_random,19,45,950,987,0.02,0.0455927051671732,2.559270516717325,0.9772140208993708,4.209571701375392,stable,True,深度（助手头部→长尾）
金融,获取银行或支付账户操作指引,assistant_top,assistant_random,24,69,950,987,0.0252631578947368,0.0699088145896656,4.464565669492881,2.5946266897250805,6.410319836238592,stable,True,深度（助手头部→长尾）
金融,判定信贷产品账单与征信规则,assistant_top,assistant_random,10,55,950,987,0.0105263157894736,0.055724417426545,4.519810163707141,2.9810216882085743,6.200654585941163,stable,True,深度（助手头部→长尾）
金融,获取市场动态与事件公告,assistant_top,assistant_random,6,56,950,987,0.0063157894736842,0.0567375886524822,5.042179917879806,3.5649672655250506,6.700307627016009,stable,True,深度（助手头部→长尾）
金融,其他或无法判定的非金融查询,assistant_top,assistant_random,90,166,950,987,0.0947368421052631,0.1681864235055724,7.344958140030928,4.349452409237703,10.337497556133918,stable,True,深度（助手头部→长尾）
金融,解释金融术语与基础规则,assistant_top,assistant_random,15,93,950,987,0.0157894736842105,0.094224924012158,7.843545032794752,5.893266173327065,9.921273066059388,stable,True,深度（助手头部→长尾）
金融,寻求个股买卖与持有决策建议,assistant_top,assistant_random,87,276,950,987,0.091578947368421,0.2796352583586626,18.80563109902415,15.435802648232675,22.1376040092398,stable,True,深度（助手头部→长尾）
金融,查询金融资产实时行情,2026search,assistant_random,6435,86,9999,987,0.6435643564356436,0.0871327254305977,-55.64316310050458,-57.498196398584454,-53.50053319217359,stable,True,界面+深度（不可单独归因）
金融,进入个股股吧讨论区,2026search,assistant_random,1413,1,9999,987,0.1413141314131413,0.0010131712259371,-14.030096018720412,-14.731635683867408,-13.2122960297438,stable,True,界面+深度（不可单独归因）
金融,查询历史价格走势图,2026search,assistant_random,186,6,9999,987,0.0186018601860186,0.0060790273556231,-1.25228328303955,-1.6868543605771713,-0.4986868788612363,stable,True,界面+深度（不可单独归因）
金融,识别陌生电话号码归属,2026search,assistant_random,109,2,9999,987,0.0109010901090109,0.0020263424518743,-0.8874747657136535,-1.1547071057468308,-0.3229311937905278,stable,True,界面+深度（不可单独归因）
金融,获取每日答题活动答案,2026search,assistant_random,53,2,9999,987,0.0053005300530053,0.0020263424518743,-0.3274187601130933,-0.5466161822061544,0.2201103067629135,stable,False,界面+深度（不可单独归因）
金融,查询交易日程与市场状态,2026search,assistant_random,39,4,9999,987,0.0039003900390039,0.0040526849037487,0.0152294864744833,-0.2705013705219337,0.6559335312060796,stable,False,界面+深度（不可单独归因）
金融,寻求应急或无征信门槛借款渠道,2026search,assistant_random,6,1,9999,987,0.0006000600060006,0.0010131712259371,0.0413111219936583,-0.0681494619547931,0.5127737125748242,stable,False,界面+深度（不可单独归因）
金融,查找官方渠道与客服入口,2026search,assistant_random,428,43,9999,987,0.0428042804280428,0.0435663627152988,0.0762082287256084,-1.1052458608478983,1.5849447152203493,stable,False,界面+深度（不可单独归因）
金融,核实金融平台真伪与合法性,2026search,assistant_random,65,14,9999,987,0.0065006500650065,0.0141843971631205,0.7683747098114067,0.1697781753153182,1.7269536074188625,stable,True,界面+深度（不可单独归因）
金融,计算具体金额或利率,2026search,assistant_random,178,45,9999,987,0.0178017801780178,0.0455927051671732,2.779092498915545,1.610881024662269,4.285460274957975,stable,True,界面+深度（不可单独归因）
金融,处置账户异常与非预期扣款,2026search,assistant_random,22,30,9999,987,0.0022002200220022,0.0303951367781155,2.81949167561133,1.9102039289463544,4.088070366263724,stable,True,界面+深度（不可单独归因）
金融,比较同类金融产品并择优,2026search,assistant_random,8,38,9999,987,0.0008000800080008,0.0385005065856129,3.7700426577612167,2.7347578348499817,5.160803376416706,stable,True,界面+深度（不可单独归因）
金融,获取市场动态与事件公告,2026search,assistant_random,54,56,9999,987,0.0054005400540054,0.0567375886524822,5.133704859847687,3.844436167693684,6.761095506238712,stable,True,界面+深度（不可单独归因）
金融,判定信贷产品账单与征信规则,2026search,assistant_random,16,55,9999,987,0.0016001600160016,0.055724417426545,5.412425741054349,4.142101491083504,7.024487276194756,stable,True,界面+深度（不可单独归因）
金融,获取银行或支付账户操作指引,2026search,assistant_random,83,69,9999,987,0.0083008300830083,0.0699088145896656,6.160798450665735,4.717486245921751,7.931235587720415,stable,True,界面+深度（不可单独归因）
金融,解释金融术语与基础规则,2026search,assistant_random,154,93,9999,987,0.0154015401540154,0.094224924012158,7.882338385814265,6.193602798140973,9.878019433464962,stable,True,界面+深度（不可单独归因）
金融,其他或无法判定的非金融查询,2026search,assistant_random,640,166,9999,987,0.064006400640064,0.1681864235055724,10.418002286550845,8.158896207562977,12.922326355463834,stable,True,界面+深度（不可单独归因）
金融,寻求个股买卖与持有决策建议,2026search,assistant_random,110,276,9999,987,0.011001100110011,0.2796352583586626,26.86341582486516,24.14370985861604,29.75077568689483,stable,True,界面+深度（不可单独归因）
金融,查询金融资产实时行情,assistant_top,assistant_voice,479,195,950,1000,0.5042105263157894,0.195,-30.921052631578945,-34.86039843564764,-26.83626182039971,stable,True,输入方式（打字头部→语音）
金融,处置账户异常与非预期扣款,assistant_top,assistant_voice,58,37,950,1000,0.0610526315789473,0.037,-2.4052631578947365,-4.385113212482213,-0.4881892697103051,stable,True,输入方式（打字头部→语音）
金融,获取每日答题活动答案,assistant_top,assistant_voice,33,12,950,1000,0.0347368421052631,0.012,-2.273684210526316,-3.7311133782226,-0.94552771061638,stable,True,输入方式（打字头部→语音）
金融,核实金融平台真伪与合法性,assistant_top,assistant_voice,23,4,950,1000,0.0242105263157894,0.004,-2.021052631578947,-3.231644607309582,-1.004571182137291,stable,True,输入方式（打字头部→语音）
金融,查询历史价格走势图,assistant_top,assistant_voice,24,6,950,1000,0.0252631578947368,0.006,-1.9263157894736844,-3.1745355895208824,-0.8441710565921227,stable,True,输入方式（打字头部→语音）
金融,比较同类金融产品并择优,assistant_top,assistant_voice,18,10,950,1000,0.0189473684210526,0.01,-0.8947368421052633,-2.0673876391238797,0.1872083467772728,stable,False,输入方式（打字头部→语音）
金融,识别陌生电话号码归属,assistant_top,assistant_voice,8,4,950,1000,0.0084210526315789,0.004,-0.4421052631578947,-1.288868927970666,0.3071427735204824,stable,False,输入方式（打字头部→语音）
金融,寻求个股买卖与持有决策建议,assistant_top,assistant_voice,87,90,950,1000,0.091578947368421,0.09,-0.1578947368421054,-2.7337032670719688,2.3996480487899605,stable,False,输入方式（打字头部→语音）
金融,查询交易日程与市场状态,assistant_top,assistant_voice,4,5,950,1000,0.0042105263157894,0.005,0.0789473684210526,-0.6372796061145236,0.792040295615434,stable,False,输入方式（打字头部→语音）
金融,寻求应急或无征信门槛借款渠道,assistant_top,assistant_voice,1,4,950,1000,0.0010526315789473,0.004,0.2947368421052632,-0.2515233981551331,0.9246843949924104,stable,False,输入方式（打字头部→语音）
金融,进入个股股吧讨论区,assistant_top,assistant_voice,2,10,950,1000,0.0021052631578947,0.01,0.7894736842105263,0.0721339291890112,1.6343479101309886,stable,True,输入方式（打字头部→语音）
金融,获取市场动态与事件公告,assistant_top,assistant_voice,6,26,950,1000,0.0063157894736842,0.026,1.968421052631579,0.8645410611131168,3.199218548496981,stable,True,输入方式（打字头部→语音）
金融,其他或无法判定的非金融查询,assistant_top,assistant_voice,90,120,950,1000,0.0947368421052631,0.12,2.5263157894736836,-0.2329194065480731,5.277267963819086,stable,False,输入方式（打字头部→语音）
金融,判定信贷产品账单与征信规则,assistant_top,assistant_voice,10,36,950,1000,0.0105263157894736,0.036,2.5473684210526315,1.2278532247346785,3.974059245206892,stable,True,输入方式（打字头部→语音）
金融,查找官方渠道与客服入口,assistant_top,assistant_voice,49,86,950,1000,0.051578947368421,0.086,3.4421052631578943,1.1942486213327212,5.707986059529284,stable,True,输入方式（打字头部→语音）
金融,计算具体金额或利率,assistant_top,assistant_voice,19,111,950,1000,0.02,0.111,9.1,6.989093818619439,11.31660342351594,stable,True,输入方式（打字头部→语音）
金融,解释金融术语与基础规则,assistant_top,assistant_voice,15,109,950,1000,0.0157894736842105,0.109,9.321052631578947,7.271091154734785,11.494542582364051,stable,True,输入方式（打字头部→语音）
金融,获取银行或支付账户操作指引,assistant_top,assistant_voice,24,135,950,1000,0.0252631578947368,0.135,10.973684210526317,8.656682578967349,13.377144870779112,stable,True,输入方式（打字头部→语音）
金融,寻求个股买卖与持有决策建议,assistant_random,assistant_voice,276,90,987,1000,0.2796352583586626,0.09,-18.96352583586626,-22.269235392427692,-15.633713303361157,stable,True,输入方式（打字长尾→语音）
金融,其他或无法判定的非金融查询,assistant_random,assistant_voice,166,120,987,1000,0.1681864235055724,0.12,-4.818642350557245,-7.909637748736581,-1.73215989047079,stable,True,输入方式（打字长尾→语音）
金融,获取市场动态与事件公告,assistant_random,assistant_voice,56,26,987,1000,0.0567375886524822,0.026,-3.073758865248227,-4.8915346032351525,-1.3320959259171543,stable,True,输入方式（打字长尾→语音）
金融,比较同类金融产品并择优,assistant_random,assistant_voice,38,10,987,1000,0.0385005065856129,0.01,-2.850050658561297,-4.313104123835099,-1.5248208172842594,stable,True,输入方式（打字长尾→语音）
金融,判定信贷产品账单与征信规则,assistant_random,assistant_voice,55,36,987,1000,0.055724417426545,0.036,-1.9724417426545091,-3.862410080394541,-0.1261106042495508,stable,True,输入方式（打字长尾→语音）
金融,核实金融平台真伪与合法性,assistant_random,assistant_voice,14,4,987,1000,0.0141843971631205,0.004,-1.0184397163120569,-1.9977597450626337,-0.1722098972228374,stable,True,输入方式（打字长尾→语音）
金融,查询历史价格走势图,assistant_random,assistant_voice,6,6,987,1000,0.0060790273556231,0.006,-0.00790273556231,-0.7904502054408281,0.7681106316324021,stable,False,输入方式（打字长尾→语音）
金融,查询交易日程与市场状态,assistant_random,assistant_voice,4,5,987,1000,0.0040526849037487,0.005,0.0947315096251266,-0.5991725945614756,0.804405423608284,stable,False,输入方式（打字长尾→语音）
金融,识别陌生电话号码归属,assistant_random,assistant_voice,2,4,987,1000,0.0020263424518743,0.004,0.1973657548125633,-0.3891284606423125,0.8384144755293467,stable,False,输入方式（打字长尾→语音）
金融,寻求应急或无征信门槛借款渠道,assistant_random,assistant_voice,1,4,987,1000,0.0010131712259371,0.004,0.2986828774062817,-0.2313390243482044,0.9281915638294131,stable,False,输入方式（打字长尾→语音）
金融,处置账户异常与非预期扣款,assistant_random,assistant_voice,30,37,987,1000,0.0303951367781155,0.037,0.6604863221884496,-0.9555256885582182,2.2910909400630324,stable,False,输入方式（打字长尾→语音）
金融,进入个股股吧讨论区,assistant_random,assistant_voice,1,10,987,1000,0.0010131712259371,0.01,0.8986828774062816,0.2436349377638488,1.7338075957557646,stable,True,输入方式（打字长尾→语音）
金融,获取每日答题活动答案,assistant_random,assistant_voice,2,12,987,1000,0.0020263424518743,0.012,0.9973657548125634,0.2580026694125069,1.8952159050389443,stable,True,输入方式（打字长尾→语音）
金融,解释金融术语与基础规则,assistant_random,assistant_voice,93,109,987,1000,0.094224924012158,0.109,1.4775075987841946,-1.1899755872411673,4.146555538934319,stable,False,输入方式（打字长尾→语音）
金融,查找官方渠道与客服入口,assistant_random,assistant_voice,43,86,987,1000,0.0435663627152988,0.086,4.2433637284701105,2.0896180058766323,6.441985609511736,stable,True,输入方式（打字长尾→语音）
金融,获取银行或支付账户操作指引,assistant_random,assistant_voice,69,135,987,1000,0.0699088145896656,0.135,6.509118541033436,3.858690458068846,9.181871451115098,stable,True,输入方式（打字长尾→语音）
金融,计算具体金额或利率,assistant_random,assistant_voice,45,111,987,1000,0.0455927051671732,0.111,6.540729483282676,4.205945623352022,8.925688656732106,stable,True,输入方式（打字长尾→语音）
金融,查询金融资产实时行情,assistant_random,assistant_voice,86,195,987,1000,0.0871327254305977,0.195,10.786727456940223,7.760006719798958,13.816178268612866,stable,True,输入方式（打字长尾→语音）
医疗,仅给出名称的裸实体查询,2025search,2026search,1856,1132,9998,9998,0.1856371274254851,0.1132226445289057,-7.241448289657932,-8.224776356018154,-6.25806705765126,stable,True,时间（搜索内部，2025→2026）
医疗,解释自身症状的原因,2025search,2026search,993,911,9998,9998,0.0993198639727945,0.0911182236447289,-0.8201640328065612,-1.6343777358013505,-0.006351397393752,stable,True,时间（搜索内部，2025→2026）
医疗,解读用户本人的检查数值或报告分级,2025search,2026search,428,372,9998,9998,0.0428085617123424,0.0372074414882976,-0.5601120224044811,-1.10505141487003,-0.0165402929218328,stable,True,时间（搜索内部，2025→2026）
医疗,查询诊疗项目的费用、时长与恢复参数,2025search,2026search,187,168,9998,9998,0.0187037407481496,0.0168033606721344,-0.1900380076015201,-0.5585252082063894,0.1771860066161849,stable,False,时间（搜索内部，2025→2026）
医疗,寻找疾病的治疗或缓解方案,2025search,2026search,794,777,9998,9998,0.0794158831766353,0.0777155431086217,-0.1700340068013603,-0.9165127451880152,0.57631086104452,stable,False,时间（搜索内部，2025→2026）
医疗,对正在发生的具体不适做分诊与处置判断,2025search,2026search,41,40,9998,9998,0.0041008201640328,0.004000800160032,-0.0100020004000799,-0.1902746447317752,0.1699561331318751,stable,False,时间（搜索内部，2025→2026）
医疗,在两个或几个选项之间给出裁决,2025search,2026search,151,151,9998,9998,0.0151030206041208,0.0151030206041208,0.0,-0.3400722107804906,0.3400722107804906,stable,False,时间（搜索内部，2025→2026）
医疗,由自述症状直接索取药品或药膏,2025search,2026search,65,65,9998,9998,0.006501300260052,0.006501300260052,0.0,-0.2259471423512203,0.2259471423512203,stable,False,时间（搜索内部，2025→2026）
医疗,查询就医科室、医院/医生导航与挂号入口,2025search,2026search,162,166,9998,9998,0.0162032406481296,0.0166033206641328,0.0400080016003199,-0.3138447474041908,0.3941513490616082,stable,False,时间（搜索内部，2025→2026）
医疗,获取食疗/养生方的做法与搭配,2025search,2026search,68,73,9998,9998,0.0068013602720544,0.0073014602920584,0.0500100020004,-0.1845236482133254,0.2854407363127296,stable,False,时间（搜索内部，2025→2026）
医疗,查询指标的正常值或参考范围,2025search,2026search,128,135,9998,9998,0.0128025605121024,0.013502700540108,0.0700140028005601,-0.2476247046740197,0.388301838789796,stable,False,时间（搜索内部，2025→2026）
医疗,查询疾病或医学术语的定义、病因与传染性,2025search,2026search,552,564,9998,9998,0.0552110422084416,0.0564112822564512,0.1200240048009601,-0.5170273516847513,0.7572536946512712,stable,False,时间（搜索内部，2025→2026）
医疗,评估疾病的严重程度、预后或时间预期,2025search,2026search,113,127,9998,9998,0.0113022604520904,0.0127025405081016,0.1400280056011201,-0.1633778158752274,0.4448681504286813,stable,False,时间（搜索内部，2025→2026）
医疗,查询疾病的症状与早期征兆,2025search,2026search,666,683,9998,9998,0.0666133226645329,0.0683136627325465,0.1700340068013603,-0.52583372413474,0.8660835172729194,stable,False,时间（搜索内部，2025→2026）
医疗,处理非健康或无法归入上述意图的残余,2025search,2026search,438,455,9998,9998,0.0438087617523504,0.045509101820364,0.1700340068013603,-0.4033260321765261,0.7437492019360317,stable,False,时间（搜索内部，2025→2026）
医疗,查询药品用法用量与服用时机,2025search,2026search,102,152,9998,9998,0.0102020404080816,0.0152030406081216,0.5001000200040008,0.1899796996908614,0.8150635097000272,stable,True,时间（搜索内部，2025→2026）
医疗,对具体行为、搭配或说法给出是否可行的裁决,2025search,2026search,295,374,9998,9998,0.029505901180236,0.0374074814962992,0.7901580316063213,0.2918231751468302,1.2909476063293508,stable,True,时间（搜索内部，2025→2026）
医疗,查询中医方剂组成、经络穴位与中医理论,2025search,2026search,133,226,9998,9998,0.0133026605321064,0.0226045209041808,0.9301860372074416,0.5636354434523146,1.302905711208764,stable,True,时间（搜索内部，2025→2026）
医疗,查询中药材/食材/茶饮的功效与作用,2025search,2026search,1587,1768,9998,9998,0.1587317463492698,0.1768353670734146,1.810362072414484,0.774591413990554,2.8459270044750338,stable,True,时间（搜索内部，2025→2026）
医疗,查询药品的功效与作用,2025search,2026search,1239,1659,9998,9998,0.1239247849569914,0.1659331866373274,4.200840168033608,3.226555030840058,5.175179820173857,stable,True,时间（搜索内部，2025→2026）
医疗,查询药品的功效与作用,2026search,assistant_top,1659,34,9998,958,0.1659331866373274,0.0354906054279749,-13.044258120935254,-14.288167706767265,-11.4988104892964,stable,True,界面（同为头部流量）
医疗,解释自身症状的原因,2026search,assistant_top,911,48,9998,958,0.0911182236447289,0.0501043841336116,-4.101383951111726,-5.443787137819303,-2.4382842519278345,stable,True,界面（同为头部流量）
医疗,查询疾病或医学术语的定义、病因与传染性,2026search,assistant_top,564,21,9998,958,0.0564112822564512,0.0219206680584551,-3.4490614197996177,-4.337219621580818,-2.232663687801417,stable,True,界面（同为头部流量）
医疗,解读用户本人的检查数值或报告分级,2026search,assistant_top,372,15,9998,958,0.0372074414882976,0.0156576200417536,-2.154982144654401,-2.8824341727185243,-1.0928940128033189,stable,True,界面（同为头部流量）
医疗,查询中医方剂组成、经络穴位与中医理论,2026search,assistant_top,226,6,9998,958,0.0226045209041808,0.0062630480167014,-1.6341472887479378,-2.093629051222329,-0.8514516958397346,stable,True,界面（同为头部流量）
医疗,查询中药材/食材/茶饮的功效与作用,2026search,assistant_top,1768,157,9998,958,0.1768353670734146,0.1638830897703549,-1.2952277303059785,-3.6313540359849066,1.2890653311607942,stable,False,界面（同为头部流量）
医疗,查询药品用法用量与服用时机,2026search,assistant_top,152,3,9998,958,0.0152030406081216,0.0031315240083507,-1.2071516599770893,-1.5385664482321837,-0.5641671533736726,stable,True,界面（同为头部流量）
医疗,在两个或几个选项之间给出裁决,2026search,assistant_top,151,3,9998,958,0.0151030206041208,0.0031315240083507,-1.1971496595770097,-1.5279615500574284,-0.5544336388552649,stable,True,界面（同为头部流量）
医疗,查询疾病的症状与早期征兆,2026search,assistant_top,683,54,9998,958,0.0683136627325465,0.0563674321503131,-1.1946230582233357,-2.5832351185732674,0.518855954904222,stable,False,界面（同为头部流量）
医疗,对具体行为、搭配或说法给出是否可行的裁决,2026search,assistant_top,374,30,9998,958,0.0374074814962992,0.0313152400835073,-0.6092241412791952,-1.617079874138546,0.74180605591769,stable,False,界面（同为头部流量）
医疗,评估疾病的严重程度、预后或时间预期,2026search,assistant_top,127,8,9998,958,0.0127025405081016,0.0083507306889352,-0.4351809819166339,-0.9108990831355506,0.393744009541728,stable,False,界面（同为头部流量）
