key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
PRODUCT_INFO_LOOKUP__2,PRODUCT_INFO_LOOKUP__2,健康管家Top1w,显著高于其余全部,2182,11252,19.392,5.789,12.046,2
INTERACTION_VERDICT__2,INTERACTION_VERDICT__2,健康管家Top1w,显著低于其余全部,52,11252,0.462,1.329,-0.542,2
MEDICAL_KNOWLEDGE_LOOKUP__1,MEDICAL_KNOWLEDGE_LOOKUP__1,健康管家Top1w,显著高于其余全部,1043,11252,9.269,3.081,5.413,2
DOSAGE_ADMINISTRATION__3,DOSAGE_ADMINISTRATION__3,传统搜索随机1w,显著低于其余全部,76,10000,0.76,1.275,-0.144,2
DOSAGE_ADMINISTRATION__2,DOSAGE_ADMINISTRATION__2,传统搜索随机1w,显著低于其余全部,60,10000,0.6,1.284,-0.109,2
DOSAGE_ADMINISTRATION__2,DOSAGE_ADMINISTRATION__2,健康管家Top1w,显著高于其余全部,179,11252,1.591,0.778,0.343,2
SYMPTOM_CAUSE_LOOKUP__5,SYMPTOM_CAUSE_LOOKUP__5,健康管家Top1w,显著低于其余全部,200,11252,1.777,2.894,-0.709,2
PROVIDER_NAVIGATION_AND_ADMIN__1,PROVIDER_NAVIGATION_AND_ADMIN__1,传统搜索随机1w,显著高于其余全部,749,10000,7.49,0.468,6.499,2
DIAGNOSIS_PROGNOSIS_VERDICT__5,DIAGNOSIS_PROGNOSIS_VERDICT__5,健康管家随机1w,显著高于其余全部,179,10316,1.735,1.172,0.224,2
MEDICAL_KNOWLEDGE_LOOKUP__2,MEDICAL_KNOWLEDGE_LOOKUP__2,健康管家随机1w,显著低于其余全部,405,10316,3.926,6.051,-0.477,2
MEDICAL_KNOWLEDGE_LOOKUP__2,MEDICAL_KNOWLEDGE_LOOKUP__2,健康管家Top1w,显著高于其余全部,789,11252,7.012,4.44,1.405,2
OWN_CASE_VERDICT__4,OWN_CASE_VERDICT__4,健康管家随机1w,显著高于其余全部,238,10316,2.307,0.786,0.685,2
OWN_CASE_VERDICT__4,OWN_CASE_VERDICT__4,健康管家Top1w,显著低于其余全部,41,11252,0.364,1.792,-0.657,2
CONTEXT_DEPENDENT_FOLLOW_UP__3,CONTEXT_DEPENDENT_FOLLOW_UP__3,健康管家Top1w,显著低于其余全部,24,11252,0.213,0.817,-0.405,2
PROVIDER_NAVIGATION_AND_ADMIN__2,PROVIDER_NAVIGATION_AND_ADMIN__2,传统搜索随机1w,显著高于其余全部,344,10000,3.44,1.669,1.099,2
PROVIDER_NAVIGATION_AND_ADMIN__2,PROVIDER_NAVIGATION_AND_ADMIN__2,健康管家Top1w,显著低于其余全部,164,11252,1.458,2.658,-0.1,2
DIAGNOSIS_PROGNOSIS_VERDICT__3,DIAGNOSIS_PROGNOSIS_VERDICT__3,健康管家随机1w,显著高于其余全部,98,10316,0.95,0.343,0.229,2
DIAGNOSIS_PROGNOSIS_VERDICT__3,DIAGNOSIS_PROGNOSIS_VERDICT__3,健康管家Top1w,显著低于其余全部,24,11252,0.213,0.724,-0.119,2
DIAGNOSIS_PROGNOSIS_VERDICT__4,DIAGNOSIS_PROGNOSIS_VERDICT__4,健康管家Top1w,显著低于其余全部,76,11252,0.675,1.196,-0.229,2
OWN_CASE_VERDICT__5,OWN_CASE_VERDICT__5,健康管家随机1w,显著高于其余全部,324,10316,3.141,1.059,1.314,2
OWN_CASE_VERDICT__5,OWN_CASE_VERDICT__5,健康管家Top1w,显著低于其余全部,83,11252,0.738,2.294,-0.405,2
PERMISSION_VERDICT__2,PERMISSION_VERDICT__2,健康管家随机1w,显著高于其余全部,310,10316,3.005,1.6,0.013,2
PERMISSION_VERDICT__2,PERMISSION_VERDICT__2,健康管家Top1w,显著低于其余全部,86,11252,0.764,2.776,-1.435,2
HEALTH_VALUE_CALCULATION__1,HEALTH_VALUE_CALCULATION__1,健康管家Top1w,显著低于其余全部,15,11252,0.133,0.487,-0.206,2
RECOVERY_TIMELINE__2,RECOVERY_TIMELINE__2,健康管家随机1w,显著高于其余全部,91,10316,0.882,0.447,0.013,2
RECOVERY_TIMELINE__2,RECOVERY_TIMELINE__2,健康管家Top1w,显著低于其余全部,32,11252,0.284,0.758,-0.165,2
INTERACTION_VERDICT__1,INTERACTION_VERDICT__1,健康管家Top1w,显著低于其余全部,17,11252,0.151,0.349,-0.014,2
INTERACTION_VERDICT__3,INTERACTION_VERDICT__3,传统搜索随机1w,显著高于其余全部,124,10000,1.24,0.658,0.055,2
INTERACTION_VERDICT__3,INTERACTION_VERDICT__3,健康管家Top1w,显著低于其余全部,49,11252,0.435,1.068,-0.25,2
OWN_CASE_VERDICT__1,OWN_CASE_VERDICT__1,健康管家随机1w,显著高于其余全部,224,10316,2.171,1.562,0.125,2
RECOVERY_TIMELINE__1,RECOVERY_TIMELINE__1,健康管家随机1w,显著高于其余全部,127,10316,1.231,0.762,0.145,2
DOSAGE_ADMINISTRATION__1,DOSAGE_ADMINISTRATION__1,健康管家Top1w,显著高于其余全部,93,11252,0.827,0.507,0.031,2
OWN_CASE_VERDICT__3,OWN_CASE_VERDICT__3,健康管家随机1w,显著高于其余全部,144,10316,1.396,0.659,0.0,2
OWN_CASE_VERDICT__3,OWN_CASE_VERDICT__3,健康管家Top1w,显著低于其余全部,31,11252,0.276,1.245,-0.596,2
OWN_CASE_VERDICT__2,OWN_CASE_VERDICT__2,健康管家随机1w,显著高于其余全部,134,10316,1.299,0.555,0.069,2
OWN_CASE_VERDICT__2,OWN_CASE_VERDICT__2,健康管家Top1w,显著低于其余全部,24,11252,0.213,1.122,-0.526,2
DIAGNOSIS_PROGNOSIS_VERDICT__1,DIAGNOSIS_PROGNOSIS_VERDICT__1,传统搜索随机1w,显著低于其余全部,83,10000,0.83,1.298,-0.166,2
PROCEDURE_EXPERIENCE__1,PROCEDURE_EXPERIENCE__1,健康管家Top1w,显著低于其余全部,13,11252,0.116,0.285,-0.03,2
CONTEXT_DEPENDENT_FOLLOW_UP__2,CONTEXT_DEPENDENT_FOLLOW_UP__2,健康管家随机1w,显著高于其余全部,97,10316,0.94,0.235,0.428,2
DIAGNOSIS_PROGNOSIS_VERDICT__2,DIAGNOSIS_PROGNOSIS_VERDICT__2,传统搜索随机1w,显著低于其余全部,55,10000,0.55,1.474,-0.471,2
DIAGNOSIS_PROGNOSIS_VERDICT__2,DIAGNOSIS_PROGNOSIS_VERDICT__2,健康管家Top1w,显著高于其余全部,186,11252,1.653,0.92,0.051,2
HOME_DEVICE_SELFTEST__1,HOME_DEVICE_SELFTEST__1,传统搜索随机1w,显著高于其余全部,12,10000,0.12,0.032,0.009,2
