层级,a,b,n_a,n_b,秩相关rho,前5重合个数,首位是否相同,TVD,TVD低,TVD高,同源噪声上界,超出噪声,CramersV
自上而下 L1 意图,2026搜索,助手头部1k,9982,889,0.7518,3,True,0.3038,0.2896,0.3274,0.0991,True,0.305
自上而下 L1 意图,2026搜索,助手随机1k,9982,950,0.6835,3,False,0.676,0.6531,0.6983,0.1158,True,0.5586
自上而下 L1 意图,2026搜索,助手语音头部1k,9982,999,0.8092,3,True,0.3534,0.3417,0.3735,0.0783,True,0.2475
自上而下 L1 意图,2026搜索,助手语音随机1k,9982,1000,0.6923,2,True,0.5087,0.4809,0.5382,0.1061,True,0.432
自上而下 L1 意图,2026搜索随机1w,助手头部1k,10000,889,0.8121,3,True,0.2841,0.2624,0.3127,0.0968,True,0.1765
自上而下 L1 意图,2026搜索随机1w,助手随机1k,10000,950,0.9242,4,False,0.288,0.2608,0.3166,0.1117,True,0.2112
自上而下 L1 意图,2026搜索随机1w,助手语音头部1k,10000,999,0.8811,4,True,0.4196,0.397,0.4415,0.0823,True,0.2479
自上而下 L1 意图,2026搜索随机1w,助手语音随机1k,10000,1000,0.912,3,True,0.1638,0.133,0.2004,0.106,True,0.1196
自上而下 L1 意图,助手头部1k,助手随机1k,889,950,0.7974,3,False,0.4488,0.4183,0.4941,0.1221,True,0.5351
自上而下 L1 意图,助手头部1k,助手语音头部1k,889,999,0.7757,3,True,0.187,0.1597,0.2267,0.0991,True,0.2818
自上而下 L1 意图,助手头部1k,助手语音随机1k,889,1000,0.7928,3,True,0.2752,0.2517,0.3212,0.108,True,0.3445
自上而下 L1 意图,助手随机1k,助手语音头部1k,950,999,0.7672,3,False,0.6281,0.5942,0.6609,0.12,True,0.6767
自上而下 L1 意图,助手随机1k,助手语音随机1k,950,1000,0.899,4,False,0.2441,0.211,0.2871,0.1181,True,0.304
自上而下 L1 意图,助手语音头部1k,助手语音随机1k,999,1000,0.8301,3,True,0.4229,0.3918,0.4649,0.108,True,0.4747
自上而下 L2 子意图,2025搜索,2025搜索随机1w,9983,9999,0.7488,2,False,0.5288,0.519,0.5418,0.0546,True,0.5637
自上而下 L2 子意图,2025搜索,2026搜索,9983,9982,0.8098,5,True,0.2618,0.2522,0.2747,0.0463,True,0.3304
自上而下 L2 子意图,2025搜索,2026搜索随机1w,9983,10000,0.7507,2,False,0.5494,0.5394,0.5613,0.0544,True,0.5884
自上而下 L2 子意图,2025搜索,助手头部1k,9983,889,0.6869,4,True,0.2616,0.2344,0.2986,0.1465,True,0.2617
自上而下 L2 子意图,2025搜索,助手随机1k,9983,950,0.4228,1,False,0.6785,0.6592,0.6973,0.1684,True,0.5802
自上而下 L2 子意图,2025搜索,助手语音头部1k,9983,999,0.6683,4,True,0.2032,0.1818,0.2417,0.1162,True,0.176
自上而下 L2 子意图,2025搜索,助手语音随机1k,9983,1000,0.6724,4,False,0.5192,0.4952,0.5502,0.17,True,0.4236
自上而下 L2 子意图,2025搜索随机1w,2026搜索,9999,9982,0.4467,2,False,0.5422,0.5315,0.5534,0.0548,True,0.597
自上而下 L2 子意图,2025搜索随机1w,2026搜索随机1w,9999,10000,0.9833,5,True,0.0696,0.0672,0.0908,0.0552,True,0.0925
自上而下 L2 子意图,2025搜索随机1w,助手头部1k,9999,889,0.7113,2,False,0.4434,0.4288,0.4792,0.1509,True,0.3039
自上而下 L2 子意图,2025搜索随机1w,助手随机1k,9999,950,0.8284,1,False,0.3357,0.3194,0.3777,0.1747,True,0.2593
自上而下 L2 子意图,2025搜索随机1w,助手语音头部1k,9999,999,0.5468,2,False,0.5852,0.5667,0.6054,0.1142,True,0.3932
自上而下 L2 子意图,2025搜索随机1w,助手语音随机1k,9999,1000,0.9026,3,False,0.2088,0.1935,0.2463,0.1681,True,0.1454
自上而下 L2 子意图,2026搜索,2026搜索随机1w,9982,10000,0.471,2,False,0.56,0.5502,0.5716,0.0544,True,0.6148
自上而下 L2 子意图,2026搜索,助手头部1k,9982,889,0.5254,4,True,0.3703,0.3493,0.399,0.1532,True,0.3395
自上而下 L2 子意图,2026搜索,助手随机1k,9982,950,0.1421,1,False,0.7123,0.6897,0.7364,0.1747,True,0.6379
自上而下 L2 子意图,2026搜索,助手语音头部1k,9982,999,0.5672,4,True,0.3801,0.3678,0.4006,0.1083,True,0.2641
自上而下 L2 子意图,2026搜索,助手语音随机1k,9982,1000,0.403,4,False,0.5641,0.5359,0.5948,0.1681,True,0.4999
自上而下 L2 子意图,2026搜索随机1w,助手头部1k,10000,889,0.6944,2,False,0.4786,0.4606,0.5073,0.1509,True,0.3276
自上而下 L2 子意图,2026搜索随机1w,助手随机1k,10000,950,0.8205,1,False,0.3582,0.3397,0.3952,0.1747,True,0.2648
自上而下 L2 子意图,2026搜索随机1w,助手语音头部1k,10000,999,0.5573,2,False,0.6062,0.5898,0.6271,0.1163,True,0.4143
自上而下 L2 子意图,2026搜索随机1w,助手语音随机1k,10000,1000,0.8903,3,False,0.2518,0.2335,0.2862,0.17,True,0.161
自上而下 L2 子意图,助手头部1k,助手随机1k,889,950,0.6018,2,False,0.5085,0.4836,0.5523,0.1768,True,0.5986
自上而下 L2 子意图,助手头部1k,助手语音头部1k,889,999,0.4619,4,True,0.2226,0.211,0.2725,0.1486,True,0.3762
自上而下 L2 子意图,助手头部1k,助手语音随机1k,889,1000,0.6778,4,False,0.3862,0.3597,0.4363,0.1701,True,0.4645
自上而下 L2 子意图,助手随机1k,助手语音头部1k,950,999,0.3226,1,False,0.6789,0.652,0.7129,0.1768,True,0.7426
自上而下 L2 子意图,助手随机1k,助手语音随机1k,950,1000,0.791,1,True,0.3122,0.2906,0.3652,0.1832,True,0.3749
自上而下 L2 子意图,助手语音头部1k,助手语音随机1k,999,1000,0.6514,4,False,0.4969,0.4669,0.532,0.1681,True,0.5649
自下而上 家族,2025搜索,2025搜索随机1w,9983,9999,0.6618,3,False,0.453,0.4423,0.4651,0.0401,True,0.4781
自下而上 家族,2025搜索,2026搜索,9983,9982,0.7776,3,True,0.221,0.2113,0.2357,0.0371,True,0.2411
自下而上 家族,2025搜索,2026搜索随机1w,9983,10000,0.6532,2,False,0.4673,0.4573,0.4793,0.0406,True,0.4961
自下而上 家族,2025搜索,助手头部1k,9983,889,0.6092,2,True,0.1753,0.1449,0.2133,0.1082,True,0.1453
自下而上 家族,2025搜索,助手随机1k,9983,950,0.4428,2,False,0.5779,0.5625,0.6042,0.12,True,0.3779
自下而上 家族,2025搜索,助手语音头部1k,9983,999,0.5388,3,True,0.1465,0.1251,0.1795,0.0922,True,0.1163
自下而上 家族,2025搜索,助手语音随机1k,9983,1000,0.5751,2,False,0.4232,0.4018,0.4565,0.12,True,0.2758
自下而上 家族,2025搜索随机1w,2026搜索,9999,9982,0.497,2,False,0.3055,0.2942,0.3187,0.039,True,0.3718
自下而上 家族,2025搜索随机1w,2026搜索随机1w,9999,10000,0.9579,3,True,0.0387,0.0356,0.0538,0.0436,False,0.064
自下而上 家族,2025搜索随机1w,助手头部1k,9999,889,0.3933,3,False,0.3883,0.3561,0.421,0.1014,True,0.2688
自下而上 家族,2025搜索随机1w,助手随机1k,9999,950,0.6905,3,True,0.2003,0.184,0.2335,0.118,True,0.1652
自下而上 家族,2025搜索随机1w,助手语音头部1k,9999,999,0.4434,4,False,0.5512,0.5306,0.5804,0.0942,True,0.3889
自下而上 家族,2025搜索随机1w,助手语音随机1k,9999,1000,0.6427,3,True,0.1313,0.1121,0.1676,0.1182,False,0.113
自下而上 家族,2026搜索,2026搜索随机1w,9982,10000,0.5069,3,False,0.3198,0.3078,0.3325,0.0409,True,0.3909
自下而上 家族,2026搜索,助手头部1k,9982,889,0.6047,2,True,0.1752,0.1457,0.2146,0.1059,True,0.1594
自下而上 家族,2026搜索,助手随机1k,9982,950,0.2756,2,False,0.4264,0.4091,0.4529,0.12,True,0.3399
自下而上 家族,2026搜索,助手语音头部1k,9982,999,0.5341,2,True,0.3379,0.3161,0.3666,0.0942,True,0.2068
自下而上 家族,2026搜索,助手语音随机1k,9982,1000,0.3928,2,False,0.2738,0.2524,0.3063,0.1241,True,0.2451
自下而上 家族,2026搜索随机1w,助手头部1k,10000,889,0.2689,2,False,0.4101,0.3834,0.4515,0.1105,True,0.2882
自下而上 家族,2026搜索随机1w,助手随机1k,10000,950,0.6474,2,True,0.2047,0.1895,0.2383,0.1137,True,0.1709
自下而上 家族,2026搜索随机1w,助手语音头部1k,10000,999,0.4232,2,False,0.5618,0.5384,0.5956,0.0923,True,0.4116
自下而上 家族,2026搜索随机1w,助手语音随机1k,10000,1000,0.6593,2,True,0.1493,0.1331,0.1894,0.122,True,0.1269
自下而上 家族,助手头部1k,助手随机1k,889,950,0.3535,4,False,0.4749,0.4463,0.5207,0.1216,True,0.5391
自下而上 家族,助手头部1k,助手语音头部1k,889,999,0.6126,3,True,0.2462,0.2178,0.2945,0.1043,True,0.292
自下而上 家族,助手头部1k,助手语音随机1k,889,1000,0.4586,4,False,0.3102,0.2801,0.3624,0.124,True,0.3537
自下而上 家族,助手随机1k,助手语音头部1k,950,999,0.3816,3,False,0.6648,0.6423,0.7038,0.1159,True,0.6929
自下而上 家族,助手随机1k,助手语音随机1k,950,1000,0.6821,4,True,0.2229,0.2019,0.2731,0.124,True,0.2834
自下而上 家族,助手语音头部1k,助手语音随机1k,999,1000,0.5484,3,False,0.5058,0.4728,0.5509,0.1163,True,0.5213
自下而上 叶,2025搜索,2025搜索随机1w,9983,9999,0.6618,3,False,0.453,0.4424,0.4666,0.0398,True,0.4781
自下而上 叶,2025搜索,2026搜索,9983,9982,0.7776,3,True,0.221,0.21,0.2371,0.0355,True,0.2411
自下而上 叶,2025搜索,2026搜索随机1w,9983,10000,0.6532,2,False,0.4673,0.4565,0.4831,0.0406,True,0.4961
自下而上 叶,2025搜索,助手头部1k,9983,889,0.6092,2,True,0.1753,0.1453,0.2138,0.1059,True,0.1453
自下而上 叶,2025搜索,助手随机1k,9983,950,0.4428,2,False,0.5779,0.5634,0.6052,0.1158,True,0.3779
自下而上 叶,2025搜索,助手语音头部1k,9983,999,0.5388,3,True,0.1465,0.1304,0.1781,0.0922,True,0.1163
自下而上 叶,2025搜索,助手语音随机1k,9983,1000,0.5751,2,False,0.4232,0.3989,0.4588,0.12,True,0.2758
自下而上 叶,2025搜索随机1w,2026搜索,9999,9982,0.497,2,False,0.3055,0.2941,0.3168,0.0422,True,0.3718
自下而上 叶,2025搜索随机1w,2026搜索随机1w,9999,10000,0.9579,3,True,0.0387,0.0358,0.0556,0.041,False,0.064
自下而上 叶,2025搜索随机1w,助手头部1k,9999,889,0.3933,3,False,0.3883,0.3591,0.424,0.1082,True,0.2688
自下而上 叶,2025搜索随机1w,助手随机1k,9999,950,0.6905,3,True,0.2003,0.183,0.2373,0.12,True,0.1652
自下而上 叶,2025搜索随机1w,助手语音头部1k,9999,999,0.4434,4,False,0.5512,0.5257,0.5835,0.0922,True,0.3889
自下而上 叶,2025搜索随机1w,助手语音随机1k,9999,1000,0.6427,3,True,0.1313,0.1148,0.1695,0.12,False,0.113
自下而上 叶,2026搜索,2026搜索随机1w,9982,10000,0.5069,3,False,0.3198,0.3081,0.3317,0.0402,True,0.3909
自下而上 叶,2026搜索,助手头部1k,9982,889,0.6047,2,True,0.1752,0.146,0.2111,0.1014,True,0.1594
自下而上 叶,2026搜索,助手随机1k,9982,950,0.2756,2,False,0.4264,0.4107,0.452,0.12,True,0.3399
自下而上 叶,2026搜索,助手语音头部1k,9982,999,0.5341,2,True,0.3379,0.3215,0.3697,0.0943,True,0.2068
自下而上 叶,2026搜索,助手语音随机1k,9982,1000,0.3928,2,False,0.2738,0.2507,0.3042,0.124,True,0.2451
自下而上 叶,2026搜索随机1w,助手头部1k,10000,889,0.2689,2,False,0.4101,0.3767,0.4429,0.1014,True,0.2882
自下而上 叶,2026搜索随机1w,助手随机1k,10000,950,0.6474,2,True,0.2047,0.188,0.2371,0.1221,True,0.1709
自下而上 叶,2026搜索随机1w,助手语音头部1k,10000,999,0.4232,2,False,0.5618,0.5398,0.5948,0.0903,True,0.4116
自下而上 叶,2026搜索随机1w,助手语音随机1k,10000,1000,0.6593,2,True,0.1493,0.1322,0.189,0.118,True,0.1269
自下而上 叶,助手头部1k,助手随机1k,889,950,0.3535,4,False,0.4749,0.4496,0.5184,0.1194,True,0.5391
自下而上 叶,助手头部1k,助手语音头部1k,889,999,0.6126,3,True,0.2462,0.2169,0.2984,0.1102,True,0.292
自下而上 叶,助手头部1k,助手语音随机1k,889,1000,0.4586,4,False,0.3102,0.2829,0.3616,0.1221,True,0.3537
自下而上 叶,助手随机1k,助手语音头部1k,950,999,0.3816,3,False,0.6648,0.6411,0.707,0.12,True,0.6929
自下而上 叶,助手随机1k,助手语音随机1k,950,1000,0.6821,4,True,0.2229,0.2004,0.2747,0.1284,True,0.2834
自下而上 叶,助手语音头部1k,助手语音随机1k,999,1000,0.5484,3,False,0.5058,0.4767,0.5508,0.118,True,0.5213
