层级,快照,n,类目数,前1条数,前1行占比%,前1流量占比%,前3条数,前3行占比%,前3流量占比%,前5条数,前5行占比%,前5流量占比%,前10条数,前10行占比%,前10流量占比%,流量有效n,单行最大流量%,前10之外类数,前10之外条数,前10之外行占比%,前10之外流量占比%,第10名条数,并列类数,并列需选,边界并列,前10流量占比%低,前10流量占比%高,前10流量摆动pp
自上而下 L2 子意图,2026搜索随机1w,10000,51,1812,18.12,7.474369206212782,3696,36.96,19.206212781631773,4825,48.25,54.52452575357604,6609,66.09,70.61206949475105,19.869306571690725,20.92516422125361,41,3391,33.91,29.387930505248946,272,1,1,False,70.61206949475105,70.61206949475105,0.0
自上而下 L2 子意图,助手头部1k,889,41,231,25.984251968503937,30.290079753278835,523,58.83014623172104,63.94231566380926,608,68.39145106861642,72.6600454311817,714,80.31496062992126,83.07398318714662,222.0807486383696,3.9283878562782912,31,175,19.68503937007874,16.926016812853376,16,1,1,False,83.07398318714662,83.07398318714662,0.0
自上而下 L2 子意图,助手随机1k,950,44,144,15.157894736842104,14.143094841930116,299,31.473684210526315,28.535773710482527,404,42.526315789473685,38.18635607321131,558,58.73684210526316,52.57903494176372,156.73725320026037,5.990016638935107,34,392,41.26315789473684,47.42096505823628,26,1,1,False,52.57903494176372,52.57903494176372,0.0
自上而下 L2 子意图,助手语音头部1k,999,34,269,26.926926926926928,26.846249879957746,644,64.46446446446447,66.81071737251513,848,84.88488488488488,86.64649956784787,912,91.29129129129129,92.76385287621243,456.0179033295904,2.2760011524056467,24,87,8.708708708708713,7.236147123787575,10,2,1,True,92.60059540958419,92.76385287621243,0.16325746662823803
自上而下 L2 子意图,助手语音随机1k,1000,45,168,16.8,17.83649876135425,319,31.9,32.70024772914946,434,43.4,47.39884393063583,620,62.0,63.91412056151939,477.53858677955054,1.981833195706028,35,380,38.0,36.08587943848061,31,2,1,True,63.91412056151939,63.996696944673815,0.08257638315442506
自下而上 家族,2025搜索,9983,37,5827,58.36922768706802,60.615533142759276,8287,83.01111890213363,88.39358718763611,8587,86.01622758689773,90.18559623714167,9024,90.3936692377041,92.67920316531776,79.07688731098634,9.659664049161478,27,959,9.606330762295897,7.320796834682241,67,1,1,False,92.67920316531776,92.67920316531776,0.0
自下而上 家族,2025搜索随机1w,9999,36,5033,50.33503350335034,42.11725147784586,6934,69.34693469346935,74.57924327060395,7417,74.17741774177418,80.51774318925465,8232,82.32823282328233,87.29323716036659,243.95548526841458,3.0298100041578535,26,1767,17.671767176717665,12.706762839633413,126,1,1,False,87.29323716036659,87.29323716036659,0.0
自下而上 家族,2026搜索,9982,37,4086,40.93368062512523,51.1615831106363,8460,84.7525545982769,86.38624183240799,8811,88.26888399118413,89.36557744885161,9229,92.45642155880586,93.99998818106302,518.6102052432769,2.297588500071556,27,753,7.543578441194143,6.000011818936983,64,1,1,False,93.99998818106302,93.99998818106302,0.0
自下而上 家族,2026搜索随机1w,10000,37,5001,50.01,37.52839339431518,6770,67.7,81.29412486954386,7248,72.48,83.8572042482657,8105,81.05,89.45607465160536,19.869306571690725,20.92516422125361,27,1895,18.950000000000003,10.543925348394637,136,1,1,False,89.45607465160536,89.45607465160536,0.0
自下而上 家族,助手头部1k,889,32,447,50.28121484814398,52.213112035947006,771,86.72665916760405,87.17688315564324,800,89.98875140607424,90.58878148264827,836,94.03824521934759,95.15428362985193,222.0807486383696,3.9283878562782912,22,53,5.961754780652413,4.845716370148068,5,3,1,True,95.15428362985193,95.70807978644027,0.5537961565883336
自下而上 家族,助手随机1k,950,36,571,60.10526315789474,53.49417637271215,686,72.21052631578948,75.62396006655575,738,77.6842105263158,80.19966722129784,813,85.57894736842105,86.8552412645591,156.73725320026037,5.990016638935107,26,137,14.421052631578945,13.144758735440902,12,2,1,True,86.8552412645591,86.8552412645591,0.0
自下而上 家族,助手语音头部1k,999,30,682,68.26826826826827,68.92346105829252,856,85.68568568568568,84.94189954864113,890,89.08908908908909,90.05089791606646,936,93.69369369369369,94.11792951118792,456.0179033295904,2.2760011524056467,20,63,6.306306306306311,5.882070488812076,6,2,1,True,94.11792951118792,94.25717852684143,0.13924901565350467
自下而上 家族,助手语音随机1k,1000,35,482,48.2,43.600330305532616,742,74.2,71.67630057803468,784,78.4,78.11725846407927,846,84.6,84.06275805119736,477.53858677955054,1.981833195706028,25,154,15.400000000000006,15.937241948802637,11,3,1,True,84.06275805119736,84.2279108175062,0.1651527663088359
自下而上 叶,2025搜索,9983,37,5827,58.36922768706802,60.615533142759276,8287,83.01111890213363,88.39358718763611,8587,86.01622758689773,90.18559623714167,9024,90.3936692377041,92.67920316531776,79.07688731098634,9.659664049161478,27,959,9.606330762295897,7.320796834682241,67,1,1,False,92.67920316531776,92.67920316531776,0.0
自下而上 叶,2025搜索随机1w,9999,36,5033,50.33503350335034,42.11725147784587,6934,69.34693469346935,74.57924327060397,7417,74.17741774177418,80.51774318925466,8232,82.32823282328233,87.2932371603666,243.95548526841458,3.0298100041578535,26,1767,17.671767176717665,12.706762839633399,126,1,1,False,87.2932371603666,87.2932371603666,0.0
自下而上 叶,2026搜索,9982,37,4086,40.93368062512523,51.16158311063629,8460,84.7525545982769,86.38624183240796,8811,88.26888399118413,89.3655774488516,9229,92.45642155880586,93.999988181063,518.6102052432769,2.297588500071556,27,753,7.543578441194143,6.000011818936997,64,1,1,False,93.999988181063,93.999988181063,0.0
自下而上 叶,2026搜索随机1w,10000,37,5001,50.01,37.528393394315174,6770,67.7,81.29412486954385,7248,72.48,83.85720424826569,8105,81.05,89.45607465160533,19.869306571690725,20.92516422125361,27,1895,18.950000000000003,10.543925348394666,136,1,1,False,89.45607465160533,89.45607465160533,0.0
自下而上 叶,助手头部1k,889,32,447,50.28121484814398,52.213112035947006,771,86.72665916760405,87.17688315564324,800,89.98875140607424,90.58878148264827,836,94.03824521934759,95.21480326971862,222.0807486383696,3.9283878562782912,22,53,5.961754780652413,4.785196730281385,5,3,1,True,95.15428362985193,95.70807978644027,0.5537961565883336
自下而上 叶,助手随机1k,950,36,571,60.10526315789474,53.49417637271215,686,72.21052631578948,75.62396006655575,738,77.6842105263158,80.19966722129784,813,85.57894736842105,86.8552412645591,156.73725320026037,5.990016638935107,26,137,14.421052631578945,13.144758735440902,12,2,1,True,86.8552412645591,86.8552412645591,0.0
自下而上 叶,助手语音头部1k,999,30,682,68.26826826826827,68.92346105829252,856,85.68568568568568,84.94189954864113,890,89.08908908908909,90.05089791606646,936,93.69369369369369,94.25717852684143,456.0179033295904,2.2760011524056467,20,63,6.306306306306311,5.742821473158571,6,2,1,True,94.11792951118792,94.25717852684143,0.13924901565350467
自下而上 叶,助手语音随机1k,1000,35,482,48.2,43.60033030553263,742,74.2,71.67630057803471,784,78.4,78.1172584640793,846,84.6,84.1453344343518,477.53858677955054,1.981833195706028,25,154,15.400000000000006,15.854665565648205,11,3,1,True,84.06275805119739,84.22791081750623,0.1651527663088359
