key,类目,缺席快照,该快照n,其余快照条数,其余快照n,参照占比%,期望条数,P(0),该快照上界%,最高占比快照,最高占比%,判定
CURRENT_STATUS_TRACKING__1,CURRENT_STATUS_TRACKING__1,助手语音头部1k,999,57,42803,0.133,1.33,0.2642,0.369,助手随机1k,1.263,不可判定（样本量不足）
CURRENT_STATUS_TRACKING__1,CURRENT_STATUS_TRACKING__1,助手语音随机1k,1000,57,42802,0.133,1.33,0.2638,0.368,助手随机1k,1.263,不可判定（样本量不足）
PORTRAIT_IMAGE_REQUEST__4,PORTRAIT_IMAGE_REQUEST__4,助手语音头部1k,999,199,42803,0.465,4.64,0.0095,0.369,2025搜索随机1w,0.59,偏少但证据弱
CAUSAL_EXPLANATION__1,CAUSAL_EXPLANATION__1,助手语音头部1k,999,257,42803,0.6,6.0,0.0024,0.369,助手随机1k,3.158,真缺席
POST_TENURE_AND_MOVE_RESOLUTION__3,POST_TENURE_AND_MOVE_RESOLUTION__3,助手语音头部1k,999,298,42803,0.696,6.96,0.0009,0.369,助手随机1k,1.474,真缺席
SINGLE_ATTRIBUTE_FACTOID__3,SINGLE_ATTRIBUTE_FACTOID__3,助手头部1k,889,88,42913,0.205,1.82,0.1612,0.414,助手语音头部1k,1.001,不可判定（样本量不足）
SINGLE_ATTRIBUTE_FACTOID__3,SINGLE_ATTRIBUTE_FACTOID__3,助手随机1k,950,88,42852,0.205,1.95,0.1419,0.388,助手语音头部1k,1.001,不可判定（样本量不足）
PORTRAIT_IMAGE_REQUEST__2,PORTRAIT_IMAGE_REQUEST__2,助手语音头部1k,999,183,42803,0.428,4.27,0.0138,0.369,2025搜索随机1w,0.76,偏少但证据弱
SINGLE_ATTRIBUTE_FACTOID__6,SINGLE_ATTRIBUTE_FACTOID__6,助手头部1k,889,198,42913,0.461,4.1,0.0164,0.414,助手语音随机1k,1.0,偏少但证据弱
RELATION_AND_FAMILY_LOOKUP__1,RELATION_AND_FAMILY_LOOKUP__1,助手语音头部1k,999,154,42803,0.36,3.59,0.0273,0.369,助手头部1k,0.9,偏少但证据弱
DEATH_VERIFICATION__1,DEATH_VERIFICATION__1,2026搜索,9982,15,33820,0.044,4.43,0.0119,0.037,助手随机1k,0.316,偏少但证据弱
DEATH_VERIFICATION__1,DEATH_VERIFICATION__1,助手头部1k,889,15,42913,0.035,0.31,0.7329,0.414,助手随机1k,0.316,不可判定（样本量不足）
DEATH_VERIFICATION__1,DEATH_VERIFICATION__1,助手语音头部1k,999,15,42803,0.035,0.35,0.7046,0.369,助手随机1k,0.316,不可判定（样本量不足）
BIO_PROFILE_LOOKUP__3,BIO_PROFILE_LOOKUP__3,助手头部1k,889,370,42913,0.862,7.67,0.0005,0.414,2026搜索,3.617,真缺席
BIO_PROFILE_LOOKUP__3,BIO_PROFILE_LOOKUP__3,助手随机1k,950,370,42852,0.863,8.2,0.0003,0.388,2026搜索,3.617,真缺席
BIO_PROFILE_LOOKUP__3,BIO_PROFILE_LOOKUP__3,助手语音头部1k,999,370,42803,0.864,8.64,0.0002,0.369,2026搜索,3.617,真缺席
BIO_PROFILE_LOOKUP__3,BIO_PROFILE_LOOKUP__3,助手语音随机1k,1000,370,42802,0.864,8.64,0.0002,0.368,2026搜索,3.617,真缺席
PORTRAIT_IMAGE_REQUEST__3,PORTRAIT_IMAGE_REQUEST__3,助手头部1k,889,194,42913,0.452,4.02,0.0178,0.414,助手语音随机1k,0.7,偏少但证据弱
PRIVATE_INDIVIDUAL_DATA_PROBE__2,PRIVATE_INDIVIDUAL_DATA_PROBE__2,2026搜索,9982,160,33820,0.473,47.22,0.0,0.037,助手随机1k,1.684,真缺席
PRIVATE_INDIVIDUAL_DATA_PROBE__2,PRIVATE_INDIVIDUAL_DATA_PROBE__2,助手头部1k,889,160,42913,0.373,3.31,0.0361,0.414,助手随机1k,1.684,偏少但证据弱
PRIVATE_INDIVIDUAL_DATA_PROBE__2,PRIVATE_INDIVIDUAL_DATA_PROBE__2,助手语音头部1k,999,160,42803,0.374,3.73,0.0237,0.369,助手随机1k,1.684,偏少但证据弱
RELATION_AND_FAMILY_LOOKUP__2,RELATION_AND_FAMILY_LOOKUP__2,助手语音头部1k,999,253,42803,0.591,5.9,0.0027,0.369,助手随机1k,1.158,真缺席
POST_TENURE_AND_MOVE_RESOLUTION__5,POST_TENURE_AND_MOVE_RESOLUTION__5,助手头部1k,889,239,42913,0.557,4.95,0.007,0.414,助手随机1k,1.474,偏少但证据弱
POST_TENURE_AND_MOVE_RESOLUTION__5,POST_TENURE_AND_MOVE_RESOLUTION__5,助手语音头部1k,999,239,42803,0.558,5.58,0.0037,0.369,助手随机1k,1.474,真缺席
PRIVATE_INDIVIDUAL_DATA_PROBE__1,PRIVATE_INDIVIDUAL_DATA_PROBE__1,助手头部1k,889,189,42913,0.44,3.92,0.0198,0.414,助手随机1k,1.789,偏少但证据弱
HARD_REFUSE_ILLICIT_IMAGERY_REQUEST__1,HARD_REFUSE_ILLICIT_IMAGERY_REQUEST__1,助手随机1k,950,18,42852,0.042,0.4,0.6709,0.388,助手语音随机1k,0.3,不可判定（样本量不足）
SINGLE_ATTRIBUTE_FACTOID__5,SINGLE_ATTRIBUTE_FACTOID__5,助手语音头部1k,999,90,42803,0.21,2.1,0.1221,0.369,助手随机1k,0.947,不可判定（样本量不足）
PORTRAIT_IMAGE_REQUEST__1,PORTRAIT_IMAGE_REQUEST__1,2025搜索,9983,59,33819,0.174,17.42,0.0,0.037,2025搜索随机1w,0.4,真缺席
PORTRAIT_IMAGE_REQUEST__1,PORTRAIT_IMAGE_REQUEST__1,2026搜索,9982,59,33820,0.174,17.41,0.0,0.037,2025搜索随机1w,0.4,真缺席
PORTRAIT_IMAGE_REQUEST__1,PORTRAIT_IMAGE_REQUEST__1,助手头部1k,889,59,42913,0.137,1.22,0.2943,0.414,2025搜索随机1w,0.4,不可判定（样本量不足）
PORTRAIT_IMAGE_REQUEST__1,PORTRAIT_IMAGE_REQUEST__1,助手随机1k,950,59,42852,0.138,1.31,0.2701,0.388,2025搜索随机1w,0.4,不可判定（样本量不足）
PORTRAIT_IMAGE_REQUEST__1,PORTRAIT_IMAGE_REQUEST__1,助手语音头部1k,999,59,42803,0.138,1.38,0.2521,0.369,2025搜索随机1w,0.4,不可判定（样本量不足）
PORTRAIT_IMAGE_REQUEST__1,PORTRAIT_IMAGE_REQUEST__1,助手语音随机1k,1000,59,42802,0.138,1.38,0.2517,0.368,2025搜索随机1w,0.4,不可判定（样本量不足）
EVALUATION_OPINION_LOOKUP__2,EVALUATION_OPINION_LOOKUP__2,2025搜索,9983,65,33819,0.192,19.19,0.0,0.037,助手随机1k,0.737,真缺席
EVALUATION_OPINION_LOOKUP__2,EVALUATION_OPINION_LOOKUP__2,2026搜索,9982,65,33820,0.192,19.18,0.0,0.037,助手随机1k,0.737,真缺席
EVALUATION_OPINION_LOOKUP__2,EVALUATION_OPINION_LOOKUP__2,助手头部1k,889,65,42913,0.151,1.35,0.2599,0.414,助手随机1k,0.737,不可判定（样本量不足）
SCANDAL_BLACK_MATERIAL_CONSUMPTION__1,SCANDAL_BLACK_MATERIAL_CONSUMPTION__1,2025搜索,9983,4,33819,0.012,1.18,0.307,0.037,助手头部1k,0.225,不可判定（样本量不足）
SCANDAL_BLACK_MATERIAL_CONSUMPTION__1,SCANDAL_BLACK_MATERIAL_CONSUMPTION__1,2026搜索,9982,4,33820,0.012,1.18,0.3071,0.037,助手头部1k,0.225,不可判定（样本量不足）
SCANDAL_BLACK_MATERIAL_CONSUMPTION__1,SCANDAL_BLACK_MATERIAL_CONSUMPTION__1,2026搜索随机1w,10000,4,33802,0.012,1.18,0.3062,0.037,助手头部1k,0.225,不可判定（样本量不足）
SCANDAL_BLACK_MATERIAL_CONSUMPTION__1,SCANDAL_BLACK_MATERIAL_CONSUMPTION__1,助手随机1k,950,4,42852,0.009,0.09,0.9151,0.388,助手头部1k,0.225,不可判定（样本量不足）
SCANDAL_BLACK_MATERIAL_CONSUMPTION__1,SCANDAL_BLACK_MATERIAL_CONSUMPTION__1,助手语音头部1k,999,4,42803,0.009,0.09,0.9109,0.369,助手头部1k,0.225,不可判定（样本量不足）
SCANDAL_BLACK_MATERIAL_CONSUMPTION__1,SCANDAL_BLACK_MATERIAL_CONSUMPTION__1,助手语音随机1k,1000,4,42802,0.009,0.09,0.9108,0.368,助手头部1k,0.225,不可判定（样本量不足）
OFFICIAL_DOCUMENT_RETRIEVAL__1,OFFICIAL_DOCUMENT_RETRIEVAL__1,2025搜索,9983,21,33819,0.062,6.2,0.002,0.037,助手语音随机1k,0.2,真缺席
OFFICIAL_DOCUMENT_RETRIEVAL__1,OFFICIAL_DOCUMENT_RETRIEVAL__1,助手头部1k,889,21,42913,0.049,0.44,0.6472,0.414,助手语音随机1k,0.2,不可判定（样本量不足）
OFFICIAL_DOCUMENT_RETRIEVAL__1,OFFICIAL_DOCUMENT_RETRIEVAL__1,助手随机1k,950,21,42852,0.049,0.47,0.6277,0.388,助手语音随机1k,0.2,不可判定（样本量不足）
