key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
ADMISSION_SCORE_LOOKUP__1,ADMISSION_SCORE_LOOKUP__1,335,19970,1.678,2,1829,0.109,-1.568,-1.772,-1.234,True,两界面都有,,,,0.59
GOVERNMENT_EXAM_PORTAL_NAVIGATION__2,GOVERNMENT_EXAM_PORTAL_NAVIGATION__2,283,19970,1.417,1,1829,0.055,-1.362,-1.542,-1.065,True,两界面都有,,,,0.35
ADMISSION_SCORE_LOOKUP__2,ADMISSION_SCORE_LOOKUP__2,315,19970,1.577,9,1829,0.492,-1.085,-1.381,-0.615,True,两界面都有,,,,2.78
INSTITUTION_TIER_VERDICT__3,INSTITUTION_TIER_VERDICT__3,213,19970,1.067,0,1829,0.0,-1.067,-1.219,-0.818,True,仅搜索,19.51,0.0,真缺席,0.0
STROKE_ORDER_LOOKUP__1,STROKE_ORDER_LOOKUP__1,232,19970,1.162,2,1829,0.109,-1.052,-1.229,-0.732,True,两界面都有,,,,0.85
EXAM_RESULT_TRACKING__1,EXAM_RESULT_TRACKING__1,207,19970,1.037,0,1829,0.0,-1.037,-1.187,-0.789,True,仅搜索,18.96,0.0,真缺席,0.0
INSTITUTION_TIER_VERDICT__2,INSTITUTION_TIER_VERDICT__2,190,19970,0.951,1,1829,0.055,-0.897,-1.048,-0.613,True,两界面都有,,,,0.52
CAMPUS_PORTAL_NAVIGATION__2,CAMPUS_PORTAL_NAVIGATION__2,150,19970,0.751,0,1829,0.0,-0.751,-0.881,-0.514,True,仅搜索,13.74,0.0,真缺席,0.0
ENROLLMENT_DELIBERATION__2,ENROLLMENT_DELIBERATION__2,181,19970,0.906,3,1829,0.164,-0.742,-0.92,-0.402,True,两界面都有,,,,1.63
STROKE_ORDER_LOOKUP__2,STROKE_ORDER_LOOKUP__2,147,19970,0.736,1,1829,0.055,-0.681,-0.817,-0.404,True,两界面都有,,,,0.68
MAJOR_AND_CAREER_EXPLORATION__4,MAJOR_AND_CAREER_EXPLORATION__4,180,19970,0.901,5,1829,0.273,-0.628,-0.839,-0.243,True,两界面都有,,,,2.7
ENROLLMENT_DELIBERATION__3,ENROLLMENT_DELIBERATION__3,200,19970,1.002,7,1829,0.383,-0.619,-0.865,-0.194,True,两界面都有,,,,3.38
MAJOR_AND_CAREER_EXPLORATION__3,MAJOR_AND_CAREER_EXPLORATION__3,118,19970,0.591,0,1829,0.0,-0.591,-0.707,-0.36,True,仅搜索,10.81,0.0,真缺席,0.0
CAMPUS_PORTAL_NAVIGATION__1,CAMPUS_PORTAL_NAVIGATION__1,121,19970,0.606,2,1829,0.109,-0.497,-0.638,-0.192,True,两界面都有,,,,1.63
ENROLLMENT_DELIBERATION__4,ENROLLMENT_DELIBERATION__4,205,19970,1.027,11,1829,0.601,-0.425,-0.73,0.065,False,两界面都有,,,,5.09
CAMPUS_PORTAL_NAVIGATION__3,CAMPUS_PORTAL_NAVIGATION__3,95,19970,0.476,1,1829,0.055,-0.421,-0.536,-0.152,True,两界面都有,,,,1.04
MAJOR_AND_CAREER_EXPLORATION__2,MAJOR_AND_CAREER_EXPLORATION__2,204,19970,1.022,11,1829,0.601,-0.42,-0.724,0.07,False,两界面都有,,,,5.12
MAJOR_AND_CAREER_EXPLORATION__5,MAJOR_AND_CAREER_EXPLORATION__5,70,19970,0.351,1,1829,0.055,-0.296,-0.398,-0.031,True,两界面都有,,,,1.41
WORD_MEANING_LOOKUP__1,WORD_MEANING_LOOKUP__1,215,19970,1.077,18,1829,0.984,-0.092,-0.484,0.489,False,两界面都有,,,,7.73
CAMPUS_PORTAL_NAVIGATION__4,CAMPUS_PORTAL_NAVIGATION__4,39,19970,0.195,2,1829,0.109,-0.086,-0.193,0.207,False,两界面都有,,,,4.88
WORD_FORMATION__1,WORD_FORMATION__1,50,19970,0.25,3,1829,0.164,-0.086,-0.221,0.236,False,两界面都有,,,,5.66
INSTITUTION_TIER_VERDICT__1,INSTITUTION_TIER_VERDICT__1,31,19970,0.155,2,1829,0.109,-0.046,-0.148,0.246,False,两界面都有,,,,6.06
WORD_MEANING_LOOKUP__2,WORD_MEANING_LOOKUP__2,152,19970,0.761,14,1829,0.765,0.004,-0.331,0.532,False,两界面都有,,,,8.43
MAJOR_AND_CAREER_EXPLORATION__1,MAJOR_AND_CAREER_EXPLORATION__1,73,19970,0.366,7,1829,0.383,0.017,-0.201,0.429,False,两界面都有,,,,8.75
ZODIAC_RIDDLE_ANSWER__2,ZODIAC_RIDDLE_ANSWER__2,210,19970,1.052,20,1829,1.093,0.042,-0.371,0.646,False,两界面都有,,,,8.7
GOVERNMENT_SERVICE_PROCESS_INQUIRY__1,GOVERNMENT_SERVICE_PROCESS_INQUIRY__1,31,19970,0.155,4,1829,0.219,0.063,-0.085,0.409,False,两界面都有,,,,11.43
ZODIAC_RIDDLE_ANSWER__1,ZODIAC_RIDDLE_ANSWER__1,236,19970,1.182,26,1829,1.422,0.24,-0.237,0.908,False,两界面都有,,,,9.92
CLASSICAL_TEXT_RETRIEVAL__1,CLASSICAL_TEXT_RETRIEVAL__1,446,19970,2.233,46,1829,2.515,0.282,-0.378,1.128,False,两界面都有,,,,9.35
STRUCTURAL_WORD_LISTING__1,STRUCTURAL_WORD_LISTING__1,126,19970,0.631,18,1829,0.984,0.353,-0.027,0.928,False,两界面都有,,,,12.5
WORD_FORMATION__2,WORD_FORMATION__2,267,19970,1.337,31,1829,1.695,0.358,-0.168,1.075,False,两界面都有,,,,10.4
CLASSICAL_TEXT_RETRIEVAL__2,CLASSICAL_TEXT_RETRIEVAL__2,490,19970,2.454,60,1829,3.28,0.827,0.07,1.769,True,两界面都有,,,,10.91
ADULT_CERTIFICATION_AND_DEGREE_INQUIRY__1,ADULT_CERTIFICATION_AND_DEGREE_INQUIRY__1,191,19970,0.956,39,1829,2.132,1.176,0.589,1.955,True,两界面都有,,,,16.96
TRANSLATION_AND_TOOL_LOOKUP__2,TRANSLATION_AND_TOOL_LOOKUP__2,495,19970,2.479,79,1829,4.319,1.841,0.971,2.892,True,两界面都有,,,,13.76
HOMEWORK_ASSISTANCE__1,HOMEWORK_ASSISTANCE__1,182,19970,0.911,73,1829,3.991,3.08,2.263,4.085,True,两界面都有,,,,28.63
ENROLLMENT_DELIBERATION__1,ENROLLMENT_DELIBERATION__1,209,19970,1.047,77,1829,4.21,3.163,2.321,4.192,True,两界面都有,,,,26.92
UNCLASSIFIABLE_OTHER__1,UNCLASSIFIABLE_OTHER__1,1232,19970,6.169,286,1829,15.637,9.468,7.839,11.234,True,两界面都有,,,,18.84
HOMEWORK_ASSISTANCE__2,HOMEWORK_ASSISTANCE__2,122,19970,0.611,269,1829,14.707,14.097,12.543,15.797,True,两界面都有,,,,68.8
UNCLASSIFIABLE_OTHER__2,UNCLASSIFIABLE_OTHER__2,977,19970,4.892,634,1829,34.664,29.771,27.603,32.002,True,两界面都有,,,,39.35
