key,类目,定义,全语料条数,全语料占比%,2025搜索_条数,2025搜索_占比%,2025搜索_95CI低%,2025搜索_95CI高%,2025搜索_流量占比%,2026搜索_条数,2026搜索_占比%,2026搜索_95CI低%,2026搜索_95CI高%,2026搜索_流量占比%,助手头部1k_条数,助手头部1k_占比%,助手头部1k_95CI低%,助手头部1k_95CI高%,助手头部1k_流量占比%,助手随机1k_条数,助手随机1k_占比%,助手随机1k_95CI低%,助手随机1k_95CI高%,助手随机1k_流量占比%,2025搜索_均衡归属%,2025搜索_指数,2025搜索_均衡指数,2026搜索_均衡归属%,2026搜索_指数,2026搜索_均衡指数,助手头部1k_均衡归属%,助手头部1k_指数,助手头部1k_均衡指数,助手随机1k_均衡归属%,助手随机1k_指数,助手随机1k_均衡指数,出现快照数,缺席快照,独占快照,最高快照,最低快照,极差pp,最高比最低倍数,2025搜索_排名,2026搜索_排名,助手头部1k_排名,助手随机1k_排名,主导叶,主导叶占比%,代表串(流量最高，仅供辨识)
CLASSICAL_TEXT_RETRIEVAL__2,CLASSICAL_TEXT_RETRIEVAL__2,,550,2.523,245,2.453,2.167,2.775,2.319,245,2.455,2.169,2.777,2.11,27,3.143,2.169,4.535,1.705,33,3.402,2.433,4.739,4.42,21.42,0.9721,0.8566,21.43,0.9729,0.8573,27.45,1.2458,1.0978,29.71,1.3484,1.1882,4,,,助手随机1k,2025搜索,0.949,1.39,11,12,5,7,查找古诗文原文,38.2,水浒传的好词 / 名人传读后感 / 衣全白
CLASSICAL_TEXT_RETRIEVAL__1,CLASSICAL_TEXT_RETRIEVAL__1,,492,2.257,222,2.222,1.951,2.53,1.753,224,2.244,1.972,2.554,1.88,24,2.794,1.885,4.124,1.525,22,2.268,1.502,3.41,2.002,23.32,0.9847,0.9329,23.55,0.9944,0.9421,29.32,1.2379,1.1729,23.8,1.0049,0.9521,4,,,助手头部1k,2025搜索,0.572,1.26,13,13,7,8,查找古诗文原文,88.6,"一枝之栖是何肖 / 好词好句 / 不负如来不负卿,世间安得两全法"
GOVERNMENT_EXAM_PORTAL_NAVIGATION__1,GOVERNMENT_EXAM_PORTAL_NAVIGATION__1,,444,2.037,190,1.902,1.652,2.189,2.772,253,2.535,2.244,2.862,3.45,1,0.116,0.021,0.656,0.043,0,0.0,0.0,0.394,0.0,41.77,0.9339,1.6709,55.67,1.2445,2.2268,2.56,0.0572,0.1023,0.0,0.0,0.0,3,助手随机1k,,2026搜索,助手随机1k,2.535,inf,15,10,24,40,教育考试院官网查询,64.0,河南省普通高校招生考生服务平台 / 山西招生考试网 / 山西招生考试网
INSTITUTION_NAME_LOOKUP__2,INSTITUTION_NAME_LOOKUP__2,,413,1.895,214,2.142,1.876,2.445,3.801,196,1.964,1.709,2.255,3.696,0,0.0,0.0,0.445,0.0,3,0.309,0.105,0.905,1.084,48.52,1.1308,1.9408,44.47,1.0365,1.779,0.0,0.0,0.0,7.0,0.1632,0.2802,3,助手头部1k,,2025搜索,助手头部1k,2.142,inf,14,14,31,25,查询高校与职业院校信息,99.0,青岛城市学院 / 青岛大学 / 燕山大学
HOMEWORK_ASSISTANCE__2,HOMEWORK_ASSISTANCE__2,,391,1.794,63,0.631,0.493,0.806,0.373,59,0.591,0.459,0.762,0.355,81,9.43,7.652,11.568,6.543,188,19.381,17.017,21.988,18.515,2.1,0.3516,0.084,1.97,0.3296,0.0787,31.4,5.2572,1.2559,64.53,10.8055,2.5814,4,,,助手随机1k,2026搜索,18.79,32.79,38,39,3,2,生成作业与学习内容,56.8,关于暑假的作文600字 / 直接给我答案 / 直接出答案
ADMISSION_SCORE_LOOKUP__1,ADMISSION_SCORE_LOOKUP__1,,337,1.546,268,2.683,2.384,3.018,1.727,67,0.671,0.529,0.852,0.572,0,0.0,0.0,0.445,0.0,2,0.206,0.057,0.749,0.167,75.36,1.7355,3.0142,18.85,0.4342,0.7542,0.0,0.0,0.0,5.79,0.1334,0.2316,3,助手头部1k,,2025搜索,助手头部1k,2.683,inf,9,36,31,27,录取分数线查询,100.0,沈阳工大2026年录取分数线速查 / 2026 年高新学校初一招生摇号规则是什么 / 2024年中考录取分数线一览表
ADMISSION_SCORE_LOOKUP__2,ADMISSION_SCORE_LOOKUP__2,,324,1.486,148,1.482,1.263,1.738,1.299,167,1.673,1.44,1.944,1.122,4,0.466,0.181,1.191,0.408,5,0.515,0.22,1.201,0.417,35.82,0.9969,1.4329,40.45,1.1257,1.6182,11.26,0.3133,0.4504,12.46,0.3468,0.4985,4,,,2026搜索,助手头部1k,1.208,3.59,17,16,17,19,录取分数线查询,70.7,光电信息科学与工程去年分数线是多少 / 给我提供七中墨池高中往年的录取分数线 / 给我提供2019年浙江中本一体的招生信息
INSTITUTION_NAME_LOOKUP__1,INSTITUTION_NAME_LOOKUP__1,,319,1.463,168,1.682,1.448,1.953,3.881,151,1.513,1.291,1.772,3.422,0,0.0,0.0,0.445,0.0,0,0.0,0.0,0.394,0.0,52.64,1.1493,2.1058,47.36,1.0338,1.8942,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2025搜索,助手头部1k,1.682,inf,16,18,31,40,查询高校与职业院校信息,100.0,湖南师范大学 / 河南师范大学 / 华东师范大学
WORD_FORMATION__2,WORD_FORMATION__2,,298,1.367,122,1.221,1.024,1.456,0.638,145,1.453,1.236,1.707,0.696,27,3.143,2.169,4.535,1.946,4,0.412,0.16,1.055,0.667,19.61,0.8934,0.7842,23.32,1.0627,0.9328,50.46,2.2993,2.0182,6.62,0.3017,0.2648,4,,,助手头部1k,助手随机1k,2.731,7.62,19,20,5,22,汉字组词查询,99.7,组词 / 还有哪些组词？ / 给这些字组词和拼音
ENROLLMENT_DELIBERATION__1,ENROLLMENT_DELIBERATION__1,,286,1.312,113,1.131,0.942,1.358,0.802,96,0.962,0.788,1.173,0.708,10,1.164,0.634,2.13,0.816,67,6.907,5.476,8.679,5.922,11.13,0.8622,0.4452,9.46,0.7331,0.3785,11.45,0.8873,0.4581,67.95,5.2647,2.7182,4,,,助手随机1k,2026搜索,5.945,7.18,21,27,12,3,考试升学报考条件与学制学费查询,17.1,上海大学哪个专业最受欢迎 / 新东方烹饪学校一年学费是多少 / 单招和高考的区别是什么
GOVERNMENT_EXAM_PORTAL_NAVIGATION__2,GOVERNMENT_EXAM_PORTAL_NAVIGATION__2,,284,1.303,112,1.121,0.933,1.347,2.031,171,1.713,1.477,1.987,2.79,0,0.0,0.0,0.445,0.0,1,0.103,0.018,0.582,0.083,38.17,0.8606,1.5267,58.32,1.315,2.3329,0.0,0.0,0.0,3.51,0.0791,0.1404,3,助手头部1k,,2026搜索,助手头部1k,1.713,inf,23,15,31,33,教育服务平台官网查询,38.0,军队人才网 / 如何线上联系到安阳师范学院、中国移动的工作人员？ / 国家卫生健康委人才交流中心官网
ZODIAC_RIDDLE_ANSWER__1,ZODIAC_RIDDLE_ANSWER__1,,262,1.202,81,0.811,0.653,1.007,0.938,155,1.553,1.328,1.815,2.268,14,1.63,0.973,2.717,0.943,12,1.237,0.709,2.15,1.168,15.5,0.6747,0.6201,29.69,1.2921,1.1876,31.16,1.356,1.2463,23.65,1.0293,0.946,4,,,助手头部1k,2025搜索,0.819,2.01,33,17,9,11,生肖谜底查询,94.3,能再给我几个类似的生肖谜语吗 / 描写一段吉市的热闹片段 / 姐是个要钱不要命的拼命三郎，在公司也是个主管，一
HOMEWORK_ASSISTANCE__1,HOMEWORK_ASSISTANCE__1,,255,1.17,111,1.111,0.924,1.336,0.79,71,0.711,0.564,0.896,0.494,24,2.794,1.885,4.124,2.244,49,5.052,3.842,6.616,4.087,11.49,0.9499,0.4597,7.36,0.6081,0.2943,28.9,2.3884,1.1559,52.25,4.3184,2.09,4,,,助手随机1k,2026搜索,4.34,7.1,24,35,7,4,生成作业与学习内容,79.2,脱式计算 / 竖式计算 / 不用方程
STROKE_ORDER_LOOKUP__1,STROKE_ORDER_LOOKUP__1,,234,1.073,82,0.821,0.662,1.018,0.448,150,1.503,1.282,1.761,0.86,0,0.0,0.0,0.445,0.0,2,0.206,0.057,0.749,0.167,32.45,0.7647,1.2979,59.4,1.4,2.3761,0.0,0.0,0.0,8.15,0.1921,0.326,3,助手头部1k,,2026搜索,助手头部1k,1.503,inf,32,19,31,27,汉字笔顺查询,100.0,生成动态笔顺演示指引 / 1单元到3单元所有的笔顺 / 为的笔顺
WORD_MEANING_LOOKUP__1,WORD_MEANING_LOOKUP__1,,233,1.069,103,1.031,0.851,1.249,0.612,112,1.122,0.933,1.348,0.671,4,0.466,0.181,1.191,0.218,14,1.443,0.862,2.408,1.334,25.38,0.9647,1.0153,27.62,1.0498,1.1049,11.46,0.4357,0.4585,35.53,1.3503,1.4212,4,,,助手随机1k,助手头部1k,0.978,3.1,27,23,17,9,词语释义查询,97.0,黼黻是什么意思 / 犬子的意思和用法 / 一表堂堂的意思是什么？
ZODIAC_RIDDLE_ANSWER__2,ZODIAC_RIDDLE_ANSWER__2,,230,1.055,95,0.951,0.779,1.161,0.972,115,1.152,0.961,1.381,1.375,12,1.397,0.801,2.426,0.487,8,0.825,0.418,1.619,0.751,21.99,0.9014,0.8796,26.64,1.092,1.0656,32.3,1.324,1.292,19.07,0.7817,0.7628,4,,,助手头部1k,助手随机1k,0.572,1.69,29,22,11,15,查询词语对应生肖,95.7,披毛索黡的生肖是哪些 / 忠厚老实打12生肖哪一个？ / 夜行生肖中哪个最活跃
ADULT_CERTIFICATION_AND_DEGREE_INQUIRY__1,ADULT_CERTIFICATION_AND_DEGREE_INQUIRY__1,,230,1.055,75,0.751,0.599,0.94,0.468,116,1.162,0.97,1.392,0.615,5,0.582,0.249,1.355,0.636,34,3.505,2.519,4.858,3.086,12.51,0.7116,0.5005,19.37,1.1015,0.7748,9.7,0.5517,0.388,58.42,3.3221,2.3367,4,,,助手随机1k,助手头部1k,2.923,6.02,36,21,15,6,查询职业资格考试报名信息,45.2,新航道雅思培训机构怎么样 / 成人本科期间可以考军队文职吗 / 阿克苏哪里可以报名考电工证
ENROLLMENT_DELIBERATION__4,ENROLLMENT_DELIBERATION__4,,216,0.991,115,1.151,0.96,1.38,0.749,90,0.902,0.734,1.107,0.612,10,1.164,0.634,2.13,0.514,1,0.103,0.018,0.582,0.083,34.67,1.1619,1.387,27.16,0.91,1.0863,35.06,1.1749,1.4025,3.11,0.104,0.1242,4,,,助手头部1k,助手随机1k,1.061,11.29,20,31,12,33,查询高校与职业院校信息,75.5,西安大学排名一览表 / 中国排名前十的大学中哪所最强 / 理学类专业一览表
MAJOR_AND_CAREER_EXPLORATION__2,MAJOR_AND_CAREER_EXPLORATION__2,,215,0.986,110,1.101,0.915,1.325,0.725,94,0.942,0.77,1.151,0.635,1,0.116,0.021,0.656,0.056,10,1.031,0.561,1.887,0.917,34.52,1.1165,1.3807,29.52,0.9549,1.1808,3.65,0.118,0.146,32.31,1.0453,1.2926,4,,,2025搜索,助手头部1k,0.985,9.46,25,30,24,13,查询专业学习内容与就业方向,82.8,安徽财经大学经济统计学专业考研难度如何 / 青岛科技大学的环艺硕士有啥 / 统计学专业适合文科生吗
INSTITUTION_TIER_VERDICT__3,INSTITUTION_TIER_VERDICT__3,,213,0.977,147,1.472,1.253,1.727,0.745,66,0.661,0.52,0.84,0.306,0,0.0,0.0,0.445,0.0,0,0.0,0.0,0.394,0.0,69.0,1.5061,2.7599,31.0,0.6767,1.2401,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2025搜索,助手头部1k,1.472,inf,18,37,31,40,查询高校一本二本层次,98.6,南京工程学院是一本还是二本 / 南京工程学院是一本还是二本 / 郑州轻工业大学是一本还是二本
ENROLLMENT_DELIBERATION__3,ENROLLMENT_DELIBERATION__3,,207,0.95,113,1.131,0.942,1.358,1.381,87,0.872,0.707,1.074,1.095,4,0.466,0.181,1.191,0.201,3,0.309,0.105,0.905,0.25,40.72,1.1913,1.629,31.38,0.9179,1.2552,16.76,0.4904,0.6705,11.13,0.3257,0.4454,4,,,2025搜索,助手随机1k,0.822,3.66,21,32,17,25,查询中考成绩,52.7,高考 / 高考 / 中考满分多少分
EXAM_RESULT_TRACKING__1,EXAM_RESULT_TRACKING__1,,207,0.95,104,1.041,0.86,1.26,1.172,103,1.032,0.852,1.25,0.996,0,0.0,0.0,0.445,0.0,0,0.0,0.0,0.394,0.0,50.22,1.0964,2.0089,49.78,1.0867,1.9911,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2025搜索,助手头部1k,1.041,inf,26,25,31,40,查询中考成绩,91.8,中考成绩查询 / 中考成绩什么时候出来2025年 / 中考成绩怎么查
INSTITUTION_TIER_VERDICT__2,INSTITUTION_TIER_VERDICT__2,,191,0.876,85,0.851,0.689,1.051,0.48,105,1.052,0.87,1.272,0.69,1,0.116,0.021,0.656,0.046,0,0.0,0.0,0.394,0.0,42.14,0.9712,1.6856,52.1,1.2007,2.0838,5.76,0.1329,0.2306,0.0,0.0,0.0,3,助手随机1k,,2026搜索,助手随机1k,1.052,inf,30,24,24,40,高校985/211属性查询,98.4,211大学都有哪些 / 985 211是什么意思 / 985 211是什么意思
MAJOR_AND_CAREER_EXPLORATION__4,MAJOR_AND_CAREER_EXPLORATION__4,,185,0.849,84,0.841,0.68,1.04,0.548,96,0.962,0.788,1.173,0.687,0,0.0,0.0,0.445,0.0,5,0.515,0.22,1.201,0.417,36.27,0.9909,1.451,41.49,1.1333,1.6596,0.0,0.0,0.0,22.24,0.6074,0.8894,3,助手头部1k,,2026搜索,助手头部1k,0.962,inf,31,27,31,19,专业就业方向及前景查询,97.8,重庆工商大学统计学就业前景如何 / 山西财经大学财政学专业就业前景如何 / 哈工大空天力学硕士就业
ENROLLMENT_DELIBERATION__2,ENROLLMENT_DELIBERATION__2,,184,0.844,101,1.011,0.833,1.227,1.18,80,0.802,0.645,0.996,0.865,3,0.349,0.119,1.022,0.213,0,0.0,0.0,0.394,0.0,46.77,1.1979,1.8708,37.08,0.9496,1.483,16.15,0.4138,0.6462,0.0,0.0,0.0,3,助手随机1k,,2025搜索,助手随机1k,1.011,inf,28,33,22,40,高考志愿填报信息查询,84.8,高考志愿填报 / 天津高考时间2025年时间表 / 志愿填报
WORD_MEANING_LOOKUP__2,WORD_MEANING_LOOKUP__2,,166,0.762,57,0.571,0.441,0.739,0.491,95,0.952,0.779,1.162,1.072,5,0.582,0.249,1.355,0.221,9,0.928,0.489,1.754,0.751,18.82,0.7493,0.7527,31.39,1.2499,1.2555,19.2,0.7644,0.7678,30.6,1.2184,1.2239,4,,,2026搜索,2025搜索,0.381,1.67,40,29,15,14,词语释义查询,71.1,斗方名士什么意思 / 一枝之栖是什么意思 / 一心百君的意思
CAMPUS_PORTAL_NAVIGATION__2,CAMPUS_PORTAL_NAVIGATION__2,,150,0.688,77,0.771,0.617,0.962,0.522,73,0.731,0.582,0.919,0.559,0,0.0,0.0,0.445,0.0,0,0.0,0.0,0.394,0.0,51.31,1.1202,2.0525,48.69,1.0629,1.9475,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2025搜索,助手头部1k,0.771,inf,34,34,31,40,查询高校与职业院校信息,97.3,上海理工大学教务处 / 中南财经政法大学教务部 / 江西师范大学教务在线
STROKE_ORDER_LOOKUP__2,STROKE_ORDER_LOOKUP__2,,148,0.679,48,0.481,0.363,0.636,0.282,99,0.992,0.815,1.206,0.553,0,0.0,0.0,0.445,0.0,1,0.103,0.018,0.582,0.083,30.5,0.7078,1.22,62.96,1.461,2.5183,0.0,0.0,0.0,6.54,0.1518,0.2617,3,助手头部1k,,2026搜索,助手头部1k,0.992,inf,41,26,31,33,汉字笔顺查询,95.9,有没有隶书“挺”字的笔顺视频演示 / 北的笔顺 / 北的笔顺
STRUCTURAL_WORD_LISTING__1,STRUCTURAL_WORD_LISTING__1,,144,0.661,77,0.771,0.617,0.962,0.579,49,0.491,0.372,0.648,0.364,4,0.466,0.181,1.191,0.244,14,1.443,0.862,2.408,1.501,24.31,1.1669,0.9725,15.48,0.7432,0.6193,14.69,0.7049,0.5874,45.52,2.1849,1.8208,4,,,助手随机1k,助手头部1k,0.978,3.1,34,42,17,9,中英文翻译查询,34.0,派生词 / 躬耕垄亩有哪些近义词 / 草字头加鱼
CAMPUS_PORTAL_NAVIGATION__1,CAMPUS_PORTAL_NAVIGATION__1,,123,0.564,62,0.621,0.485,0.795,0.473,59,0.591,0.459,0.762,0.521,0,0.0,0.0,0.445,0.0,2,0.206,0.057,0.749,0.167,43.77,1.1,1.7509,41.69,1.0476,1.6675,0.0,0.0,0.0,14.54,0.3654,0.5816,3,助手头部1k,,2025搜索,助手头部1k,0.621,inf,39,39,31,27,查询高校与职业院校信息,64.2,长沙医学院眼视光专升本录取分数 / 河北青年管理干部学院正定校区何时启用 / 昆明理工大学统一身份认证平台
MAJOR_AND_CAREER_EXPLORATION__3,MAJOR_AND_CAREER_EXPLORATION__3,,118,0.541,67,0.671,0.529,0.851,0.795,51,0.511,0.389,0.671,0.429,0,0.0,0.0,0.445,0.0,0,0.0,0.0,0.394,0.0,56.76,1.2391,2.2704,43.24,0.944,1.7296,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2025搜索,助手头部1k,0.671,inf,37,41,31,40,查询专业与院校信息,100.0,电气工程及其自动化 / 电子信息工程 / 机械设计制造及其自动化
CAMPUS_PORTAL_NAVIGATION__3,CAMPUS_PORTAL_NAVIGATION__3,,96,0.44,34,0.34,0.244,0.475,0.215,61,0.611,0.476,0.784,0.338,0,0.0,0.0,0.445,0.0,1,0.103,0.018,0.582,0.083,32.27,0.7729,1.291,57.95,1.3878,2.318,0.0,0.0,0.0,9.78,0.2341,0.391,3,助手头部1k,,2026搜索,助手头部1k,0.611,inf,44,38,31,33,查询高校与职业院校信息,80.2,福建省数学学会官网 / 青海民族大学官网 / 黑河学院官网
MAJOR_AND_CAREER_EXPLORATION__1,MAJOR_AND_CAREER_EXPLORATION__1,,80,0.367,42,0.42,0.311,0.568,0.404,31,0.311,0.219,0.441,0.229,1,0.116,0.021,0.656,0.057,6,0.619,0.284,1.343,0.5,28.68,1.1457,1.1472,21.19,0.8463,0.8474,7.94,0.3172,0.3176,42.19,1.6855,1.6877,4,,,助手随机1k,助手头部1k,0.502,5.31,43,43,24,18,查询专业与院校信息,72.5,（三）坐标三：看你要长成什么「形状」能不能成雪花 / 那这个材料化学专业在当地进入英国区是不小于这个 / 请帮我写作文：主题是“当《学问猫说历史》里的禹望
MAJOR_AND_CAREER_EXPLORATION__5,MAJOR_AND_CAREER_EXPLORATION__5,,71,0.326,47,0.471,0.354,0.625,0.334,23,0.23,0.154,0.346,0.138,0,0.0,0.0,0.445,0.0,1,0.103,0.018,0.582,0.083,58.52,1.4446,2.3407,28.66,0.7075,1.1464,0.0,0.0,0.0,12.82,0.3165,0.5129,3,助手头部1k,,2025搜索,助手头部1k,0.471,inf,42,45,31,33,查询专业与院校信息,60.6,国家对食品食品添加剂的生产经营实行许可制度及在我 / 食品科学与工程 / 生物工程
WORD_FORMATION__1,WORD_FORMATION__1,,53,0.243,31,0.31,0.219,0.44,0.138,19,0.19,0.122,0.297,0.106,1,0.116,0.021,0.656,0.035,2,0.206,0.057,0.749,0.167,37.69,1.2764,1.5078,23.12,0.783,0.9249,14.14,0.4788,0.5656,25.04,0.848,1.0017,4,,,2025搜索,助手头部1k,0.194,2.67,45,46,24,27,多音字组词查询,94.3,这个自然段序号。圈一下生字词。把生字写拼音和组词 / 抑组词拼音 / 生字组词
CAMPUS_PORTAL_NAVIGATION__4,CAMPUS_PORTAL_NAVIGATION__4,,41,0.188,13,0.13,0.076,0.223,0.094,26,0.26,0.178,0.381,0.118,1,0.116,0.021,0.656,0.041,1,0.103,0.018,0.582,0.083,21.33,0.6919,0.8532,42.69,1.385,1.7078,19.08,0.619,0.7632,16.9,0.5481,0.6759,4,,,2026搜索,助手随机1k,0.157,2.53,47,44,24,33,录取分数线查询,39.0,延安电大招生办电话 / 嵩山少林寺文武学校招生简章 / 郑州铁路职业技术学校2025招生简章
GOVERNMENT_SERVICE_PROCESS_INQUIRY__1,GOVERNMENT_SERVICE_PROCESS_INQUIRY__1,,35,0.161,13,0.13,0.076,0.223,0.148,18,0.18,0.114,0.285,0.233,0,0.0,0.0,0.445,0.0,4,0.412,0.16,1.055,0.334,18.0,0.8106,0.7202,24.95,1.1232,0.9979,0.0,0.0,0.0,57.05,2.5684,2.2819,3,助手头部1k,,助手随机1k,助手头部1k,0.412,inf,47,47,31,22,查询职业资格考试报名信息,42.9,计算机二级报名官网报名入口 / 论文上网时间从那查 / 如果学生因故无法按时补检该如何处理
INSTITUTION_TIER_VERDICT__1,INSTITUTION_TIER_VERDICT__1,,33,0.151,16,0.16,0.099,0.26,0.126,15,0.15,0.091,0.248,0.123,0,0.0,0.0,0.445,0.0,2,0.206,0.057,0.749,0.167,31.0,1.0581,1.2401,29.09,0.9927,1.1635,0.0,0.0,0.0,39.91,1.362,1.5963,3,助手头部1k,,助手随机1k,助手头部1k,0.206,inf,46,48,31,27,查询院校基本信息,33.3,福建警察学院是一流学校吗？ / 成图大赛省二在哪些985高校有加分 / 双一流大学指的是什么
