key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
FINANCE_TERM_EXPLANATION__2,FINANCE_TERM_EXPLANATION__2,73,19997,0.365,41,2937,1.396,1.031,0.654,1.529,True,两界面都有,,,,35.96
FINANCE_TERM_EXPLANATION__4,FINANCE_TERM_EXPLANATION__4,100,19997,0.5,46,2937,1.566,1.066,0.662,1.59,True,两界面都有,,,,31.51
INVESTMENT_DECISION_ADVICE__3,INVESTMENT_DECISION_ADVICE__3,112,19997,0.56,53,2937,1.805,1.244,0.807,1.801,True,两界面都有,,,,32.12
FINANCE_TERM_EXPLANATION__1,FINANCE_TERM_EXPLANATION__1,143,19997,0.715,63,2937,2.145,1.43,0.948,2.03,True,两界面都有,,,,30.58
AMOUNT_CALCULATION__1,AMOUNT_CALCULATION__1,462,19997,2.31,114,2937,3.882,1.571,0.895,2.358,True,两界面都有,,,,19.79
AMOUNT_CALCULATION__2,AMOUNT_CALCULATION__2,99,19997,0.495,61,2937,2.077,1.582,1.113,2.17,True,两界面都有,,,,38.12
INVESTMENT_DECISION_ADVICE__2,INVESTMENT_DECISION_ADVICE__2,13,19997,0.065,49,2937,1.668,1.603,1.197,2.134,True,两界面都有,,,,79.03
OFFICIAL_CHANNEL_LOOKUP__4,OFFICIAL_CHANNEL_LOOKUP__4,202,19997,1.01,89,2937,3.03,2.02,1.44,2.716,True,两界面都有,,,,30.58
PRODUCT_COMPARISON__1,PRODUCT_COMPARISON__1,28,19997,0.14,66,2937,2.247,2.107,1.626,2.71,True,两界面都有,,,,70.21
MARKET_NEWS_EVENT__1,MARKET_NEWS_EVENT__1,120,19997,0.6,88,2937,2.996,2.396,1.826,3.084,True,两界面都有,,,,42.31
CREDIT_PRODUCT_RULE_CHECK__1,CREDIT_PRODUCT_RULE_CHECK__1,81,19997,0.405,101,2937,3.439,3.034,2.425,3.76,True,两界面都有,,,,55.49
ACCOUNT_INCIDENT_RESOLUTION__1,ACCOUNT_INCIDENT_RESOLUTION__1,59,19997,0.295,125,2937,4.256,3.961,3.283,4.756,True,两界面都有,,,,67.93
ACCOUNT_OPERATION_HOWTO__1,ACCOUNT_OPERATION_HOWTO__1,173,19997,0.865,184,2937,6.265,5.4,4.568,6.342,True,两界面都有,,,,51.54
OTHER_OR_NOISE__1,OTHER_OR_NOISE__1,763,19997,3.816,366,2937,12.462,8.646,7.468,9.916,True,两界面都有,,,,32.42
INVESTMENT_DECISION_ADVICE__1,INVESTMENT_DECISION_ADVICE__1,70,19997,0.35,351,2937,11.951,11.601,10.473,12.826,True,两界面都有,,,,83.37
