层级,快照,n,类目数,前1条数,前1行占比%,前1流量占比%,前3条数,前3行占比%,前3流量占比%,前5条数,前5行占比%,前5流量占比%,前10条数,前10行占比%,前10流量占比%,流量有效n,单行最大流量%,前10之外类数,前10之外条数,前10之外行占比%,前10之外流量占比%,第10名条数,并列类数,并列需选,边界并列,前10流量占比%低,前10流量占比%高,前10流量摆动pp
自下而上 家族,2025搜索,9998,55,1847,18.47369473894779,16.601032815112344,3621,36.217243448689736,32.41768649513748,4589,45.899179835967196,39.96386902838077,5862,58.63172634526905,56.75563361003822,149.26216729929288,6.185490785007241,45,4136,41.36827365473095,43.24436638996178,238,1,1,False,56.75563361003822,56.75563361003822,0.0
自下而上 家族,2026搜索,9999,55,2275,22.752275227522752,23.646812777833507,4198,41.98419841984198,30.69622062463768,5137,51.375137513751376,42.52858394493911,6695,66.95669566956695,65.03105696654247,111.49569487879073,7.394607615282178,45,3304,33.043304330433045,34.968943033457535,249,1,1,False,65.03105696654247,65.03105696654247,0.0
自下而上 家族,助手头部1k,950,50,150,15.789473684210526,10.164565051741512,274,28.842105263157894,23.837352210997224,376,39.578947368421055,34.21453678440626,534,56.21052631578947,53.21694565297545,110.59195557095354,7.1706855443305555,40,416,43.78947368421053,46.78305434702455,28,1,1,False,53.21694565297545,53.21694565297545,0.0
自下而上 家族,助手随机1k,987,52,278,28.166160081053697,27.115716753022458,417,42.24924012158055,41.5371329879102,524,53.09017223910841,52.417962003454235,701,71.02330293819655,70.29360967184802,535.5287539936103,1.468048359240069,42,286,28.97669706180345,29.706390328151983,28,1,1,False,70.29360967184802,70.29360967184802,0.0
自下而上 家族,助手语音1k,1000,49,111,11.1,11.1,291,29.1,29.1,409,40.9,40.9,643,64.3,64.3,999.9999999999998,0.1,39,357,35.7,35.7,37,1,1,False,64.3,64.3,0.0
自下而上 叶,2025搜索,9998,68,1847,18.47369473894779,16.601032815112344,3621,36.217243448689736,32.41768649513748,4488,44.888977795559114,38.75948682200024,5440,54.41088217643529,45.56685268351163,149.26216729929288,6.185490785007241,58,4558,45.58911782356471,54.43314731648837,158,1,1,False,45.56685268351163,45.56685268351163,0.0
自下而上 叶,2026搜索,9999,68,2275,22.752275227522752,23.646812777833496,4198,41.98419841984198,30.696220624637668,5137,51.375137513751376,42.52858394493909,6382,63.82638263826382,54.28278519085192,111.49569487879073,7.394607615282178,58,3617,36.17361736173618,45.71721480914808,166,1,1,False,54.28278519085192,54.28278519085192,0.0
自下而上 叶,助手头部1k,950,63,150,15.789473684210526,10.164565051741514,274,28.842105263157894,23.837352210997228,360,37.89473684210526,31.861588378438174,500,52.63157894736842,44.422117346311744,110.59195557095354,7.1706855443305555,53,450,47.36842105263158,55.577882653688256,22,2,1,True,43.779957230292766,44.422117346311744,0.642160116018978
自下而上 叶,助手随机1k,987,65,278,28.166160081053697,27.115716753022454,406,41.13475177304964,38.6873920552677,494,50.050658561296856,48.87737478411053,659,66.76798378926038,64.76683937823833,535.5287539936103,1.468048359240069,55,328,33.232016210739616,35.23316062176167,28,2,2,False,64.76683937823833,64.76683937823833,0.0
自下而上 叶,助手语音1k,1000,59,111,11.1,11.1,254,25.4,25.4,358,35.8,35.8,576,57.6,57.6,999.9999999999998,0.1,49,424,42.4,42.4,37,1,1,False,57.6,57.6,0.0
