label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
查询A股股票及板块信息,2025search,2026search,126,135,9998,9999,0.01260252050410082,0.013501350135013501,0.089882963091268,-0.22646699153957361,0.40706932573003113,stable,False,时间（搜索内部，2025→2026）
查询上证指数行情,2025search,2026search,47,56,9998,9999,0.004700940188037608,0.0056005600560056,0.08996198679679926,-0.11092120620439755,0.29306663555267387,stable,False,时间（搜索内部，2025→2026）
股票代码查询,2025search,2026search,698,709,9998,9999,0.06981396279255851,0.0709070907090709,0.1093127916512393,-0.600218009048993,0.8189479701839534,stable,False,时间（搜索内部，2025→2026）
今日金价查询,2025search,2026search,93,104,9998,9999,0.009301860372074415,0.010401040104010401,0.10991797319359863,-0.16568416338455352,0.3869065978318584,stable,False,时间（搜索内部，2025→2026）
黄金价格及黄金股票行情查询,2025search,2026search,57,71,9998,9999,0.005701140228045609,0.007100710071007101,0.13995698429614922,-0.08289532838144822,0.3655824540737981,stable,False,时间（搜索内部，2025→2026）
查询证券股票与券商信息,2025search,2026search,99,115,9998,9999,0.009901980396079216,0.011501150115011502,0.15991697189322862,-0.12678108820629047,0.44846423461760093,stable,False,时间（搜索内部，2025→2026）
能源资源类股票查询,2025search,2026search,69,91,9998,9999,0.006901380276055211,0.009100910091009102,0.21995298149538903,-0.028077125514107144,0.4714485653094647,stable,False,时间（搜索内部，2025→2026）
查询白银价格行情,2025search,2026search,26,52,9998,9999,0.002600520104020804,0.005200520052005201,0.25999999479843966,0.08749051330719651,0.44112061456398965,stable,True,时间（搜索内部，2025→2026）
指数行情查询,2025search,2026search,92,123,9998,9999,0.009201840368073614,0.012301230123012302,0.30993897549386873,0.023481539085756134,0.5999741966250992,stable,True,时间（搜索内部，2025→2026）
查询美股行情,2025search,2026search,50,83,9998,9999,0.005001000200040008,0.0083008300830083,0.3299829882968292,0.10478412477973077,0.5615166990076602,stable,True,时间（搜索内部，2025→2026）
证券代码行情查询,2025search,2026search,61,96,9998,9999,0.00610122024404881,0.009600960096009602,0.3499739851960792,0.10535522449586004,0.6002434399155926,stable,True,时间（搜索内部，2025→2026）
查询金融品种价格走势图,2025search,2026search,58,101,9998,9999,0.0058011602320464095,0.010101010101010102,0.4299849868963692,0.18448920722650264,0.6823565802686156,stable,True,时间（搜索内部，2025→2026）
查询新材类股票及股吧信息,2025search,2026search,87,141,9998,9999,0.008701740348069614,0.014101410141014101,0.5399669792944487,0.24639531856615804,0.8394255450548307,stable,True,时间（搜索内部，2025→2026）
基金净值查询,2025search,2026search,25,89,9998,9999,0.002500500100020004,0.0089008900890089,0.6400389988988897,0.43575563314492954,0.8592830765357922,stable,True,时间（搜索内部，2025→2026）
黄金价格与行情查询,2025search,2026search,178,275,9998,9999,0.017803560712142428,0.027502750275027504,0.9699189562885075,0.5585847282685426,1.3861498066593245,stable,True,时间（搜索内部，2025→2026）
查询科技类股票行情,2025search,2026search,238,354,9998,9999,0.02380476095219044,0.0354035403540354,1.1598779401844963,0.6911388651598127,1.6328437754540803,stable,True,时间（搜索内部，2025→2026）
查询股票行情,2025search,2026search,262,380,9998,9999,0.026205241048209642,0.038003800380038005,1.1798559331828364,0.6922021857394768,1.671386324377283,stable,True,时间（搜索内部，2025→2026）
查询个股股票信息,2025search,2026search,272,450,9998,9999,0.027205441088217642,0.045004500450045004,1.7799059361827363,1.2647759673382692,2.3000845284920786,stable,True,时间（搜索内部，2025→2026）
股票股吧查询,2025search,2026search,969,1313,9998,9999,0.09691938387677536,0.13131313131313133,3.4393747436355966,2.5594155569645873,4.32022956828142,stable,True,时间（搜索内部，2025→2026）
股票信息查询,2025search,2026search,1847,2275,9998,9999,0.1847369473894779,0.22752275227522753,4.2785804885749625,3.1582419248023443,5.397824669204527,stable,True,时间（搜索内部，2025→2026）
股票股吧查询,2026search,assistant_top,1313,6,9999,950,0.13131313131313133,0.00631578947368421,-12.499734183944712,-13.25739626768742,-11.51661598536107,stable,True,界面（同为头部流量）
股票信息查询,2026search,assistant_top,2275,150,9999,950,0.22752275227522753,0.15789473684210525,-6.962801543312228,-9.296574292440399,-4.376360750505978,stable,True,界面（同为头部流量）
股票代码查询,2026search,assistant_top,709,3,9999,950,0.0709070907090709,0.003157894736842105,-6.77491959722288,-7.334860428706779,-5.995648508705066,stable,True,界面（同为头部流量）
查询个股股票信息,2026search,assistant_top,450,19,9999,950,0.045004500450045004,0.02,-2.5004500450045004,-3.3325797480672756,-1.3312213505826733,stable,True,界面（同为头部流量）
查询科技类股票行情,2026search,assistant_top,354,22,9999,950,0.0354035403540354,0.023157894736842106,-1.2245645617193297,-2.093809557110195,-0.008995071367721291,stable,True,界面（同为头部流量）
查询新材类股票及股吧信息,2026search,assistant_top,141,3,9999,950,0.014101410141014101,0.003157894736842105,-1.0943515404171995,-1.4201469756688836,-0.4495711596911737,stable,True,界面（同为头部流量）
查询证券股票与券商信息,2026search,assistant_top,115,2,9999,950,0.011501150115011502,0.002105263157894737,-0.9395886957116765,-1.2144990588486653,-0.35375406808078474,stable,True,界面（同为头部流量）
数字串含义查询,2026search,assistant_top,81,0,9999,950,0.008100810081008101,0.0,-0.8100810081008101,-1.0056492258467602,-0.3775389877200279,receded,True,界面（同为头部流量）
证券代码行情查询,2026search,assistant_top,96,2,9999,950,0.009600960096009602,0.002105263157894737,-0.7495696938114865,-1.009952106948317,-0.1693085313321618,stable,True,界面（同为头部流量）
金融代码行情查询,2026search,assistant_top,74,0,9999,950,0.007400740074007401,0.0,-0.7400740074007401,-0.9280155888995991,-0.3102742222621909,receded,True,界面（同为头部流量）
基金净值查询,2026search,assistant_top,89,2,9999,950,0.0089008900890089,0.002105263157894737,-0.6795626931114164,-0.9343345203911095,-0.10135873227164671,stable,True,界面（同为头部流量）
能源资源类股票查询,2026search,assistant_top,91,3,9999,950,0.009100910091009102,0.003157894736842105,-0.5943015354166996,-0.8872179766693861,0.03704369896447759,stable,False,界面（同为头部流量）
数字代码查询,2026search,assistant_top,77,2,9999,950,0.007700770077007701,0.002105263157894737,-0.5595506919112964,-0.8043311292998339,0.015125939670615658,stable,False,界面（同为头部流量）
查询金融机构24小时人工客服电话,2026search,assistant_top,54,0,9999,950,0.0054005400540054005,0.0,-0.54005400540054,-0.7039237014800833,-0.1181038612350617,receded,True,界面（同为头部流量）
期货行情查询,2026search,assistant_top,105,5,9999,950,0.010501050105010502,0.005263157894736842,-0.5237892210273659,-0.8965325788621031,0.19924948740025197,stable,False,界面（同为头部流量）
银行信用卡客服电话查询,2026search,assistant_top,44,0,9999,950,0.0044004400440044,0.0,-0.44004400440044,-0.5901767825843586,-0.02200695424538282,receded,True,界面（同为头部流量）
ST股票信息查询,2026search,assistant_top,40,0,9999,950,0.004000400040004,0.0,-0.4000400040004,-0.5442456450330199,0.016439420085992418,receded,False,界面（同为头部流量）
电话号码归属与用途查询,2026search,assistant_top,70,3,9999,950,0.0070007000700070005,0.003157894736842105,-0.38428053331648954,-0.6618523791770455,0.24141227283299826,stable,False,界面（同为头部流量）
港股休市查询,2026search,assistant_top,46,2,9999,950,0.0046004600460046,0.002105263157894737,-0.24951968881098632,-0.4657312404617523,0.3160964243931543,stable,False,界面（同为头部流量）
钢铁股票查询,2026search,assistant_top,35,1,9999,950,0.0035003500350035003,0.0010526315789473684,-0.2447718456056132,-0.40635521659304014,0.2535725663640653,stable,False,界面（同为头部流量）
国际原油价格行情查询,2026search,assistant_top,56,3,9999,950,0.0056005600560056,0.003157894736842105,-0.24426653191634953,-0.5109359334116896,0.377677688949942,stable,False,界面（同为头部流量）
含龙字股票信息查询,2026search,assistant_top,51,3,9999,950,0.0051005100510051,0.003157894736842105,-0.1942615314162995,-0.4568820298922601,0.4263518137324007,stable,False,界面（同为头部流量）
查询A股股票及板块信息,2026search,assistant_top,135,11,9999,950,0.013501350135013501,0.011578947368421053,-0.19224027665924476,-0.7584232236510002,0.7349898594640941,stable,False,界面（同为头部流量）
东方财富官方入口查询,2026search,assistant_top,61,5,9999,950,0.006100610061006101,0.005263157894736842,-0.08374521662692586,-0.4310510124608955,0.6289183053839054,stable,False,界面（同为头部流量）
银行客服电话查询,2026search,assistant_top,71,6,9999,950,0.007100710071007101,0.00631578947368421,-0.07849205973228905,-0.4669454630240443,0.6753769718115376,stable,False,界面（同为头部流量）
银行客服短号查询,2026search,assistant_top,60,5,9999,950,0.006000600060006,0.005263157894736842,-0.07374421652691582,-0.4204377096239338,0.638685401981193,stable,False,界面（同为头部流量）
银行股票信息查询,2026search,assistant_top,52,5,9999,950,0.005200520052005201,0.005263157894736842,0.006263784273164135,-0.33546466215333715,0.7168285637750083,stable,False,界面（同为头部流量）
关闭花呗,2026search,assistant_top,17,2,9999,950,0.0017001700170017002,0.002105263157894737,0.040509314089303666,-0.14324570913526052,0.5979894582756409,stable,False,界面（同为头部流量）
查询上证指数行情,2026search,assistant_top,56,6,9999,950,0.0056005600560056,0.00631578947368421,0.071522941767861,-0.3086638194057137,0.8220596960259227,stable,False,界面（同为头部流量）
加密货币价格行情查询,2026search,assistant_top,89,10,9999,950,0.0089008900890089,0.010526315789473684,0.16254257004647832,-0.3588458864495907,1.0523244270452419,stable,False,界面（同为头部流量）
金属行情报价查询,2026search,assistant_top,41,6,9999,950,0.004100410041004101,0.00631578947368421,0.22153794326801096,-0.15003404182151928,0.9687861876316053,stable,False,界面（同为头部流量）
查询车险险种与保费理赔范围,2026search,assistant_top,19,4,9999,950,0.0019001900190019003,0.004210526315789474,0.23103362967875735,-0.047374160757561415,0.8911195093706423,stable,False,界面（同为头部流量）
个人征信查询与信用报告获取,2026search,assistant_top,28,5,9999,950,0.0028002800280028,0.005263157894736842,0.24628778667340417,-0.07968359033316964,0.951375891986568,stable,False,界面（同为头部流量）
术语含义查询,2026search,assistant_top,48,7,9999,950,0.004800480048004801,0.007368421052631579,0.2567941004626778,-0.1534092228696382,1.0419416199785643,stable,False,界面（同为头部流量）
车险保险公司电话查询,2026search,assistant_top,34,7,9999,950,0.0034003400340034003,0.007368421052631579,0.3968081018628179,-0.0058668902383565875,1.179060314672804,stable,False,界面（同为头部流量）
财经网站查询,2026search,assistant_top,55,9,9999,950,0.005500550055005501,0.009473684210526316,0.39731341555208155,-0.080319754330391,1.2501214698593845,stable,False,界面（同为头部流量）
今日金价查询,2026search,assistant_top,104,14,9999,950,0.010401040104010401,0.014736842105263158,0.43358020012527565,-0.19918523379770461,1.434765448158749,stable,False,界面（同为头部流量）
金融术语与行情原因查询,2026search,assistant_top,57,10,9999,950,0.005700570057005701,0.010526315789473684,0.4825745732467983,-0.02576854090309442,1.366283610631015,stable,False,界面（同为头部流量）
黄金价格与行情查询,2026search,assistant_top,275,31,9999,950,0.027502750275027504,0.03263157894736842,0.5128828672340917,-0.5004563144945597,1.878247175305854,stable,False,界面（同为头部流量）
大盘走势查询,2026search,assistant_top,74,12,9999,950,0.007400740074007401,0.01263157894736842,0.523083887336102,-0.04785908801210334,1.4667828696497995,stable,False,界面（同为头部流量）
电子支付工具使用查询,2026search,assistant_top,45,10,9999,950,0.004500450045004501,0.010526315789473684,0.6025865744469183,0.09934598620155574,1.4840549683093822,stable,True,界面（同为头部流量）
查询金融业务办理与资金问题处理方法,2026search,assistant_top,34,9,9999,950,0.0034003400340034003,0.009473684210526316,0.6073344176522916,0.13935431844191593,1.4561184615789395,stable,True,界面（同为头部流量）
加密货币交易所App官方下载地址查询,2026search,assistant_top,32,9,9999,950,0.0032003200320032004,0.009473684210526316,0.6273364178523116,0.16030645576911617,1.47574537178142,stable,True,界面（同为头部流量）
查询白银价格行情,2026search,assistant_top,52,11,9999,950,0.005200520052005201,0.011578947368421053,0.6378427316415852,0.1028374698088334,1.5497485190405476,stable,True,界面（同为头部流量）
货币兑换查询,2026search,assistant_top,166,22,9999,950,0.0166016601660166,0.023157894736842106,0.6556234570825505,-0.1711607537056037,1.8442474477658486,stable,False,界面（同为头部流量）
借款平台正规性查询,2026search,assistant_top,29,9,9999,950,0.0029002900290029,0.009473684210526316,0.6573394181523415,0.19174726108868886,1.505189669422748,stable,True,界面（同为头部流量）
汇率换算查询,2026search,assistant_top,559,60,9999,950,0.055905590559055904,0.06315789473684211,0.7252304177786204,-0.7296967372128726,2.508328608808788,stable,False,界面（同为头部流量）
查询银行及业务信息,2026search,assistant_top,84,15,9999,950,0.0084008400840084,0.015789473684210527,0.7388633600202126,0.08799737437332686,1.7614145933670569,stable,True,界面（同为头部流量）
查询金融品种价格走势图,2026search,assistant_top,101,17,9999,950,0.010101010101010102,0.017894736842105262,0.779372674109516,0.07622470857525254,1.8518318534229639,stable,True,界面（同为头部流量）
银行卡业务办理与异常处理,2026search,assistant_top,25,10,9999,950,0.0025002500250025004,0.010526315789473684,0.8026065764471183,0.3082432184037986,1.6804441191894752,stable,True,界面（同为头部流量）
银行存贷款利率与利息查询,2026search,assistant_top,56,13,9999,950,0.0056005600560056,0.01368421052631579,0.808365047031019,0.21744810790464109,1.775636786758023,stable,True,界面（同为头部流量）
查询资金产品安全性及存取借贷规则,2026search,assistant_top,33,12,9999,950,0.0033003300330033004,0.01263157894736842,0.933124891436512,0.37782009332291916,1.8696327769060297,stable,True,界面（同为头部流量）
金融类App下载,2026search,assistant_top,64,15,9999,950,0.006400640064006401,0.015789473684210527,0.9388833620204127,0.2944907526783694,1.9581339370480635,stable,True,界面（同为头部流量）
查询概念板块龙头股,2026search,assistant_top,61,15,9999,950,0.006100610061006101,0.015789473684210527,0.9688863623204427,0.32548146082612445,1.9876453170013246,stable,True,界面（同为头部流量）
黄金价格查询,2026search,assistant_top,54,15,9999,950,0.0054005400540054005,0.015789473684210527,1.0388933630205126,0.3978125222978628,2.0565101391216936,stable,True,界面（同为头部流量）
黄金价格及黄金股票行情查询,2026search,assistant_top,71,17,9999,950,0.007100710071007101,0.017894736842105262,1.0794026771098162,0.3851657916187915,2.147105908251778,stable,True,界面（同为头部流量）
实时国际金价查询,2026search,assistant_top,71,17,9999,950,0.007100710071007101,0.017894736842105262,1.0794026771098162,0.3851657916187915,2.147105908251778,stable,True,界面（同为头部流量）
贷款信息查询与办理,2026search,assistant_top,36,14,9999,950,0.0036003600360036,0.014736842105263158,1.1136482069259557,0.5039889501440304,2.1034038699926167,stable,True,界面（同为头部流量）
查询美股行情,2026search,assistant_top,83,19,9999,950,0.0083008300830083,0.02,1.16991699169917,0.4271909054083049,2.28401515661763,stable,True,界面（同为头部流量）
保险信息查询,2026search,assistant_top,58,18,9999,950,0.0058005800580058,0.018947368421052633,1.314678836304683,0.6014503626069223,2.402987428441424,stable,True,界面（同为头部流量）
指数行情查询,2026search,assistant_top,123,27,9999,950,0.012301230123012302,0.028421052631578948,1.6119822508566646,0.6994583396837575,2.888883093658979,stable,True,界面（同为头部流量）
查询农业银行及农村金融机构信息,2026search,assistant_top,19,28,9999,950,0.0019001900190019003,0.029473684210526315,2.7573494191524417,1.8506363027908048,4.038594400253281,stable,True,界面（同为头部流量）
蚂蚁庄园今日答案查询,2026search,assistant_top,53,32,9999,950,0.0053005300530053,0.03368421052631579,2.838368047331049,1.8524366794280003,4.192152621571518,stable,True,界面（同为头部流量）
查询股票行情,2026search,assistant_top,380,64,9999,950,0.038003800380038005,0.06736842105263158,2.9364620672593573,1.4573383673325626,4.746560856482157,stable,True,界面（同为头部流量）
银行服务信息查询,2026search,assistant_top,23,38,9999,950,0.0023002300230023,0.04,3.7699769976997697,2.6917847907654857,5.214581285185523,stable,True,界面（同为头部流量）
A股个股推荐与走势预测,2026search,assistant_top,45,48,9999,950,0.004500450045004501,0.05052631578947368,4.602586574446918,3.3725083057867153,6.1893941190958826,stable,True,界面（同为头部流量）
股票信息查询,assistant_top,assistant_random,150,40,950,987,0.15789473684210525,0.040526849037487336,-11.736788780461792,-14.412731166839501,-9.1354177842685,stable,True,深度（助手头部→长尾）
汇率换算查询,assistant_top,assistant_random,60,20,950,987,0.06315789473684211,0.020263424518743668,-4.289447021809844,-6.159420654196121,-2.5371218510050455,stable,True,深度（助手头部→长尾）
查询股票行情,assistant_top,assistant_random,64,33,950,987,0.06736842105263158,0.03343465045592705,-3.3933770596704527,-5.407549332271583,-1.4537866149761232,stable,True,深度（助手头部→长尾）
蚂蚁庄园今日答案查询,assistant_top,assistant_random,32,2,950,987,0.03368421052631579,0.002026342451874367,-3.1657868074441424,-4.521825255137854,-2.0567742603513843,stable,True,深度（助手头部→长尾）
黄金价格与行情查询,assistant_top,assistant_random,31,4,950,987,0.03263157894736842,0.004052684903748734,-2.857889404361969,-4.212060759421782,-1.7127264874815178,stable,True,深度（助手头部→长尾）
银行服务信息查询,assistant_top,assistant_random,38,12,950,987,0.04,0.0121580547112462,-2.7841945288753798,-4.317271245648552,-1.3862242275920384,stable,True,深度（助手头部→长尾）
指数行情查询,assistant_top,assistant_random,27,7,950,987,0.028421052631578948,0.0070921985815602835,-2.1328854050018666,-3.4461439404676346,-0.9770726100792617,stable,True,深度（助手头部→长尾）
货币兑换查询,assistant_top,assistant_random,22,4,950,987,0.023157894736842106,0.004052684903748734,-1.9105209833093373,-3.102178248276676,-0.9053203154237367,stable,True,深度（助手头部→长尾）
查询美股行情,assistant_top,assistant_random,19,1,950,987,0.02,0.0010131712259371835,-1.8986828774062818,-3.0043958466761937,-1.042071403957958,stable,True,深度（助手头部→长尾）
实时国际金价查询,assistant_top,assistant_random,17,1,950,987,0.017894736842105262,0.0010131712259371835,-1.688156561616808,-2.7490189288396123,-0.8701574343756611,stable,True,深度（助手头部→长尾）
查询个股股票信息,assistant_top,assistant_random,19,4,950,987,0.02,0.004052684903748734,-1.5947315096251267,-2.724742836548784,-0.6396773267398452,stable,True,深度（助手头部→长尾）
查询农业银行及农村金融机构信息,assistant_top,assistant_random,28,14,950,987,0.029473684210526315,0.014184397163120567,-1.5289287047405749,-2.930250814493723,-0.22120842886238085,stable,True,深度（助手头部→长尾）
查询科技类股票行情,assistant_top,assistant_random,22,10,950,987,0.023157894736842106,0.010131712259371834,-1.3026182477470272,-2.5564644101486818,-0.15395824227645988,stable,True,深度（助手头部→长尾）
黄金价格查询,assistant_top,assistant_random,15,3,950,987,0.015789473684210527,0.00303951367781155,-1.2749960006398977,-2.3045149754640666,-0.4221348074340405,stable,True,深度（助手头部→长尾）
保险信息查询,assistant_top,assistant_random,18,9,950,987,0.018947368421052633,0.00911854103343465,-0.9828827387617983,-2.1462152119664726,0.08459441104938359,stable,False,深度（助手头部→长尾）
黄金价格及黄金股票行情查询,assistant_top,assistant_random,17,8,950,987,0.017894736842105262,0.008105369807497468,-0.9789367034607794,-2.1093702160614782,0.049341564274027645,stable,False,深度（助手头部→长尾）
