label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
判定信贷产品账单与征信规则,2026search,assistant_top,16,10,9999,950,0.0016001600160016002,0.010526315789473684,0.8926155773472083,0.4024811721620561,1.7689045871684166,stable,True,界面（同为头部流量）
获取银行或支付账户操作指引,2026search,assistant_top,83,24,9999,950,0.0083008300830083,0.02526315789473684,1.6962327811728541,0.8499673692625274,2.9120350652396065,stable,True,界面（同为头部流量）
核实金融平台真伪与合法性,2026search,assistant_top,65,23,9999,950,0.0065006500650065,0.024210526315789474,1.7709876250782974,0.9491315297343709,2.9648631277709763,stable,True,界面（同为头部流量）
比较同类金融产品并择优,2026search,assistant_top,8,18,9999,950,0.0008000800080008001,0.018947368421052633,1.8147288413051834,1.1174585034266438,2.895839300996444,stable,True,界面（同为头部流量）
获取每日答题活动答案,2026search,assistant_top,53,33,9999,950,0.0053005300530053,0.034736842105263156,2.9436312052257856,1.940679408854834,4.313751669226562,stable,True,界面（同为头部流量）
其他或无法判定的非金融查询,2026search,assistant_top,640,90,9999,950,0.064006400640064,0.09473684210526316,3.0730441465199156,1.2996507425527346,5.1540932467422795,stable,True,界面（同为头部流量）
处置账户异常与非预期扣款,2026search,assistant_top,22,58,9999,950,0.0022002200220022,0.061052631578947365,5.885241155694517,4.527631094167375,7.59334048364646,stable,True,界面（同为头部流量）
寻求个股买卖与持有决策建议,2026search,assistant_top,110,87,9999,950,0.011001100110011002,0.09157894736842105,8.057784725841005,6.36953884873612,10.068734970109455,stable,True,界面（同为头部流量）
查询金融资产实时行情,assistant_top,assistant_random,479,86,950,987,0.5042105263157894,0.08713272543059777,-41.707780088519165,-45.261288003930744,-37.99591326544343,stable,True,深度（助手头部→长尾）
获取每日答题活动答案,assistant_top,assistant_random,33,2,950,987,0.034736842105263156,0.002026342451874367,-3.271049965338879,-4.6433974738241846,-2.1468789493285443,stable,True,深度（助手头部→长尾）
处置账户异常与非预期扣款,assistant_top,assistant_random,58,30,950,987,0.061052631578947365,0.030395136778115502,-3.0657494800831864,-4.996056062970598,-1.2126242935157496,stable,True,深度（助手头部→长尾）
查询历史价格走势图,assistant_top,assistant_random,24,6,950,987,0.02526315789473684,0.0060790273556231,-1.918413053911374,-3.16775141410425,-0.8302886637466925,stable,True,深度（助手头部→长尾）
核实金融平台真伪与合法性,assistant_top,assistant_random,23,14,950,987,0.024210526315789474,0.014184397163120567,-1.0026129152668908,-2.318901101254577,0.239674895959888,stable,False,深度（助手头部→长尾）
查找官方渠道与客服入口,assistant_top,assistant_random,49,43,950,987,0.05157894736842105,0.04356636271529889,-0.8012584653122163,-2.7430178755947425,1.110930952706441,stable,False,深度（助手头部→长尾）
识别陌生电话号码归属,assistant_top,assistant_random,8,2,950,987,0.008421052631578947,0.002026342451874367,-0.639471017970458,-1.463442447409221,0.03604717969708966,stable,False,深度（助手头部→长尾）
进入个股股吧讨论区,assistant_top,assistant_random,2,1,950,987,0.002105263157894737,0.0010131712259371835,-0.10920919319575534,-0.6692713983816868,0.38532120546502857,stable,False,深度（助手头部→长尾）
查询交易日程与市场状态,assistant_top,assistant_random,4,4,950,987,0.004210526315789474,0.004052684903748734,-0.015784141204073978,-0.717445762205262,0.6666492370586822,stable,False,深度（助手头部→长尾）
寻求应急或无征信门槛借款渠道,assistant_top,assistant_random,1,1,950,987,0.0010526315789473684,0.0010131712259371835,-0.0039460353010184945,-0.49958520498305764,0.47431528017361424,stable,False,深度（助手头部→长尾）
比较同类金融产品并择优,assistant_top,assistant_random,18,38,950,987,0.018947368421052633,0.03850050658561297,1.955313816456034,0.4609898628553911,3.5086299106045633,stable,True,深度（助手头部→长尾）
计算具体金额或利率,assistant_top,assistant_random,19,45,950,987,0.02,0.04559270516717325,2.559270516717325,0.9772140208993709,4.209571701375392,stable,True,深度（助手头部→长尾）
获取银行或支付账户操作指引,assistant_top,assistant_random,24,69,950,987,0.02526315789473684,0.06990881458966565,4.464565669492881,2.5946266897250805,6.410319836238592,stable,True,深度（助手头部→长尾）
判定信贷产品账单与征信规则,assistant_top,assistant_random,10,55,950,987,0.010526315789473684,0.05572441742654509,4.519810163707141,2.9810216882085743,6.200654585941163,stable,True,深度（助手头部→长尾）
获取市场动态与事件公告,assistant_top,assistant_random,6,56,950,987,0.00631578947368421,0.05673758865248227,5.042179917879806,3.5649672655250506,6.700307627016009,stable,True,深度（助手头部→长尾）
其他或无法判定的非金融查询,assistant_top,assistant_random,90,166,950,987,0.09473684210526316,0.16818642350557245,7.344958140030928,4.349452409237703,10.337497556133918,stable,True,深度（助手头部→长尾）
解释金融术语与基础规则,assistant_top,assistant_random,15,93,950,987,0.015789473684210527,0.09422492401215805,7.8435450327947525,5.893266173327065,9.921273066059387,stable,True,深度（助手头部→长尾）
寻求个股买卖与持有决策建议,assistant_top,assistant_random,87,276,950,987,0.09157894736842105,0.2796352583586626,18.805631099024154,15.435802648232677,22.1376040092398,stable,True,深度（助手头部→长尾）
查询金融资产实时行情,2026search,assistant_random,6435,86,9999,987,0.6435643564356436,0.08713272543059777,-55.64316310050458,-57.498196398584454,-53.50053319217359,stable,True,界面+深度（不可单独归因）
进入个股股吧讨论区,2026search,assistant_random,1413,1,9999,987,0.1413141314131413,0.0010131712259371835,-14.030096018720412,-14.731635683867408,-13.2122960297438,stable,True,界面+深度（不可单独归因）
查询历史价格走势图,2026search,assistant_random,186,6,9999,987,0.0186018601860186,0.0060790273556231,-1.25228328303955,-1.6868543605771713,-0.4986868788612363,stable,True,界面+深度（不可单独归因）
识别陌生电话号码归属,2026search,assistant_random,109,2,9999,987,0.010901090109010901,0.002026342451874367,-0.8874747657136535,-1.1547071057468308,-0.3229311937905278,stable,True,界面+深度（不可单独归因）
获取每日答题活动答案,2026search,assistant_random,53,2,9999,987,0.0053005300530053,0.002026342451874367,-0.32741876011309334,-0.5466161822061544,0.22011030676291357,stable,False,界面+深度（不可单独归因）
查询交易日程与市场状态,2026search,assistant_random,39,4,9999,987,0.0039003900390039005,0.004052684903748734,0.015229486474483333,-0.27050137052193374,0.6559335312060796,stable,False,界面+深度（不可单独归因）
寻求应急或无征信门槛借款渠道,2026search,assistant_random,6,1,9999,987,0.0006000600060006001,0.0010131712259371835,0.041311121993658335,-0.06814946195479316,0.5127737125748242,stable,False,界面+深度（不可单独归因）
查找官方渠道与客服入口,2026search,assistant_random,428,43,9999,987,0.0428042804280428,0.04356636271529889,0.07620822872560842,-1.1052458608478983,1.5849447152203493,stable,False,界面+深度（不可单独归因）
核实金融平台真伪与合法性,2026search,assistant_random,65,14,9999,987,0.0065006500650065,0.014184397163120567,0.7683747098114067,0.16977817531531827,1.7269536074188623,stable,True,界面+深度（不可单独归因）
计算具体金额或利率,2026search,assistant_random,178,45,9999,987,0.0178017801780178,0.04559270516717325,2.779092498915545,1.610881024662269,4.285460274957975,stable,True,界面+深度（不可单独归因）
处置账户异常与非预期扣款,2026search,assistant_random,22,30,9999,987,0.0022002200220022,0.030395136778115502,2.81949167561133,1.9102039289463542,4.088070366263724,stable,True,界面+深度（不可单独归因）
比较同类金融产品并择优,2026search,assistant_random,8,38,9999,987,0.0008000800080008001,0.03850050658561297,3.7700426577612167,2.7347578348499817,5.160803376416706,stable,True,界面+深度（不可单独归因）
获取市场动态与事件公告,2026search,assistant_random,54,56,9999,987,0.0054005400540054005,0.05673758865248227,5.133704859847687,3.844436167693684,6.761095506238712,stable,True,界面+深度（不可单独归因）
判定信贷产品账单与征信规则,2026search,assistant_random,16,55,9999,987,0.0016001600160016002,0.05572441742654509,5.412425741054349,4.142101491083504,7.024487276194756,stable,True,界面+深度（不可单独归因）
获取银行或支付账户操作指引,2026search,assistant_random,83,69,9999,987,0.0083008300830083,0.06990881458966565,6.160798450665735,4.717486245921751,7.931235587720415,stable,True,界面+深度（不可单独归因）
解释金融术语与基础规则,2026search,assistant_random,154,93,9999,987,0.015401540154015401,0.09422492401215805,7.882338385814265,6.193602798140973,9.878019433464962,stable,True,界面+深度（不可单独归因）
其他或无法判定的非金融查询,2026search,assistant_random,640,166,9999,987,0.064006400640064,0.16818642350557245,10.418002286550845,8.158896207562977,12.922326355463834,stable,True,界面+深度（不可单独归因）
寻求个股买卖与持有决策建议,2026search,assistant_random,110,276,9999,987,0.011001100110011002,0.2796352583586626,26.86341582486516,24.14370985861604,29.75077568689483,stable,True,界面+深度（不可单独归因）
查询金融资产实时行情,assistant_top,assistant_voice,479,195,950,1000,0.5042105263157894,0.195,-30.921052631578945,-34.86039843564764,-26.83626182039971,stable,True,输入方式（打字头部→语音）
处置账户异常与非预期扣款,assistant_top,assistant_voice,58,37,950,1000,0.061052631578947365,0.037,-2.4052631578947365,-4.385113212482213,-0.48818926971030513,stable,True,输入方式（打字头部→语音）
获取每日答题活动答案,assistant_top,assistant_voice,33,12,950,1000,0.034736842105263156,0.012,-2.2736842105263158,-3.7311133782225996,-0.94552771061638,stable,True,输入方式（打字头部→语音）
核实金融平台真伪与合法性,assistant_top,assistant_voice,23,4,950,1000,0.024210526315789474,0.004,-2.0210526315789474,-3.231644607309582,-1.0045711821372907,stable,True,输入方式（打字头部→语音）
查询历史价格走势图,assistant_top,assistant_voice,24,6,950,1000,0.02526315789473684,0.006,-1.9263157894736844,-3.1745355895208824,-0.8441710565921227,stable,True,输入方式（打字头部→语音）
比较同类金融产品并择优,assistant_top,assistant_voice,18,10,950,1000,0.018947368421052633,0.01,-0.8947368421052633,-2.0673876391238797,0.18720834677727285,stable,False,输入方式（打字头部→语音）
识别陌生电话号码归属,assistant_top,assistant_voice,8,4,950,1000,0.008421052631578947,0.004,-0.4421052631578947,-1.288868927970666,0.30714277352048247,stable,False,输入方式（打字头部→语音）
寻求个股买卖与持有决策建议,assistant_top,assistant_voice,87,90,950,1000,0.09157894736842105,0.09,-0.15789473684210548,-2.7337032670719688,2.3996480487899605,stable,False,输入方式（打字头部→语音）
查询交易日程与市场状态,assistant_top,assistant_voice,4,5,950,1000,0.004210526315789474,0.005,0.07894736842105265,-0.6372796061145236,0.792040295615434,stable,False,输入方式（打字头部→语音）
寻求应急或无征信门槛借款渠道,assistant_top,assistant_voice,1,4,950,1000,0.0010526315789473684,0.004,0.2947368421052632,-0.2515233981551331,0.9246843949924104,stable,False,输入方式（打字头部→语音）
进入个股股吧讨论区,assistant_top,assistant_voice,2,10,950,1000,0.002105263157894737,0.01,0.7894736842105263,0.07213392918901124,1.6343479101309886,stable,True,输入方式（打字头部→语音）
获取市场动态与事件公告,assistant_top,assistant_voice,6,26,950,1000,0.00631578947368421,0.026,1.968421052631579,0.8645410611131168,3.199218548496981,stable,True,输入方式（打字头部→语音）
其他或无法判定的非金融查询,assistant_top,assistant_voice,90,120,950,1000,0.09473684210526316,0.12,2.5263157894736836,-0.23291940654807317,5.277267963819086,stable,False,输入方式（打字头部→语音）
判定信贷产品账单与征信规则,assistant_top,assistant_voice,10,36,950,1000,0.010526315789473684,0.036,2.5473684210526315,1.2278532247346783,3.9740592452068917,stable,True,输入方式（打字头部→语音）
查找官方渠道与客服入口,assistant_top,assistant_voice,49,86,950,1000,0.05157894736842105,0.086,3.4421052631578943,1.1942486213327212,5.707986059529284,stable,True,输入方式（打字头部→语音）
计算具体金额或利率,assistant_top,assistant_voice,19,111,950,1000,0.02,0.111,9.1,6.989093818619439,11.316603423515941,stable,True,输入方式（打字头部→语音）
解释金融术语与基础规则,assistant_top,assistant_voice,15,109,950,1000,0.015789473684210527,0.109,9.321052631578947,7.271091154734785,11.494542582364053,stable,True,输入方式（打字头部→语音）
获取银行或支付账户操作指引,assistant_top,assistant_voice,24,135,950,1000,0.02526315789473684,0.135,10.973684210526317,8.656682578967349,13.377144870779112,stable,True,输入方式（打字头部→语音）
寻求个股买卖与持有决策建议,assistant_random,assistant_voice,276,90,987,1000,0.2796352583586626,0.09,-18.96352583586626,-22.269235392427692,-15.633713303361157,stable,True,输入方式（打字长尾→语音）
其他或无法判定的非金融查询,assistant_random,assistant_voice,166,120,987,1000,0.16818642350557245,0.12,-4.818642350557245,-7.909637748736581,-1.73215989047079,stable,True,输入方式（打字长尾→语音）
获取市场动态与事件公告,assistant_random,assistant_voice,56,26,987,1000,0.05673758865248227,0.026,-3.073758865248227,-4.8915346032351525,-1.3320959259171545,stable,True,输入方式（打字长尾→语音）
比较同类金融产品并择优,assistant_random,assistant_voice,38,10,987,1000,0.03850050658561297,0.01,-2.850050658561297,-4.313104123835099,-1.5248208172842594,stable,True,输入方式（打字长尾→语音）
判定信贷产品账单与征信规则,assistant_random,assistant_voice,55,36,987,1000,0.05572441742654509,0.036,-1.9724417426545091,-3.8624100803945405,-0.12611060424955084,stable,True,输入方式（打字长尾→语音）
核实金融平台真伪与合法性,assistant_random,assistant_voice,14,4,987,1000,0.014184397163120567,0.004,-1.0184397163120567,-1.9977597450626334,-0.17220989722283742,stable,True,输入方式（打字长尾→语音）
查询历史价格走势图,assistant_random,assistant_voice,6,6,987,1000,0.0060790273556231,0.006,-0.007902735562310016,-0.7904502054408281,0.7681106316324021,stable,False,输入方式（打字长尾→语音）
查询交易日程与市场状态,assistant_random,assistant_voice,4,5,987,1000,0.004052684903748734,0.005,0.09473150962512664,-0.5991725945614756,0.804405423608284,stable,False,输入方式（打字长尾→语音）
识别陌生电话号码归属,assistant_random,assistant_voice,2,4,987,1000,0.002026342451874367,0.004,0.19736575481256333,-0.3891284606423125,0.8384144755293467,stable,False,输入方式（打字长尾→语音）
寻求应急或无征信门槛借款渠道,assistant_random,assistant_voice,1,4,987,1000,0.0010131712259371835,0.004,0.2986828774062817,-0.2313390243482044,0.9281915638294131,stable,False,输入方式（打字长尾→语音）
处置账户异常与非预期扣款,assistant_random,assistant_voice,30,37,987,1000,0.030395136778115502,0.037,0.6604863221884496,-0.9555256885582182,2.2910909400630324,stable,False,输入方式（打字长尾→语音）
进入个股股吧讨论区,assistant_random,assistant_voice,1,10,987,1000,0.0010131712259371835,0.01,0.8986828774062816,0.2436349377638488,1.7338075957557646,stable,True,输入方式（打字长尾→语音）
获取每日答题活动答案,assistant_random,assistant_voice,2,12,987,1000,0.002026342451874367,0.012,0.9973657548125634,0.25800266941250694,1.8952159050389445,stable,True,输入方式（打字长尾→语音）
解释金融术语与基础规则,assistant_random,assistant_voice,93,109,987,1000,0.09422492401215805,0.109,1.4775075987841946,-1.1899755872411673,4.146555538934319,stable,False,输入方式（打字长尾→语音）
查找官方渠道与客服入口,assistant_random,assistant_voice,43,86,987,1000,0.04356636271529889,0.086,4.2433637284701105,2.0896180058766323,6.441985609511736,stable,True,输入方式（打字长尾→语音）
获取银行或支付账户操作指引,assistant_random,assistant_voice,69,135,987,1000,0.06990881458966565,0.135,6.509118541033436,3.858690458068846,9.181871451115098,stable,True,输入方式（打字长尾→语音）
计算具体金额或利率,assistant_random,assistant_voice,45,111,987,1000,0.04559270516717325,0.111,6.540729483282676,4.205945623352022,8.925688656732106,stable,True,输入方式（打字长尾→语音）
查询金融资产实时行情,assistant_random,assistant_voice,86,195,987,1000,0.08713272543059777,0.195,10.786727456940223,7.760006719798958,13.816178268612866,stable,True,输入方式（打字长尾→语音）
