sid,query,code
d000096,11周岁来月经正常吗?属于早熟吗?,EK
d000097,11岁1米45正常吗男孩,EK
d000098,11岁儿童视力标准,EK
d000099,11岁半男孩睾丸变大阴茎没长是正常的吗,EK
d000100,11岁女孩来月经了正常吗,EK
d000101,11岁女孩的身高标准是多少,EK
d000102,11岁女孩肚脐下方小腹疼痛原因,EK
d000103,11岁女孩身高142体重80斤正常吗,EK
d000104,11岁孩子每天吃多少克肉?,EK
d000105,11岁孩子用吃钙片吗,EK
d000106,11岁男孩呃男大约在多少斤,EK
d000107,11岁男孩正常身高是多少,EK
d000108,11岁男孩肥胖孕酮和催乳素高会不会肾上腺素也高,EK
d000109,11岁男孩鼻头粉刺怎么回事,EK
d000110,11岁男童标准身高,EK
d000111,11月18号末次月经预产期是什么时候,FCK_CK
d000112,11月25末次月经预产期什么时候,FCK_CK
d000113,11瓶做静脉曲张是他自己亲自做吗,WK_PW
d000114,120 76,NK_XX
d000115,120万抗癌针可以治疗什么癌？,ZL
d000116,120分钟胰岛素参考值？,JC
d000117,12320预约挂号网,JY
d000118,125斤半年瘦了5斤怎样能吃胖,YS
d000119,12个月宝宝还没有长牙,EK
d000120,12个月的宝宝吃了蛋黄三小时呕吐,EK
d000121,12周岁男孩143在标准值吗,EK
d000122,12和甲钴胺一样吗,YP_GENERIC
d000123,12岁儿童两边舌根烂了怎么办,EK
d000124,12岁儿童趴着睡口水白色,EK
d000125,12岁儿童鼻黏膜增厚怎么治疗,EK
d000126,12岁复方氨酚那敏颗粒能治疗咳嗽吗,EK
d000127,12岁女孩子心跳多少次算正常,EK
d000128,12岁女孩第一次来这个月经来了十多天下个月还来吗,EK
d000129,12岁女孩蹲下露白内裤需要检查吗,EK
d000130,12岁孩子九价多少钱一针疫苗,JY
d000131,"12岁孩子做难题作业,心率快怎么办",EK
d000132,12岁孩子怎么吃奥美拉唑肠溶胶囊,EK
d000133,12岁孩子没穿衣吹空调一个小时左右会感冒吗,EK
d000134,12岁孩子牙齿发黄，多久能改善,EK
d000135,12岁孩子老摔跤是什么原因,EK
d000136,12岁孩子耳朵听不见怎么办,EK
d000137,12岁孩子膝盖疼关节少许积液到底是两个月之前摔伤引起的还是一个月之前连续跳爵士舞6天引起的？,EK
d000138,12岁小孩头痛呕吐什么原因,EK
d000139,12岁小孩每次拉屎都没拉完难受,EK
d000140,12岁小孩能不能吃阿莫西林,EK
d000141,12岁小孩还可以吃钙铁锌吗,EK
d000142,12岁拉肚子吃什么药最有效,EK
d000143,12岁男孩两边脚踝疼是怎么回事,EK
d000144,12岁男孩咳嗽,EK
d000145,12岁男孩老吼叫顶嘴怎么回事,EK
d000146,12岁男孩舌苔厚白是怎么回事,EK
d000147,12岁男生怎么减重,EK
d000148,12岁的孩子补牙有什么影响吗?,EK
d000149,12岁的孩子起床之后说脖子疼,EK
d000150,12岁的小朋友感冒了眼睛有点肿能不能用左痒氟沙星这个BI,EK
d000151,12岁的小男孩睡觉流口水是什么原因,EK
d000152,12岁的男孩身高多少才正常,EK
d000153,12岁胸片双肺纹理稍增多、增粗什么原因,EK
d000154,12指肠出血是啥引起的？,NK_XH
d000155,12指肠溃疡严重嘛,NK_XH
d000156,12指肠溃疡，它不疼吗？我是不疼，有时候疼的时候只是隐隐约约的闷胀,NK_XH
d000157,12种高危型阳性,FCK_FK
d000158,130和76高血压正常吗?,NK_XX
d000159,131821染色体分辨男女准吗,FCK_CK
d000160,131碘疗对身体有危害吗,NK_NF
d000161,135和180的剂量一周打一针是什么,WFPD
d000162,13三体综合症表现,FCK_CK
d000163,13个月宝宝不会走路他不肯走,EK
d000164,13个月宝宝辅食有哪些,EK
d000165,13价肺炎疫苗有没有必要打,EK
d000166,"13号月经,排卵期哪天",FCK_FK
d000167,13周两天吃了六粒米非司酮多久出血,FCK_CK
d000168,13周岁快14了。,WFPD
d000169,13周岁男生大便上面有粘液然后屁眼疼是怎么回事,EK
d000170,13岁70斤160,EK
d000171,13岁女孩出尿口,EK
d000172,"13岁女孩晚上11点上床,7点起床,中午午休1小时",YS
d000173,13岁女孩肺结节核中阳性严重吗,EK
d000174,"13岁女孩腋毛有点长,还会长高吗?",EK
d000175,13岁女孩臀围多少正常范围,EK
d000176,13岁娃睡到半夜莫名坐起来什么原因,EK
d000177,"13岁孩子体重不达标,血压低怎么办呢",EK
d000178,13岁孩子发烧吃半片复方对乙酰氨基酚片,EK
d000179,13岁孩子痛经原因有哪些,EK
d000180,13岁孩子脚踝特别粗,EK
d000181,13岁孩子补维生素一次吃多久合适,EK
d000182,13岁小孩恶心呕吐吃什么药好,EK
d000183,13岁小孩检查生殖发育挂哪个科,EK
d000184,13岁小阴唇肿大疼怎么办,EK
d000185,13岁男孩左胸疼怎么回事,EK
d000186,13岁男孩标准身高,EK
d000187,"13岁男孩身高172,体重84公斤",EK
d000188,"13岁的男孩,经常吃炸素鸡好吗",EK
d000189,1459414住院号,JY
d000190,14个月宝宝不喜欢吃辅食怎么办,EK
d000191,14个月的宝宝撅着屁股像青蛙一样的睡觉。是怎么回事,EK
d000192,14周岁半的男孩身高应该有多少,EK
d000193,14天中药冷冻行不行,YP_GENERIC
d000194,14岁一天睡几个小时最好,EK
d000195,14岁不到15岁未完全发育能怀孕吗,EK
d000196,14岁初中生取精最简单方法,EK
d000197,14岁女孩坐着站起来会晕,EK
d000198,"14岁女孩对性产生好奇,将东西赛进身体要看心理医生吗",EK
d000199,14岁女孩手脚冰凉是怎么回事,EK
d000200,14岁女孩腋下有个疙瘩,EK
d000201,"14岁女孩赶冒以后鼻子眼痒,经常用手去揉去,这是啥原因,用啥药",EK
d000202,14岁女生偶尔尿床是怎么回事,EK
d000203,14岁女生多高算正常,EK
d000204,14岁孩子手表一天测出房颤3次正常吗怎么回事,EK
d000205,"14岁孩子服托莫西丁第五周了今天去医院做了检查是肌酐偏低56.9,碱性磷酸酶高1",EK
d000206,14岁孩子脸发黄什么原因,EK
d000207,14岁孩子蜷着睡觉,EK
d000208,14岁孩子高烧反复咳嗽嗓子疼,EK
d000209,14岁孩检查B族维生素能吃益生菌吗,EK
d000210,14岁小姑娘破膜了怎么办,EK
d000211,14岁小孩拉肚子期间可以说是面包吗,EK
d000212,14岁心口疼闷堵是怎么回事,EK
d000213,14岁怀孕的前兆,FCK_CK
d000214,14岁每天凌晨睡早六点半起床时间长了会对身体有什么害处,EK
d000215,14岁男孩165斤175厘米体脂率是多少,EK
d000216,14岁男孩两个膝盖都疼怎么回事,EK
d000217,14岁男孩跑跳胸口痛,EK
d000218,14岁男孩身高标准表,EK
d000219,"14岁的孩子,头晕头疼20天,做检查什么都正常,该怎么治疗?",EK
d000220,14岁的孩子肚子疼能吃诺氟沙星胶囊吗,EK
d000221,14岁美女孕妇怀孕8个月要生了,FCK_CK
d000222,14岁角膜厚度英文缩写,YK
d000223,14年前hiv人数和现在比哪个时候多,GR
d000224,14片奥氮平长什么样,YP_GENERIC
d000225,150女标准体重 四十岁,YS
d000226,150度角躺着好吗,WFPD
d000227,153105血压高吗,NK_XX
d000228,153身高体重三围多少正常,YS
d000229,157cm男孩标准体重,YS
d000230,"158cm,体重150斤爬坡时心率要在多少减脂效果才能最好",YS
d000231,158cm女生标准体重是多少,YS
d000232,15、甲状腺性甲亢中最多见的是(1分)⚑标记存疑A多结节性毒性甲状腺肿B弥漫,NK_NF
d000233,15个月的宝宝晚上出汗体温35.5正常吗,EK
d000234,15岁165cm女生标准体重,EK
d000235,15岁一个月没来月经 还老犯困怎么回事,EK
d000236,15岁去妇科检查要家长陪同吗,JY
d000237,15岁大姨妈疼怎么缓解,EK
d000238,15岁女孩吃过饭恶心需要查肝功能吗,EK
d000239,15岁女孩感冒吃布洛芬漏尿正常吗,EK
d000240,"15岁女孩甲状腺左侧叶上下径45.1mm,左右径15.7mm,前后径12.9mm,正常吗?",NK_NF
d000241,15岁孩子手拿东西定住不动会抖,NK_SJ
d000242,15岁男孩肚子疼拉稀什么毛病,NK_XH
d000243,15岁男孩腿疼是缺钙吗,WK_GK
d000244,15岁男孩舌下脱敏有用吗,EB
d000245,15岁男生身高1.7米体重50公斤算清瘦吗,YS
d000246,"15岁红细胞数目5.9,红细胞压积50.50是什么意思",NK_XY
d000247,15岁能吃胃痛定吗,NK_XH
d000248,15岁青少年腹泻最怕三个药,NK_XH
d000249,15年烟瘾还能戒掉么,NK_HX
d000250,15粒生花生米蛋白质含量多少,YS
d000251,160cm120斤胖吗,YS
d000252,160cm女生标准体重,YS
d000253,163体重110斤胖吗,YS
d000254,165厘米，感觉还是挺矮的吧,YS
d000255,166cm女生标准体重,YS
d000256,168厘米的男生标准体重是多少,YS
d000257,16个月宝宝吃饭能跟着大人吃吗能吃盐吗,EK
d000258,16岁女孩能查内分泌吗怎么查,NK_NF
d000259,"16岁孩子有时候就想哭,事情就往最坏的地方想怎么了",JS
d000260,16岁孩子焦虑重度抑郁吃什么中药成分药,JS
d000261,16岁小男孩拉完尿会有泡泡是什么原因,NK_SN
d000262,16岁来月经不走是怎么回事,FCK_FK
d000263,16岁男孩可以吃阿胶吗,YS
d000264,16岁男孩左边乳腺肿疼,WK_PW
d000265,"16岁男孩把刚掉的门牙齿用水冲洗了一下半小时塞进去,再巩固复位能长结实吗",KQ
d000266,16岁男孩血压140严重吗,NK_XX
d000267,16岁能吃非布司他吗,NK_FS
d000268,16岁还需不需要打流感疫苗三价疫苗和鼻喷疫苗,NK_HX
d000269,175cm标准体重 男,YS
d000270,17cm体重74.6公斤要注意什么?,YS
d000271,17个半月的宝宝天天抠抠鼻子天天抠鼻子什么原因,EK
d000272,17个月宝宝下嘴唇外翻怎么办,EK
d000273,17个月宝宝额头摔个包,EK
d000274,17号排卵期喝中药怀孕有影响吗,FCK_CK
d000275,17岁女孩痛经怎么调理,FCK_FK
d000276,17岁女孩阴道长蛆,FCK_FK
d000277,17岁脖子粗的十大征兆,NK_NF
d000278,17岁高中生总是便秘怎么办,NK_XH
d000279,"17岁高中生水肿一年多查小便正常,每天晚上23点后才睡觉有关系吗",NK_SN
d000280,17草名字,WFPD
d000281,184cm250斤,YS
d000282,187的标准体重是多少斤,YS
d000283,188医院,JY
d000284,18个月宝宝头后面有两个会动的疙瘩,EK
d000285,18分钟把饭吃完正常吗,YS
d000286,18岁以上高血压患病率,NK_XX
d000287,18岁女孩乳房有硬块,WK_PW
d000288,18岁女孩奥氮平如何加量,JS
d000289,18岁女生晚上睡不着都有哪几种原因,JS
d000290,18岁打呼噜正常吗,EB
d000291,18岁男孩双肾衰竭能活多久,NK_SN
d000292,18岁男孩标准身高,YS
d000293,18岁男孩脾大双肾双肾弥漫性病变嗯定义什么定义呢定义什么病呢,NK_SN
d000294,18岁的男孩开始头一点有一点痛现在头不痛了有一点点恶心是什么原因,NK_SJ
d000295,18岁腺样体肥大需要做手术吗,EB
d000296,18岁血压133/80正常吗,NK_XX
d000297,18种氨基酸过敏率高吗,PF
d000298,"19个月宝宝吃西兰花鱼肉鸡蛋饭,还需要搭配什么吗",EK
d000299,19号尹杰在哪个院区出诊,JY
d000300,"19号来姨妈,14号算安全期吗正常吗",FCK_FK
d000301,19周了还没胎动正常吗,FCK_CK
d000302,19周是怀孕几个月,FCK_CK
d000303,19天后还能用云南白药或者扶他林吗,YP_GENERIC
d000304,19岁女两只乳房都有硬块,WK_PW
d000305,"19岁女孩大便出血,但身体没有感觉,是怎么回事",NK_XH
d000306,19岁姑娘晚上睡不着什么原因,JS
d000307,19岁有白发什么原因,PF
d000308,19岁男孩小便有泡沫是怎么回事,NK_SN
d000309,1Cm混合磨玻璃结节手术记录根据CT影像行S3a，纵隔窗会显影吗,JC
d000310,1L椰子汁的热量,YS
d000311,1个月吃一次乳果糖清肠可以吗,NK_XH
d000312,1个月宝宝老是吐奶怎么回事,EK
d000313,1个毛孔里长了4根毛,PF
d000314,1八珍丸的功能与作用,ZY
d000315,1几岁张老年斑怎么回事,PF
d000316,1到2微毫升血是多少克血,WFPD
d000317,1包铁剂是01克,NK_XY
d000318,1号是a打头的是中药还是西药,YP_GENERIC
d000319,1型糖尿病和2型糖尿病的区别,NK_NF
d000320,1天半之内反复发烧需要输液吗,JZ
d000321,1岁1个月宝宝偶尔会点头,EK
d000322,1岁3个月宝宝可以吃的水果,EK
d000323,1岁3个月的女孩头发稀少,EK
d000324,1岁3个月脑门感觉偏小怎么回事,EK
d000325,1岁4个月宝宝吃什么钙好,EK
d000326,1岁5个月宝宝发烧39.5度严重吗?,EK
d000327,1岁5个月的宝宝发烧 从肚皮以上发烧,EK
d000328,1岁6个月宝宝咳嗽有痰流流黄鼻涕吃什么药,EK
d000329,1岁6个月宝宝能不能用艾草肚脐贴,EK
d000330,1岁7个月宝宝喝酸奶长个吗,EK
d000331,1岁8个月宝宝耳朵有分泌物,EK
d000332,1岁8个月的宝宝吃东西嚼嚼就吐正常吗,EK
d000333,1岁8个月身高,EK
d000334,1岁半宝宝可以注射头孢呋辛注射作用和功效与作用,EK
d000335,1岁婴儿咳嗽呕吐是什么原因,EK
d000336,1岁宝宝用霍香正气水洗澡可以吗,EK
d000337,"1岁小朋友发热,可以吃什么哟",EK
d000338,1心肌缺血吃维生素C和维生b6可以吗,NK_XX
d000339,1月龄宝宝吃益生菌吐怎么回事,EK
d000340,1点到3点醒是什么原因怎样调理,ZY
d000341,1省中医院,JY
d000342,1窦性心律2频发室性早搏3轻度ST改变是什么意思,NK_XX
d000343,1米58高+体重114+正常吗,YS
d000344,"1级产科超声检查(孕12周后):胎位:LOA 胎儿生物指标:双顶径28mm,头围105mm,腹",FCK_CK
d000345,1级烫伤严重吗,WK_SZ
d000346,1级高血压外侧动脉,NK_XX
d000347,1胸部面部头部，天突穴下方发红,PF
d000348,1髓是什么意思,WFPD
d000349,2 [判断题]感觉神经系统是将中枢发出的神经冲动传至外周效应器的神经纤维。,NK_SJ
d000350,2%的碳酸氢钠溶液可以用于敌敌畏的洗胃吗,JZ
d000351,2. 皮肤纤维瘤,PF
d000352,2. 软皮圆润腋下包 白底,FYL
d000353,2.4×0.66可以做人流,FCK_FK
d000354,2.5ml,WFPD
d000355,"2.病案首页的填写要求中,患者姓名应当用全名,并注明性别、年龄,以下哪项不属",JY
d000356,20%水杨酸酒精溶液可以治疗疣吗治疗效果怎么样,PF
d000357,200g的去皮熟鸭腿有多少蛋白质,YS
d000358,200克南瓜的营养成分和热量,YS
d000359,200克豆腐的热量,YS
d000360,200克香蕉的热量是多少?,YS
d000361,2020年的重大疾病有多少种,JY
d000362,2023年我老伴得了脑出血在梅河医院住了一个多月，过了两年，2025年这喷门癌手术，手术后就不吃降压药，血压就不高了,WFPD
d000363,2024年糖尿病讲座主题,JY
d000364,2025妇科肿瘤年会,JY
d000365,2025年5月几号西双版纳州人民医院率先开设本地区首个肛肠科女性关爱门诊,JY
d000366,2025年国家医保药品目录完整pdf,JY
d000367,2025年甲乙丙类药各多少种,JY
d000368,2025辟谷时间表,YS
d000369,2026乙肝筛查是强制的吗,GR
d000370,2026年70/80岁老年血糖标准是多少,NK_NF
d000371,2026年8月8日做的头皮激光祛除化脓性肉芽肿血管瘤 9月14日又在头皮同地方长出来 是不是根部基底没有清理干净？,PF
d000372,2026年9.13至9.14这附近几天襄阳市第一人民医院东院区住院部咋停靠的有湖北天,JY
d000373,2026年末次月经2.8预产期39周,FCK_CK
d000374,2026新版献血操作规程血红蛋白是多少,JC
d000375,2026黑龙江两癌筛查年龄范围,FCK_FK
d000376,202医院韩田凤,JY
d000377,202医院骨科主任是谁,JY
d000378,"20g绿豆,10g红豆,10g黄豆,10g银耳,9g红枣,热量蛋白质",YS
d000379,20mm肺结节可能是良性吗,NK_HX
d000380,20个月宝宝一天吃几次饭,EK
d000381,20个李子的热量,YS
d000382,20克花生米含多少蛋白质,YS
d000383,20周夜间胎动一次动了十几下正常吗,FCK_CK
d000384,20周宫颈口全程扩张 35mm怎么办,FCK_CK
d000385,20岁开始健身算不算晚,YS
d000386,20岁掉头发特别厉害什么原因,PF
d000387,20岁检查出先天性二尖瓣畸形。做手术后可以一辈子不用再做了吗?,WK_XX
d000388,20岁的男生有生理需要怎么办,NANKE
d000389,20岁能吃乌灵胶囊作用与功效,JS
d000390,20岁腹腔镜畸胎瘤手术后阴蒂高潮了怎么办,FCK_FK
d000391,20年前脱出过，现在又突然脱出。,WFPD
d000392,20松花粉,YS
d000393,21三体0.067,FCK_CK
d000394,21个月宝宝半夜总醒是怎么回事,EK
d000395,21个月宝宝得了手足口长了很多泡,EK
d000396,21个月宝宝能吃毛桃叮,EK
d000397,21体三体综合征出现并发症儿童去那个医院看病,EK
d000398,"21号来月经,现在肚子隐隐作痛正常吗",FCK_FK
d000399,21周b超看到阴囊 会不会看错,FCK_CK
d000400,21周双顶径5.5Cm正常吗,FCK_CK
d000401,21周胎盘成熟一度,FCK_CK
d000402,21天打一次的免疫针副作用大吗,ZL
d000403,21天的小婴儿高烧怎么降温,EK
d000404,21岁和女孩子接吻会怀孕嘛,FCK_FK
d000405,21点前大量喝水了第2天早上抽血会影响结果吗,JC
d000406,21金维他,YP_GENERIC
d000407,21金维他多种维生素的功效与作用,YP_GENERIC
d000408,"21金维他怎么服用,是嚼服还是直接下咽",YP_GENERIC
d000409,21金维他有减肥效果吗,YP_GENERIC
d000410,21金维他的作用及功能主治,YP_GENERIC
d000411,21金维他非变性Ⅱ型胶原维生素D特不殊膳食,YP_GENERIC
d000412,22岁纪性不好吃什么补脑快,YS
d000413,22岁肥胖血糖高,NK_NF
d000414,"22岁腹部和肚子总是隐隐作痛想吐,是大问题吗",NK_XH
d000415,22毫米部分实性结节要切多少肺,WK_XX
d000416,22的需要多长时间终结,WFPD
d000417,23个月宝宝稍微有点咳嗽能吃鳝鱼吗,EK
d000418,23介肺炎疫苗多久打一次,QK
d000419,23价肺炎疫苗有没有必要打,QK
d000420,23岁女孩子可以吃黄精么,YS
d000421,23岁没有备孕计划,WFPD
d000422,24h动态心电图怎么做,JC
d000423,24周出血了要不要,FCK_CK
d000424,24周加4天。左肾2.4×1.2厘米。偏小吗？属于,FCK_CK
d000425,"24周发现高位梗阻,发生短肠综合征概率多大",FCK_CK
d000426,24周是怀孕几个月,FCK_CK
d000427,24周脐带绕颈一圈会在绕两周吗,FCK_CK
d000428,24天婴儿喝奶粉吐的厉害,EK
d000429,24小时动态血压脉压差大怎么办,NK_XX
d000430,24小时吃布洛芬能吃四次吗,YP_GENERIC
d000431,24小时存在的真性幻听严重吗,JS
d000432,24小时尿磷低是什么意思,NK_SN
d000433,24小时尿蛋白定量多少算严重,NK_SN
d000434,24小时微量白蛋白高有什么问题,NK_SN
d000435,24小时避孕药和72小时避孕药哪个好,YP_GENERIC
d000436,24岁女孩半年不来月经是什么毛病,FCK_FK
d000437,25-羟基维生素d偏低是什么原因,NK_NF
d000438,25羟基维生素D偏低,NK_NF
d000439,25羟基维生素d3正常范围,JC
d000440,25羟维生素D是什么意思?,JC
d000441,26岁肠癌几率有多大,ZL
d000442,26年9月中旬排卵怀孕到27年几月份生,FCK_CK
d000443,27、齿轮样肌张力增高、铅管样肌张力增高、折刀样肌张力增高见于,NK_SJ
d000444,28 cv,WFPD
d000445,280克阿胶用多少黄酒,ZY
d000446,28周有时候没胎动正常吗,FCK_CK
d000447,28天一次好护骨,WFPD
d000448,28岁女孩的肺活量怎么测,JC
d000449,29周胎儿标准对照表,FCK_CK
d000450,29无痛周引产手术多长时间能做完啊,FCK_CK
d000451,2a期结肠癌术后多长时间做一次增强ct,ZL
d000452,2gb颗粒,WFPD
d000453,2个月宝宝喝完奶多久可以侧躺,EK
d000454,2个月宝宝打卡介苗的地方化脓了怎么办,EK
d000455,2个鼻子都不通气家里也没有什么药该怎么办,EB
d000456,2价疫苗打几针,FCK_FK
d000457,2克的头孢曲松钠怎么配皮试,YP_GENERIC
d000458,2公里跑步平均步频,YS
d000459,2包泡面有多少热量,YS
d000460,2周宝宝过敏用马芷苋洗澡有用吗,EK
d000461,2型糖尿病,NK_NF
d000462,2型糖尿病早上空腹测血粕9.1正常吗,NK_NF
d000463,2型糖尿病是什么意思,NK_NF
d000464,2型糖尿病能吃六味地黄丸吗,NK_NF
d000465,2型糖尿酮症严重吗,NK_NF
d000466,2小时喝2000ml的水,YS
d000467,2岁9个月身高86正常吗?,EK
d000468,2岁以下婴幼儿肌内注射时应选,EK
d000469,2岁儿童单核细胞正常值,EK
d000470,2岁全麻对小孩子智力有没有影响,EK
d000471,2岁半幼儿身高85体重20正常吗,EK
d000472,2岁半流鼻涕吃午时茶会怎么样,EK
d000473,2岁半着凉低烧能吃豉翘吗,EK
d000474,2岁发烧40度可以贴肚脐贴吗?,EK
d000475,2岁发现有佝偻病还能好吗,EK
d000476,2岁多的宝宝睡觉前在床上翻滚时间,EK
d000477,2岁多的小孩子脾气暴躁易怒怎么办,EK
d000478,2岁孩子吃健儿强骨颗粒可以同时吃补钙的药吗,EK
d000479,2岁宝宝一点点尿就要小便,EK
d000480,2岁宝宝便秘严重太硬拉不出来怎么办,EK
d000481,2岁宝宝可以吃大米小米南瓜红枣粥配肉松吃吗,EK
d000482,2岁宝宝喝蒙脱石散怎么喝,EK
d000483,2岁宝宝屁眼痒是怎么回事?,EK
d000484,2岁宝宝干咳，我感冒了，是不是传染给宝宝的,EK
d000485,2岁宝宝拉肚子怎么办最快的方法,EK
d000486,2岁宝宝撞到额头肿包已经一周了没有完全消肿,EK
d000487,2岁宝宝晚上睡觉后背出汗多是什么原因,EK
d000488,2岁宝宝洗手用什么洗,YS
d000489,2岁宝宝胸部有硬核是发育了吗,EK
d000490,2岁宝宝能喝念慈庵枇杷膏吗,EK
d000491,2岁宝宝血糖5.2,EK
d000492,2岁宝宝身高80体重十斤十公斤正常吗,EK
d000493,2岁宝宝身高体重标准,EK
d000494,2岁宝宝远视500度能恢复吗,EK
d000495,2岁宝宝阴道痒怎么办,EK
d000496,2岁小孩1型糖尿病,EK
d000497,2岁小孩都能吃哪些五谷具体怎么做,EK
d000498,2岁脖子处有个鼓包怎么回事,EK
d000499,2年前是150度不戴眼镜2年后能应该多少度,YK
