domain,source,core,query,added_chars,core_td,wrap_td,same_intent
书籍文档,assistant_top,家长寄语,家长寄语怎么写,3,获取现成可直接发布文案,学习某类文字怎么写,False
书籍文档,assistant_top,家长寄语怎么写,家长寄语怎么写 鼓励孩子的话简短,9,学习某类文字怎么写,获取现成可直接发布文案,False
书籍文档,assistant_top,家长寄语,家长寄语怎么写?,4,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,家长寄语,家长寄语简短,2,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,家长寄语简短,家长寄语简短真实,2,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,家长寄语简短,家长寄语简短真实一点,4,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,家长的话,"家长的话,怎么写",4,获取现成可直接发布文案,学习某类文字怎么写,False
书籍文档,assistant_top,家长的话,家长的话怎么写简短,5,获取现成可直接发布文案,现场生成或改写文字内容,False
书籍文档,assistant_top,家长评语,家长评语怎么写,3,获取现成可直接发布文案,学习某类文字怎么写,False
书籍文档,assistant_top,家长寄语简短,小学生家长寄语简短,3,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,头像图片,帮我画 头像图片,4,获取个人装饰用图（头像/壁纸）,生成或修改图片,False
书籍文档,assistant_top,早上好图片,帮我画 早上好图片,4,获取应景问候图片,获取应景问候图片,True
书籍文档,assistant_top,卡通头像,帮我画国风卡通头像,5,获取个人装饰用图（头像/壁纸）,获取个人装饰用图（头像/壁纸）,True
书籍文档,assistant_top,家长寄语,幼儿园家长寄语,3,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,微信个性签名,微信个性签名大全,2,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,微信头像图片,微信头像图片大全,2,获取个人装饰用图（头像/壁纸）,获取个人装饰用图（头像/壁纸）,True
书籍文档,assistant_top,头像女,微信头像女,2,获取个人装饰用图（头像/壁纸）,获取个人装饰用图（头像/壁纸）,True
书籍文档,assistant_top,微信签名,微信签名高雅有内涵,5,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,怎么写,总结概括文章主要内容怎么写,10,依赖前文的修改或追问,学习某类文字怎么写,False
书籍文档,assistant_top,感谢老师,感谢老师的感谢信,4,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,感谢老师,感谢老师费心辛苦句子,6,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,感谢老师,感谢老师辛苦付出的感言,7,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,朋友圈文案,换个风格写几条朋友圈文案,7,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,白色背景,改成白色背景并改成全身图并立正站直,13,获取说明性/参考图片,索取露骨或性化内容,False
书籍文档,assistant_top,文案短句干净,文案短句干净治愈高级感,5,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,家长寄语简短,新学期家长寄语简短,3,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,问候语每日更新,早上好问候语每日更新,3,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,早上好,早上好高情商句子,5,获取应景问候图片,获取现成可直接发布文案,False
书籍文档,assistant_top,正能量,早安心语正能量,4,查询词语或概念的含义,获取现成可直接发布文案,False
书籍文档,assistant_top,情侣头像,是不是情侣头像,3,获取个人装饰用图（头像/壁纸）,获取个人装饰用图（头像/壁纸）,True
书籍文档,assistant_top,情侣头像,是情侣头像吗,2,获取个人装饰用图（头像/壁纸）,获取个人装饰用图（头像/壁纸）,True
书籍文档,assistant_top,生日文案,有没有适合发朋友圈的生日文案,10,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,朋友圈文案,朋友圈文案高级短句,4,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,恐怖故事,来讲个恐怖故事吧。,5,获取故事或典故全文/梗概,依赖前文的修改或追问,False
书籍文档,assistant_top,经典语录,林徽因经典语录,3,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,正能量,正能量满满的励志句子,7,查询词语或概念的含义,获取现成可直接发布文案,False
书籍文档,assistant_top,正能量,正能量的句子,3,查询词语或概念的含义,获取现成可直接发布文案,False
书籍文档,assistant_top,问候语,每日早安问候语,4,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,怎么写,父母寄语怎么写,4,依赖前文的修改或追问,学习某类文字怎么写,False
书籍文档,assistant_top,生日文案,生日文案发朋友圈,4,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,生日文案,生日文案自己,2,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,生日文案,生日文案致自己,3,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,朋友圈文案,生日朋友圈文案,2,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,生日快乐文案,祝自己生日快乐文案,3,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,朋友圈文案,精简成一句朋友圈文案,5,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,朋友圈文案,能再给我几个朋友圈文案吗,7,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,朋友圈文案,自己生日朋友圈文案,4,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,"致生活,致自己","致生活,致自己文案",2,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,生日文案,过生日文案朋友圈,4,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,怎么写,这个怎么写,2,依赖前文的修改或追问,学习某类文字怎么写,False
书籍文档,assistant_top,怎么写,这个怎么写？,3,依赖前文的修改或追问,依赖前文的修改或追问,True
书籍文档,assistant_top,情侣头像,这个是情侣头像吗,4,获取个人装饰用图（头像/壁纸）,获取个人装饰用图（头像/壁纸）,True
书籍文档,assistant_top,情侣头像,这是情侣头像吗,3,获取个人装饰用图（头像/壁纸）,获取个人装饰用图（头像/壁纸）,True
书籍文档,assistant_top,家长寄语,马上初三了家长寄语怎么留言,9,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_top,骂人的话,骂人的话 越毒越好,5,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_random,背景图片,中年少女微信图书的背景图片,9,获取个人装饰用图（头像/壁纸）,获取个人装饰用图（头像/壁纸）,True
书籍文档,assistant_random,家长寄语简短,二升三年级家长寄语简短真实 更真实,11,获取现成可直接发布文案,获取现成可直接发布文案,True
书籍文档,assistant_random,流程图,二轮土地延包县级自查验收项目技术服务单位质量管控流程图,24,获取可套用文书模板或范文,查询官方政策法规或合规原文,False
书籍文档,assistant_random,人到中年,人到中年身體有點變化的感悟句子,11,查询词语或概念的含义,获取现成可直接发布文案,False
书籍文档,assistant_random,人物模板,人物模板单人动漫,4,获取可套用文书模板或范文,获取可套用文书模板或范文,True
书籍文档,assistant_random,中国古代寓言故事,你知道哪些中国古代寓言故事？写几个吧,10,获取故事或典故全文/梗概,依赖前文的修改或追问,False
书籍文档,assistant_random,心灵鸡汤,你能不能别那么废话，你是不是有病啊？手机平方怎么拍呀？我怎么让它变成10度呀，哪有那么精准的测量工具呀？再说我怎么拍呀？你能不能别老说心灵鸡汤呀？你再说这些心灵鸡汤我就不问你了。真讨厌死了，多余的废话能不能别多说呀？我只是单纯的在陈述事实而已，我又没有说嫌弃自己长得矮。我只是单纯的在陈述事实，我凉了桌子71cm呀。我的身高1米6哦。,163,获取现成可直接发布文案,倾诉并寻求情绪支持,False
