domain,source,core,query,added_chars,core_td,wrap_td,same_intent
医疗,assistant_top,胆固醇,总胆固醇高,2,仅给出名称的裸实体查询,仅给出名称的裸实体查询,True
医疗,assistant_top,bmi,成人bmi,2,仅给出名称的裸实体查询,仅给出名称的裸实体查询,True
医疗,assistant_top,抑郁症,抑郁症有哪些症状,5,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,抑郁症,抑郁症测试题,3,仅给出名称的裸实体查询,处理非健康或无法归入上述意图的残余,False
医疗,assistant_top,抑郁症,抑郁症风险自测,4,仅给出名称的裸实体查询,处理非健康或无法归入上述意图的残余,False
医疗,assistant_top,拉肚子,拉肚子吃什么药好,5,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,无花果的功效与作用,无花果的功效与作用和主治,3,查询中药材/食材/茶饮的功效与作用,查询中药材/食材/茶饮的功效与作用,True
医疗,assistant_top,更年期,更年期什么症状,4,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,正常血压,正常血压是多少,3,查询指标的正常值或参考范围,查询指标的正常值或参考范围,True
医疗,assistant_top,毛囊炎,毛囊炎症状图片,4,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,水飞蓟,水飞蓟的作用,3,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,淫羊藿,淫羊藿的功效,3,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,湿疹图片,湿疹图片和症状,3,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,灰指甲,灰指甲怎么治,3,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,灰指甲,灰指甲怎么治疗最快根除,8,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,焦虑症,焦虑症有哪些症状,5,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,熟地黄,熟地黄的功效,3,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,牙龈肿痛,牙龈肿痛怎么消炎最快最有效,9,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,牛皮癣,牛皮癣用什么药能彻底根除,9,仅给出名称的裸实体查询,由自述症状直接索取药品或药膏,False
医疗,assistant_top,牛黄解毒片,牛黄解毒片作用,2,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,瑞舒伐他汀钙片,瑞舒伐他汀钙片的功效与作用,6,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,甘油三酯,甘油三酯偏高,2,仅给出名称的裸实体查询,仅给出名称的裸实体查询,True
医疗,assistant_top,生脉饮,生脉饮作用与功效,5,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,生脉饮,生脉饮的功效,3,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,甲沟炎,甲沟炎怎么治疗,4,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,甲状腺,甲状腺是什么病,4,仅给出名称的裸实体查询,查询疾病或医学术语的定义、病因与传染性,False
医疗,assistant_top,甲状腺,甲状腺的主要症状,5,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,甲状腺,甲状腺结节,2,仅给出名称的裸实体查询,仅给出名称的裸实体查询,True
医疗,assistant_top,甲状腺结节,甲状腺结节4a严重吗?需要手术吗怎么治疗,15,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,甲状腺结节,甲状腺结节吃什么散结最快效果好,10,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,甲硝唑片,甲硝唑片的作用,3,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,甲钴胺片,甲钴胺片功效作用,4,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,甲钴胺片,甲钴胺片治什么病,4,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,甲钴胺片,甲钴胺片的功效和作用,6,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,甲钴胺,甲钴胺的功效,3,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,男科医院,男科医院咨询电话,4,查询就医科室、医院/医生导航与挂号入口,查询就医科室、医院/医生导航与挂号入口,True
医疗,assistant_top,白内障,白内障手术多久才能恢复正常,10,仅给出名称的裸实体查询,查询诊疗项目的费用、时长与恢复参数,False
医疗,assistant_top,白内障,白内障的症状,3,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,白癜风,白班和白癜风是一种病吗,8,仅给出名称的裸实体查询,对具体行为、搭配或说法给出是否可行的裁决,False
医疗,assistant_top,白癜风,白癜风不能吃什么食物,7,仅给出名称的裸实体查询,对具体行为、搭配或说法给出是否可行的裁决,False
医疗,assistant_top,白癜风,白癜风可以吃卫莱恩铜片吗,9,仅给出名称的裸实体查询,对具体行为、搭配或说法给出是否可行的裁决,False
医疗,assistant_top,白癜风,白癜风是什么引起的,6,仅给出名称的裸实体查询,查询疾病或医学术语的定义、病因与传染性,False
医疗,assistant_top,白癜风,白癜风最佳治疗方法,6,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,白癜风,白癜风用什么药膏涂抹管用,9,仅给出名称的裸实体查询,由自述症状直接索取药品或药膏,False
医疗,assistant_top,白癜风,白癜风病能治好吗,5,仅给出名称的裸实体查询,评估疾病的严重程度、预后或时间预期,False
医疗,assistant_top,白癜风,白癜风的早期症状,5,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,百香果的功效与作用,百香果的功效与作用及食用方法,5,查询中药材/食材/茶饮的功效与作用,查询中药材/食材/茶饮的功效与作用,True
医疗,assistant_top,益生菌,益生菌哪个品牌好,5,仅给出名称的裸实体查询,处理非健康或无法归入上述意图的残余,False
医疗,assistant_top,益生菌,益生菌的功效,3,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,西替利嗪,盐酸西替利嗪片,3,仅给出名称的裸实体查询,仅给出名称的裸实体查询,True
医疗,assistant_top,达泊西汀,盐酸达泊西汀片,3,仅给出名称的裸实体查询,仅给出名称的裸实体查询,True
医疗,assistant_top,血糖正常值,空腹血糖正常值,2,查询指标的正常值或参考范围,查询指标的正常值或参考范围,True
医疗,assistant_top,类风湿性关节炎,类风湿性关节炎吃什么药最有效,7,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,糖尿病,糖尿病吃什么食物最好,7,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,糖尿病,糖尿病有哪些症状,5,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,糖尿病,糖尿病症状,2,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,糖尿病,糖尿病的早期症状有哪些表现,10,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,糖尿病,糖尿病的症状,3,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,糖尿病,糖尿病能治好吗?,5,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,维生素b,维生素b12,2,仅给出名称的裸实体查询,仅给出名称的裸实体查询,True
医疗,assistant_top,维生素b,维生素b1作用和功效,6,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,维生素b6,维生素b6的作用,3,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,维生素,维生素b族,2,仅给出名称的裸实体查询,仅给出名称的裸实体查询,True
医疗,assistant_top,维生素b,维生素b的功效,3,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,维生素c,维生素c作用和功效,5,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,维生素d,维生素d的作用,3,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,维生素,维生素e作用与功效,6,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,罗汉果,罗汉果作用与功效,5,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,罗汉果,罗汉果的功效,3,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,耳石症,耳石症有什么症状,5,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,肉苁蓉,肉苁蓉的功效,3,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,肝囊肿,肝囊肿严重吗,3,仅给出名称的裸实体查询,评估疾病的严重程度、预后或时间预期,False
医疗,assistant_top,肠梗阻,肠梗阻的症状表现,5,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,肩周炎,肩周炎最好的治疗方法,7,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,肺结节,肺结节严重吗,3,仅给出名称的裸实体查询,评估疾病的严重程度、预后或时间预期,False
医疗,assistant_top,肺结节,肺结节吃什么可以散结,7,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,肺结节,肺结节吃什么消结节最快最好,10,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,肺结节,肺结节多大算严重,5,仅给出名称的裸实体查询,评估疾病的严重程度、预后或时间预期,False
医疗,assistant_top,肺结节,肺结节大于多少mm需要手术,10,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,肾结石,肾结石怎么化掉,4,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,胆囊炎,胆囊炎有哪些症状,5,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,胆结石,胆结石禁吃一览表,5,仅给出名称的裸实体查询,处理非健康或无法归入上述意图的残余,False
医疗,assistant_top,胰腺炎,胰腺炎的症状,3,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,脂肪肝,脂肪肝吃什么药好,5,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,脂肪肝,脂肪肝怎么治,3,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,脂肪肝,脂肪肝怎么消除最快最好方法,10,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,腰椎间盘突出,腰椎间盘突出压迫神经屁股疼腿疼怎么治,12,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,腰椎间盘突出,腰椎间盘突出最好的治疗方法,7,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,艾滋病,艾滋病初期症状,4,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,艾滋病,艾滋病皮疹图片,4,仅给出名称的裸实体查询,仅给出名称的裸实体查询,True
医疗,assistant_top,荨麻疹,荨麻疹症状图片,4,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,荨麻疹,荨麻疹的发病原因,5,仅给出名称的裸实体查询,查询疾病或医学术语的定义、病因与传染性,False
医疗,assistant_top,藏红花,藏红花作用与功效,5,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,血小板,血小板低什么原因,5,仅给出名称的裸实体查询,解释自身症状的原因,False
医疗,assistant_top,血小板低是什么原因,血小板低是什么原因导致的,3,解释自身症状的原因,解释自身症状的原因,True
医疗,assistant_top,血糖高,血糖高了怎么办,4,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,血糖高,血糖高吃什么最好降的快,8,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,血糖高,血糖高忌什么食物,5,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,血糖高,血糖高怎么降下来,5,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,血糖高,血糖高调理指南,4,仅给出名称的裸实体查询,处理非健康或无法归入上述意图的残余,False
医疗,assistant_top,西地那非,西地那非的功效,3,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,西梅的功效与作用,"西梅的功效与作用,一天吃几颗",6,查询中药材/食材/茶饮的功效与作用,查询中药材/食材/茶饮的功效与作用,True
医疗,assistant_top,西洋参,西洋参作用与功效,5,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,西洋参,西洋参有什么功效,5,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,冠心病,诊断冠心病的三个指标,7,仅给出名称的裸实体查询,处理非健康或无法归入上述意图的残余,False
医疗,assistant_top,试管婴儿,试管婴儿咨询,2,处理非健康或无法归入上述意图的残余,处理非健康或无法归入上述意图的残余,True
医疗,assistant_top,试管婴儿,试管婴儿费用大概多少,6,处理非健康或无法归入上述意图的残余,查询诊疗项目的费用、时长与恢复参数,False
医疗,assistant_top,试管婴儿,试管婴儿那个医院成功率高,8,处理非健康或无法归入上述意图的残余,查询就医科室、医院/医生导航与挂号入口,False
医疗,assistant_top,诺氟沙星,诺氟沙星胶囊,2,仅给出名称的裸实体查询,仅给出名称的裸实体查询,True
医疗,assistant_top,谷维素片,谷维素片功能主治,4,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,谷维素,谷维素的作用,3,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,车前草,车前草作用功效,4,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,辅酶q10,辅酶q10功效,2,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,过敏性鼻炎,过敏性鼻炎用什么药好,5,仅给出名称的裸实体查询,由自述症状直接索取药品或药膏,False
医疗,assistant_top,逍遥丸,逍遥丸作用和功效,5,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,逍遥丸,逍遥丸的功效,3,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,酸枣仁,酸枣仁的功效,3,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,金银花,金银花作用与功效,5,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,铁皮石斛,铁皮石斛功效,2,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,问医生,问医生妇科,2,处理非健康或无法归入上述意图的残余,查询就医科室、医院/医生导航与挂号入口,False
医疗,assistant_top,问医生,问医生妇科,2,处理非健康或无法归入上述意图的残余,查询就医科室、医院/医生导航与挂号入口,False
医疗,assistant_top,抑郁症,阳光型抑郁症有多可怕,7,仅给出名称的裸实体查询,评估疾病的严重程度、预后或时间预期,False
医疗,assistant_top,阿托伐他汀,阿托伐他汀钙片,2,仅给出名称的裸实体查询,仅给出名称的裸实体查询,True
医疗,assistant_top,阿托伐他汀钙片,阿托伐他汀钙片的功效与主治,6,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,阿莫西林,阿莫西林的主治功能,5,仅给出名称的裸实体查询,查询药品的功效与作用,False
医疗,assistant_top,静脉曲张,静脉曲张怎么引起的,5,仅给出名称的裸实体查询,查询疾病或医学术语的定义、病因与传染性,False
医疗,assistant_top,静脉曲张,静脉曲张怎么治,3,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,静脉曲张,静脉曲张的最快消除方法怎么治疗,11,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,颈椎病,颈椎病怎么治疗,4,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,颈椎病,颈椎病的症状,3,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_top,餐后血糖,餐后血糖标准,2,仅给出名称的裸实体查询,处理非健康或无法归入上述意图的残余,False
医疗,assistant_top,马齿苋,马齿苋图片,2,仅给出名称的裸实体查询,仅给出名称的裸实体查询,True
医疗,assistant_top,马齿苋,马齿苋的功效,3,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,高血压,高血压断根最好的土方法,8,仅给出名称的裸实体查询,寻找疾病的治疗或缓解方案,False
医疗,assistant_top,高血压,高血压防治指南,4,仅给出名称的裸实体查询,处理非健康或无法归入上述意图的残余,False
医疗,assistant_top,鱼腥草,鱼腥草作用和功效,5,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,鱼腥草,鱼腥草的功效,3,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,鸡血藤,鸡血藤功能主治,4,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,鸡血藤,鸡血藤的功效,3,仅给出名称的裸实体查询,查询中药材/食材/茶饮的功效与作用,False
医疗,assistant_top,黄皮果的功效与作用,黄皮果的功效与作用图片,2,查询中药材/食材/茶饮的功效与作用,查询中药材/食材/茶饮的功效与作用,True
医疗,assistant_top,鼻窦炎,鼻窦炎的症状,3,仅给出名称的裸实体查询,查询疾病的症状与早期征兆,False
医疗,assistant_random,正常血压,48岁男性正常血压,5,查询指标的正常值或参考范围,查询指标的正常值或参考范围,True
医疗,assistant_random,低密度脂蛋白,60岁低密度脂蛋白超标通过颈动脉轻微狭窄通过药物长期治标能期寿命长长疗预期寿命相差多少呢有没有临床调查评估数据,49,仅给出名称的裸实体查询,解读用户本人的检查数值或报告分级,False
