外层,a,b,n_a,n_b,内层TVD,同源噪声上界,超出噪声,a主导内层,a主导占比%,b主导内层,b主导占比%,主导是否相同
查找VPN软件与服务,2025搜索,2026搜索,110,150,0.037,0.0576,False,获取翻墙工具或访问被限制的境外服务,93.64,获取翻墙工具或访问被限制的境外服务,97.33,True
毕业发朋友圈文案查询,2025搜索,2026搜索,42,37,0.0302,0.0811,False,获取社交文案与发布素材,97.62,获取社交文案与发布素材,94.59,True
图片编辑与绘图软件查询,2025搜索,2026搜索,271,249,0.0773,0.1278,False,仅产品名消歧,43.91,仅产品名消歧,42.57,True
图片编辑与绘图软件查询,2025搜索,助手头部1k,271,55,0.4453,0.2176,True,仅产品名消歧,43.91,直接编辑或生成图像,34.55,False
图片编辑与绘图软件查询,2025搜索,助手随机1k,271,34,0.5132,0.2703,True,仅产品名消歧,43.91,按功能求推荐软件,35.29,False
图片编辑与绘图软件查询,2026搜索,助手头部1k,249,55,0.4332,0.2284,True,仅产品名消歧,42.57,直接编辑或生成图像,34.55,False
图片编辑与绘图软件查询,2026搜索,助手随机1k,249,34,0.5584,0.2761,True,仅产品名消歧,42.57,按功能求推荐软件,35.29,False
图片编辑与绘图软件查询,助手头部1k,助手随机1k,55,34,0.4947,0.319,True,直接编辑或生成图像,34.55,按功能求推荐软件,35.29,False
查询软件及工具信息,2025搜索,2026搜索,375,382,0.0437,0.1102,False,按功能求推荐软件,40.27,按功能求推荐软件,38.74,True
查询软件及工具信息,2025搜索,助手随机1k,375,37,0.3753,0.2626,True,按功能求推荐软件,40.27,按功能求推荐软件,48.65,True
查询软件及工具信息,2026搜索,助手随机1k,382,37,0.4094,0.2554,True,按功能求推荐软件,38.74,按功能求推荐软件,48.65,True
微信聊天记录恢复查询,2025搜索,2026搜索,223,188,0.026,0.0947,False,恢复误删或丢失的数据与关系,73.09,恢复误删或丢失的数据与关系,74.47,True
软件下载查询,2025搜索,2026搜索,349,392,0.0456,0.0712,False,下载并安装指定软件,74.79,下载并安装指定软件,77.81,True
去除图片视频水印,2025搜索,2026搜索,77,73,0.053,0.2183,False,直接编辑或生成图像,31.17,下载并安装指定软件,31.51,False
去除图片视频水印,2025搜索,助手头部1k,77,104,0.6499,0.1646,True,直接编辑或生成图像,31.17,直接编辑或生成图像,96.15,True
去除图片视频水印,2026搜索,助手头部1k,73,104,0.6876,0.1682,True,下载并安装指定软件,31.51,直接编辑或生成图像,96.15,False
查询软件应用版本与下载渠道,2025搜索,2026搜索,306,393,0.0465,0.0764,False,仅产品名消歧,79.08,仅产品名消歧,80.66,True
查找AI软件与工具,2025搜索,2026搜索,162,207,0.0894,0.1304,False,仅产品名消歧,58.64,仅产品名消歧,57.0,True
查找AI软件与工具,2025搜索,助手头部1k,162,76,0.2407,0.1854,True,仅产品名消歧,58.64,仅产品名消歧,42.11,True
查找AI软件与工具,2025搜索,助手随机1k,162,38,0.6751,0.2521,True,仅产品名消歧,58.64,平台规则与能力裁决,47.37,False
查找AI软件与工具,2026搜索,助手头部1k,207,76,0.2566,0.1936,True,仅产品名消歧,57.0,仅产品名消歧,42.11,True
查找AI软件与工具,2026搜索,助手随机1k,207,38,0.6552,0.227,True,仅产品名消歧,57.0,平台规则与能力裁决,47.37,False
查找AI软件与工具,助手头部1k,助手随机1k,76,38,0.5658,0.3158,True,仅产品名消歧,42.11,平台规则与能力裁决,47.37,False
微信账号注册与手机号绑定查询,2025搜索,2026搜索,197,128,0.0979,0.1674,False,完成设置或操作步骤,50.76,完成设置或操作步骤,54.69,True
微信账号注册与手机号绑定查询,2025搜索,助手随机1k,197,43,0.2755,0.2188,True,完成设置或操作步骤,50.76,平台规则与能力裁决,53.49,False
微信账号注册与手机号绑定查询,2026搜索,助手随机1k,128,43,0.3465,0.2614,True,完成设置或操作步骤,54.69,平台规则与能力裁决,53.49,False
安卓应用及商店下载查询,2025搜索,2026搜索,187,208,0.0562,0.13,False,下载并安装指定软件,48.13,下载并安装指定软件,47.12,True
复制网址并用浏览器打开,2025搜索,2026搜索,301,294,0.1537,0.1337,True,完成设置或操作步骤,44.19,完成设置或操作步骤,36.05,True
复制网址并用浏览器打开,2025搜索,助手随机1k,301,79,0.3427,0.1989,True,完成设置或操作步骤,44.19,完成设置或操作步骤,53.16,True
复制网址并用浏览器打开,2026搜索,助手随机1k,294,79,0.4649,0.204,True,完成设置或操作步骤,36.05,完成设置或操作步骤,53.16,True
微信账号与支付功能关闭及解限方法查询,2025搜索,2026搜索,284,195,0.0458,0.1097,False,完成设置或操作步骤,48.59,完成设置或操作步骤,49.74,True
微信账号与支付功能关闭及解限方法查询,2025搜索,助手随机1k,284,49,0.2806,0.1848,True,完成设置或操作步骤,48.59,平台规则与能力裁决,48.98,False
微信账号与支付功能关闭及解限方法查询,2026搜索,助手随机1k,195,49,0.3204,0.1932,True,完成设置或操作步骤,49.74,平台规则与能力裁决,48.98,False
删除或清理不需要的内容,2025搜索,2026搜索,57,43,0.1958,0.2603,False,完成设置或操作步骤,66.67,完成设置或操作步骤,48.84,True
删除或清理不需要的内容,2025搜索,助手头部1k,57,153,0.8885,0.2054,True,完成设置或操作步骤,66.67,直接编辑或生成图像,84.97,False
删除或清理不需要的内容,2025搜索,助手随机1k,57,48,0.739,0.26,True,完成设置或操作步骤,66.67,直接编辑或生成图像,66.67,False
删除或清理不需要的内容,2026搜索,助手头部1k,43,153,0.8714,0.2236,True,完成设置或操作步骤,48.84,直接编辑或生成图像,84.97,False
删除或清理不需要的内容,2026搜索,助手随机1k,43,48,0.7219,0.318,True,完成设置或操作步骤,48.84,直接编辑或生成图像,66.67,False
删除或清理不需要的内容,助手头部1k,助手随机1k,153,48,0.2512,0.1598,True,直接编辑或生成图像,84.97,直接编辑或生成图像,66.67,True
微信功能设置与操作查询,2025搜索,2026搜索,282,187,0.0377,0.0791,False,完成设置或操作步骤,85.82,完成设置或操作步骤,83.42,True
查询微信好友删除拉黑状态及恢复联系方法,2025搜索,2026搜索,227,151,0.0871,0.1555,False,平台规则与能力裁决,29.96,判断社交关系状态与可见性,25.17,False
查询微信好友删除拉黑状态及恢复联系方法,2025搜索,助手随机1k,227,60,0.2126,0.2193,False,平台规则与能力裁决,29.96,平台规则与能力裁决,38.33,True
查询微信好友删除拉黑状态及恢复联系方法,2026搜索,助手随机1k,151,60,0.2533,0.2305,True,判断社交关系状态与可见性,25.17,平台规则与能力裁决,38.33,False
朋友圈发布方法查询,2025搜索,2026搜索,149,77,0.0344,0.1305,False,完成设置或操作步骤,76.51,完成设置或操作步骤,77.92,True
朋友圈发布方法查询,2025搜索,助手头部1k,149,33,0.5831,0.1981,True,完成设置或操作步骤,76.51,获取社交文案与发布素材,75.76,False
朋友圈发布方法查询,2025搜索,助手随机1k,149,34,0.4189,0.2019,True,完成设置或操作步骤,76.51,获取社交文案与发布素材,52.94,False
朋友圈发布方法查询,2026搜索,助手头部1k,77,33,0.5628,0.2041,True,完成设置或操作步骤,77.92,获取社交文案与发布素材,75.76,False
朋友圈发布方法查询,2026搜索,助手随机1k,77,34,0.4263,0.2169,True,完成设置或操作步骤,77.92,获取社交文案与发布素材,52.94,False
朋友圈发布方法查询,助手头部1k,助手随机1k,33,34,0.2282,0.2299,False,获取社交文案与发布素材,75.76,获取社交文案与发布素材,52.94,True
查询微信朋友圈与聊天背景图,2025搜索,2026搜索,98,116,0.0897,0.1489,False,获取社交文案与发布素材,71.43,获取社交文案与发布素材,78.45,True
微信群建群、群管理与群名查询,2025搜索,2026搜索,190,120,0.0456,0.1216,False,完成设置或操作步骤,67.89,完成设置或操作步骤,68.33,True
微信语音与声音设置查询,2025搜索,2026搜索,110,76,0.2158,0.179,True,完成设置或操作步骤,49.09,完成设置或操作步骤,68.42,True
朋友圈文案句子查询,2025搜索,2026搜索,197,115,0.0051,0.0087,False,获取社交文案与发布素材,99.49,获取社交文案与发布素材,100.0,True
汉字五笔打法查询,2025搜索,2026搜索,561,681,0.0039,0.0071,False,查询汉字输入编码,99.47,查询汉字输入编码,99.71,True
按要求编辑处理图片,助手头部1k,助手随机1k,219,245,0.17,0.1093,True,直接编辑或生成图像,74.43,直接编辑或生成图像,69.8,True
