key,类目,定义,全语料条数,全语料占比%,2025搜索_条数,2025搜索_占比%,2025搜索_95CI低%,2025搜索_95CI高%,2025搜索_流量占比%,2026搜索_条数,2026搜索_占比%,2026搜索_95CI低%,2026搜索_95CI高%,2026搜索_流量占比%,助手头部1k_条数,助手头部1k_占比%,助手头部1k_95CI低%,助手头部1k_95CI高%,助手头部1k_流量占比%,助手随机1k_条数,助手随机1k_占比%,助手随机1k_95CI低%,助手随机1k_95CI高%,助手随机1k_流量占比%,2025搜索_均衡归属%,2025搜索_指数,2025搜索_均衡指数,2026搜索_均衡归属%,2026搜索_指数,2026搜索_均衡指数,助手头部1k_均衡归属%,助手头部1k_指数,助手头部1k_均衡指数,助手随机1k_均衡归属%,助手随机1k_指数,助手随机1k_均衡指数,出现快照数,缺席快照,独占快照,最高快照,最低快照,极差pp,最高比最低倍数,2025搜索_排名,2026搜索_排名,助手头部1k_排名,助手随机1k_排名,主导叶,主导叶占比%,代表串(流量最高，仅供辨识)
PLATFORM_RULES_VERDICT__1,PLATFORM_RULES_VERDICT__1,,430,1.962,240,2.401,2.118,2.72,1.648,126,1.26,1.059,1.498,0.813,2,0.213,0.058,0.772,0.427,62,6.301,4.946,7.995,5.248,23.6,1.2238,0.9438,12.39,0.6424,0.4954,2.09,0.1085,0.0836,61.93,3.2119,2.4771,4,,,助手随机1k,助手头部1k,6.088,29.61,10,19,32,5,微信账号与支付功能关闭及解限方法查询,30.7,用这种微信头像或被封号 / 微信里的理财通安全吗 / 微信电话可以录音吗
EDIT_IMAGE_COMMAND__2,EDIT_IMAGE_COMMAND__2,,421,1.921,33,0.33,0.235,0.463,0.187,31,0.31,0.219,0.44,0.187,186,19.787,17.366,22.455,15.998,171,17.378,15.139,19.871,18.477,0.87,0.1719,0.0349,0.82,0.1614,0.0328,52.34,10.3025,2.0936,45.97,9.0481,1.8387,4,,,助手头部1k,2026搜索,19.477,63.82,49,51,1,1,按要求编辑处理图片,78.4,把字数压缩到60字以内 / 扩图 / 换成海边背景
GENERATE_SOCIAL_COPY__4,GENERATE_SOCIAL_COPY__4,,377,1.72,234,2.341,2.062,2.656,1.155,143,1.43,1.215,1.682,0.646,0,0.0,0.0,0.407,0.0,0,0.0,0.0,0.389,0.0,62.07,1.361,2.4829,37.93,0.8315,1.5171,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2025搜索,助手头部1k,2.341,inf,11,15,44,46,朋友圈文案句子查询,81.2,朋友圈说说心情短语 / 心情不好的时候发朋友圈的句子 / 美食文案朋友圈
REACH_NAMED_PAGE_OR_PROFILE__2,REACH_NAMED_PAGE_OR_PROFILE__2,,361,1.647,154,1.54,1.317,1.801,1.08,203,2.03,1.772,2.326,1.459,2,0.213,0.058,0.772,0.179,2,0.203,0.056,0.738,0.148,38.64,0.9354,1.5456,50.92,1.2327,2.037,5.34,0.1292,0.2135,5.1,0.1234,0.2039,4,,,2026搜索,助手随机1k,1.827,9.99,14,11,32,36,论坛社区入口查询,99.7,米坛社区 / 米坛社区 / 写论坛
RECOMMEND_SOFTWARE_BY_FUNCTION__1,RECOMMEND_SOFTWARE_BY_FUNCTION__1,,353,1.61,163,1.63,1.4,1.898,0.79,166,1.66,1.428,1.93,0.778,4,0.426,0.166,1.089,0.181,20,2.033,1.32,3.119,3.326,28.36,1.0125,1.1345,28.88,1.0309,1.1552,7.4,0.2642,0.2961,35.36,1.2621,1.4142,4,,,助手随机1k,助手头部1k,1.607,4.78,13,13,21,10,查询软件及工具信息,77.6,变视频的软件 / 免费杀毒软件哪个好用 / 哪款免费记账软件最好用
REACH_OFFICIAL_ENTRY__5,REACH_OFFICIAL_ENTRY__5,,340,1.551,137,1.37,1.16,1.618,0.829,196,1.96,1.706,2.251,1.054,6,0.638,0.293,1.386,0.418,1,0.102,0.018,0.573,0.074,33.67,0.8835,1.3467,48.16,1.2637,1.9262,15.68,0.4115,0.6272,2.5,0.0655,0.0999,4,,,2026搜索,助手随机1k,1.859,19.29,15,12,17,38,网络加速器查询下载,17.4,打开百度ai入口 / 百度ai智能问答入口 / oppo应用商店官网首页入口
GENERATE_SOCIAL_COPY__2,GENERATE_SOCIAL_COPY__2,,282,1.286,132,1.32,1.115,1.564,1.91,150,1.5,1.28,1.758,1.112,0,0.0,0.0,0.407,0.0,0,0.0,0.0,0.389,0.0,46.81,1.0264,1.8725,53.19,1.1661,2.1275,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2026搜索,助手头部1k,1.5,inf,17,14,44,46,七月朋友圈文案查询,89.7,七月说说朋友圈 / 7月第一天高情商朋友圈 / 7月朋友圈文案
RECOMMEND_SOFTWARE_BY_FUNCTION__3,RECOMMEND_SOFTWARE_BY_FUNCTION__3,,270,1.232,123,1.23,1.032,1.466,0.618,96,0.96,0.787,1.171,0.456,31,3.298,2.333,4.643,3.675,20,2.033,1.32,3.119,1.552,16.36,0.9989,0.6544,12.77,0.7795,0.5106,43.85,2.6774,1.754,27.03,1.6501,1.081,4,,,助手头部1k,2026搜索,2.338,3.43,18,26,8,10,图片编辑与绘图软件查询,43.3,电影感视频生成AI工具 / 免费 AI 照片编辑器，图像生成神器和设计工具 / 生成线稿
CIRCUMVENTION_ACCESS__6,CIRCUMVENTION_ACCESS__6,,251,1.145,116,1.16,0.968,1.39,0.874,132,1.32,1.114,1.563,1.031,0,0.0,0.0,0.407,0.0,3,0.305,0.104,0.893,1.035,41.66,1.0133,1.6664,47.4,1.1529,1.8958,0.0,0.0,0.0,10.95,0.2663,0.4378,3,助手头部1k,,2026搜索,助手头部1k,1.32,inf,21,16,44,32,软件下载查询,29.9,搞机time直接打开极速不需要登录 / speedtest / 如何下载pencil2d
PLATFORM_RULES_VERDICT__2,PLATFORM_RULES_VERDICT__2,,247,1.127,68,0.68,0.537,0.861,0.228,51,0.51,0.388,0.67,0.208,14,1.489,0.889,2.484,1.053,114,11.585,9.733,13.736,8.795,4.77,0.6036,0.1907,3.58,0.4526,0.143,10.44,1.3217,0.4176,81.22,10.2814,3.2486,4,,,助手随机1k,2026搜索,11.075,22.71,35,41,13,3,查询微信好友删除拉黑状态及恢复联系方法,13.0,有没有工具可以自动提取快递面单信息 / 你这不是AI吗？ / 文心助手，文心助手，你在吗？你在吗？你在吗？你在
REACH_NAMED_PAGE_OR_PROFILE__1,REACH_NAMED_PAGE_OR_PROFILE__1,,242,1.104,105,1.05,0.868,1.27,0.857,131,1.31,1.105,1.552,0.971,3,0.319,0.109,0.934,0.275,3,0.305,0.104,0.893,0.222,35.19,0.9514,1.4077,43.9,1.1867,1.7559,10.69,0.2891,0.4277,10.22,0.2762,0.4086,4,,,2026搜索,助手随机1k,1.005,4.3,24,18,28,32,论坛社区入口查询,94.2,贴吧 / 贴吧 / 百度贴吧
FIX_MALFUNCTION_TROUBLESHOOT__1,FIX_MALFUNCTION_TROUBLESHOOT__1,,238,1.086,133,1.33,1.124,1.574,0.601,76,0.76,0.608,0.95,0.283,0,0.0,0.0,0.407,0.0,29,2.947,2.06,4.201,2.365,26.41,1.2253,1.0564,15.09,0.7,0.6035,0.0,0.0,0.0,58.5,2.7144,2.3401,3,助手头部1k,,助手随机1k,助手头部1k,2.947,inf,16,33,44,8,微信语音与声音设置查询,23.5,无好友辅助验证解封微信 / 把背景变成纯白色 ，皮肤变成黑色，衣服款式不变、 / App Store上安装不了怎么办（爱思全能版也
CIRCUMVENTION_ACCESS__3,CIRCUMVENTION_ACCESS__3,,227,1.036,120,1.2,1.005,1.433,1.088,106,1.06,0.877,1.28,1.105,0,0.0,0.0,0.407,0.0,1,0.102,0.018,0.573,0.148,50.82,1.1591,2.0327,44.88,1.0237,1.7952,0.0,0.0,0.0,4.3,0.0981,0.1721,3,助手头部1k,,2025搜索,助手头部1k,1.2,inf,20,23,44,38,网络加速器查询下载,82.8,爱加速 / 旋风加速度器 / 爱加速
CIRCUMVENTION_ACCESS__1,CIRCUMVENTION_ACCESS__1,,224,1.022,91,0.91,0.742,1.116,1.121,132,1.32,1.114,1.563,1.461,0,0.0,0.0,0.407,0.0,1,0.102,0.018,0.573,0.074,39.03,0.8908,1.5613,56.61,1.2918,2.2643,0.0,0.0,0.0,4.36,0.0994,0.1743,3,助手头部1k,,2026搜索,助手头部1k,1.32,inf,26,16,44,38,查找VPN软件与服务,100.0,（该子意图无可引行）
DEFINE_TERM_OR_COMPARE__1,DEFINE_TERM_OR_COMPARE__1,,221,1.008,87,0.87,0.706,1.072,0.487,113,1.13,0.941,1.357,0.602,15,1.596,0.969,2.616,1.706,6,0.61,0.28,1.324,0.443,20.69,0.8632,0.8277,26.87,1.1209,1.0748,37.94,1.5827,1.5176,14.5,0.6048,0.5799,4,,,助手头部1k,助手随机1k,0.986,2.62,30,20,12,23,查询软件定义与用途,43.4,这是什么软件 / 什么软件 / 这是什么软件？
GET_ADULT_CONTENT_OR_APP__1,GET_ADULT_CONTENT_OR_APP__1,,217,0.99,123,1.23,1.032,1.466,0.858,89,0.89,0.724,1.094,0.598,2,0.213,0.058,0.772,0.122,3,0.305,0.104,0.893,0.222,46.64,1.2428,1.8655,33.74,0.8991,1.3496,8.07,0.2149,0.3226,11.56,0.308,0.4623,4,,,2025搜索,助手头部1k,1.018,5.78,18,29,32,32,下载安装应用软件,28.1,（该子意图无可引行）
DOWNLOAD_INSTALL_NAMED_APP__3,DOWNLOAD_INSTALL_NAMED_APP__3,,216,0.985,113,1.13,0.941,1.357,1.062,102,1.02,0.841,1.237,1.053,1,0.106,0.019,0.6,0.035,0,0.0,0.0,0.389,0.0,50.09,1.1471,2.0034,45.2,1.0352,1.808,4.71,0.108,0.1886,0.0,0.0,0.0,3,助手随机1k,,2025搜索,助手随机1k,1.13,inf,23,24,37,46,万能遥控器与WiFi万能钥匙下载,24.1,水印相机下载安装免费版 / 水印相机下载安装 / 剪映下载官方免费版
REACH_NAMED_PAGE_OR_PROFILE__3,REACH_NAMED_PAGE_OR_PROFILE__3,,212,0.967,115,1.15,0.959,1.379,4.001,93,0.93,0.76,1.138,4.189,3,0.319,0.109,0.934,0.522,1,0.102,0.018,0.573,0.148,45.99,1.1894,1.8397,37.19,0.9617,1.4874,12.76,0.33,0.5104,4.06,0.1051,0.1625,4,,,2025搜索,助手随机1k,1.049,11.32,22,27,28,38,论坛社区入口查询,94.8,微博 / 微博 / 微博
REACH_OFFICIAL_ENTRY__1,REACH_OFFICIAL_ENTRY__1,,197,0.899,89,0.89,0.724,1.094,0.448,107,1.07,0.886,1.291,0.604,1,0.106,0.019,0.6,0.035,0,0.0,0.0,0.389,0.0,43.08,0.9906,1.723,51.78,1.1907,2.0711,5.15,0.1184,0.2059,0.0,0.0,0.0,3,助手随机1k,,2026搜索,助手随机1k,1.07,inf,28,22,37,46,网络加速器查询下载,32.5,聚水潭erp登录 / 聚水潭erp登录 / 注册
RECOMMEND_SOFTWARE_BY_FUNCTION__2,RECOMMEND_SOFTWARE_BY_FUNCTION__2,,195,0.89,94,0.94,0.769,1.149,0.45,84,0.84,0.679,1.039,0.377,8,0.851,0.432,1.67,0.606,9,0.915,0.482,1.729,0.887,26.52,1.057,1.0606,23.69,0.9443,0.9476,24.0,0.9567,0.96,25.79,1.0281,1.0317,4,,,2025搜索,2026搜索,0.1,1.12,25,31,16,19,网络加速器查询下载,30.3,扫描成电子版 / 清空聊天记录 / 删除聊天记录
EDIT_IMAGE_COMMAND__1,EDIT_IMAGE_COMMAND__1,,195,0.89,3,0.03,0.01,0.088,0.01,3,0.03,0.01,0.088,0.011,146,15.532,13.357,17.987,11.731,43,4.37,3.26,5.834,5.174,0.15,0.0337,0.006,0.15,0.0337,0.006,77.81,17.4595,3.1123,21.89,4.9122,0.8757,4,,,助手头部1k,2026搜索,15.502,517.68,57,57,2,7,删除或清理不需要的内容,86.2,把红色去掉 / 去掉冰块 / P掉红包
GET_UNAUTHORIZED_SOFTWARE_LIBRARY__1,GET_UNAUTHORIZED_SOFTWARE_LIBRARY__1,,193,0.88,84,0.84,0.679,1.039,1.17,101,1.01,0.832,1.226,1.808,4,0.426,0.166,1.089,0.221,4,0.407,0.158,1.041,0.296,31.32,0.9543,1.253,37.66,1.1472,1.5063,15.86,0.4833,0.6346,15.15,0.4617,0.6062,4,,,2026搜索,助手随机1k,0.604,2.48,31,25,21,30,查询软件及工具信息,33.2,3322软件下载站 / 3322软件下载站 / 我应用商店搜不到，你给我发个安装包
REACH_NAMED_PAGE_OR_PROFILE__4,REACH_NAMED_PAGE_OR_PROFILE__4,,191,0.871,67,0.67,0.528,0.85,0.435,108,1.08,0.895,1.302,0.935,4,0.426,0.166,1.089,1.22,12,1.22,0.699,2.119,0.887,19.74,0.7692,0.7896,31.81,1.2396,1.2725,12.53,0.4884,0.5013,35.92,1.3996,1.4367,4,,,助手随机1k,助手头部1k,0.794,2.87,36,21,21,17,论坛社区入口查询,65.4,删除百度全部历史记录 / 苦力怕论坛 / 麻幺九麻椒油平台找不到
DEFINE_TERM_OR_COMPARE__2,DEFINE_TERM_OR_COMPARE__2,,178,0.812,89,0.89,0.724,1.094,0.702,75,0.75,0.599,0.939,0.591,6,0.638,0.293,1.386,0.854,8,0.813,0.413,1.596,0.591,28.8,1.0963,1.1518,24.26,0.9237,0.9705,20.65,0.786,0.8258,26.3,1.0012,1.0519,4,,,2025搜索,助手头部1k,0.252,1.39,28,34,17,21,查询软件定义与用途,46.1,这是什么字体 / OK OK / vlog是什么意思
RECOVER_LOST_DATA__3,RECOVER_LOST_DATA__3,,177,0.807,91,0.91,0.742,1.116,0.825,72,0.72,0.572,0.906,0.532,9,0.957,0.505,1.81,0.512,5,0.508,0.217,1.184,0.443,29.4,1.1273,1.1761,23.26,0.8918,0.9303,30.93,1.1857,1.237,16.41,0.6293,0.6565,4,,,助手头部1k,助手随机1k,0.449,1.88,26,35,15,26,微信聊天记录恢复查询,100.0,微信聊天记录删了怎么恢复找回来免费版 / 微信聊天记录清空后还能恢复吗 / 微信聊天记录怎么恢复全部内容
EDIT_IMAGE_COMMAND__3,EDIT_IMAGE_COMMAND__3,,167,0.762,24,0.24,0.161,0.357,0.253,20,0.2,0.13,0.309,0.28,102,10.851,9.02,13.001,8.351,21,2.134,1.4,3.241,1.774,1.79,0.3151,0.0715,1.49,0.2625,0.0596,80.83,14.2428,3.233,15.9,2.8012,0.6359,4,,,助手头部1k,2026搜索,10.651,54.25,51,53,4,9,去除图片视频水印,98.2,去水印。 / 变清晰并去水印 / 帮我去一下水印
GENERATE_SOCIAL_COPY__1,GENERATE_SOCIAL_COPY__1,,166,0.757,63,0.63,0.493,0.805,0.31,51,0.51,0.388,0.67,0.195,32,3.404,2.422,4.766,2.963,20,2.033,1.32,3.119,2.291,9.58,0.8322,0.3833,7.76,0.6735,0.3102,51.76,4.4953,2.0704,30.9,2.6839,1.2361,4,,,助手头部1k,2026搜索,2.894,6.67,37,41,7,10,朋友圈发布方法查询,50.6,孩子初中第一天怎么发朋友圈 / 神兽回笼家长怎么发朋友圈 / 自己生日怎么发朋友圈
REACH_NAMED_PAGE_OR_PROFILE__5,REACH_NAMED_PAGE_OR_PROFILE__5,,164,0.748,71,0.71,0.563,0.895,0.42,93,0.93,0.76,1.138,0.457,0,0.0,0.0,0.407,0.0,0,0.0,0.0,0.389,0.0,43.3,0.9493,1.7319,56.7,1.2431,2.2681,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2026搜索,助手头部1k,0.93,inf,34,27,44,46,复制网址并用浏览器打开,88.4,"""com.hicloud.android.clo / <!DOCTYPE html><html lan / <!DOCTYPE html> <html la"
GENERATE_SOCIAL_COPY__6,GENERATE_SOCIAL_COPY__6,,156,0.712,84,0.84,0.679,1.039,0.403,62,0.62,0.484,0.794,0.303,4,0.426,0.166,1.089,0.378,6,0.61,0.28,1.324,0.443,33.67,1.1807,1.3468,24.85,0.8713,0.9938,17.05,0.5979,0.6821,24.43,0.8568,0.9773,4,,,2025搜索,助手头部1k,0.415,1.97,31,37,21,23,微信群建群、群管理与群名查询,42.3,真人一对一免费视频 / 情侣头像识别另一半 / 微信签名怎么写好
CIRCUMVENTION_ACCESS__2,CIRCUMVENTION_ACCESS__2,,152,0.693,63,0.63,0.493,0.805,1.349,86,0.86,0.697,1.061,1.452,1,0.106,0.019,0.6,0.04,2,0.203,0.056,0.738,0.148,35.01,0.9088,1.4005,47.78,1.2403,1.9114,5.91,0.1534,0.2364,11.29,0.2931,0.4517,4,,,2026搜索,助手头部1k,0.754,8.08,37,30,37,36,QQ官网查询,38.2,有没有其他方法让美国朋友注册QQ / telegeram安卓下载官网 / ins下载
REACH_OFFICIAL_ENTRY__3,REACH_OFFICIAL_ENTRY__3,,147,0.671,51,0.51,0.388,0.67,1.123,79,0.79,0.634,0.984,1.044,16,1.702,1.05,2.747,3.454,1,0.102,0.018,0.573,0.074,16.44,0.7607,0.6574,25.45,1.1781,1.0181,54.84,2.5381,2.1935,3.27,0.1515,0.131,4,,,助手头部1k,助手随机1k,1.601,16.75,40,32,11,38,微信下载与使用支持查询,29.9,文心一言官网 / 文心一言官网入口 / 微博网页版
CANCEL_SUBSCRIPTION_OR_AUTHORIZATION__1,CANCEL_SUBSCRIPTION_OR_AUTHORIZATION__1,,137,0.625,77,0.77,0.617,0.962,0.535,55,0.55,0.423,0.715,0.311,0,0.0,0.0,0.407,0.0,5,0.508,0.217,1.184,0.517,42.13,1.2324,1.685,30.08,0.8801,1.2033,0.0,0.0,0.0,27.79,0.813,1.1116,3,助手头部1k,,2025搜索,助手头部1k,0.77,inf,33,39,44,26,微信账号与支付功能关闭及解限方法查询,83.9,微信免密支付怎样关闭 / 微信自动扣费业务在哪里关闭 / 如何在微信上彻底注销电子社保卡
SOCIAL_RELATIONSHIP_STATUS__1,SOCIAL_RELATIONSHIP_STATUS__1,,127,0.579,58,0.58,0.449,0.749,0.387,43,0.43,0.319,0.579,0.261,6,0.638,0.293,1.386,0.39,20,2.033,1.32,3.119,1.552,15.76,1.0014,0.6304,11.68,0.7422,0.4673,17.34,1.1017,0.6936,55.22,3.5081,2.2086,4,,,助手随机1k,2026搜索,1.602,4.73,39,45,17,10,查询微信好友删除拉黑状态及恢复联系方法,87.4,对方拒绝你添加其为朋友是怎么回事 / 删除和拉黑哪个更显得冷漠 / 这是被删除还是被拉黑了？
GENERATE_SOCIAL_COPY__3,GENERATE_SOCIAL_COPY__3,,114,0.52,51,0.51,0.388,0.67,0.21,62,0.62,0.484,0.794,0.327,0,0.0,0.0,0.407,0.0,1,0.102,0.018,0.573,0.074,41.41,0.9809,1.6566,50.34,1.1923,2.0134,0.0,0.0,0.0,8.25,0.1954,0.33,3,助手头部1k,,2026搜索,助手头部1k,0.62,inf,40,37,44,38,查询微信朋友圈与聊天背景图,92.1,聊天截图被别人发 / 累的图片疲惫朋友圈 / 好运图片 微信 带来好运
RECOVER_LOST_DATA__2,RECOVER_LOST_DATA__2,,101,0.461,45,0.45,0.337,0.602,0.261,44,0.44,0.328,0.59,0.217,1,0.106,0.019,0.6,0.052,11,1.118,0.625,1.991,0.813,21.29,0.9769,0.8515,20.81,0.955,0.8325,5.03,0.2309,0.2012,52.87,2.4261,2.1148,4,,,助手随机1k,助手头部1k,1.012,10.51,43,44,37,18,微信聊天记录恢复查询,73.3,针对钉钉消息的撤回记录删除怎么恢复 / 百度评论被秒删 多久可以恢复 / 有没有方法恢复已删除的评价
CIRCUMVENTION_ACCESS__4,CIRCUMVENTION_ACCESS__4,,100,0.456,45,0.45,0.337,0.602,0.805,55,0.55,0.423,0.715,0.841,0,0.0,0.0,0.407,0.0,0,0.0,0.0,0.389,0.0,45.0,0.9867,1.8002,55.0,1.2057,2.1998,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2026搜索,助手头部1k,0.55,inf,43,39,44,46,安卓应用及商店下载查询,65.0,谷歌商店 / 谷歌商店 / 谷歌play商店
RECOVER_LOST_DATA__1,RECOVER_LOST_DATA__1,,92,0.42,49,0.49,0.371,0.647,0.294,40,0.4,0.294,0.544,0.21,0,0.0,0.0,0.407,0.0,3,0.305,0.104,0.893,0.222,41.01,1.1678,1.6406,33.47,0.9531,1.339,0.0,0.0,0.0,25.51,0.7264,1.0205,3,助手头部1k,,2025搜索,助手头部1k,0.49,inf,42,47,44,32,微信聊天记录恢复查询,80.4,微信支付密码忘记了在哪里找回 / 如果微信好友删除了 / 微信好友删除了怎么找回来
DOWNLOAD_INSTALL_NAMED_APP__4,DOWNLOAD_INSTALL_NAMED_APP__4,,83,0.379,12,0.12,0.069,0.21,0.374,63,0.63,0.493,0.805,1.441,4,0.426,0.166,1.089,0.507,4,0.407,0.158,1.041,0.443,7.59,0.317,0.3035,39.82,1.664,1.5929,26.9,1.1238,1.0758,25.69,1.0736,1.0277,4,,,2026搜索,2025搜索,0.51,5.25,55,36,21,30,豆包App下载及功能查询,98.8,豆包ai官方免费下载 / 豆包下载安装免费官方正版豆包 / 下载豆包
GET_GREY_UTILITY_TOOL__1,GET_GREY_UTILITY_TOOL__1,,81,0.37,39,0.39,0.286,0.533,0.431,41,0.41,0.302,0.556,0.352,1,0.106,0.019,0.6,0.089,0,0.0,0.0,0.389,0.0,43.03,1.0557,1.7213,45.23,1.1096,1.8093,11.74,0.2879,0.4694,0.0,0.0,0.0,3,助手随机1k,,2026搜索,助手随机1k,0.41,inf,45,46,37,46,网络加速器查询下载,38.3,微信分身 / 微信分身 / 微信分身
