key,类目,定义,全语料条数,全语料占比%,2025搜索_条数,2025搜索_占比%,2025搜索_95CI低%,2025搜索_95CI高%,2025搜索_流量占比%,2026搜索_条数,2026搜索_占比%,2026搜索_95CI低%,2026搜索_95CI高%,2026搜索_流量占比%,助手头部1k_条数,助手头部1k_占比%,助手头部1k_95CI低%,助手头部1k_95CI高%,助手头部1k_流量占比%,助手随机1k_条数,助手随机1k_占比%,助手随机1k_95CI低%,助手随机1k_95CI高%,助手随机1k_流量占比%,2025搜索_均衡归属%,2025搜索_指数,2025搜索_均衡指数,2026搜索_均衡归属%,2026搜索_指数,2026搜索_均衡指数,助手头部1k_均衡归属%,助手头部1k_指数,助手头部1k_均衡指数,助手随机1k_均衡归属%,助手随机1k_指数,助手随机1k_均衡指数,出现快照数,缺席快照,独占快照,最高快照,最低快照,极差pp,最高比最低倍数,2025搜索_排名,2026搜索_排名,助手头部1k_排名,助手随机1k_排名,主导意图,主导意图占比%,盲评一致性,风险标注,user_need
33,复制网址并用浏览器打开,用户给出带有“如需浏览，请长按网址复制后使用浏览器访问”提示及网址的文本，期望系统帮助打开该网址对应的页面，或明确如何长按复制后在浏览器中访问该链接。,694,3.166,301,3.011,2.694,3.364,1.557,294,2.94,2.627,3.29,1.497,20,2.128,1.381,3.264,1.639,79,8.028,6.489,9.894,6.061,18.69,0.951,0.7477,18.25,0.9287,0.7302,13.21,0.672,0.5284,49.84,2.5358,1.9937,4,,,助手随机1k,助手头部1k,5.901,3.77,13,12,10,2,完成设置或操作步骤,40.9,2.0,,用户给出带有“如需浏览，请长按网址复制后使用浏览器访问”提示及网址的文本，期望系统帮助打开该网址对应的页面，或明确如何长按复制后在浏览器中访问该链接。
2,QQ官网查询,用户搜索“QQ”“QQ官网”或“QQ官网登录入口”等关键词后，希望获得QQ官方网站地址或登录入口，以便访问、登录或使用QQ相关服务。,649,2.961,314,3.141,2.817,3.501,8.572,307,3.07,2.75,3.427,7.78,16,1.702,1.05,2.747,2.516,12,1.22,0.699,2.119,8.204,34.39,1.0609,1.3757,33.62,1.037,1.3447,18.64,0.5749,0.7455,13.35,0.4119,0.5341,4,,,2025搜索,助手随机1k,1.921,2.58,10,11,13,21,仅产品名消歧,34.1,3.0,,用户搜索“QQ”“QQ官网”或“QQ官网登录入口”等关键词后，希望获得QQ官方网站地址或登录入口，以便访问、登录或使用QQ相关服务。
5,查询软件定义与用途,用户输入某个软件或系统名称、缩写或类型词，获得该软件是什么、属于哪类软件、主要用途及官方渠道等基本信息后，即被满足。,609,2.778,307,3.071,2.75,3.428,3.651,272,2.72,2.419,3.058,2.645,11,1.17,0.655,2.083,0.511,19,1.931,1.24,2.996,1.404,34.53,1.1053,1.3814,30.59,0.9791,1.2237,13.16,0.4212,0.5264,21.71,0.695,0.8686,4,,,2025搜索,助手头部1k,1.901,2.62,11,13,17,16,仅产品名消歧,49.9,4.0,,用户输入某个软件或系统名称、缩写或类型词，获得该软件是什么、属于哪类软件、主要用途及官方渠道等基本信息后，即被满足。
34,图片编辑与绘图软件查询,用户想要查找、下载或了解可用于图片编辑、修图、绘图或P图的软件，尤其是免费版本；在获得符合条件的软件名称、下载渠道或版本信息后，用户即满足。,609,2.778,271,2.711,2.41,3.048,2.701,249,2.49,2.203,2.814,1.947,55,5.851,4.523,7.539,8.094,34,3.455,2.483,4.79,3.769,18.69,0.9757,0.7474,17.17,0.8963,0.6866,40.33,2.106,1.6133,23.82,1.2437,0.9527,4,,,助手头部1k,2026搜索,3.361,2.35,16,15,5,10,仅产品名消歧,39.9,4.0,True,用户想要查找、下载或了解可用于图片编辑、修图、绘图或P图的软件，尤其是免费版本；在获得符合条件的软件名称、下载渠道或版本信息后，用户即满足。
8,微信账号与支付功能关闭及解限方法查询,用户希望获得关于微信账号注销、自动扣费/免密支付关闭、收款/转账限制解除、红包退回及提现手续费等操作的具体步骤或原因说明，以便完成相应设置或处理。,540,2.464,284,2.841,2.533,3.185,1.787,195,1.95,1.697,2.24,1.056,12,1.277,0.732,2.218,0.688,49,4.98,3.787,6.522,4.139,25.72,1.1532,1.0286,17.65,0.7916,0.7061,11.56,0.5182,0.4622,45.08,2.0214,1.803,4,,,助手随机1k,助手头部1k,3.703,3.9,14,19,16,5,完成设置或操作步骤,48.3,3.0,,用户希望获得关于微信账号注销、自动扣费/免密支付关闭、收款/转账限制解除、红包退回及提现手续费等操作的具体步骤或原因说明，以便完成相应设置或处理。
7,微信下载与使用支持查询,用户希望获得微信应用的官方下载、安装与更新渠道，以及在使用微信过程中需要的客服联系方式和功能操作帮助。,537,2.45,255,2.551,2.259,2.879,7.944,254,2.54,2.25,2.867,7.349,13,1.383,0.81,2.352,2.232,15,1.524,0.926,2.5,1.256,31.89,1.0412,1.2756,31.76,1.0369,1.2704,17.29,0.5645,0.6916,19.06,0.6222,0.7623,4,,,2025搜索,助手头部1k,1.168,1.84,17,14,15,18,仅产品名消歧,43.9,4.0,,用户希望获得微信应用的官方下载、安装与更新渠道，以及在使用微信过程中需要的客服联系方式和功能操作帮助。
31,按要求编辑处理图片,用户提交图片或图片描述并提出具体修改要求后，希望得到符合要求（如变清晰、换背景、去水印、局部美化）的图片结果；获得该图片即满足。,513,2.34,28,0.28,0.194,0.405,0.148,21,0.21,0.137,0.321,0.176,219,23.298,20.707,26.106,17.314,245,24.898,22.298,27.694,24.095,0.58,0.1197,0.023,0.43,0.0897,0.0173,47.85,9.955,1.9141,51.14,10.6388,2.0456,4,,,助手随机1k,2026搜索,24.688,118.55,39,39,1,1,直接编辑或生成图像,67.4,4.0,True,用户提交图片或图片描述并提出具体修改要求后，希望得到符合要求（如变清晰、换背景、去水印、局部美化）的图片结果；获得该图片即满足。
10,微信功能设置与操作查询,用户想知道微信某项功能在哪里设置、如何打开、文件保存到什么位置或具体操作步骤，获得对应入口和可执行说明后即满足。,494,2.254,282,2.821,2.514,3.164,1.526,187,1.87,1.623,2.155,0.978,2,0.213,0.058,0.772,0.11,23,2.337,1.563,3.483,1.922,38.96,1.2517,1.5582,25.83,0.8298,1.0331,2.94,0.0944,0.1175,32.28,1.0372,1.2912,4,,,2025搜索,助手头部1k,2.608,13.26,15,21,26,14,完成设置或操作步骤,84.4,4.0,,用户想知道微信某项功能在哪里设置、如何打开、文件保存到什么位置或具体操作步骤，获得对应入口和可执行说明后即满足。
1,查找AI软件与工具,用户需要找到或了解AI软件、AI工具、AI视频与图片生成等应用及其入口，获得可用的名称、推荐或操作入口后即满足。,483,2.203,162,1.62,1.391,1.887,1.123,207,2.07,1.809,2.368,1.416,76,8.085,6.508,10.003,13.54,38,3.862,2.826,5.256,2.882,10.36,0.7354,0.4145,13.24,0.9395,0.5295,51.7,3.6693,2.0681,24.7,1.7526,0.9878,4,,,助手头部1k,2025搜索,6.465,4.99,26,18,4,8,仅产品名消歧,51.3,4.0,,用户需要找到或了解AI软件、AI工具、AI视频与图片生成等应用及其入口，获得可用的名称、推荐或操作入口后即满足。
9,微信聊天记录恢复查询,用户获得针对微信聊天记录被删除或误删场景的具体恢复、找回操作步骤，并确认该方法适用于自己的设备和情况，即满足。,447,2.039,223,2.231,1.959,2.539,1.565,188,1.88,1.632,2.165,1.118,15,1.596,0.969,2.616,1.039,21,2.134,1.4,3.241,1.7,28.45,1.0939,1.138,23.98,0.922,0.9592,20.35,0.7825,0.8141,27.22,1.0465,1.0887,4,,,2025搜索,助手头部1k,0.635,1.4,20,20,14,15,恢复误删或丢失的数据与关系,72.7,4.0,,用户获得针对微信聊天记录被删除或误删场景的具体恢复、找回操作步骤，并确认该方法适用于自己的设备和情况，即满足。
12,查询微信好友删除拉黑状态及恢复联系方法,用户查询微信或QQ联系人是否把自己删除、拉黑或拒收，以及如何拉黑、恢复联系时，获得可操作的判断方法和处理步骤后即得到满足。,444,2.026,227,2.271,1.996,2.582,1.228,151,1.51,1.289,1.768,0.686,6,0.638,0.293,1.386,0.39,60,6.098,4.766,7.77,4.656,21.59,1.121,0.8636,14.36,0.7456,0.5744,6.07,0.3151,0.2428,57.98,3.0103,2.3192,4,,,助手随机1k,助手头部1k,5.459,9.55,19,23,20,4,平台规则与能力裁决,28.2,3.0,,用户查询微信或QQ联系人是否把自己删除、拉黑或拒收，以及如何拉黑、恢复联系时，获得可操作的判断方法和处理步骤后即得到满足。
23,应用商店下载,用户想找到华为、OPPO、应用宝、三星、联想等应用商店的官方下载入口或安装包，并完成应用商店客户端下载安装。,430,1.962,204,2.041,1.781,2.337,5.269,220,2.2,1.931,2.507,4.766,5,0.532,0.227,1.239,0.374,1,0.102,0.018,0.573,0.074,41.86,1.0402,1.6746,45.14,1.1216,1.8055,10.91,0.2712,0.4365,2.08,0.0518,0.0834,4,,,2026搜索,助手随机1k,2.099,21.65,21,16,22,34,仅产品名消歧,53.5,4.0,,用户想找到华为、OPPO、应用宝、三星、联想等应用商店的官方下载入口或安装包，并完成应用商店客户端下载安装。
29,Excel表格操作与制作查询,用户需要获得关于Excel或电子表格的制作、编辑、换行、求和、公式、单元格格式以及表格拆分合并等具体操作步骤或概念说明，得到可执行的表格操作答案后即满足。,423,1.93,231,2.311,2.034,2.624,1.912,111,1.11,0.923,1.335,0.867,19,2.021,1.298,3.135,1.819,62,6.301,4.946,7.995,6.874,19.68,1.1974,0.7871,9.45,0.5753,0.3781,17.21,1.0474,0.6885,53.66,3.2651,2.1463,4,,,助手随机1k,2026搜索,5.191,5.68,18,30,11,3,完成设置或操作步骤,77.1,3.0,,用户需要获得关于Excel或电子表格的制作、编辑、换行、求和、公式、单元格格式以及表格拆分合并等具体操作步骤或概念说明，得到可执行的表格操作答案后即满足。
39,安卓应用及商店下载查询,用户想获得安卓应用或应用商店（以 Google Play / Play 商店官方版 APK 为主）的官方下载入口或安装包。,397,1.811,187,1.871,1.623,2.155,1.627,208,2.08,1.818,2.379,1.643,0,0.0,0.0,0.407,0.0,2,0.203,0.056,0.738,0.148,45.03,1.0328,1.8012,50.08,1.1486,2.0031,0.0,0.0,0.0,4.89,0.1122,0.1957,3,助手头部1k,,2026搜索,助手头部1k,2.08,inf,25,17,32,31,下载并安装指定软件,47.6,4.0,True,用户想获得安卓应用或应用商店（以 Google Play / Play 商店官方版 APK 为主）的官方下载入口或安装包。
13,微信账号注册与手机号绑定查询,用户获得关于微信账号注册、一个手机号可绑定/注册的微信数量限制、微信实名认证及换绑/解绑手机号的具体操作方法和平台规则后，即得到满足。,371,1.693,197,1.971,1.716,2.262,1.052,128,1.28,1.078,1.52,0.599,3,0.319,0.109,0.934,0.477,43,4.37,3.26,5.834,3.252,24.82,1.1643,0.9928,16.12,0.7563,0.6449,4.02,0.1886,0.1608,55.04,2.5819,2.2015,4,,,助手随机1k,助手头部1k,4.051,13.69,22,26,25,7,完成设置或操作步骤,49.6,4.0,,用户获得关于微信账号注册、一个手机号可绑定/注册的微信数量限制、微信实名认证及换绑/解绑手机号的具体操作方法和平台规则后，即得到满足。
14,微信群建群、群管理与群名查询,用户获得在微信等聊天群中创建群聊、拉人进群、@所有人、设置入群同意、群收款、群纪律及选择群名称的具体操作步骤或建议后，即认为需求被满足。,325,1.483,190,1.901,1.651,2.187,1.129,120,1.2,1.005,1.433,0.662,1,0.106,0.019,0.6,0.036,14,1.423,0.849,2.374,1.256,41.05,1.2819,1.642,25.92,0.8094,1.0369,2.3,0.0718,0.0919,30.73,0.9596,1.2292,4,,,2025搜索,助手头部1k,1.794,17.87,24,27,28,19,完成设置或操作步骤,67.1,3.0,,用户获得在微信等聊天群中创建群聊、拉人进群、@所有人、设置入群同意、群收款、群纪律及选择群名称的具体操作步骤或建议后，即认为需求被满足。
18,朋友圈文案句子查询,用户想要获得适合发在微信朋友圈的文案、句子或心情短句，拿到可直接使用或参考的文字即满足。,312,1.423,197,1.971,1.716,2.262,0.967,115,1.15,0.959,1.379,0.517,0,0.0,0.0,0.407,0.0,0,0.0,0.0,0.389,0.0,63.15,1.3845,2.5258,36.85,0.808,1.4742,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2025搜索,助手头部1k,1.971,inf,22,29,32,37,获取社交文案与发布素材,99.7,5.0,,用户想要获得适合发在微信朋友圈的文案、句子或心情短句，拿到可直接使用或参考的文字即满足。
30,删除或清理不需要的内容,用户描述想删除或清除的对象（如图标、文字、边框、Word空白页、画面路人、历史记录、垃圾文件、粉丝等），得到该对象被移除、清除或可执行的具体操作方法后即满足。,301,1.373,57,0.57,0.44,0.738,0.416,43,0.43,0.319,0.579,0.329,153,16.277,14.055,18.773,13.309,48,4.878,3.699,6.408,6.504,2.57,0.4152,0.1029,1.94,0.3132,0.0776,73.47,11.8533,2.9387,22.02,3.5524,0.8807,4,,,助手头部1k,2026搜索,15.847,37.85,35,35,2,6,直接编辑或生成图像,55.8,2.0,,用户描述想删除或清除的对象（如图标、文字、边框、Word空白页、画面路人、历史记录、垃圾文件、粉丝等），得到该对象被移除、清除或可执行的具体操作方法后即满足。
19,朋友圈发布方法查询,用户想知道如何发布微信朋友圈，包括特定日子或场景下配什么文字；得到具体的发布步骤或朋友圈文案建议后即满足。,293,1.337,149,1.49,1.271,1.747,0.941,77,0.77,0.617,0.961,0.447,33,3.511,2.511,4.889,2.655,34,3.455,2.483,4.79,3.622,16.15,1.115,0.6462,8.35,0.5761,0.3339,38.05,2.6264,1.522,37.45,2.585,1.498,4,,,助手头部1k,2026搜索,2.741,4.56,27,32,9,10,完成设置或操作步骤,66.2,3.0,,用户想知道如何发布微信朋友圈，包括特定日子或场景下配什么文字；得到具体的发布步骤或朋友圈文案建议后即满足。
32,去除图片视频水印,用户想要去除图片或视频中的水印，获得可用的去水印方法、软件或处理后的无水印内容即可满足。,280,1.277,77,0.77,0.617,0.962,0.93,73,0.73,0.581,0.917,1.005,104,11.064,9.215,13.23,8.915,26,2.642,1.809,3.843,2.143,5.07,0.603,0.2026,4.8,0.5715,0.192,72.76,8.6614,2.9103,17.38,2.0685,0.695,4,,,助手头部1k,2026搜索,10.334,15.15,33,34,3,13,直接编辑或生成图像,58.6,3.0,,用户想要去除图片或视频中的水印，获得可用的去水印方法、软件或处理后的无水印内容即可满足。
28,豆包App下载及功能查询,用户获得豆包App的官方下载渠道、安装方式、网页版入口，或关于豆包是什么、相似软件等功能说明后即满足。,269,1.227,61,0.61,0.475,0.783,3.61,154,1.54,1.317,1.801,9.968,38,4.043,2.959,5.5,8.361,16,1.626,1.003,2.625,1.404,7.8,0.4972,0.3122,19.7,1.255,0.7879,51.7,3.2942,2.0681,20.8,1.325,0.8318,4,,,助手头部1k,2025搜索,3.432,6.63,34,22,7,17,下载并安装指定软件,31.2,3.0,,用户获得豆包App的官方下载渠道、安装方式、网页版入口，或关于豆包是什么、相似软件等功能说明后即满足。
4,查找VPN软件与服务,用户输入VPN相关查询后，获得可用的VPN软件下载、服务入口、定义或使用说明，即感到满足。,261,1.191,110,1.1,0.914,1.324,1.284,150,1.5,1.28,1.758,1.604,0,0.0,0.0,0.407,0.0,1,0.102,0.018,0.573,0.074,40.72,0.9241,1.6288,55.52,1.2599,2.2207,0.0,0.0,0.0,3.76,0.0854,0.1504,3,助手头部1k,,2026搜索,助手头部1k,1.5,inf,29,24,32,34,获取翻墙工具或访问被限制的境外服务,95.8,4.0,True,用户输入VPN相关查询后，获得可用的VPN软件下载、服务入口、定义或使用说明，即感到满足。
16,七月朋友圈文案查询,用户想要获取适合七月、尤其是七月第一天或七一当天发微信朋友圈的文案、句子或配图；得到可直接复制使用的朋友圈文案或配图后即满足。,258,1.177,122,1.22,1.023,1.455,1.838,136,1.36,1.151,1.607,1.013,0,0.0,0.0,0.407,0.0,0,0.0,0.0,0.389,0.0,47.29,1.0368,1.8917,52.71,1.1556,2.1083,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2026搜索,助手头部1k,1.36,inf,28,25,32,37,获取社交文案与发布素材,98.8,4.0,,用户想要获取适合七月、尤其是七月第一天或七一当天发微信朋友圈的文案、句子或配图；得到可直接复制使用的朋友圈文案或配图后即满足。
15,查询微信朋友圈与聊天背景图,用户获得可应用于微信朋友圈或聊天界面的背景图、配图或发布文案后，即得到满足。,217,0.99,98,0.98,0.805,1.193,0.527,116,1.16,0.968,1.39,0.97,1,0.106,0.019,0.6,0.089,2,0.203,0.056,0.738,0.148,40.01,0.9902,1.6005,47.35,1.1719,1.894,4.34,0.1075,0.1737,8.3,0.2053,0.3318,4,,,2026搜索,助手头部1k,1.054,10.91,32,28,28,31,获取社交文案与发布素材,74.2,4.0,,用户获得可应用于微信朋友圈或聊天界面的背景图、配图或发布文案后，即得到满足。
24,万能遥控器与WiFi万能钥匙下载,用户获得手机万能遥控器（主要用于空调、电视等家电）或WiFi万能钥匙类应用的免费/官方下载安装渠道后，即得到满足。,204,0.931,105,1.05,0.868,1.27,1.63,91,0.91,0.742,1.116,1.262,5,0.532,0.227,1.239,0.358,3,0.305,0.104,0.893,0.222,37.55,1.1286,1.502,32.54,0.9779,1.3014,19.02,0.5715,0.7606,10.9,0.3276,0.436,4,,,2025搜索,助手随机1k,0.745,3.45,31,31,22,29,获取蹭网或WiFi破解工具,37.3,3.0,True,用户获得手机万能遥控器（主要用于空调、电视等家电）或WiFi万能钥匙类应用的免费/官方下载安装渠道后，即得到满足。
11,微信语音与声音设置查询,用户需要获得微信语音/来电铃声、消息提示音、录音及无声问题的具体设置或故障排除方法。,195,0.89,110,1.1,0.914,1.324,0.631,76,0.76,0.608,0.95,0.469,1,0.106,0.019,0.6,0.039,8,0.813,0.413,1.596,0.813,39.58,1.2369,1.5833,27.34,0.8544,1.0937,3.83,0.1196,0.1531,29.25,0.9139,1.1699,4,,,2025搜索,助手头部1k,0.994,10.34,29,33,28,24,完成设置或操作步骤,55.4,4.0,,用户需要获得微信语音/来电铃声、消息提示音、录音及无声问题的具体设置或故障排除方法。
21,毕业发朋友圈文案查询,收到针对幼儿园、小学或六年级等毕业场景的可直接使用或参考的朋友圈文案、短句或写法建议，用户即满意。,79,0.36,42,0.42,0.311,0.567,0.442,37,0.37,0.269,0.51,0.164,0,0.0,0.0,0.407,0.0,0,0.0,0.0,0.389,0.0,53.17,1.1657,2.1268,46.83,1.0267,1.8732,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2025搜索,助手头部1k,0.42,inf,37,36,32,37,获取社交文案与发布素材,96.2,4.0,,收到针对幼儿园、小学或六年级等毕业场景的可直接使用或参考的朋友圈文案、短句或写法建议，用户即满意。
17,生成生日朋友圈文案,用户需要获得可用于微信朋友圈的生日文案或发朋友圈建议，对象包括自己、孩子、伴侣等，能直接复制使用或参考编写。,79,0.36,45,0.45,0.337,0.602,0.237,25,0.25,0.169,0.369,0.108,7,0.745,0.361,1.529,0.871,2,0.203,0.056,0.738,0.148,27.31,1.249,1.0925,15.17,0.6937,0.6068,45.18,2.0663,1.8074,12.33,0.564,0.4933,4,,,助手头部1k,助手随机1k,0.541,3.66,36,38,19,31,获取社交文案与发布素材,100.0,4.0,,用户需要获得可用于微信朋友圈的生日文案或发朋友圈建议，对象包括自己、孩子、伴侣等，能直接复制使用或参考编写。
20,建党节朋友圈文案查询,用户获得可用于七一建党节发朋友圈的文案、句子或配文以及发布建议后即被满足。,66,0.301,29,0.29,0.202,0.416,0.175,36,0.36,0.26,0.498,0.202,0,0.0,0.0,0.407,0.0,1,0.102,0.018,0.573,0.074,38.59,0.9634,1.5435,47.89,1.1958,1.9157,0.0,0.0,0.0,13.52,0.3375,0.5407,3,助手头部1k,,2026搜索,助手头部1k,0.36,inf,38,37,32,34,获取社交文案与发布素材,98.5,4.0,,用户获得可用于七一建党节发朋友圈的文案、句子或配文以及发布建议后即被满足。
