key,类目,全语料条数,2025搜索_n,2025搜索_置信度均值,2025搜索_意图歧义%,2025搜索_聚类歧义%,2026搜索_n,2026搜索_置信度均值,2026搜索_意图歧义%,2026搜索_聚类歧义%,助手头部1k_n,助手头部1k_置信度均值,助手头部1k_意图歧义%,助手头部1k_聚类歧义%,助手随机1k_n,助手随机1k_置信度均值,助手随机1k_意图歧义%,助手随机1k_聚类歧义%,置信度最低快照,置信度极差,全语料置信度均值
CANCEL_SUBSCRIPTION_OR_AUTHORIZATION__1,CANCEL_SUBSCRIPTION_OR_AUTHORIZATION__1,137,77,0.7286,1.3,3.9,55,0.7296,1.82,7.27,0,,,,5,0.553,0.0,0.0,2025搜索,0.001,0.7226
EDIT_IMAGE_COMMAND__2,EDIT_IMAGE_COMMAND__2,421,33,0.5816,3.03,12.12,31,0.5845,3.23,9.68,186,0.7844,1.61,6.99,171,0.7336,0.0,3.51,2025搜索,0.2028,0.7332
REACH_NAMED_PAGE_OR_PROFILE__5,REACH_NAMED_PAGE_OR_PROFILE__5,164,71,0.7513,0.0,11.27,93,0.7269,0.0,8.6,0,,,,0,,,,2026搜索,0.0244,0.7375
DEFINE_TERM_OR_COMPARE__1,DEFINE_TERM_OR_COMPARE__1,221,87,0.7813,0.0,24.14,113,0.7412,0.88,16.81,15,0.5962,0.0,0.0,6,0.5896,0.0,0.0,2026搜索,0.0401,0.743
CIRCUMVENTION_ACCESS__2,CIRCUMVENTION_ACCESS__2,152,63,0.7489,1.59,15.87,86,0.7414,1.16,19.77,1,0.5947,0.0,0.0,2,0.7587,0.0,50.0,2026搜索,0.0075,0.7438
CIRCUMVENTION_ACCESS__4,CIRCUMVENTION_ACCESS__4,100,45,0.7419,0.0,15.56,55,0.763,0.0,14.55,0,,,,0,,,,2025搜索,0.0211,0.7535
REACH_NAMED_PAGE_OR_PROFILE__1,REACH_NAMED_PAGE_OR_PROFILE__1,242,105,0.7746,0.0,12.38,131,0.7465,0.0,8.4,3,0.6285,0.0,0.0,3,0.5481,0.0,0.0,2026搜索,0.0281,0.7548
REACH_OFFICIAL_ENTRY__1,REACH_OFFICIAL_ENTRY__1,197,89,0.7623,1.12,35.96,107,0.7753,0.0,42.99,1,0.3187,0.0,0.0,0,,,,2025搜索,0.013,0.7671
GENERATE_SOCIAL_COPY__3,GENERATE_SOCIAL_COPY__3,114,51,0.7566,0.0,5.88,62,0.7942,0.0,4.84,0,,,,1,0.2757,0.0,0.0,2025搜索,0.0376,0.7728
REACH_OFFICIAL_ENTRY__5,REACH_OFFICIAL_ENTRY__5,340,137,0.7832,0.73,35.77,196,0.7692,1.53,41.33,6,0.8869,0.0,0.0,1,0.491,0.0,0.0,2026搜索,0.014,0.7761
PLATFORM_RULES_VERDICT__1,PLATFORM_RULES_VERDICT__1,430,240,0.7782,1.25,18.75,126,0.7873,1.59,16.67,2,0.4885,0.0,0.0,62,0.7878,0.0,29.03,2025搜索,0.0096,0.7809
COMPLETE_TASK_HOWTO__2,COMPLETE_TASK_HOWTO__2,914,457,0.8193,1.75,15.32,280,0.7961,2.5,14.64,27,0.5189,7.41,14.81,150,0.698,1.33,27.33,助手头部1k,0.3004,0.7834
GENERATE_SOCIAL_COPY__6,GENERATE_SOCIAL_COPY__6,156,84,0.8277,0.0,21.43,62,0.7773,0.0,29.03,4,0.5405,0.0,25.0,6,0.4208,0.0,50.0,2026搜索,0.0504,0.7846
RECOVER_LOST_DATA__2,RECOVER_LOST_DATA__2,101,45,0.7946,2.22,11.11,44,0.7992,2.27,13.64,1,0.8877,0.0,0.0,11,0.6857,0.0,18.18,2025搜索,0.0046,0.7856
GET_WIFI_CREDENTIAL_INTRUSION_TOOL__1,GET_WIFI_CREDENTIAL_INTRUSION_TOOL__1,79,39,0.7815,0.0,2.56,35,0.817,0.0,2.86,4,0.7954,0.0,0.0,1,0.2453,0.0,0.0,2025搜索,0.0355,0.7912
GENERATE_SOCIAL_COPY__1,GENERATE_SOCIAL_COPY__1,166,63,0.7835,1.59,25.4,51,0.837,0.0,21.57,32,0.7666,3.12,3.12,20,0.7437,0.0,5.0,助手随机1k,0.0933,0.7919
EDIT_IMAGE_COMMAND__1,EDIT_IMAGE_COMMAND__1,195,3,0.2985,33.33,0.0,3,0.3274,0.0,0.0,146,0.8192,0.68,3.42,43,0.7803,0.0,16.28,助手随机1k,0.0389,0.795
RECOVER_LOST_DATA__1,RECOVER_LOST_DATA__1,92,49,0.7921,0.0,8.16,40,0.8148,0.0,15.0,0,,,,3,0.5921,0.0,66.67,2025搜索,0.0227,0.7955
NAME_ONLY_DISAMBIGUATION__2,NAME_ONLY_DISAMBIGUATION__2,3632,1655,0.8009,0.91,22.96,1797,0.8023,1.06,24.99,134,0.761,0.0,29.85,46,0.5496,6.52,36.96,助手随机1k,0.2527,0.797
DOWNLOAD_INSTALL_NAMED_APP__5,DOWNLOAD_INSTALL_NAMED_APP__5,821,381,0.8058,0.26,23.88,433,0.7965,1.15,23.33,1,0.7694,0.0,100.0,6,0.8361,0.0,33.33,2026搜索,0.0093,0.8011
DOWNLOAD_INSTALL_NAMED_APP__6,DOWNLOAD_INSTALL_NAMED_APP__6,807,378,0.8044,1.32,23.54,415,0.8159,0.72,24.58,5,0.8202,0.0,20.0,9,0.5215,0.0,44.44,2025搜索,0.0115,0.8072
DEFINE_TERM_OR_COMPARE__2,DEFINE_TERM_OR_COMPARE__2,178,89,0.8218,0.0,17.98,75,0.8359,0.0,17.33,6,0.5727,16.67,16.67,8,0.6161,12.5,25.0,2025搜索,0.0141,0.8101
REACH_NAMED_PAGE_OR_PROFILE__3,REACH_NAMED_PAGE_OR_PROFILE__3,212,115,0.8225,0.87,10.43,93,0.8092,1.08,10.75,3,0.7087,0.0,33.33,1,0.4445,100.0,100.0,2026搜索,0.0133,0.8132
REACH_OFFICIAL_ENTRY__3,REACH_OFFICIAL_ENTRY__3,147,51,0.8353,0.0,27.45,79,0.8062,0.0,22.78,16,0.8087,0.0,25.0,1,0.5185,0.0,100.0,2026搜索,0.0291,0.8146
NAME_ONLY_DISAMBIGUATION__1,NAME_ONLY_DISAMBIGUATION__1,2227,1028,0.8394,0.88,29.38,1120,0.8391,0.27,30.54,65,0.8023,0.0,6.15,14,0.6494,0.0,35.71,助手头部1k,0.0371,0.837
COMPLETE_TASK_HOWTO__1,COMPLETE_TASK_HOWTO__1,1575,877,0.8472,0.91,12.43,596,0.849,0.84,10.23,13,0.7805,0.0,7.69,89,0.7262,0.0,28.09,助手随机1k,0.1228,0.8405
CIRCUMVENTION_ACCESS__5,CIRCUMVENTION_ACCESS__5,73,26,0.8917,0.0,30.77,45,0.8198,0.0,35.56,2,0.6866,0.0,100.0,0,,,,2026搜索,0.0719,0.8417
REACH_OFFICIAL_ENTRY__2,REACH_OFFICIAL_ENTRY__2,60,21,0.8619,0.0,0.0,35,0.8329,0.0,0.0,4,0.8835,0.0,0.0,0,,,,2026搜索,0.029,0.8464
REACH_OFFICIAL_ENTRY__4,REACH_OFFICIAL_ENTRY__4,53,23,0.8458,0.0,4.35,27,0.9006,0.0,3.7,3,0.8142,0.0,0.0,0,,,,2025搜索,0.0548,0.8719
EDIT_IMAGE_COMMAND__3,EDIT_IMAGE_COMMAND__3,167,24,0.721,0.0,0.0,20,0.666,0.0,0.0,102,0.9384,0.0,3.92,21,0.9265,0.0,14.29,2026搜索,0.2724,0.873
DOWNLOAD_INSTALL_NAMED_APP__2,DOWNLOAD_INSTALL_NAMED_APP__2,842,404,0.867,0.99,19.06,428,0.8871,0.47,16.12,2,0.9385,0.0,0.0,8,0.7829,0.0,25.0,2025搜索,0.0201,0.8766
DOWNLOAD_INSTALL_NAMED_APP__3,DOWNLOAD_INSTALL_NAMED_APP__3,216,113,0.8799,0.88,17.7,102,0.8828,1.96,20.59,1,0.7539,0.0,0.0,0,,,,2025搜索,0.0029,0.8807
REACH_NAMED_PAGE_OR_PROFILE__2,REACH_NAMED_PAGE_OR_PROFILE__2,361,154,0.9009,0.0,1.95,203,0.8921,0.0,1.97,2,0.9171,0.0,0.0,2,0.8203,0.0,0.0,2026搜索,0.0088,0.8956
DOWNLOAD_INSTALL_NAMED_APP__4,DOWNLOAD_INSTALL_NAMED_APP__4,83,12,0.8974,0.0,16.67,63,0.9154,1.59,1.59,4,0.9244,0.0,0.0,4,0.8932,0.0,0.0,2026搜索,,0.9121
DOWNLOAD_INSTALL_NAMED_APP__1,DOWNLOAD_INSTALL_NAMED_APP__1,1074,512,0.9177,0.39,24.02,554,0.9158,0.18,23.65,3,0.7173,0.0,0.0,5,0.7491,0.0,40.0,2026搜索,0.0019,0.9154
RECOVER_LOST_DATA__3,RECOVER_LOST_DATA__3,177,91,0.9251,0.0,0.0,72,0.9193,0.0,0.0,9,0.8613,0.0,0.0,5,0.8375,0.0,0.0,2026搜索,0.0058,0.917
CIRCUMVENTION_ACCESS__1,CIRCUMVENTION_ACCESS__1,224,91,0.9318,0.0,0.0,132,0.9323,0.0,0.0,0,,,,1,0.9513,0.0,0.0,2025搜索,0.0005,0.9322
GENERATE_SOCIAL_COPY__5,GENERATE_SOCIAL_COPY__5,74,39,0.9327,0.0,0.0,35,0.9326,0.0,0.0,0,,,,0,,,,2026搜索,0.0001,0.9326
CIRCUMVENTION_ACCESS__3,CIRCUMVENTION_ACCESS__3,227,120,0.9535,0.83,16.67,106,0.9624,0.0,8.49,0,,,,1,0.9993,0.0,0.0,2025搜索,0.0089,0.9579
GENERATE_SOCIAL_COPY__2,GENERATE_SOCIAL_COPY__2,282,132,0.9666,0.0,0.76,150,0.9623,0.0,0.67,0,,,,0,,,,2026搜索,0.0043,0.9643
GENERATE_SOCIAL_COPY__4,GENERATE_SOCIAL_COPY__4,377,234,0.9821,0.0,3.42,143,0.9743,0.0,5.59,0,,,,0,,,,2026搜索,0.0078,0.9791
LOOKUP_INPUT_CODE__2,LOOKUP_INPUT_CODE__2,766,348,0.9884,0.0,0.0,416,0.9875,0.0,0.0,1,0.513,0.0,100.0,1,0.9896,0.0,0.0,2026搜索,0.0009,0.9873
LOOKUP_INPUT_CODE__1,LOOKUP_INPUT_CODE__1,473,210,0.9875,0.0,0.0,263,0.9881,0.0,0.0,0,,,,0,,,,2025搜索,0.0006,0.9878
