key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
OUT_OF_DOMAIN_NON_PERSON__1,OUT_OF_DOMAIN_NON_PERSON__1,381,19965,1.908,41,1839,2.229,0.321,-0.294,1.123,False,两界面都有,,,,9.72
OUT_OF_DOMAIN_NON_PERSON__2,OUT_OF_DOMAIN_NON_PERSON__2,289,19965,1.448,33,1839,1.794,0.347,-0.196,1.079,False,两界面都有,,,,10.25
PERSON_IMAGE_REQUEST__2,PERSON_IMAGE_REQUEST__2,100,19965,0.501,21,1839,1.142,0.641,0.233,1.245,True,两界面都有,,,,17.36
DEFAMATION_AND_SCANDAL__1,DEFAMATION_AND_SCANDAL__1,13,19965,0.065,15,1839,0.816,0.751,0.426,1.277,True,两界面都有,,,,53.57
OFFICE_HOLDER_LOOKUP__1,OFFICE_HOLDER_LOOKUP__1,254,19965,1.272,39,1839,2.121,0.848,0.259,1.627,True,两界面都有,,,,13.31
MEME_OR_PHRASE_EXPLAINER__1,MEME_OR_PHRASE_EXPLAINER__1,29,19965,0.145,19,1839,1.033,0.888,0.512,1.465,True,两界面都有,,,,39.58
PERSON_ATTRIBUTE_LOOKUP__3,PERSON_ATTRIBUTE_LOOKUP__3,78,19965,0.391,24,1839,1.305,0.914,0.477,1.549,True,两界面都有,,,,23.53
REVERSE_PERSON_RESOLUTION__1,REVERSE_PERSON_RESOLUTION__1,92,19965,0.461,45,1839,2.447,1.986,1.364,2.802,True,两界面都有,,,,32.85
RELATIONSHIP_AND_FAMILY_STATUS__2,RELATIONSHIP_AND_FAMILY_STATUS__2,116,19965,0.581,48,1839,2.61,2.029,1.383,2.868,True,两界面都有,,,,29.27
PERSONNEL_EVENT_LOOKUP__1,PERSONNEL_EVENT_LOOKUP__1,153,19965,0.766,67,1839,3.643,2.877,2.102,3.841,True,两界面都有,,,,30.45
RELATIONSHIP_AND_FAMILY_STATUS__3,RELATIONSHIP_AND_FAMILY_STATUS__3,116,19965,0.581,68,1839,3.698,3.117,2.338,4.085,True,两界面都有,,,,36.96
PERSON_RECENT_EVENT_LOOKUP__3,PERSON_RECENT_EVENT_LOOKUP__3,104,19965,0.521,79,1839,4.296,3.775,2.932,4.805,True,两界面都有,,,,43.17
PERSON_ATTRIBUTE_LOOKUP__4,PERSON_ATTRIBUTE_LOOKUP__4,110,19965,0.551,80,1839,4.35,3.799,2.951,4.835,True,两界面都有,,,,42.11
PERSON_RECENT_EVENT_LOOKUP__2,PERSON_RECENT_EVENT_LOOKUP__2,54,19965,0.27,84,1839,4.568,4.297,3.43,5.352,True,两界面都有,,,,60.87
GROUP_ROSTER_ENUMERATION__2,GROUP_ROSTER_ENUMERATION__2,180,19965,0.902,106,1839,5.764,4.862,3.876,6.029,True,两界面都有,,,,37.06
CLAIM_VERIFICATION__1,CLAIM_VERIFICATION__1,43,19965,0.215,122,1839,6.634,6.419,5.367,7.65,True,两界面都有,,,,73.94
OUT_OF_DOMAIN_NON_PERSON__4,OUT_OF_DOMAIN_NON_PERSON__4,123,19965,0.616,179,1839,9.734,9.117,7.84,10.561,True,两界面都有,,,,59.27
