key,类目,全语料条数,2025搜索_n,2025搜索_置信度均值,2025搜索_意图歧义%,2025搜索_聚类歧义%,2026搜索_n,2026搜索_置信度均值,2026搜索_意图歧义%,2026搜索_聚类歧义%,助手头部1k_n,助手头部1k_置信度均值,助手头部1k_意图歧义%,助手头部1k_聚类歧义%,助手随机1k_n,助手随机1k_置信度均值,助手随机1k_意图歧义%,助手随机1k_聚类歧义%,置信度最低快照,置信度极差,全语料置信度均值
46,查询人物配偶及亲属关系,113,67,0.7677,0.0,8.96,38,0.6934,0.0,13.16,5,0.6167,0.0,60.0,3,0.6157,0.0,0.0,2026搜索,0.0743,0.732
37,查询习近平个人资料与讲话,135,47,0.7441,6.38,0.0,85,0.7583,1.18,1.18,2,0.8441,0.0,0.0,1,0.5218,0.0,0.0,2025搜索,0.0142,0.7528
26,查询中国中央党政军领导成员名单与职务,372,156,0.7398,3.85,8.33,190,0.8024,0.53,7.89,13,0.858,7.69,7.69,13,0.6176,7.69,15.38,2025搜索,0.0626,0.7716
27,查询部长级官员任职信息,77,38,0.7783,0.0,0.0,36,0.7712,0.0,0.0,1,0.9117,0.0,0.0,2,0.7876,0.0,0.0,2026搜索,0.0071,0.777
38,查询含“马”字人物信息,159,104,0.7688,1.92,3.85,50,0.833,0.0,6.0,4,0.8058,0.0,25.0,1,0.8176,0.0,100.0,2025搜索,0.0642,0.7902
0,专名信息查询,2024,1210,0.8004,1.49,34.13,744,0.7986,1.48,36.42,36,0.7235,2.78,38.89,34,0.5716,11.76,35.29,助手随机1k,0.2288,0.7946
28,领导班子成员名单查询,100,44,0.8042,0.0,0.0,43,0.8221,2.33,0.0,1,0.4905,0.0,0.0,12,0.7173,0.0,0.0,2025搜索,0.0179,0.7983
25,官员职务及履历查询,143,80,0.8719,0.0,5.0,48,0.7842,0.0,4.17,10,0.7703,0.0,0.0,5,0.7137,0.0,0.0,2026搜索,0.0877,0.8299
50,人物角色资料查询,585,316,0.8357,0.63,24.37,247,0.8466,0.4,21.46,13,0.6694,0.0,38.46,9,0.5901,0.0,33.33,2025搜索,0.0109,0.8328
20,党委书记及常委任职查询,231,153,0.8383,0.0,1.31,66,0.8882,1.52,1.52,3,0.8115,0.0,0.0,9,0.6971,0.0,0.0,2025搜索,0.0499,0.8467
10,百度送花明星影响力查询,220,12,0.716,0.0,0.0,206,0.8628,0.0,2.43,2,0.6834,0.0,0.0,0,,,,2026搜索,,0.8532
22,美女图片查询,120,56,0.8572,0.0,1.79,51,0.883,0.0,1.96,9,0.8569,0.0,0.0,4,0.7579,0.0,0.0,2025搜索,0.0258,0.8648
48,查询女性人物资料,87,54,0.8885,0.0,1.85,28,0.8928,3.57,3.57,1,0.9856,0.0,0.0,4,0.4973,0.0,0.0,2025搜索,0.0043,0.873
9,明星百度影响力查询,149,0,,,,144,0.9088,0.0,0.0,0,,,,5,0.3718,20.0,20.0,2026搜索,,0.8908
35,肖战个人资料简介查询,146,14,0.608,7.14,14.29,131,0.93,0.76,0.76,1,0.9831,0.0,0.0,0,,,,2026搜索,,0.8995
49,鞠婧祎资料与送花影响力查询,116,7,0.7482,0.0,0.0,108,0.9129,0.0,1.85,1,0.9782,0.0,0.0,0,,,,2026搜索,,0.9035
52,人名信息查询,420,214,0.9066,0.0,10.28,163,0.9233,0.0,3.68,38,0.9136,0.0,7.89,5,0.6636,0.0,60.0,2025搜索,0.0167,0.9108
36,人物简历查询,180,70,0.9291,0.0,5.71,99,0.9566,0.0,2.02,4,0.937,0.0,0.0,7,0.7309,0.0,0.0,2025搜索,0.0275,0.9367
1,人物资料查询,12670,5835,0.9585,0.14,22.59,6339,0.9521,0.24,25.67,414,0.9491,0.48,19.32,82,0.7209,1.22,43.9,助手随机1k,0.2376,0.9535
32,人物个人简介查询,226,77,0.9758,0.0,3.9,141,0.9653,0.0,0.71,6,0.9774,0.0,0.0,2,0.9864,0.0,0.0,2026搜索,0.0105,0.9694
24,查询人物个人资料简历,207,72,0.9715,0.0,0.0,134,0.9689,0.0,0.0,1,0.89,0.0,0.0,0,,,,2026搜索,0.0026,0.9694
