key,类目,定义,全语料条数,全语料占比%,2025搜索_条数,2025搜索_占比%,2025搜索_95CI低%,2025搜索_95CI高%,2025搜索_流量占比%,2026搜索_条数,2026搜索_占比%,2026搜索_95CI低%,2026搜索_95CI高%,2026搜索_流量占比%,助手头部1k_条数,助手头部1k_占比%,助手头部1k_95CI低%,助手头部1k_95CI高%,助手头部1k_流量占比%,助手随机1k_条数,助手随机1k_占比%,助手随机1k_95CI低%,助手随机1k_95CI高%,助手随机1k_流量占比%,2025搜索_均衡归属%,2025搜索_指数,2025搜索_均衡指数,2026搜索_均衡归属%,2026搜索_指数,2026搜索_均衡指数,助手头部1k_均衡归属%,助手头部1k_指数,助手头部1k_均衡指数,助手随机1k_均衡归属%,助手随机1k_指数,助手随机1k_均衡指数,出现快照数,缺席快照,独占快照,最高快照,最低快照,极差pp,最高比最低倍数,2025搜索_排名,2026搜索_排名,助手头部1k_排名,助手随机1k_排名,主导意图,主导意图占比%,盲评一致性,风险标注,user_need
20,党委书记及常委任职查询,用户输入某地或某级党委职务（如市委书记、省委书记、常委）后，获得对应职务的现任人员或名单信息即满足。,231,1.059,153,1.533,1.31,1.793,1.051,66,0.661,0.52,0.84,0.359,3,0.337,0.115,0.987,0.287,9,0.947,0.499,1.791,0.749,44.06,1.4466,1.7623,19.01,0.6241,0.7603,9.7,0.3185,0.388,27.23,0.8942,1.0894,4,,,2025搜索,助手头部1k,1.195,4.54,7,18,21,14,公共职务现任者查询,82.7,4.0,,用户输入某地或某级党委职务（如市委书记、省委书记、常委）后，获得对应职务的现任人员或名单信息即满足。
32,人物个人简介查询,用户输入一个人名或人物称谓，希望获得该人物的个人简介，包含身份、生平或主要经历等基本信息；得到该人物的简介内容即可满足。,226,1.037,77,0.771,0.618,0.963,0.55,141,1.413,1.199,1.663,1.023,6,0.675,0.31,1.465,1.336,2,0.211,0.058,0.764,0.416,25.13,0.7441,1.0052,46.02,1.3628,1.8409,21.99,0.6511,0.8796,6.86,0.2031,0.2744,4,,,2026搜索,助手随机1k,1.202,6.71,16,9,17,25,人物档案调阅,96.9,5.0,,用户输入一个人名或人物称谓，希望获得该人物的个人简介，包含身份、生平或主要经历等基本信息；得到该人物的简介内容即可满足。
10,百度送花明星影响力查询,用户查询某位明星或公众人物的百度送花/送花明星影响力情况或送花入口，得到该人物的送花影响力数据或参与方式即满足。,220,1.009,12,0.12,0.069,0.21,0.12,206,2.064,1.803,2.362,1.887,2,0.225,0.062,0.817,0.123,0,0.0,0.0,0.403,0.0,4.99,0.1191,0.1996,85.67,2.0453,3.4268,9.34,0.223,0.3736,0.0,0.0,0.0,3,助手随机1k,,2026搜索,助手随机1k,2.064,inf,32,5,23,31,粉丝打榜投票入口,62.3,4.0,,用户查询某位明星或公众人物的百度送花/送花明星影响力情况或送花入口，得到该人物的送花影响力数据或参与方式即满足。
24,查询人物个人资料简历,用户提供某位人物的姓名后，获得该人物公开的个人资料、简历、简介、家世或图片信息，即感到满足。,207,0.949,72,0.721,0.573,0.907,0.431,134,1.342,1.135,1.588,0.848,1,0.112,0.02,0.634,0.059,0,0.0,0.0,0.403,0.0,33.14,0.7597,1.3257,61.69,1.414,2.4675,5.17,0.1185,0.2068,0.0,0.0,0.0,3,助手随机1k,,2026搜索,助手随机1k,1.342,inf,17,10,26,31,人物档案调阅,78.7,5.0,,用户提供某位人物的姓名后，获得该人物公开的个人资料、简历、简介、家世或图片信息，即感到满足。
43,查询人物图片,用户想要看到某个人物、角色或外貌类型（如“帅气男生”“腹肌男”）的图片或照片；系统返回对应图片即满足。,184,0.844,90,0.902,0.734,1.107,0.572,64,0.641,0.502,0.818,0.396,15,1.687,1.025,2.765,2.14,15,1.579,0.959,2.589,1.248,18.75,1.0683,0.7499,13.33,0.7598,0.5333,35.09,1.9994,1.4035,32.83,1.8711,1.3133,4,,,助手头部1k,2026搜索,1.046,2.63,13,19,9,11,人物肖像图片获取,37.5,4.0,True,用户想要看到某个人物、角色或外貌类型（如“帅气男生”“腹肌男”）的图片或照片；系统返回对应图片即满足。
36,人物简历查询,用户提出某一人物的查询后，获得该人物的简历、履历或任职经历信息，即被满足。,180,0.826,70,0.701,0.555,0.885,0.611,99,0.992,0.815,1.206,0.955,4,0.45,0.175,1.151,0.49,7,0.737,0.357,1.513,0.582,24.35,0.8494,0.974,34.44,1.2014,1.3776,15.62,0.545,0.625,25.59,0.8926,1.0235,4,,,2026搜索,助手头部1k,0.542,2.2,18,13,19,18,人物档案调阅,95.6,4.0,,用户提出某一人物的查询后，获得该人物的简历、履历或任职经历信息，即被满足。
38,查询含“马”字人物信息,用户输入一个含“马”字的人名或人物称谓后，若得到该人物的基本信息（如简介、履历、级别、职务、去向或近况），即得到满足。,159,0.729,104,1.042,0.861,1.261,6.077,50,0.501,0.38,0.66,0.901,4,0.45,0.175,1.151,0.245,1,0.105,0.019,0.594,0.083,49.66,1.4286,1.9863,23.88,0.6869,0.9551,21.45,0.617,0.8579,5.02,0.1443,0.2007,4,,,2025搜索,助手随机1k,0.937,9.9,10,23,19,27,裸名人物身份识别,67.3,4.0,,用户输入一个含“马”字的人名或人物称谓后，若得到该人物的基本信息（如简介、履历、级别、职务、去向或近况），即得到满足。
12,列举特定对象的重要成果与相关条目,用户给出一位人物或一个机构，系统列出其重要成果、作品、任职经历、贡献或相关人物等具体清单，用户即满足。,153,0.702,18,0.18,0.114,0.285,0.09,8,0.08,0.041,0.158,0.035,12,1.35,0.774,2.344,0.987,115,12.105,10.182,14.334,10.399,1.31,0.257,0.0526,0.58,0.1142,0.0234,9.84,1.9236,0.3937,88.26,17.2512,3.5304,4,,,助手随机1k,2026搜索,12.025,151.04,30,34,14,2,群体名单枚举,34.6,4.0,,用户给出一位人物或一个机构，系统列出其重要成果、作品、任职经历、贡献或相关人物等具体清单，用户即满足。
9,明星百度影响力查询,用户想知道某位明星或公众人物在百度平台上的明星影响力数值或排名，获得对应人物的影响力数据或排名即为满足。,149,0.683,0,0.0,0.0,0.038,0.0,144,1.443,1.227,1.696,1.088,0,0.0,0.0,0.43,0.0,5,0.526,0.225,1.226,0.416,0.0,0.0,0.0,73.27,2.111,2.9307,0.0,0.0,0.0,26.73,0.7702,1.0693,2,2025搜索 / 助手头部1k,,2026搜索,2025搜索,1.443,inf,36,8,33,19,艺人平台热度数值查询,96.0,4.0,,用户想知道某位明星或公众人物在百度平台上的明星影响力数值或排名，获得对应人物的影响力数据或排名即为满足。
35,肖战个人资料简介查询,获得肖战的个人资料、简介、百科信息及图片简历后，用户即得到满足。,146,0.67,14,0.14,0.084,0.235,0.534,131,1.312,1.107,1.555,1.247,1,0.112,0.02,0.634,0.576,0,0.0,0.0,0.403,0.0,8.96,0.2094,0.3584,83.85,1.9599,3.3541,7.19,0.168,0.2875,0.0,0.0,0.0,3,助手随机1k,,2026搜索,助手随机1k,1.312,inf,31,11,26,31,人物档案调阅,73.3,4.0,True,获得肖战的个人资料、简介、百科信息及图片简历后，用户即得到满足。
18,查询个人背景与任职信息,收到一个人名（可附带单位、学校或具体事项）后，用户希望系统查明并返回该人的任职或工作经历、是否仍在某机构、公开报道、违纪违法记录或刑罚结果等可核查的背景信息。,144,0.66,25,0.25,0.17,0.369,0.105,21,0.21,0.138,0.321,0.152,3,0.337,0.115,0.987,0.256,95,10.0,8.25,12.072,8.236,2.32,0.3792,0.0928,1.95,0.3185,0.0779,3.13,0.511,0.125,92.61,15.1417,3.7043,4,,,助手随机1k,2026搜索,9.79,47.53,29,32,21,3,人物相关说法核实,43.8,4.0,True,收到一个人名（可附带单位、学校或具体事项）后，用户希望系统查明并返回该人的任职或工作经历、是否仍在某机构、公开报道、违纪违法记录或刑罚结果等可核查的背景信息。
25,官员职务及履历查询,用户输入职务名称或官员姓名后，得到该职务对应的现任者、该官员的职务与简历或相关名单等基本信息即满足。,143,0.656,80,0.801,0.644,0.996,0.676,48,0.481,0.363,0.637,0.692,10,1.125,0.612,2.058,0.746,5,0.526,0.225,1.226,0.582,27.32,1.2219,1.0927,16.39,0.7332,0.6557,38.35,1.7151,1.5339,17.94,0.8025,0.7177,4,,,助手头部1k,2026搜索,0.644,2.34,15,24,15,19,公共职务现任者查询,73.4,4.0,,用户输入职务名称或官员姓名后，得到该职务对应的现任者、该官员的职务与简历或相关名单等基本信息即满足。
51,查询女性人物及角色信息,用户输入女性称谓、身份或女性人物/角色名称后，获得该对象可公开查询的基本资料、图片、视频或相关介绍即满足。,142,0.651,63,0.631,0.494,0.807,0.549,56,0.561,0.432,0.728,0.672,15,1.687,1.025,2.765,1.321,8,0.842,0.427,1.653,0.666,16.96,0.969,0.6783,15.07,0.8614,0.603,45.34,2.5908,1.8136,22.63,1.293,0.9051,4,,,助手头部1k,2026搜索,1.126,3.01,20,21,9,16,性化类目浏览或非具体人物浏览,41.5,4.0,,用户输入女性称谓、身份或女性人物/角色名称后，获得该对象可公开查询的基本资料、图片、视频或相关介绍即满足。
37,查询习近平个人资料与讲话,获取习近平的基本资料（生平、履历、年龄、家庭、身高等）或讲话、思想文本后，用户即得到满足。,135,0.619,47,0.471,0.354,0.625,0.96,85,0.852,0.689,1.052,3.607,2,0.225,0.062,0.817,0.549,1,0.105,0.019,0.594,0.083,28.49,0.7604,1.1396,51.53,1.3753,2.0611,13.61,0.3634,0.5445,6.37,0.17,0.2548,4,,,2026搜索,助手随机1k,0.746,8.09,25,16,23,27,人物单项属性查询,53.3,3.0,,获取习近平的基本资料（生平、履历、年龄、家庭、身高等）或讲话、思想文本后，用户即得到满足。
15,查询人物身份与归属信息,用户给出一个人名、角色名或相关图片后，能获得该对象是谁及其国籍、朝代、籍贯、所属公司/学校/党派等准确的归属信息，即认为满足。,134,0.615,52,0.521,0.397,0.682,0.285,31,0.311,0.219,0.44,0.265,15,1.687,1.025,2.765,2.246,36,3.789,2.75,5.202,3.078,8.26,0.8476,0.3303,4.92,0.5053,0.1969,26.75,2.7455,1.0699,60.07,6.1661,2.4029,4,,,助手随机1k,2026搜索,3.479,12.2,24,30,9,8,人物单项属性查询,47.0,3.0,,用户给出一个人名、角色名或相关图片后，能获得该对象是谁及其国籍、朝代、籍贯、所属公司/学校/党派等准确的归属信息，即认为满足。
22,美女图片查询,用户输入美女相关关键词（如性感、旗袍、丝袜、欧美等风格）后，获得对应风格的美女图片或图片集，即满足。,120,0.55,56,0.561,0.432,0.728,0.978,51,0.511,0.389,0.671,0.762,9,1.012,0.534,1.913,1.52,4,0.421,0.164,1.078,0.333,22.39,1.0193,0.8956,20.39,0.9283,0.8157,40.41,1.8395,1.6164,16.81,0.7651,0.6723,4,,,助手头部1k,助手随机1k,0.591,2.4,21,22,16,22,性化类目浏览或非具体人物浏览,89.2,4.0,True,用户输入美女相关关键词（如性感、旗袍、丝袜、欧美等风格）后，获得对应风格的美女图片或图片集，即满足。
49,鞠婧祎资料与送花影响力查询,获取到鞠婧祎的个人资料、简介或百度送花影响力数据后，用户即得到满足。,116,0.532,7,0.07,0.034,0.145,0.087,108,1.082,0.897,1.305,0.988,1,0.112,0.02,0.634,0.18,0,0.0,0.0,0.403,0.0,5.54,0.1318,0.2218,85.56,2.0337,3.4224,8.9,0.2114,0.3558,0.0,0.0,0.0,3,助手随机1k,,2026搜索,助手随机1k,1.082,inf,33,12,26,31,人物档案调阅,62.1,3.0,,获取到鞠婧祎的个人资料、简介或百度送花影响力数据后，用户即得到满足。
46,查询人物配偶及亲属关系,用户输入如“某人老婆/老公/妻子”或“某人的妈妈/女儿”等查询，期望返回对应人物的配偶或亲属姓名及相关基本信息。,113,0.518,67,0.671,0.529,0.851,0.247,38,0.381,0.277,0.522,0.208,5,0.562,0.24,1.31,0.279,3,0.316,0.107,0.924,0.25,34.77,1.295,1.3909,19.72,0.7346,0.789,29.14,1.0852,1.1656,16.36,0.6093,0.6545,4,,,2025搜索,助手随机1k,0.355,2.13,19,28,18,24,私人家世与感情关系查询,51.3,3.0,True,用户输入如“某人老婆/老公/妻子”或“某人的妈妈/女儿”等查询，期望返回对应人物的配偶或亲属姓名及相关基本信息。
28,领导班子成员名单查询,用户想查询某个地区、单位或历史组织的领导班子成员名单、排名、简介或个人信息，得到对应领导班子成员及职务信息即满足。,100,0.459,44,0.441,0.329,0.591,0.192,43,0.431,0.32,0.58,0.367,1,0.112,0.02,0.634,0.05,12,1.263,0.724,2.195,0.998,19.61,0.961,0.7845,19.17,0.9393,0.7668,5.01,0.2453,0.2002,56.21,2.7542,2.2484,4,,,助手随机1k,助手头部1k,1.151,11.23,26,25,26,13,群体名单枚举,84.0,4.0,,用户想查询某个地区、单位或历史组织的领导班子成员名单、排名、简介或个人信息，得到对应领导班子成员及职务信息即满足。
19,人物年龄及属性查询,用户想知道某个具体人物（或少数群体）的年龄、活了多少岁或两人相差岁数，得到具体岁数或明确说明后即满足。,98,0.449,29,0.29,0.202,0.417,0.117,40,0.401,0.294,0.545,0.163,2,0.225,0.062,0.817,0.1,27,2.842,1.961,4.104,2.745,7.73,0.6463,0.3092,10.66,0.8916,0.4265,5.99,0.5005,0.2394,75.62,6.3234,3.0249,4,,,助手随机1k,助手头部1k,2.617,12.63,28,27,23,10,人物单项属性查询,77.6,2.0,True,用户想知道某个具体人物（或少数群体）的年龄、活了多少岁或两人相差岁数，得到具体岁数或明确说明后即满足。
21,省级党委书记任免查询,用户查询新疆维吾尔自治区等省级行政区党委书记的现任人员、历任名单、任免通知或个人简历，获得对应准确的官方人事信息后即满足。,96,0.44,94,0.942,0.77,1.151,1.215,1,0.01,0.002,0.057,0.006,0,0.0,0.0,0.43,0.0,1,0.105,0.019,0.594,0.083,89.09,2.1386,3.5637,0.95,0.0228,0.0379,0.0,0.0,0.0,9.96,0.2391,0.3984,3,助手头部1k,,2025搜索,助手头部1k,0.942,inf,11,36,33,27,人事任免事件查询,50.0,4.0,,用户查询新疆维吾尔自治区等省级行政区党委书记的现任人员、历任名单、任免通知或个人简历，获得对应准确的官方人事信息后即满足。
14,七一勋章获得者信息查询,用户在查询七一勋章获得者时，得到某一年度或历届获得者名单，以及特定获得者的简介或事迹，即算满足。,90,0.413,2,0.02,0.005,0.073,0.009,87,0.872,0.707,1.074,2.402,0,0.0,0.0,0.43,0.0,1,0.105,0.019,0.594,0.083,2.01,0.0485,0.0804,87.43,2.1115,3.4972,0.0,0.0,0.0,10.56,0.255,0.4224,3,助手头部1k,,2026搜索,助手头部1k,0.872,inf,35,15,33,27,群体名单枚举,71.1,4.0,,用户在查询七一勋章获得者时，得到某一年度或历届获得者名单，以及特定获得者的简介或事迹，即算满足。
48,查询女性人物资料,用户输入一位女性人物名称（历史、虚构或现代名人），获得该人物的身份说明与基本生平资料后即满足。,87,0.399,54,0.541,0.415,0.705,0.286,28,0.281,0.194,0.405,0.171,1,0.112,0.02,0.634,0.047,4,0.421,0.164,1.078,0.832,39.92,1.3557,1.5969,20.7,0.703,0.8281,8.3,0.2819,0.3321,31.07,1.0552,1.243,4,,,2025搜索,助手头部1k,0.428,4.81,23,31,26,22,裸名人物身份识别,80.5,4.0,,用户输入一位女性人物名称（历史、虚构或现代名人），获得该人物的身份说明与基本生平资料后即满足。
27,查询部长级官员任职信息,用户输入部长、副部长、部长助理等职务或机构名称，希望获得该职务对应的现任或历任人员姓名和任职情况；得到准确的官员姓名与职务信息后即满足。,77,0.353,38,0.381,0.277,0.522,0.318,36,0.361,0.261,0.499,0.357,1,0.112,0.02,0.634,0.104,2,0.211,0.058,0.764,0.166,35.76,1.0779,1.4306,33.89,1.0212,1.3554,10.57,0.3185,0.4228,19.78,0.5961,0.7912,4,,,2025搜索,助手头部1k,0.268,3.38,27,29,26,25,公共职务现任者查询,76.6,4.0,,用户输入部长、副部长、部长助理等职务或机构名称，希望获得该职务对应的现任或历任人员姓名和任职情况；得到准确的官员姓名与职务信息后即满足。
16,查询鹿晗关晓彤近况与感情动态,用户获得鹿晗、关晓彤及其感情关系的最新动态、近期消息和相关个人资料后即满足。,63,0.289,56,0.561,0.432,0.728,1.31,6,0.06,0.028,0.131,0.045,1,0.112,0.02,0.634,0.046,0,0.0,0.0,0.403,0.0,76.47,1.9414,3.0589,8.19,0.208,0.3278,15.33,0.3893,0.6134,0.0,0.0,0.0,3,助手随机1k,,2025搜索,助手随机1k,0.561,inf,21,35,26,31,人物近期事件状态查询,42.9,4.0,,用户获得鹿晗、关晓彤及其感情关系的最新动态、近期消息和相关个人资料后即满足。
59,查询习近平总书记个人信息与讲话,用户输入与习近平总书记（习总书记）相关的查询后，获得其简介、年龄、身高、简历或重要讲话内容。,17,0.078,3,0.03,0.01,0.088,0.018,14,0.14,0.084,0.235,0.135,0,0.0,0.0,0.43,0.0,0,0.0,0.0,0.403,0.0,17.65,0.3854,0.7058,82.35,1.7989,3.2942,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2026搜索,助手头部1k,0.14,inf,34,33,33,31,垂类外非人物查询,41.2,4.0,,用户输入与习近平总书记（习总书记）相关的查询后，获得其简介、年龄、身高、简历或重要讲话内容。
