外层,a,b,n_a,n_b,内层TVD,同源噪声上界,超出噪声,a主导内层,a主导占比%,b主导内层,b主导占比%,主导是否相同
私人家世与感情关系查询,2026搜索,助手随机1k,97,69,0.6386,0.2971,True,查询习近平个人资料与讲话,17.53,查询人物背景与个人生活,52.17,False
私人家世与感情关系查询,助手头部1k,助手随机1k,47,69,0.4073,0.2848,True,查询明星娱乐八卦动态,42.55,查询人物背景与个人生活,52.17,False
群体名单枚举,2025搜索,2026搜索,209,254,0.34,0.1952,True,查询中国中央党政军领导成员名单与职务,28.23,查询中国中央党政军领导成员名单与职务,35.43,True
群体名单枚举,2025搜索,助手随机1k,209,107,0.6331,0.2444,True,查询中国中央党政军领导成员名单与职务,28.23,列举特定对象的重要成果与相关条目,42.06,False
群体名单枚举,2026搜索,助手随机1k,254,107,0.7009,0.2168,True,查询中国中央党政军领导成员名单与职务,35.43,列举特定对象的重要成果与相关条目,42.06,False
跳转人物站外主页,2025搜索,2026搜索,31,89,0.373,0.2377,True,人物资料查询,48.39,人物资料查询,82.02,True
人物单项属性查询,2025搜索,2026搜索,155,194,0.2661,0.2058,True,人物及机构基本信息查询,19.35,查询习近平个人资料与讲话,23.2,False
人物单项属性查询,2025搜索,助手随机1k,155,79,0.4394,0.2699,True,人物及机构基本信息查询,19.35,查询人物身份与归属信息,20.25,False
人物单项属性查询,2026搜索,助手随机1k,194,79,0.5703,0.2575,True,查询习近平个人资料与讲话,23.2,查询人物身份与归属信息,20.25,False
人物肖像图片获取,2025搜索,2026搜索,77,215,0.5151,0.189,True,查询人物图片,37.66,人物资料查询,69.3,False
作品角色反查人物,2025搜索,2026搜索,58,34,0.2028,0.3034,False,查询对象身份,55.17,查询对象身份,67.65,True
作品角色反查人物,2025搜索,助手随机1k,58,30,0.4644,0.3632,True,查询对象身份,55.17,查询对象身份,33.33,True
作品角色反查人物,2026搜索,助手随机1k,34,30,0.4863,0.4002,True,查询对象身份,67.65,查询对象身份,33.33,True
